,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Carl Pettersson,100,11.29,434,49
1,2,2,Patrick Sheehan,113,10.83,591,64
2,T3,T3,Hunter Mahan,94,10.68,487,52
3,T3,T3,Bob Tway,90,10.68,365,39
4,5,5,Alex Cejka,76,10.4,327,34
5,6,6,Brenden Pappas,111,10.34,580,60
6,7,7,Ben Curtis,56,10.26,234,24
7,8,8,Bob Burns,88,10.24,449,46
8,9,9,Geoff Ogilvy,91,10.22,460,47
9,10,10,Adam Scott,55,10.13,237,24
10,11,11,Brad Faxon,94,10.05,388,39
11,12,12,Tiger Woods,78,10.03,329,33
12,13,13,Bernhard Langer,59,9.96,241,24
13,14,14,Frank Lickliter II,89,9.82,438,43
14,15,15,Justin Rose,77,9.78,317,31
15,16,16,David Gossett,57,9.66,290,28
16,17,17,Glen Day,101,9.64,477,46
17,T18,T18,Scott Hend,81,9.55,419,40
18,T18,T18,Ted Purdy,114,9.55,597,57
19,20,20,Tim Clark,84,9.52,378,36
20,21,21,Stephen Ames,97,9.51,515,49
21,22,22,Harrison Frazar,86,9.4,415,39
22,23,23,David Morland IV,73,9.35,353,33
23,T24,T24,Stewart Cink,103,9.34,439,41
24,T24,T24,Shigeki Maruyama,93,9.34,439,41
25,T24,T24,Mark O'Meara,58,9.34,257,24
26,27,27,Tim Petrovic,111,9.32,483,45
27,28,28,Greg Chalmers,70,9.29,366,34
28,29,29,Mark Hensby,97,9.23,444,41
29,30,30,Jesper Parnevik,86,9.17,447,41
30,31,31,Pat Perez,102,9.15,492,45
31,T32,T32,Luke Donald,72,9.13,427,39
32,T32,T32,John Huston,62,9.13,252,23
33,34,34,Steve Flesch,109,9.11,483,44
34,35,35,Rich Barcelo,67,9.09,341,31
35,36,36,John Rollins,90,8.98,401,36
36,37,37,Craig Bowden,83,8.97,446,40
37,T38,T38,Aaron Baddeley,87,8.95,447,40
38,T38,T38,Russ Cochran,61,8.95,313,28
39,40,40,Rod Pampling,98,8.93,448,40
40,41,41,Rich Beem,81,8.91,348,31
41,42,42,Gene Sauers,83,8.9,438,39
42,43,43,Jay Williamson,100,8.84,498,44
43,44,44,Cameron Beckman,99,8.82,510,45
44,T45,T45,José Coceres,68,8.76,331,29
45,T45,T45,Kevin Muncrief,50,8.76,251,22
46,47,47,Mark Calcavecchia,79,8.75,343,30
47,48,48,Brian Gay,96,8.73,458,40
48,49,49,Mark Wilson,62,8.71,379,33
49,50,50,Steve Allan,102,8.69,518,45
50,51,51,Steve Lowery,91,8.65,416,36
51,52,52,Scott Hoch,52,8.63,255,22
52,53,53,Brent Geiberger,94,8.62,557,48
53,54,54,Stuart Appleby,84,8.6,349,30
54,55,55,Vijay Singh,112,8.59,524,45
55,T56,T56,Peter Lonard,68,8.56,292,25
56,T56,T56,Kirk Triplett,88,8.56,362,31
57,T58,T58,Tom Lehman,70,8.52,352,30
58,T58,T58,Deane Pappas,72,8.52,364,31
59,T58,T58,Kenny Perry,79,8.52,352,30
60,61,61,Tripp Isenhour,55,8.48,283,24
61,62,62,Steve Elkington,64,8.47,354,30
62,63,63,David Frost,78,8.45,485,41
63,64,64,David Toms,80,8.43,356,30
64,65,65,Dean Wilson,99,8.41,523,44
65,66,66,Nick Price,51,8.38,191,16
66,67,67,Joe Ogilvie,104,8.37,454,38
67,68,68,Chris DiMarco,105,8.35,407,34
68,69,69,Brett Quigley,102,8.33,576,48
69,70,70,Joe Durant,85,8.32,457,38
70,71,71,Steve Pate,71,8.27,423,35
71,72,72,Jeff Sluman,98,8.26,484,40
72,73,73,Hank Kuehne,91,8.22,450,37
73,74,74,Corey Pavin,83,8.2,378,31
74,75,75,Arron Oberholser,77,8.17,367,30
75,76,76,Heath Slocum,92,8.16,478,39
76,77,77,Michael Allen,87,8.14,442,36
77,78,78,Tommy Tolles,67,8.09,346,28
78,79,79,Ben Crane,92,8.07,483,39
79,T80,T80,Tom Byrum,83,8.01,412,33
80,T80,T80,Chris Riley,78,8.01,312,25
81,82,82,Dennis Paulson,71,8.0,375,30
82,83,83,Jonathan Kaye,79,7.97,389,31
83,84,84,Scott Verplank,92,7.96,377,30
84,85,85,Zach Johnson,109,7.94,529,42
85,T86,T86,Ernie Els,62,7.93,227,18
86,T86,T86,Dan Forsman,79,7.93,429,34
87,88,88,Jason Bohn,98,7.91,531,42
88,89,89,Danny Briggs,85,7.89,456,36
89,90,90,David Peoples,82,7.88,457,36
90,91,91,Shaun Micheel,93,7.85,446,35
91,92,92,Freddie Jacobson,83,7.8,359,28
92,T93,T93,Tom Carter,113,7.75,619,48
93,T93,T93,John Daly,79,7.75,387,30
94,95,95,Hidemichi Tanaka,89,7.74,491,38
95,96,96,Rocco Mediate,53,7.73,194,15
96,97,97,Jeff Maggert,60,7.72,324,25
97,98,98,Briny Baird,100,7.71,532,41
98,99,99,Vaughn Taylor,84,7.66,418,32
99,100,100,Craig Perks,75,7.63,393,30
100,101,101,Darren Clarke,54,7.62,210,16
101,102,102,Woody Austin,94,7.57,449,34
102,T103,T103,Chris Couch,55,7.54,305,23
103,T103,T103,Loren Roberts,81,7.54,411,31
104,T105,T105,Skip Kendall,99,7.51,453,34
105,T105,T105,Hirofumi Miyase,65,7.51,333,25
106,T107,T107,Guy Boros,64,7.49,347,26
107,T107,T107,Olin Browne,92,7.49,467,35
108,T107,T107,Danny Ellis,81,7.49,387,29
109,110,110,John Riegger,53,7.48,294,22
110,T111,T111,Bo Van Pelt,107,7.43,498,37
111,T111,T111,Duffy Waldorf,79,7.43,377,28
112,113,113,Tag Ridings,53,7.41,243,18
113,114,114,Dan Olsen,75,7.39,379,28
114,T115,T115,Dudley Hart,60,7.36,258,19
115,T115,T115,Chris Smith,105,7.36,625,46
116,T117,T117,Fred Couples,54,7.34,259,19
117,T117,T117,Todd Fischer,104,7.34,531,39
118,T119,T119,Billy Andrade,104,7.33,532,39
119,T119,T119,Pat Bates,99,7.33,573,42
120,T119,T119,Richard Johnson,102,7.33,546,40
121,T119,T119,Steve Stricker,81,7.33,382,28
122,123,123,Bart Bryant,73,7.32,396,29
123,T124,T124,Retief Goosen,56,7.3,233,17
124,T124,T124,Scott Simpson,55,7.3,315,23
125,126,126,Robert Gamez,103,7.29,480,35
126,T127,T127,Matt Gogel,86,7.27,385,28
127,T127,T127,Davis Love III,85,7.27,330,24
128,129,129,Brian Bateman,84,7.24,456,33
129,130,130,Chad Campbell,100,7.23,484,35
130,131,131,Scott McCarron,88,7.22,457,33
131,132,132,Tommy Armour III,87,7.2,472,34
132,133,133,Jonathan Byrd,85,7.18,390,28
133,T134,T134,Fred Funk,97,7.17,488,35
134,T134,T134,Mike Weir,75,7.17,279,20
135,136,136,Rory Sabbatini,89,7.14,434,31
136,137,137,Carlos Franco,99,7.09,536,38
137,138,138,Neal Lancaster,106,7.07,552,39
138,139,139,Daniel Chopra,108,7.06,538,38
139,140,140,Bob Estes,73,7.04,270,19
