,Putting_from_15-25_RANK THIS WEEK,Putting_from_15-25_RANK LAST WEEK,Putting_from_15-25_PLAYER NAME,Putting_from_15-25_ROUNDS,Putting_from_15-25_% MADE,Putting_from_15-25_ATTEMPTS,Putting_from_15-25_PUTTS MADE
0,1,1,Adam Scott,55,23.87,155,37
1,2,2,Stuart Appleby,84,22.49,209,47
2,3,3,Frank Lickliter II,89,22.06,272,60
3,4,4,Bo Van Pelt,107,22.02,277,61
4,5,5,Scott Simpson,55,21.71,175,38
5,6,6,Darren Clarke,54,21.7,106,23
6,7,7,Len Mattiace,75,21.65,194,42
7,8,8,Brad Faxon,94,21.46,233,50
8,9,9,Vijay Singh,112,21.29,310,66
9,10,10,Hank Kuehne,91,21.01,238,50
10,11,11,Tag Ridings,53,20.83,144,30
11,12,12,Mike Weir,75,20.79,178,37
12,13,13,Joe Ogilvie,104,20.55,292,60
13,T14,T14,Scott Hend,81,20.43,230,47
14,T14,T14,Shaun Micheel,93,20.43,230,47
15,16,16,Tiger Woods,78,20.37,162,33
16,17,17,Dan Olsen,75,20.3,197,40
17,18,18,Shigeki Maruyama,93,20.08,264,53
18,19,19,Craig Perks,75,20.0,215,43
19,20,20,Ted Purdy,114,19.88,347,69
20,21,21,David Gossett,57,19.87,151,30
21,22,22,Lee Janzen,84,19.75,238,47
22,23,23,Dean Wilson,99,19.73,294,58
23,24,24,Jesper Parnevik,86,19.67,239,47
24,25,25,Skip Kendall,99,19.42,278,54
25,26,26,Dennis Paulson,71,19.4,201,39
26,27,27,Chris DiMarco,105,19.39,263,51
27,28,28,Bob Tway,90,19.31,233,45
28,T29,T29,Pat Bates,99,19.23,312,60
29,T29,T29,Stewart Cink,103,19.23,286,55
30,31,31,Pat Perez,102,19.09,309,59
31,32,32,Matt Gogel,86,19.03,226,43
32,33,33,Freddie Jacobson,83,19.0,200,38
33,34,34,Tommy Tolles,67,18.91,201,38
34,35,35,Hunter Mahan,94,18.88,286,54
35,36,36,Neal Lancaster,106,18.86,297,56
36,T37,T37,Davis Love III,85,18.84,207,39
37,T37,T37,Geoff Ogilvy,91,18.84,292,55
38,39,39,Danny Ellis,81,18.83,239,45
39,40,40,Tim Petrovic,111,18.75,288,54
40,41,41,Craig Bowden,83,18.73,283,53
41,42,42,Mark Calcavecchia,79,18.72,219,41
42,43,43,Steve Pate,71,18.69,198,37
43,44,44,David Peoples,82,18.68,273,51
44,45,45,Steve Stricker,81,18.67,225,42
45,46,46,Steve Flesch,109,18.64,295,55
46,47,47,Mark O'Meara,58,18.52,135,25
47,48,48,Loren Roberts,81,18.44,244,45
48,49,49,Billy Andrade,104,18.4,326,60
49,50,50,John Rollins,90,18.39,261,48
50,51,51,Dan Forsman,79,18.37,245,45
51,52,52,Brent Geiberger,94,18.35,267,49
52,53,53,Greg Chalmers,70,18.31,213,39
53,T54,T54,Rich Beem,81,18.26,230,42
54,T54,T54,Scott Verplank,92,18.26,219,40
55,56,56,Mike Heinen,53,18.23,181,33
56,57,57,Robert Gamez,103,18.21,335,61
57,58,58,Kirk Triplett,88,18.18,242,44
58,59,59,Ben Curtis,56,18.12,138,25
59,60,60,Todd Fischer,104,18.01,311,56
60,61,61,Harrison Frazar,86,17.96,245,44
61,62,62,Nick Price,51,17.89,123,22
62,63,63,Richard Johnson,102,17.84,342,61
63,T64,T64,Luke Donald,72,17.83,230,41
64,T64,T64,David Frost,78,17.83,258,46
65,T66,T66,Aaron Baddeley,87,17.8,264,47
66,T66,T66,Kenny Perry,79,17.8,236,42
67,68,68,Brenden Pappas,111,17.7,322,57
68,69,69,Alex Cejka,76,17.65,187,33
69,70,70,Dudley Hart,60,17.61,176,31
70,71,71,Ben Crane,92,17.6,267,47
71,72,72,Deane Pappas,72,17.59,216,38
72,73,73,Tom Byrum,83,17.54,268,47
73,74,74,Jay Williamson,100,17.42,333,58
74,75,75,Tim Herron,84,17.36,242,42
75,T76,T76,Craig Barlow,80,17.23,238,41
76,T76,T76,Ken Duke,89,17.23,267,46
77,78,78,Brian Bateman,84,17.2,279,48
78,79,79,Spike McRoy,93,17.16,268,46
79,T80,T80,Steve Allan,102,17.13,321,55
80,T80,T80,Jerry Kelly,113,17.13,327,56
81,82,82,Paul Azinger,75,17.05,217,37
82,83,83,Kris Cox,73,16.98,212,36
83,T84,T84,Olin Browne,92,16.94,301,51
84,T84,T84,Brian Gay,96,16.94,301,51
85,86,86,Steve Lowery,91,16.93,254,43
86,87,87,Bernhard Langer,59,16.92,130,22
87,88,88,Justin Rose,77,16.86,255,43
88,89,89,Mark Hensby,97,16.78,286,48
89,90,90,Rich Barcelo,67,16.75,209,35
