,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
50,T44,T44,Tom Byrum,25,54
51,T44,T44,Ben Curtis,20,54
52,T44,T44,Danny Ellis,26,54
53,T44,T44,Dan Forsman,28,54
54,T44,T44,David Frost,26,54
55,T44,T44,Mark Hensby,29,54
56,T44,T44,Skip Kendall,29,54
57,T44,T44,Hank Kuehne,30,54
58,T44,T44,Rod Pampling,26,54
59,T44,T44,Jesper Parnevik,24,54
60,T44,T44,Craig Perks,27,54
61,T44,T44,Kenny Perry,23,54
62,T44,T44,Nick Price,15,54
63,T44,T44,Loren Roberts,22,54
64,T44,T44,Rory Sabbatini,26,54
65,T44,T44,Steve Stricker,27,54
66,T44,T44,Kirk Triplett,24,54
67,T44,T44,Scott Verplank,24,54
68,T44,T44,Mike Weir,22,54
69,T70,T70,Billy Andrade,31,53
70,T70,T70,Tommy Armour III,28,53
71,T70,T70,Woody Austin,29,53
72,T70,T70,Paul Azinger,23,53
73,T70,T70,Pat Bates,32,53
74,T70,T70,Craig Bowden,30,53
75,T70,T70,Tim Clark,26,53
76,T70,T70,Chris Couch,24,53
77,T70,T70,Glen Day,33,53
78,T70,T70,Jay Delsing,26,53
79,T70,T70,Chris DiMarco,27,53
80,T70,T70,Luke Donald,21,53
81,T70,T70,Ken Duke,30,53
82,T70,T70,Brian Gay,32,53
83,T70,T70,Tripp Isenhour,22,53
84,T70,T70,Lee Janzen,25,53
85,T70,T70,Jerry Kelly,29,53
86,T70,T70,Matt Kuchar,28,53
87,T70,T70,Neal Lancaster,33,53
88,T70,T70,Steve Lowery,28,53
89,T70,T70,Len Mattiace,25,53
90,T70,T70,Phil Mickelson,22,53
91,T70,T70,Arron Oberholser,23,53
92,T70,T70,Dan Olsen,31,53
93,T70,T70,Ryan Palmer,33,53
94,T70,T70,Craig Parry,16,53
95,T70,T70,John Rollins,29,53
96,T70,T70,Justin Rose,22,53
97,T70,T70,Scott Simpson,18,53
98,T70,T70,Duffy Waldorf,26,53
99,T70,T70,Dean Wilson,33,53
100,T101,T101,Steve Allan,33,52
101,T101,T101,Michael Allen,28,52
102,T101,T101,Arjun Atwal,30,52
103,T101,T101,Craig Barlow,25,52
104,T101,T101,Chad Campbell,28,52
105,T101,T101,Tom Carter,35,52
106,T101,T101,K.J. Choi,24,52
107,T101,T101,José Coceres,20,52
108,T101,T101,Russ Cochran,25,52
109,T101,T101,John Daly,22,52
110,T101,T101,Jason Dufner,28,52
111,T101,T101,Steve Elkington,20,52
112,T101,T101,Ernie Els,16,52
113,T101,T101,Todd Fischer,33,52
114,T101,T101,Fred Funk,29,52
115,T101,T101,Retief Goosen,16,52
116,T101,T101,Dudley Hart,23,52
117,T101,T101,Mike Heinen,17,52
118,T101,T101,Scott Hoch,17,52
119,T101,T101,Kent Jones,32,52
120,T101,T101,Jonathan Kaye,25,52
121,T101,T101,Stephen Leaney,24,52
122,T101,T101,Davis Love III,24,52
123,T101,T101,Jeff Maggert,20,52
124,T101,T101,Scott McCarron,27,52
125,T101,T101,Hirofumi Miyase,27,52
126,T101,T101,José María Olazábal,17,52
127,T101,T101,Deane Pappas,22,52
128,T101,T101,Steve Pate,24,52
129,T101,T101,David Peoples,26,52
130,T101,T101,Chris Riley,23,52
131,T101,T101,Gene Sauers,30,52
132,T101,T101,Vijay Singh,29,52
133,T101,T101,Jeff Sluman,28,52
134,T101,T101,Roger Tambellini,28,52
135,T101,T101,Jay Williamson,33,52
136,T137,T137,Robert Allenby,26,51
137,T137,T137,Briny Baird,30,51
138,T137,T137,Rich Beem,28,51
139,T137,T137,Jason Bohn,29,51
140,T137,T137,David Branshaw,30,51
141,T137,T137,Olin Browne,30,51
142,T137,T137,Kris Cox,26,51
143,T137,T137,Robert Damron,28,51
144,T137,T137,Carlos Franco,27,51
145,T137,T137,Robert Gamez,31,51
146,T137,T137,David Gossett,25,51
147,T137,T137,J.P. Hayes,27,51
148,T137,T137,Tim Herron,26,51
149,T137,T137,John Huston,20,51
150,T137,T137,Cliff Kresge,33,51
151,T137,T137,Tom Lehman,19,51
152,T137,T137,J.L. Lewis,32,51
153,T137,T137,Peter Lonard,23,51
154,T137,T137,Blaine McCallister,27,51
155,T137,T137,Spike McRoy,33,51
156,T137,T137,Kevin Na,32,51
157,T137,T137,Dennis Paulson,21,51
158,T137,T137,Tom Pernice Jr.,31,51
159,T137,T137,John Riegger,17,51
160,T137,T137,John Senden,28,51
161,T137,T137,Heath Slocum,31,51
162,T137,T137,Chris Smith,33,51
163,T137,T137,Hidemichi Tanaka,27,51
164,T165,T165,Jeff Brehaut,34,50
165,T165,T165,Bart Bryant,23,50
166,T165,T165,Joe Durant,26,50
167,T165,T165,Bob Estes,23,50
168,T165,T165,Lucas Glover,30,50
169,T165,T165,Todd Hamilton,27,50
170,T165,T165,J.J. Henry,30,50
171,T165,T165,Charles Howell III,30,50
172,T165,T165,Brian Kortan,24,50
173,T165,T165,Bernhard Langer,15,50
174,T165,T165,Rocco Mediate,19,50
175,T165,T165,Kevin Muncrief,21,50
176,T165,T165,Corey Pavin,23,50
177,T165,T165,Joey Sindelar,31,50
178,T165,T165,Andre Stolz,20,50
179,T165,T165,Vaughn Taylor,27,50
180,T165,T165,Esteban Toledo,36,50
181,T165,T165,Grant Waite,29,50
182,T183,T183,Notah Begay III,23,49
183,T183,T183,John Cook,19,49
184,T183,T183,Fred Couples,16,49
185,T183,T183,Niclas Fasth,22,49
186,T183,T183,Mathias Grönberg,32,49
187,T183,T183,Billy Mayfair,32,49
188,T183,T183,Kevin Sutherland,27,49
189,T183,T183,Roland Thatcher,23,49
190,T191,T191,Mark Brooks,31,48
191,T191,T191,Justin Leonard,25,48
192,T191,T191,Dicky Pride,23,48
193,T191,T191,Omar Uresti,28,48
194,T195,T195,Sergio Garcia,18,47
195,T195,T195,Jay Haas,23,47
