,3-Putt_Avoidance_-_Round_3_RANK THIS WEEK,3-Putt_Avoidance_-_Round_3_RANK LAST WEEK,3-Putt_Avoidance_-_Round_3_PLAYER NAME,3-Putt_Avoidance_-_Round_3_%,3-Putt_Avoidance_-_Round_3_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_3_TOTAL HOLES
0,1,1,Stephen Leaney,0.37,1,270
1,2,2,Rich Barcelo,0.69,1,144
2,3,3,Steve Stricker,0.85,2,234
3,T4,T4,Chris Couch,0.93,1,108
4,T4,T4,Retief Goosen,0.93,2,216
5,6,6,Brian Gay,1.04,3,288
6,7,7,Kevin Muncrief,1.11,1,90
7,8,8,Todd Fischer,1.17,4,342
8,T9,T9,John Cook,1.23,2,162
9,T9,T9,Jay Haas,1.23,4,324
10,T9,T9,Hidemichi Tanaka,1.23,4,324
11,12,12,Stewart Cink,1.26,5,396
12,T13,T13,Arjun Atwal,1.28,3,234
13,T13,T13,Greg Chalmers,1.28,3,234
14,15,15,Shigeki Maruyama,1.32,5,378
15,T16,T16,Stuart Appleby,1.39,4,288
16,T16,T16,David Peoples,1.39,4,288
17,18,18,Vijay Singh,1.44,7,486
18,19,19,Brent Geiberger,1.46,5,342
19,20,20,Esteban Toledo,1.52,3,198
20,21,21,Frank Lickliter II,1.54,5,324
21,T22,T22,Matt Kuchar,1.59,4,252
22,T22,T22,Hirofumi Miyase,1.59,2,126
23,T22,T22,Joe Ogilvie,1.59,6,378
24,T25,T25,Tom Byrum,1.63,5,306
25,T25,T25,Harrison Frazar,1.63,5,306
26,27,27,Bob Estes,1.71,4,234
27,T28,T28,Tim Clark,1.74,5,288
28,T28,T28,Hank Kuehne,1.74,5,288
29,T28,T28,Kenny Perry,1.74,5,288
30,T28,T28,Kevin Sutherland,1.74,5,288
31,T28,T28,Dean Wilson,1.74,5,288
32,T33,T33,Joey Sindelar,1.75,6,342
33,T33,T33,Bob Tway,1.75,6,342
34,T35,T35,Tom Carter,1.77,7,396
35,T35,T35,Rod Pampling,1.77,7,396
36,T37,T37,Mark Brooks,1.85,2,108
37,T37,T37,Chris DiMarco,1.85,8,432
38,T37,T37,Tag Ridings,1.85,3,162
39,T37,T37,Mark Wilson,1.85,4,216
40,41,41,Kent Jones,1.96,6,306
41,T42,T42,Bob Burns,1.98,5,252
42,T42,T42,Ernie Els,1.98,5,252
43,T44,T44,J.L. Lewis,2.02,8,396
44,T44,T44,Peter Lonard,2.02,4,198
45,T44,T44,José María Olazábal,2.02,4,198
46,47,47,Justin Leonard,2.05,7,342
47,48,48,Daniel Chopra,2.12,8,378
48,49,49,Bernhard Langer,2.14,5,234
49,T50,T50,Chad Campbell,2.22,8,360
50,T50,T50,Russ Cochran,2.22,4,180
51,T50,T50,Luke Donald,2.22,6,270
52,T50,T50,Dan Olsen,2.22,4,180
53,T50,T50,John Riegger,2.22,4,180
54,55,55,Scott Verplank,2.27,9,396
55,56,56,Brian Bateman,2.29,7,306
56,T57,T57,David Branshaw,2.31,5,216
57,T57,T57,Steve Pate,2.31,5,216
58,T59,T59,Matt Gogel,2.34,8,342
59,T59,T59,Richard Johnson,2.34,8,342
60,T59,T59,Tom Pernice Jr.,2.34,8,342
61,T62,T62,Paul Azinger,2.38,6,252
62,T62,T62,Neal Lancaster,2.38,9,378
63,64,64,Michael Allen,2.43,7,288
64,T65,T65,Darren Clarke,2.47,4,162
65,T65,T65,Todd Hamilton,2.47,8,324
66,T65,T65,Kevin Na,2.47,8,324
67,T65,T65,Loren Roberts,2.47,8,324
68,T65,T65,Tiger Woods,2.47,8,324
69,70,70,Jeff Maggert,2.53,5,198
70,71,71,Zach Johnson,2.55,11,432
71,72,72,Bart Bryant,2.56,6,234
72,T73,T73,Craig Barlow,2.59,7,270
73,T73,T73,Heath Slocum,2.59,7,270
74,T73,T73,Omar Uresti,2.59,7,270
75,76,76,Ben Crane,2.63,9,342
76,77,77,Briny Baird,2.65,10,378
77,T78,T78,Charles Howell III,2.66,11,414
78,T78,T78,Bo Van Pelt,2.66,11,414
79,T80,T80,Olin Browne,2.78,8,288
80,T80,T80,Alex Cejka,2.78,7,252
81,T80,T80,Glen Day,2.78,9,324
82,T80,T80,Jay Delsing,2.78,6,216
83,T80,T80,Fred Funk,2.78,10,360
84,T80,T80,John Huston,2.78,5,180
85,T80,T80,Tripp Isenhour,2.78,4,144
86,T80,T80,Jerry Kelly,2.78,13,468
87,T80,T80,Steve Lowery,2.78,9,324
88,T80,T80,Hunter Mahan,2.78,9,324
89,T80,T80,Blaine McCallister,2.78,4,144
90,T80,T80,Rocco Mediate,2.78,4,144
91,T80,T80,Arron Oberholser,2.78,8,288
92,T80,T80,Geoff Ogilvy,2.78,9,324
93,T80,T80,Chris Riley,2.78,8,288
94,T80,T80,John Rollins,2.78,8,288
95,T80,T80,Scott Simpson,2.78,5,180
96,97,97,Carl Pettersson,2.91,11,378
97,T98,T98,Tim Herron,2.94,9,306
98,T98,T98,Freddie Jacobson,2.94,9,306
99,T98,T98,Scott McCarron,2.94,9,306
100,T101,T101,David Frost,2.99,7,234
101,T101,T101,Mathias Grönberg,2.99,7,234
102,103,103,Carlos Franco,3.01,13,432
103,T104,T104,Nick Price,3.03,6,198
104,T104,T104,Ted Purdy,3.03,12,396
105,T104,T104,Adam Scott,3.03,6,198
106,T107,T107,Pat Perez,3.06,11,360
107,T107,T107,Brett Quigley,3.06,11,360
108,T109,T109,K.J. Choi,3.09,10,324
109,T109,T109,Niclas Fasth,3.09,5,162
110,T109,T109,Dudley Hart,3.09,5,162
111,T112,T112,Justin Rose,3.13,9,288
112,T112,T112,Vaughn Taylor,3.13,9,288
113,T114,T114,Brenden Pappas,3.17,12,378
114,T114,T114,Duffy Waldorf,3.17,8,252
115,T116,T116,Kirk Triplett,3.22,11,342
116,T116,T116,Jay Williamson,3.22,11,342
117,T118,T118,J.P. Hayes,3.24,7,216
118,T118,T118,Mark O'Meara,3.24,7,216
119,120,120,Joe Durant,3.27,10,306
120,T121,T121,Jeff Brehaut,3.33,12,360
121,T121,T121,Mike Heinen,3.33,6,180
122,T121,T121,Scott Hoch,3.33,6,180
123,T121,T121,Jonathan Kaye,3.33,9,270
124,T121,T121,Tom Lehman,3.33,9,270
125,T121,T121,David Toms,3.33,9,270
126,T127,T127,Rich Beem,3.42,8,234
127,T127,T127,José Coceres,3.42,8,234
128,T127,T127,Danny Ellis,3.42,8,234
