,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,Adam Scott,55,23.08,52,12
1,2,2,Scott Hend,81,22.5,80,18
2,3,3,Dean Wilson,99,21.62,111,24
3,4,4,Tiger Woods,78,21.31,61,13
4,5,5,Vijay Singh,112,21.05,133,28
5,6,6,Jesper Parnevik,86,20.79,101,21
6,7,7,Ben Curtis,56,20.37,54,11
7,8,8,Luke Donald,72,19.32,88,17
8,9,9,Craig Bowden,83,19.0,100,19
9,10,10,Danny Ellis,81,18.99,79,15
10,11,11,Brent Geiberger,94,18.92,111,21
11,12,12,Ted Purdy,114,18.85,122,23
12,13,13,Rocco Mediate,53,18.75,48,9
13,14,14,Rich Beem,81,18.67,75,14
14,15,15,Bernhard Langer,59,18.52,54,10
15,16,16,Bob Tway,90,18.29,82,15
16,17,17,Hunter Mahan,94,18.28,93,17
17,T18,T18,Tim Clark,84,18.18,99,18
18,T18,T18,Scott Simpson,55,18.18,66,12
19,20,20,Shigeki Maruyama,93,18.1,105,19
20,21,21,Bob Burns,88,17.95,117,21
21,22,22,Heath Slocum,92,17.86,112,20
22,23,23,Carl Pettersson,100,17.78,90,16
23,24,24,Mark Calcavecchia,79,17.71,96,17
24,25,25,Joe Durant,85,17.7,113,20
25,26,26,Tommy Tolles,67,17.65,68,12
26,27,27,Geoff Ogilvy,91,17.5,120,21
27,28,28,Len Mattiace,75,17.46,63,11
28,29,29,Craig Perks,75,17.44,86,15
29,30,30,Pat Perez,102,17.39,115,20
30,31,31,Frank Lickliter II,89,17.07,82,14
31,T32,T32,Harrison Frazar,86,16.87,83,14
32,T32,T32,Dennis Paulson,71,16.87,83,14
33,T34,T34,Aaron Baddeley,87,16.67,90,15
34,T34,T34,Dudley Hart,60,16.67,54,9
35,36,36,Dan Olsen,75,16.39,61,10
36,37,37,Stephen Ames,97,16.26,123,20
37,38,38,John Riegger,53,16.22,74,12
38,39,39,Scott Verplank,92,16.09,87,14
39,40,40,Brian Gay,96,15.83,120,19
40,T41,T41,David Gossett,57,15.79,57,9
41,T41,T41,Jay Williamson,100,15.79,114,18
42,43,43,Cameron Beckman,99,15.74,108,17
43,44,44,Glen Day,101,15.56,90,14
44,T45,T45,Hank Kuehne,91,15.48,84,13
45,T45,T45,Corey Pavin,83,15.48,84,13
46,47,47,Tom Byrum,83,15.45,110,17
47,T48,T48,Steve Allan,102,15.38,130,20
48,T48,T48,Ernie Els,62,15.38,52,8
49,50,50,Retief Goosen,56,15.25,59,9
50,T51,T51,Brad Faxon,94,15.22,92,14
51,T51,T51,Steve Lowery,91,15.22,92,14
52,53,53,John Rollins,90,15.09,106,16
53,54,54,Chris DiMarco,105,15.05,93,14
54,T55,T55,Steve Elkington,64,14.89,94,14
55,T55,T55,Gene Sauers,83,14.89,94,14
56,57,57,Peter Lonard,68,14.86,74,11
57,58,58,John Huston,62,14.81,54,8
58,59,59,Steve Pate,71,14.77,88,13
59,60,60,Olin Browne,92,14.75,122,18
60,61,61,Stephen Leaney,84,14.63,82,12
61,62,62,Joe Ogilvie,104,14.55,110,16
62,63,63,Fred Funk,97,14.53,117,17
63,64,64,Stuart Appleby,84,14.47,76,11
64,T65,T65,Tommy Armour III,87,14.29,98,14
65,T65,T65,José Coceres,68,14.29,84,12
66,T65,T65,Todd Fischer,104,14.29,119,17
67,T65,T65,Mark Hensby,97,14.29,112,16
68,69,69,Tim Petrovic,111,14.15,106,15
69,70,70,Arron Oberholser,77,14.12,85,12
70,71,71,Kenny Perry,79,14.1,78,11
71,72,72,Steve Flesch,109,14.04,114,16
72,73,73,Darren Clarke,54,13.89,36,5
73,T74,T74,Rich Barcelo,67,13.85,65,9
74,T74,T74,Brett Quigley,102,13.85,130,18
75,76,76,Michael Allen,87,13.83,94,13
76,77,77,Jeff Sluman,98,13.82,123,17
77,78,78,Andre Stolz,53,13.79,58,8
78,79,79,Mike Heinen,53,13.7,73,10
79,80,80,Dan Forsman,79,13.68,95,13
80,81,81,Paul Azinger,75,13.58,81,11
81,T82,T82,Jay Delsing,76,13.51,74,10
82,T82,T82,Nick Price,51,13.51,37,5
83,84,84,Lee Janzen,84,13.48,89,12
84,85,85,Skip Kendall,99,13.46,104,14
85,86,86,Bo Van Pelt,107,13.4,97,13
86,87,87,Brian Kortan,65,13.33,75,10
87,88,88,Jason Bohn,98,13.22,121,16
88,89,89,Greg Chalmers,70,13.1,84,11
89,T90,T90,Briny Baird,100,13.01,123,16
90,T90,T90,Patrick Sheehan,113,13.01,123,16
91,92,92,Kris Cox,73,12.99,77,10
92,93,93,Todd Hamilton,92,12.94,85,11
93,94,94,Grant Waite,79,12.86,70,9
94,95,95,Deane Pappas,72,12.79,86,11
95,96,96,Chris Smith,105,12.77,141,18
96,97,97,Mark O'Meara,58,12.73,55,7
