,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
35,T36,T36,Craig Barlow,80,0.46,131,6.0
36,T36,T36,Ken Duke,89,0.46,173,8.0
37,T38,T38,Mark Calcavecchia,79,0.45,110,5.0
38,T38,T38,Jason Dufner,79,0.45,154,7.0
39,T38,T38,Scott Hoch,52,0.45,88,4.0
40,T38,T38,Carl Pettersson,100,0.45,154,7.0
41,T38,T38,Jeff Sluman,98,0.45,155,7.0
42,T43,T43,Pat Bates,99,0.44,204,9.0
43,T43,T43,Tom Byrum,83,0.44,136,6.0
44,T43,T43,Alex Cejka,76,0.44,90,4.0
45,T43,T43,Tim Clark,84,0.44,136,6.0
46,T43,T43,Fred Couples,54,0.44,91,4.0
47,T43,T43,Zach Johnson,109,0.44,227,10.0
48,T43,T43,Nick Price,51,0.44,68,3.0
49,T50,T50,Brian Bateman,84,0.43,164,7.0
50,T50,T50,Bart Bryant,73,0.43,138,6.0
51,T50,T50,Jeff Maggert,60,0.43,93,4.0
52,T50,T50,Dan Olsen,75,0.43,141,6.0
53,T50,T50,Scott Verplank,92,0.43,138,6.0
54,T50,T50,Mike Weir,75,0.43,94,4.0
55,56,56,Bob Estes,73,0.42,96,4.0
56,T57,T57,John Cook,57,0.41,97,4.0
57,T57,T57,Tom Pernice Jr.,103,0.41,172,7.0
58,T57,T57,Kirk Triplett,88,0.41,121,5.0
59,T60,T60,Guy Boros,64,0.4,126,5.0
60,T60,T60,Danny Briggs,85,0.4,177,7.0
61,T60,T60,David Frost,78,0.4,177,7.0
62,T60,T60,Scott Hend,81,0.4,149,6.0
63,T64,T64,Billy Andrade,104,0.39,179,7.0
64,T64,T64,Jason Bohn,98,0.39,180,7.0
65,T64,T64,John Daly,79,0.39,129,5.0
66,T64,T64,Ernie Els,62,0.39,77,3.0
67,T64,T64,Brad Faxon,94,0.39,129,5.0
68,T64,T64,Harrison Frazar,86,0.39,128,5.0
69,T64,T64,Brent Geiberger,94,0.39,228,9.0
70,T64,T64,Jerry Kelly,113,0.39,180,7.0
71,T64,T64,Hank Kuehne,91,0.39,180,7.0
72,T64,T64,Pat Perez,102,0.39,206,8.0
73,T74,T74,Steve Allan,102,0.38,185,7.0
74,T74,T74,Russ Cochran,61,0.38,105,4.0
75,T74,T74,Niclas Fasth,61,0.38,105,4.0
76,T74,T74,Richard Johnson,102,0.38,209,8.0
77,T74,T74,Craig Parry,52,0.38,80,3.0
78,T74,T74,Vijay Singh,112,0.38,182,7.0
79,T74,T74,Roger Tambellini,81,0.38,157,6.0
80,T74,T74,Bob Tway,90,0.38,131,5.0
81,T82,T82,Jonathan Byrd,85,0.37,134,5.0
82,T82,T82,Hunter Mahan,94,0.37,164,6.0
83,T84,T84,Briny Baird,100,0.36,193,7.0
84,T84,T84,John Huston,62,0.36,84,3.0
85,T84,T84,Stephen Leaney,84,0.36,140,5.0
86,T84,T84,José María Olazábal,56,0.36,83,3.0
87,T84,T84,Jesper Parnevik,86,0.36,169,6.0
88,T84,T84,John Senden,99,0.36,225,8.0
89,T90,T90,Stephen Ames,97,0.35,171,6.0
90,T90,T90,Rod Pampling,98,0.35,170,6.0
91,T90,T90,Chris Smith,105,0.35,256,9.0
92,T90,T90,Hidemichi Tanaka,89,0.35,170,6.0
93,T94,T94,Stuart Appleby,84,0.34,117,4.0
94,T94,T94,Jeff Brehaut,106,0.34,208,7.0
95,T94,T94,Steve Flesch,109,0.34,176,6.0
96,T94,T94,Tripp Isenhour,55,0.34,88,3.0
97,T94,T94,Neal Lancaster,106,0.34,206,7.0
98,T94,T94,Geoff Ogilvy,91,0.34,146,5.0
99,T94,T94,Bo Van Pelt,107,0.34,174,6.0
100,T101,T101,Tom Carter,113,0.33,246,8.0
101,T101,T101,Mark O'Meara,58,0.33,92,3.0
102,T103,T103,Arjun Atwal,85,0.32,157,5.0
103,T103,T103,Woody Austin,94,0.32,156,5.0
104,T103,T103,Billy Mayfair,109,0.32,222,7.0
105,T103,T103,Arron Oberholser,77,0.32,125,4.0
106,T103,T103,John Rollins,90,0.32,124,4.0
107,T103,T103,Heath Slocum,92,0.32,157,5.0
108,T103,T103,David Toms,80,0.32,126,4.0
109,T103,T103,Tiger Woods,78,0.32,126,4.0
110,T111,T111,Tommy Armour III,87,0.31,162,5.0
111,T111,T111,Notah Begay III,71,0.31,128,4.0
112,T111,T111,Davis Love III,85,0.31,131,4.0
113,T111,T111,Vaughn Taylor,84,0.31,129,4.0
114,T115,T115,Craig Bowden,83,0.3,164,5.0
115,T115,T115,D.J. Brigman,79,0.3,166,5.0
116,T115,T115,K.J. Choi,83,0.3,132,4.0
117,T115,T115,Chris Couch,55,0.3,101,3.0
118,T115,T115,Dan Forsman,79,0.3,165,5.0
119,T115,T115,Cliff Kresge,89,0.3,164,5.0
120,T115,T115,Scott McCarron,88,0.3,165,5.0
121,T115,T115,Loren Roberts,81,0.3,132,4.0
122,T115,T115,Esteban Toledo,92,0.3,169,5.0
123,T115,T115,Jay Williamson,100,0.3,166,5.0
124,T125,T125,David Branshaw,84,0.29,140,4.0
125,T125,T125,J.L. Lewis,106,0.29,171,5.0
126,T127,T127,Fred Funk,97,0.28,176,5.0
127,T127,T127,Lucas Glover,95,0.28,176,5.0
128,T127,T127,Kevin Na,100,0.28,176,5.0
129,T130,T130,Stewart Cink,103,0.27,147,4.0
130,T130,T130,Luke Donald,72,0.27,148,4.0
131,T130,T130,Joe Durant,85,0.27,147,4.0
132,T130,T130,Danny Ellis,81,0.27,148,4.0
133,T130,T130,Justin Leonard,90,0.27,112,3.0
134,T130,T130,Craig Perks,75,0.27,148,4.0
135,T130,T130,Duffy Waldorf,79,0.27,147,4.0
136,T137,T137,Jay Delsing,76,0.26,153,4.0
137,T137,T137,Mike Heinen,53,0.26,115,3.0
138,T137,T137,Kent Jones,99,0.26,191,5.0
139,T137,T137,Shigeki Maruyama,93,0.26,154,4.0
140,T137,T137,David Peoples,82,0.26,156,4.0
141,T137,T137,Dean Wilson,99,0.26,190,5.0
142,T143,T143,Aaron Baddeley,87,0.25,159,4.0
143,T143,T143,Olin Browne,92,0.25,158,4.0
144,T143,T143,Mark Hensby,97,0.25,157,4.0
145,T143,T143,Kevin Muncrief,50,0.25,81,2.0
146,T147,T147,Michael Allen,87,0.24,167,4.0
147,T147,T147,Rich Beem,81,0.24,123,3.0
148,T147,T147,Steve Elkington,64,0.24,127,3.0
149,T147,T147,Carlos Franco,99,0.24,205,5.0
150,T147,T147,Sergio Garcia,65,0.24,123,3.0
151,T147,T147,Dudley Hart,60,0.24,83,2.0
152,T147,T147,Lee Janzen,84,0.24,165,4.0
153,T147,T147,Ted Purdy,114,0.24,210,5.0
154,T147,T147,Rory Sabbatini,89,0.24,166,4.0
155,T147,T147,Grant Waite,79,0.24,166,4.0
156,T157,T157,Paul Azinger,75,0.23,133,3.0
157,T157,T157,Len Mattiace,75,0.23,172,4.0
158,T157,T157,Blaine McCallister,68,0.23,130,3.0
159,T160,T160,Todd Fischer,104,0.22,182,4.0
160,T160,T160,Spike McRoy,93,0.22,185,4.0
161,T162,T162,Bernhard Langer,59,0.21,94,2.0
162,T162,T162,Steve Lowery,91,0.21,146,3.0
163,T162,T162,Ryan Palmer,103,0.21,195,4.0
164,T165,T165,Robert Allenby,93,0.2,153,3.0
165,T165,T165,David Gossett,57,0.2,101,2.0
166,T165,T165,Todd Hamilton,92,0.2,148,3.0
167,T165,T165,Joe Ogilvie,104,0.2,149,3.0
168,T165,T165,Steve Pate,71,0.2,149,3.0
169,T165,T165,Omar Uresti,85,0.2,148,3.0
170,171,171,Chad Campbell,100,0.19,156,3.0
171,T172,T172,J.J. Henry,103,0.18,221,4.0
172,T172,T172,Skip Kendall,99,0.18,168,3.0
173,T174,T174,Mathias Grönberg,91,0.17,178,3.0
174,T174,T174,J.P. Hayes,79,0.17,119,2.0
175,T176,T176,Tim Herron,84,0.15,135,2.0
176,T176,T176,Roland Thatcher,66,0.15,133,2.0
177,T178,T178,Dennis Paulson,71,0.14,143,2.0
178,T178,T178,Corey Pavin,83,0.14,146,2.0
179,T178,T178,Kevin Sutherland,86,0.14,142,2.0
180,181,181,Retief Goosen,56,0.12,86,1.0
181,T182,T182,Mark Brooks,72,0.11,94,1.0
182,T182,T182,Ben Curtis,56,0.11,90,1.0
183,T182,T182,Tag Ridings,53,0.11,92,1.0
184,T182,T182,Adam Scott,55,0.11,89,1.0
185,T182,T182,Andre Stolz,53,0.11,92,1.0
186,T187,T187,Jay Haas,84,0.09,109,1.0
187,T187,T187,Hirofumi Miyase,65,0.09,115,1.0
188,T189,T189,Kris Cox,73,0.08,128,1.0
189,T189,T189,Brian Kortan,65,0.08,129,1.0
190,T189,T189,Phil Mickelson,83,0.08,124,1.0
191,T189,T189,Kenny Perry,79,0.08,131,1.0
192,T189,T189,Tommy Tolles,67,0.08,123,1.0
193,194,194,Robert Gamez,103,0.06,159,1.0
194,T195,T195,Dicky Pride,66,0.0,127,
195,T195,T195,Scott Simpson,55,0.0,110,
