,Average_Putting_Distance_-_GIR_2_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_2_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_2_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_2_Putts_ROUNDS,Average_Putting_Distance_-_GIR_2_Putts_AVG,Average_Putting_Distance_-_GIR_2_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_2_Putts_TOTAL PUTTS
0,1,1,Brent Geiberger,94,"27' 11""",19141.167,686
1,2,2,Len Mattiace,75,"27' 8""",14244.083,515
2,3,3,Mark O'Meara,58,"27' 5""",8399.75,306
3,T4,T4,Dan Forsman,79,"27' 4""",14112.417,517
4,T4,T4,Steve Pate,71,"27' 4""",13023.667,477
5,6,6,Ben Crane,92,"27' 0""",16804.0,623
6,7,7,Tom Carter,113,"26' 11""",20808.333,773
7,T8,T8,Aaron Baddeley,87,"26' 9""",14916.75,558
8,T8,T8,Grant Waite,79,"26' 9""",14725.667,551
9,10,10,Tommy Tolles,67,"26' 8""",11751.167,441
10,11,11,Gene Sauers,83,"26' 7""",14760.417,556
11,T12,T12,Luke Donald,72,"26' 6""",14659.167,553
12,T12,T12,Brett Quigley,102,"26' 6""",18982.667,716
13,T12,T12,Tiger Woods,78,"26' 6""",11594.583,437
14,T15,T15,David Frost,78,"26' 5""",15784.5,597
15,T15,T15,Mike Heinen,53,"26' 5""",10229.583,387
16,T17,T17,Freddie Jacobson,83,"26' 4""",12738.833,484
17,T17,T17,Stephen Leaney,84,"26' 4""",12860.5,489
18,T17,T17,Dan Olsen,75,"26' 4""",12794.833,486
19,T17,T17,John Senden,99,"26' 4""",19679.667,747
20,T17,T17,Scott Simpson,55,"26' 4""",10095.167,383
21,T17,T17,Chris Smith,105,"26' 4""",20935.167,795
22,T23,T23,Brian Bateman,84,"26' 3""",16134.25,615
23,T23,T23,Chris Couch,55,"26' 3""",8877.917,338
24,T23,T23,Lee Janzen,84,"26' 3""",14654.833,559
25,T23,T23,Brian Kortan,65,"26' 3""",12196.5,465
26,T23,T23,Corey Pavin,83,"26' 3""",13293.5,507
27,T28,T28,Michael Allen,87,"26' 2""",15985.833,611
28,T28,T28,D.J. Brigman,79,"26' 2""",14178.083,541
29,T28,T28,Darren Clarke,54,"26' 2""",7100.1669999999995,271
30,T28,T28,J.J. Henry,103,"26' 2""",20315.5,777
31,T28,T28,Zach Johnson,109,"26' 2""",19362.5,739
32,T28,T28,Jesper Parnevik,86,"26' 2""",15411.75,589
33,T34,T34,Jay Delsing,76,"26' 1""",13597.833,521
34,T34,T34,Richard Johnson,102,"26' 1""",18997.083,728
35,T34,T34,Hirofumi Miyase,65,"26' 1""",11304.167,434
36,T34,T34,Dean Wilson,99,"26' 1""",17759.5,681
37,T38,T38,Todd Hamilton,92,"26' 0""",14699.417,566
38,T38,T38,Steve Stricker,81,"26' 0""",12992.0,500
39,T40,T40,Steve Flesch,109,"25' 11""",16931.333,653
40,T40,T40,Mark Wilson,62,"25' 11""",13159.667,507
41,T42,T42,Mathias Grönberg,91,"25' 10""",15223.833,590
