,Total_3_Putts_-_10-15_RANK THIS WEEK,Total_3_Putts_-_10-15_RANK LAST WEEK,Total_3_Putts_-_10-15_PLAYER NAME,Total_3_Putts_-_10-15_ROUNDS,Total_3_Putts_-_10-15_TOTAL 3 PUTTS 10'-15',Total_3_Putts_-_10-15_TOTAL 3 PUTTS
0,1,1,Billy Mayfair,109,7,63
1,T2,T2,Cameron Beckman,99,6,55
2,T2,T2,Matt Gogel,86,6,36
3,T2,T2,Davis Love III,85,6,29
4,T2,T2,Patrick Sheehan,113,6,51
5,T2,T2,Chris Smith,105,6,73
6,T7,T7,Steve Lowery,91,5,49
7,T7,T7,Hirofumi Miyase,65,5,33
8,T7,T7,David Morland IV,73,5,44
9,T7,T7,Rod Pampling,98,5,42
10,T7,T7,Brett Quigley,102,5,55
11,T7,T7,Jay Williamson,100,5,52
12,T13,T13,Robert Allenby,93,4,48
13,T13,T13,Mark Brooks,72,4,30
14,T13,T13,Chad Campbell,100,4,40
15,T13,T13,Todd Fischer,104,4,39
16,T13,T13,Steve Flesch,109,4,47
17,T13,T13,Fred Funk,97,4,41
18,T13,T13,Lucas Glover,95,4,60
19,T13,T13,David Gossett,57,4,48
20,T13,T13,Mike Heinen,53,4,35
21,T13,T13,Scott Hend,81,4,62
22,T13,T13,Tim Herron,84,4,30
23,T13,T13,Lee Janzen,84,4,58
24,T13,T13,Kent Jones,99,4,46
25,T13,T13,Jonathan Kaye,79,4,45
26,T13,T13,Shigeki Maruyama,93,4,35
27,T13,T13,Dicky Pride,66,4,42
28,T13,T13,Vaughn Taylor,84,4,46
29,T13,T13,Roland Thatcher,66,4,49
30,T13,T13,Mike Weir,75,4,34
31,T13,T13,Dean Wilson,99,4,45
32,T33,T33,Arjun Atwal,85,3,39
33,T33,T33,Woody Austin,94,3,57
34,T33,T33,Brian Bateman,84,3,32
35,T33,T33,Rich Beem,81,3,42
36,T33,T33,Tom Byrum,83,3,31
37,T33,T33,Mark Calcavecchia,79,3,41
38,T33,T33,Alex Cejka,76,3,41
39,T33,T33,Tim Clark,84,3,36
40,T33,T33,Darren Clarke,54,3,20
41,T33,T33,Jason Dufner,79,3,42
42,T33,T33,Dan Forsman,79,3,42
43,T33,T33,Harrison Frazar,86,3,34
44,T33,T33,John Huston,62,3,44
45,T33,T33,Richard Johnson,102,3,42
46,T33,T33,Neal Lancaster,106,3,62
47,T33,T33,Frank Lickliter II,89,3,39
48,T33,T33,Ryan Palmer,103,3,63
49,T33,T33,Brenden Pappas,111,3,48
50,T33,T33,Jesper Parnevik,86,3,33
51,T33,T33,Tom Pernice Jr.,103,3,43
52,T33,T33,Kenny Perry,79,3,39
53,T33,T33,Tim Petrovic,111,3,42
54,T33,T33,Ted Purdy,114,3,64
55,T33,T33,John Riegger,53,3,20
56,T33,T33,John Senden,99,3,59
57,T33,T33,Jeff Sluman,98,3,41
58,T33,T33,Grant Waite,79,3,46
59,T60,T60,Steve Allan,102,2,51
60,T60,T60,Stuart Appleby,84,2,33
61,T60,T60,Paul Azinger,75,2,32
62,T60,T60,Aaron Baddeley,87,2,33
63,T60,T60,Briny Baird,100,2,38
64,T60,T60,Guy Boros,64,2,40
65,T60,T60,Craig Bowden,83,2,41
66,T60,T60,Jeff Brehaut,106,2,60
67,T60,T60,Danny Briggs,85,2,48
68,T60,T60,Olin Browne,92,2,37
69,T60,T60,K.J. Choi,83,2,38
70,T60,T60,Robert Damron,92,2,54
71,T60,T60,Luke Donald,72,2,30
72,T60,T60,Joe Durant,85,2,51
73,T60,T60,Niclas Fasth,61,2,39
74,T60,T60,Dudley Hart,60,2,26
75,T60,T60,Scott Hoch,52,2,21
76,T60,T60,Freddie Jacobson,83,2,35
77,T60,T60,Jerry Kelly,113,2,38
78,T60,T60,Skip Kendall,99,2,47
79,T60,T60,Cliff Kresge,89,2,52
80,T60,T60,Bernhard Langer,59,2,28
81,T60,T60,J.L. Lewis,106,2,48
82,T60,T60,Peter Lonard,68,2,24
83,T60,T60,Jeff Maggert,60,2,36
84,T60,T60,Rocco Mediate,53,2,29
85,T60,T60,Kevin Na,100,2,44
86,T60,T60,Joe Ogilvie,104,2,44
87,T60,T60,Dan Olsen,75,2,32
88,T60,T60,Deane Pappas,72,2,34
89,T60,T60,Steve Pate,71,2,45
90,T60,T60,Pat Perez,102,2,67
91,T60,T60,Craig Perks,75,2,45
92,T60,T60,Carl Pettersson,100,2,40
93,T60,T60,Nick Price,51,2,18
94,T60,T60,Tag Ridings,53,2,27
95,T60,T60,John Rollins,90,2,36
96,T60,T60,Justin Rose,77,2,31
97,T60,T60,Rory Sabbatini,89,2,50
98,T60,T60,Scott Simpson,55,2,36
99,T60,T60,Vijay Singh,112,2,49
100,T60,T60,Tommy Tolles,67,2,44
101,T60,T60,David Toms,80,2,38
102,T60,T60,Kirk Triplett,88,2,27
103,T60,T60,Omar Uresti,85,2,43
104,T105,T105,Stephen Ames,97,1,37
105,T105,T105,Billy Andrade,104,1,57
106,T105,T105,Tommy Armour III,87,1,43
107,T105,T105,Rich Barcelo,67,1,37
108,T105,T105,Craig Barlow,80,1,42
109,T105,T105,Pat Bates,99,1,53
110,T105,T105,Notah Begay III,71,1,40
111,T105,T105,David Branshaw,84,1,45
112,T105,T105,D.J. Brigman,79,1,53
113,T105,T105,Bob Burns,88,1,35
114,T105,T105,Jonathan Byrd,85,1,37
115,T105,T105,Tom Carter,113,1,50
116,T105,T105,Greg Chalmers,70,1,18
117,T105,T105,José Coceres,68,1,29
118,T105,T105,Russ Cochran,61,1,29
119,T105,T105,Chris Couch,55,1,33
120,T105,T105,Fred Couples,54,1,34
121,T105,T105,Kris Cox,73,1,40
122,T105,T105,Ben Crane,92,1,37
123,T105,T105,Ben Curtis,56,1,27
124,T105,T105,John Daly,79,1,35
125,T105,T105,Ken Duke,89,1,48
126,T105,T105,Steve Elkington,64,1,33
127,T105,T105,Carlos Franco,99,1,54
128,T105,T105,David Frost,78,1,44
129,T105,T105,Robert Gamez,103,1,44
130,T105,T105,Brent Geiberger,94,1,38
131,T105,T105,Mathias Grönberg,91,1,47
132,T105,T105,Jay Haas,84,1,18
133,T105,T105,J.P. Hayes,79,1,30
134,T105,T105,J.J. Henry,103,1,42
135,T105,T105,Mark Hensby,97,1,37
136,T105,T105,Tripp Isenhour,55,1,26
137,T105,T105,Zach Johnson,109,1,42
138,T105,T105,Brian Kortan,65,1,35
139,T105,T105,Matt Kuchar,83,1,50
140,T105,T105,Hank Kuehne,91,1,40
141,T105,T105,Tom Lehman,70,1,36
142,T105,T105,Len Mattiace,75,1,29
143,T105,T105,Scott McCarron,88,1,36
144,T105,T105,Spike McRoy,93,1,50
145,T105,T105,Phil Mickelson,83,1,41
146,T105,T105,Mark O'Meara,58,1,26
147,T105,T105,Geoff Ogilvy,91,1,35
148,T105,T105,Craig Parry,52,1,20
149,T105,T105,Gene Sauers,83,1,47
150,T105,T105,Adam Scott,55,1,22
151,T105,T105,Joey Sindelar,100,1,55
152,T105,T105,Andre Stolz,53,1,28
153,T105,T105,Roger Tambellini,81,1,47
154,T105,T105,Esteban Toledo,92,1,49
155,T105,T105,Bob Tway,90,1,36
156,T105,T105,Bo Van Pelt,107,1,37
157,T105,T105,Scott Verplank,92,1,27
