,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
0,1,1,Tiger Woods,78,0.853,46.067,54
1,2,2,Adam Scott,55,0.8240000000000001,32.95,40
2,3,3,Stewart Cink,103,0.6829999999999999,53.928000000000004,79
3,4,4,Greg Chalmers,70,0.6509999999999999,42.29,65
4,5,5,Shigeki Maruyama,93,0.63,49.165,78
5,6,6,Loren Roberts,81,0.629,42.762,68
6,7,7,Aaron Baddeley,87,0.579,43.993,76
7,8,8,Zach Johnson,109,0.5770000000000001,51.383,89
8,9,9,Brad Faxon,94,0.535,37.441,70
9,10,10,Freddie Jacobson,83,0.531,33.427,63
10,11,11,Jesper Parnevik,86,0.522,38.607,74
11,12,12,Steve Stricker,81,0.521,35.96,69
12,13,13,Brent Geiberger,94,0.512,43.034,84
13,14,14,José María Olazábal,56,0.483,20.291,42
14,15,15,Darren Clarke,54,0.467,16.343,35
15,16,16,Richard Johnson,102,0.461,42.898,93
16,17,17,Bob Tway,90,0.44299999999999995,29.269000000000002,66
17,18,18,Patrick Sheehan,113,0.439,43.913999999999994,100
18,19,19,Stephen Ames,97,0.43799999999999994,35.078,80
19,20,20,Len Mattiace,75,0.41100000000000003,28.785999999999998,70
20,21,21,Matt Gogel,86,0.40399999999999997,28.263,70
21,22,22,Mark O'Meara,58,0.369,15.112,41
22,23,23,Brian Bateman,84,0.364,26.553,73
23,24,24,Brian Gay,96,0.361,31.791999999999998,88
24,25,25,Ben Crane,92,0.35700000000000004,28.892,81
25,26,26,Tommy Tolles,67,0.35100000000000003,21.385,61
26,27,27,Bo Van Pelt,107,0.34600000000000003,28.331,82
27,28,28,Tag Ridings,53,0.32899999999999996,14.785,45
28,29,29,David Peoples,82,0.32799999999999996,24.635,75
29,30,30,Brenden Pappas,111,0.322,31.836,99
30,31,31,Mark Hensby,97,0.32,26.250999999999998,82
31,32,32,Tom Byrum,83,0.318,22.869,72
32,33,33,Tim Petrovic,111,0.315,27.401999999999997,87
33,34,34,Corey Pavin,83,0.31,20.752,67
34,35,35,Dan Forsman,79,0.293,19.320999999999998,66
35,36,36,David Frost,78,0.292,21.863000000000003,75
36,37,37,Hunter Mahan,94,0.28,23.279,83
37,38,38,Harrison Frazar,86,0.27699999999999997,19.662,71
38,39,39,Nick Price,51,0.275,9.889,36
39,T40,T40,Frank Lickliter II,89,0.271,21.12,78
40,T40,T40,Mike Weir,75,0.271,14.909,55
41,T40,T40,Dean Wilson,99,0.271,24.686999999999998,91
42,43,43,Scott McCarron,88,0.26899999999999996,20.167,75
43,44,44,Geoff Ogilvy,91,0.264,20.034000000000002,76
44,45,45,Jerry Kelly,113,0.255,22.461,88
45,46,46,Tom Carter,113,0.254,24.351,96
46,T47,T47,Jonathan Byrd,85,0.252,18.377,73
47,T47,T47,Glen Day,101,0.252,22.191,88
48,49,49,Carl Pettersson,100,0.247,19.509,79
49,50,50,Todd Hamilton,92,0.233,16.283,70
50,51,51,David Morland IV,73,0.23,14.232999999999999,62
51,52,52,Stephen Leaney,84,0.228,13.015999999999998,57
52,T53,T53,José Coceres,68,0.222,13.517999999999999,61
53,T53,T53,Retief Goosen,56,0.222,8.876,40
54,55,55,Duffy Waldorf,79,0.221,13.065999999999999,59
55,56,56,Skip Kendall,99,0.22,17.604,80
56,57,57,Scott Verplank,92,0.21600000000000003,14.665,68
57,58,58,Michael Allen,87,0.20800000000000002,16.02,77
58,59,59,Brett Quigley,102,0.205,18.03,88
59,60,60,Danny Ellis,81,0.204,14.095999999999998,69
60,61,61,Luke Donald,72,0.19899999999999998,12.357999999999999,62
61,62,62,Rory Sabbatini,89,0.193,14.247,74
62,T63,T63,Paul Azinger,75,0.185,12.015999999999998,65
63,T63,T63,Scott Simpson,55,0.185,9.432,51
64,65,65,Brian Kortan,65,0.183,10.434000000000001,57
65,66,66,Davis Love III,85,0.18100000000000002,11.015999999999998,61
66,67,67,Steve Flesch,109,0.18,14.798,82
67,68,68,Joe Ogilvie,104,0.177,15.052,85
68,69,69,Hidemichi Tanaka,89,0.165,12.864,78
69,70,70,Dan Olsen,75,0.163,10.615,65
70,71,71,Mike Heinen,53,0.16,8.18,51
71,72,72,John Rollins,90,0.159,11.456,72
72,73,73,Todd Fischer,104,0.158,14.503,92
73,T74,T74,Daniel Chopra,108,0.15,13.779000000000002,92
74,T74,T74,Dennis Paulson,71,0.15,9.883,66
75,76,76,Bob Burns,88,0.145,11.31,78
76,77,77,Billy Andrade,104,0.142,13.024000000000001,92
77,78,78,Ernie Els,62,0.124,5.075,41
78,79,79,Chris Riley,78,0.122,6.457999999999999,53
79,80,80,Chris DiMarco,105,0.121,9.291,77
80,81,81,Tim Herron,84,0.12,7.915,66
81,82,82,Craig Parry,52,0.113,4.173,37
82,83,83,Shaun Micheel,93,0.109,7.632999999999999,70
83,84,84,Stuart Appleby,84,0.107,6.327000000000001,59
84,T85,T85,Olin Browne,92,0.106,8.399,79
85,T85,T85,Jay Delsing,76,0.106,6.752000000000001,64
86,87,87,Pat Bates,99,0.1,9.016,90
87,88,88,John Daly,79,0.095,6.385,67
88,89,89,Kirk Triplett,88,0.07200000000000001,4.743,66
89,90,90,J.J. Henry,103,0.063,5.702000000000001,91
90,91,91,Craig Bowden,83,0.061,4.585,75
91,92,92,Fred Funk,97,0.051,4.231,83
92,93,93,Danny Briggs,85,0.042,3.156,75
93,94,94,Tom Pernice Jr.,103,0.04,3.4189999999999996,86
94,95,95,Tim Clark,84,0.038,2.6839999999999997,71
95,96,96,K.J. Choi,83,0.033,2.077,63
96,97,97,Matt Kuchar,83,0.028999999999999998,2.2159999999999997,77
97,98,98,Russ Cochran,61,0.027999999999999997,1.524,55
98,99,99,Jay Haas,84,0.027000000000000003,1.676,61
99,100,100,Kent Jones,99,0.026000000000000002,2.271,87
100,101,101,Hank Kuehne,91,0.024,2.05,84
101,102,102,Deane Pappas,72,0.021,1.33,64
102,T103,T103,Cameron Beckman,99,0.018000000000000002,1.534,87
103,T103,T103,Rod Pampling,98,0.018000000000000002,1.38,78
104,105,105,Charles Howell III,104,0.002,0.14300000000000002,76
105,106,106,Alex Cejka,76,-0.006,-0.36,57
106,T107,T107,J.P. Hayes,79,-0.016,-0.9990000000000001,64
107,T107,T107,Neal Lancaster,106,-0.016,-1.4480000000000002,93
108,109,109,Dudley Hart,60,-0.021,-0.9690000000000001,46
109,110,110,Cliff Kresge,89,-0.022000000000000002,-1.682,75
110,111,111,Bart Bryant,73,-0.03,-1.923,65
111,112,112,Arjun Atwal,85,-0.034,-2.537,75
112,113,113,Kevin Sutherland,86,-0.045,-3.032,67
113,114,114,John Cook,57,-0.047,-2.245,48
114,115,115,Ken Duke,89,-0.051,-4.058,80
115,T116,T116,Steve Elkington,64,-0.052000000000000005,-2.928,56
116,T116,T116,Spike McRoy,93,-0.052000000000000005,-4.019,77
117,118,118,Guy Boros,64,-0.055999999999999994,-3.327,59
118,119,119,Ted Purdy,114,-0.057999999999999996,-5.96,103
119,120,120,Arron Oberholser,77,-0.067,-4.144,62
120,121,121,Kenny Perry,79,-0.069,-4.284,62
121,122,122,Jason Dufner,79,-0.07400000000000001,-5.353,72
122,123,123,Esteban Toledo,92,-0.076,-6.06,80
123,T124,T124,Rich Barcelo,67,-0.08,-4.71,59
124,T124,T124,Blaine McCallister,68,-0.08,-4.966,62
125,126,126,Ryan Palmer,103,-0.08199999999999999,-7.375,90
126,127,127,Robert Gamez,103,-0.084,-7.542000000000001,90
127,128,128,Phil Mickelson,83,-0.087,-4.713,54
128,129,129,Vijay Singh,112,-0.08900000000000001,-7.937,89
129,130,130,Tommy Armour III,87,-0.09,-6.843,76
130,131,131,John Senden,99,-0.09699999999999999,-8.329,86
131,132,132,David Toms,80,-0.099,-5.8229999999999995,59
132,T133,T133,Chris Couch,55,-0.10400000000000001,-4.788,46
133,T133,T133,Kris Cox,73,-0.10400000000000001,-6.371,61
134,T133,T133,Mark Wilson,62,-0.10400000000000001,-6.016,58
135,136,136,Bob Estes,73,-0.124,-6.3,51
136,137,137,Mark Calcavecchia,79,-0.125,-7.519,60
137,T138,T138,Hirofumi Miyase,65,-0.128,-7.3229999999999995,57
138,T138,T138,Jay Williamson,100,-0.128,-11.561,90
139,140,140,Carlos Franco,99,-0.134,-12.075999999999999,90
140,141,141,John Riegger,53,-0.135,-6.614,49
141,T142,T142,Scott Hoch,52,-0.141,-6.471,46
142,T142,T142,Kevin Na,100,-0.141,-12.104000000000001,86
143,144,144,Jeff Maggert,60,-0.14300000000000002,-7.135,50
144,T145,T145,Mathias Grönberg,91,-0.145,-10.758,74
145,T145,T145,Tripp Isenhour,55,-0.145,-6.825,47
146,T147,T147,Steve Allan,102,-0.147,-12.929,88
147,T147,T147,Craig Perks,75,-0.147,-9.289,63
148,149,149,Steve Lowery,91,-0.16,-11.827,74
149,150,150,Steve Pate,71,-0.165,-10.054,61
150,151,151,Briny Baird,100,-0.16699999999999998,-13.505,81
151,152,152,Ben Curtis,56,-0.174,-7.15,41
152,153,153,J.L. Lewis,106,-0.184,-16.377,89
153,T154,T154,Chad Campbell,100,-0.18600000000000003,-14.339,77
154,T154,T154,Justin Leonard,90,-0.18600000000000003,-12.112,65
155,156,156,Notah Begay III,71,-0.195,-12.279000000000002,63
156,157,157,Tom Lehman,70,-0.201,-11.639000000000001,58
157,158,158,Jason Bohn,98,-0.205,-18.043,88
158,159,159,D.J. Brigman,79,-0.213,-14.681,69
159,160,160,David Branshaw,84,-0.225,-16.208,72
160,161,161,Bernhard Langer,59,-0.22899999999999998,-9.619,42
161,162,162,Justin Rose,77,-0.231,-14.543,63
162,163,163,Pat Perez,102,-0.24100000000000002,-20.691999999999997,86
163,164,164,Jeff Brehaut,106,-0.242,-22.74,94
164,165,165,Andre Stolz,53,-0.24600000000000002,-11.785,48
165,166,166,Robert Allenby,93,-0.267,-19.243,72
166,167,167,Scott Hend,81,-0.268,-18.774,70
167,168,168,Jonathan Kaye,79,-0.26899999999999996,-16.697,62
168,169,169,Joey Sindelar,100,-0.272,-24.212,89
169,T170,T170,Jeff Sluman,98,-0.281,-23.053,82
170,T170,T170,Roger Tambellini,81,-0.281,-19.692,70
171,172,172,Chris Smith,105,-0.282,-26.23,93
172,173,173,Gene Sauers,83,-0.302,-22.028000000000002,73
173,T174,T174,Lucas Glover,95,-0.312,-26.168000000000003,84
174,T174,T174,Heath Slocum,92,-0.312,-25.914,83
175,176,176,Lee Janzen,84,-0.319,-22.32,70
176,177,177,Craig Barlow,80,-0.344,-23.726,69
177,178,178,Niclas Fasth,61,-0.35700000000000004,-18.581,52
178,179,179,Grant Waite,79,-0.366,-24.879,68
179,180,180,Vaughn Taylor,84,-0.387,-29.798000000000002,77
180,181,181,Robert Damron,92,-0.392,-32.964,84
181,182,182,Billy Mayfair,109,-0.405,-37.644,93
182,183,183,Dicky Pride,66,-0.408,-24.069000000000003,59
183,184,184,Joe Durant,85,-0.426,-32.344,76
184,185,185,Fred Couples,54,-0.43700000000000006,-19.241,44
185,T186,T186,Rich Beem,81,-0.43799999999999994,-26.701,61
186,T186,T186,Omar Uresti,85,-0.43799999999999994,-33.309,76
187,188,188,Peter Lonard,68,-0.502,-27.096,54
188,189,189,Roland Thatcher,66,-0.511,-31.19,61
189,190,190,Mark Brooks,72,-0.518,-29.53,57
190,191,191,Woody Austin,94,-0.527,-43.705,83
191,192,192,Sergio Garcia,65,-0.573,-28.638,50
192,193,193,Rocco Mediate,53,-0.649,-23.377,36
193,194,194,John Huston,62,-0.6829999999999999,-30.724,45
194,195,195,Kevin Muncrief,50,-0.8240000000000001,-37.080999999999996,45
195,196,196,David Gossett,57,-0.871,-44.418,51
