,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,1,Adam Scott,55,"50' 7""",10.311,17
1,2,2,Tom Carter,113,"49' 11""",26.372,44
2,3,3,J.J. Henry,103,"49' 1""",23.553,40
3,4,4,Brian Kortan,65,"49' 0""",15.865,27
4,5,5,Sergio Garcia,65,"48' 4""",19.707,34
5,6,6,Dennis Paulson,71,"48' 2""",20.217,35
6,7,7,Tag Ridings,53,"47' 9""",13.168,23
7,8,8,Bernhard Langer,59,"47' 6""",14.244000000000002,25
8,9,9,Bart Bryant,73,"47' 5""",17.643,31
9,10,10,Mark Wilson,62,"47' 1""",12.425999999999998,22
10,11,11,Craig Parry,52,"47' 0""",9.59,17
11,12,12,Danny Ellis,81,"46' 10""",12.923,23
12,13,13,Aaron Baddeley,87,"46' 6""",14.519,26
13,T14,T14,Charles Howell III,104,"46' 5""",21.704,39
14,T14,T14,Steve Stricker,81,"46' 5""",10.032,18
15,16,16,Carlos Franco,99,"46' 3""",27.179000000000002,49
16,17,17,Stephen Ames,97,"46' 1""",17.680999999999997,32
17,T18,T18,John Cook,57,"46' 0""",10.489,19
18,T18,T18,Dan Forsman,79,"46' 0""",20.978,38
19,T18,T18,Richard Johnson,102,"46' 0""",19.317999999999998,35
20,T18,T18,Justin Leonard,90,"46' 0""",13.812000000000001,25
21,T22,T22,Craig Bowden,83,"45' 10""",19.249000000000002,35
22,T22,T22,José María Olazábal,56,"45' 10""",6.0520000000000005,11
23,T24,T24,Robert Gamez,103,"45' 9""",22.5,41
24,T24,T24,Brenden Pappas,111,"45' 9""",22.49,41
25,26,26,Esteban Toledo,92,"45' 8""",22.463,41
26,T27,T27,Brent Geiberger,94,"45' 6""",19.095,35
27,T27,T27,Stephen Leaney,84,"45' 6""",11.472000000000001,21
28,T29,T29,Michael Allen,87,"45' 4""",14.679,27
29,T29,T29,Frank Lickliter II,89,"45' 4""",18.502,34
30,31,31,Duffy Waldorf,79,"45' 3""",18.448,34
31,T32,T32,Guy Boros,64,"45' 2""",19.522000000000002,36
32,T32,T32,John Riegger,53,"45' 2""",8.123,15
33,T34,T34,Glen Day,101,"45' 0""",16.192,30
34,T34,T34,Phil Mickelson,83,"45' 0""",21.055,39
35,T34,T34,Joey Sindelar,100,"45' 0""",26.995,50
36,T34,T34,Tiger Woods,78,"45' 0""",8.107000000000001,15
37,38,38,David Toms,80,"44' 10""",18.837,35
38,39,39,J.P. Hayes,79,"44' 9""",12.883,24
39,T40,T40,Olin Browne,92,"44' 8""",17.682000000000002,33
40,T40,T40,Ernie Els,62,"44' 8""",8.044,15
41,42,42,Spike McRoy,93,"44' 4""",24.985,47
42,43,43,Mathias Grönberg,91,"44' 3""",23.378,44
43,44,44,Chris Couch,55,"44' 2""",16.422,31
44,45,45,Dean Wilson,99,"44' 1""",19.590999999999998,37
45,T46,T46,Kent Jones,99,"44' 0""",22.169,42
46,T46,T46,Len Mattiace,75,"44' 0""",14.269,27
47,48,48,Pat Bates,99,"43' 11""",25.816999999999997,49
48,49,49,Jonathan Kaye,79,"43' 10""",21.026999999999997,40
49,50,50,John Daly,79,"43' 9""",16.271,31
50,51,51,Jason Dufner,79,"43' 7""",18.816,36
51,52,52,Bob Tway,90,"43' 6""",16.192,31
52,53,53,Stewart Cink,103,"43' 5""",10.94,21
53,T54,T54,Ben Curtis,56,"43' 4""",14.045,27
54,T54,T54,David Frost,78,"43' 4""",20.803,40
55,T54,T54,Todd Hamilton,92,"43' 4""",11.437999999999999,22
56,T57,T57,Jeff Brehaut,106,"43' 3""",26.461,51
57,T57,T57,Craig Perks,75,"43' 3""",20.753,40
58,T59,T59,Ken Duke,89,"43' 2""",21.23,41
59,T59,T59,Carl Pettersson,100,"43' 2""",18.116,35
60,T59,T59,Bo Van Pelt,107,"43' 2""",16.07,31
61,T62,T62,Niclas Fasth,61,"43' 1""",17.06,33
62,T62,T62,Jesper Parnevik,86,"43' 1""",15.512,30
63,T62,T62,John Rollins,90,"43' 1""",15.51,30
64,T65,T65,Daniel Chopra,108,"42' 11""",19.070999999999998,37
65,T65,T65,Neal Lancaster,106,"42' 11""",26.755,52
66,67,67,Chris Smith,105,"42' 10""",33.424,65
67,T68,T68,Cameron Beckman,99,"42' 9""",24.605999999999998,48
68,T68,T68,Danny Briggs,85,"42' 9""",23.095,45
69,T68,T68,Brad Faxon,94,"42' 9""",8.729,17
70,T68,T68,Shaun Micheel,93,"42' 9""",21.045,41
71,72,72,Skip Kendall,99,"42' 8""",22.535,44
72,73,73,David Peoples,82,"42' 7""",16.857,33
73,T74,T74,Steve Allan,102,"42' 6""",23.962,47
74,T74,T74,Fred Funk,97,"42' 6""",17.348,34
75,T74,T74,John Senden,99,"42' 6""",28.541,56
76,T77,T77,Kevin Na,100,"42' 5""",19.85,39
77,T77,T77,Brett Quigley,102,"42' 5""",22.925,45
78,79,79,Jay Delsing,76,"42' 3""",14.19,28
79,T80,T80,Bob Burns,88,"42' 2""",14.169,28
80,T80,T80,Bob Estes,73,"42' 2""",7.077000000000001,14
81,T82,T82,Greg Chalmers,70,"42' 1""",8.586,17
82,T82,T82,Todd Fischer,104,"42' 1""",16.664,33
83,T82,T82,Rory Sabbatini,89,"42' 1""",22.74,45
84,T85,T85,Dan Olsen,75,"41' 11""",14.083,28
85,T85,T85,Corey Pavin,83,"41' 11""",15.603,31
86,T85,T85,Roger Tambellini,81,"41' 11""",17.601,35
87,88,88,Rod Pampling,98,"41' 9""",18.039,36
88,T89,T89,José Coceres,68,"41' 8""",12.505,25
89,T89,T89,Zach Johnson,109,"41' 8""",20.015,40
90,T91,T91,Jason Bohn,98,"41' 5""",23.348000000000003,47
91,T91,T91,Dudley Hart,60,"41' 5""",11.425,23
92,T93,T93,Jay Haas,84,"41' 4""",6.947,14
93,T93,T93,Hank Kuehne,91,"41' 4""",18.363,37
94,T95,T95,Tom Lehman,70,"41' 3""",17.34,35
95,T95,T95,Jeff Sluman,98,"41' 3""",18.316,37
96,T97,T97,Paul Azinger,75,"41' 2""",12.354000000000001,25
97,T97,T97,Joe Durant,85,"41' 2""",22.709,46
98,T97,T97,Jeff Maggert,60,"41' 2""",15.318,31
99,T97,T97,Hunter Mahan,94,"41' 2""",21.263,43
100,T97,T97,Patrick Sheehan,113,"41' 2""",22.218000000000004,45
101,102,102,Steve Elkington,64,"41' 1""",14.308,29
102,103,103,Cliff Kresge,89,"41' 0""",21.668000000000003,44
103,T104,T104,Briny Baird,100,"40' 11""",16.211,33
104,T104,T104,David Branshaw,84,"40' 11""",20.151,41
105,T104,T104,Blaine McCallister,68,"40' 11""",14.252,29
106,T104,T104,Nick Price,51,"40' 11""",7.858,16
107,T104,T104,Omar Uresti,85,"40' 11""",18.676,38
108,T109,T109,Russ Cochran,61,"40' 9""",12.72,26
109,T109,T109,Ryan Palmer,103,"40' 9""",26.385,54
110,T111,T111,Tommy Armour III,87,"40' 7""",17.518,36
111,T111,T111,Chad Campbell,100,"40' 7""",17.034000000000002,35
112,T111,T111,David Morland IV,73,"40' 7""",17.52,36
113,T111,T111,Hidemichi Tanaka,89,"40' 7""",13.637,28
114,T111,T111,Jay Williamson,100,"40' 7""",21.895,45
115,T116,T116,Matt Kuchar,83,"40' 6""",21.851,45
116,T116,T116,Kevin Sutherland,86,"40' 6""",17.012,35
117,T118,T118,Fred Couples,54,"40' 5""",15.520999999999999,32
118,T118,T118,Robert Damron,92,"40' 5""",24.230999999999998,50
119,120,120,Billy Andrade,104,"40' 4""",24.214000000000002,50
120,T121,T121,Scott Hoch,52,"40' 3""",9.657,20
121,T121,T121,Geoff Ogilvy,91,"40' 3""",13.513,28
122,T121,T121,Deane Pappas,72,"40' 3""",14.485,30
123,T124,T124,Shigeki Maruyama,93,"40' 2""",13.982000000000001,29
124,T124,T124,Scott McCarron,88,"40' 2""",15.432,32
125,T124,T124,Pat Perez,102,"40' 2""",27.979,58
126,T124,T124,Tim Petrovic,111,"40' 2""",16.864,35
127,T124,T124,Loren Roberts,81,"40' 2""",8.674,18
128,T129,T129,K.J. Choi,83,"40' 1""",16.361,34
129,T129,T129,Mike Heinen,53,"40' 1""",14.419,30
130,T129,T129,Kevin Muncrief,50,"40' 1""",12.024000000000001,25
131,T129,T129,Chris Riley,78,"40' 1""",7.207999999999999,15
132,T133,T133,Jonathan Byrd,85,"39' 10""",14.335,30
133,T133,T133,David Gossett,57,"39' 10""",18.655,39
134,T133,T133,Mark Hensby,97,"39' 10""",13.847999999999999,29
135,T133,T133,Joe Ogilvie,104,"39' 10""",16.738,35
136,T137,T137,Lucas Glover,95,"39' 8""",21.426,45
137,T137,T137,Rocco Mediate,53,"39' 8""",11.908,25
138,T137,T137,Tom Pernice Jr.,103,"39' 8""",18.088,38
139,T137,T137,Scott Simpson,55,"39' 8""",16.184,34
140,141,141,Kris Cox,73,"39' 7""",17.112000000000002,36
141,142,142,Rich Barcelo,67,"39' 6""",16.108,34
142,143,143,Ted Purdy,114,"39' 5""",26.945,57
143,144,144,Roland Thatcher,66,"39' 4""",21.697,46
144,T145,T145,Tim Herron,84,"39' 3""",11.763,25
145,T145,T145,Heath Slocum,92,"39' 3""",16.961,36
146,147,147,Brian Bateman,84,"39' 2""",12.702,27
147,T148,T148,Brian Gay,96,"39' 1""",12.66,27
148,T148,T148,J.L. Lewis,106,"39' 1""",18.758,40
149,T148,T148,Vijay Singh,112,"39' 1""",21.092,45
150,T151,T151,Tripp Isenhour,55,"39' 0""",11.7,25
151,T151,T151,Justin Rose,77,"39' 0""",12.649000000000001,27
152,153,153,Steve Pate,71,"38' 11""",18.211,39
153,T154,T154,Ben Crane,92,"38' 10""",16.317,35
154,T154,T154,Harrison Frazar,86,"38' 10""",15.370999999999999,33
155,T154,T154,Gene Sauers,83,"38' 10""",17.691,38
156,157,157,Matt Gogel,86,"38' 9""",13.937000000000001,30
157,T158,T158,Mark Brooks,72,"38' 8""",11.610999999999999,25
158,T158,T158,Chris DiMarco,105,"38' 8""",14.847999999999999,32
159,T158,T158,Lee Janzen,84,"38' 8""",24.11,52
160,T161,T161,Rich Beem,81,"38' 7""",18.512999999999998,40
