,Putting_from_4_RANK THIS WEEK,Putting_from_4_RANK LAST WEEK,Putting_from_4_PLAYER NAME,Putting_from_4_ROUNDS,Putting_from_4_% MADE,Putting_from_4_ATTEMPTS,Putting_from_4_PUTTS MADE
0,1,1,Hidemichi Tanaka,89,98.56,139,137
1,2,2,Greg Chalmers,70,98.23,113,111
2,3,3,Loren Roberts,81,97.87,141,138
3,4,4,Retief Goosen,56,97.73,88,86
4,5,5,Craig Bowden,83,97.66,171,167
5,6,6,Stephen Leaney,84,97.52,121,118
6,7,7,José María Olazábal,56,97.5,80,78
7,8,8,Len Mattiace,75,97.25,182,177
8,9,9,Zach Johnson,109,96.98,199,193
9,10,10,Tommy Armour III,87,96.88,192,186
10,11,11,Todd Hamilton,92,96.75,154,149
11,12,12,Tiger Woods,78,96.69,121,117
12,13,13,John Riegger,53,96.67,120,116
13,14,14,John Rollins,90,96.64,149,144
14,15,15,Ernie Els,62,96.63,89,86
15,16,16,John Cook,57,96.59,88,85
16,17,17,Hunter Mahan,94,96.48,199,192
17,18,18,Chad Campbell,100,96.17,183,176
18,19,19,Arjun Atwal,85,96.02,176,169
19,T20,T20,Steve Flesch,109,95.98,199,191
20,T20,T20,Kent Jones,99,95.98,199,191
21,22,22,Justin Leonard,90,95.97,149,143
22,23,23,Brian Bateman,84,95.88,170,163
23,24,24,Jeff Maggert,60,95.65,115,110
24,25,25,Matt Kuchar,83,95.45,176,168
25,26,26,Ben Crane,92,95.41,218,208
26,27,27,Aaron Baddeley,87,95.4,174,166
27,28,28,Bart Bryant,73,95.38,130,124
28,29,29,J.J. Henry,103,95.36,194,185
29,30,30,Kevin Na,100,95.26,211,201
30,31,31,Dean Wilson,99,95.19,208,198
31,32,32,Brenden Pappas,111,95.15,227,216
32,T33,T33,Stuart Appleby,84,95.14,144,137
33,T33,T33,Vijay Singh,112,95.14,185,176
34,35,35,Mark Hensby,97,95.06,162,154
35,36,36,John Daly,79,95.03,161,153
36,T37,T37,Fred Funk,97,95.0,180,171
37,T37,T37,David Toms,80,95.0,120,114
38,39,39,Dan Forsman,79,94.97,159,151
39,40,40,Craig Perks,75,94.93,138,131
40,41,41,Carl Pettersson,100,94.92,177,168
41,42,42,Tim Herron,84,94.85,136,129
42,43,43,Tom Carter,113,94.82,193,183
43,44,44,Jesper Parnevik,86,94.81,154,146
44,45,45,Richard Johnson,102,94.79,192,182
45,46,46,Joe Ogilvie,104,94.71,189,179
46,47,47,Bernhard Langer,59,94.68,94,89
47,48,48,Jay Haas,84,94.66,131,124
48,49,49,Harrison Frazar,86,94.64,168,159
49,50,50,Tim Clark,84,94.57,184,174
50,T51,T51,Guy Boros,64,94.52,146,138
51,T51,T51,Nick Price,51,94.52,73,69
52,53,53,John Senden,99,94.29,175,165
53,54,54,Steve Stricker,81,94.26,122,115
54,T55,T55,Chris Couch,55,94.23,104,98
55,T55,T55,Chris Riley,78,94.23,104,98
56,T57,T57,Shigeki Maruyama,93,94.19,155,146
57,T57,T57,Mark O'Meara,58,94.19,86,81
58,59,59,Brad Faxon,94,94.08,169,159
59,T60,T60,Craig Parry,52,94.05,84,79
60,T60,T60,Adam Scott,55,94.05,84,79
61,62,62,David Peoples,82,94.0,150,141
62,T63,T63,Robert Damron,92,93.94,198,186
63,T63,T63,Bob Estes,73,93.94,99,93
64,T63,T63,Heath Slocum,92,93.94,198,186
65,66,66,Bo Van Pelt,107,93.93,214,201
66,T67,T67,Bob Burns,88,93.9,164,154
67,T67,T67,Tag Ridings,53,93.9,82,77
68,69,69,Craig Barlow,80,93.88,147,138
69,70,70,Brent Geiberger,94,93.85,179,168
70,71,71,Jay Williamson,100,93.78,193,181
71,T72,T72,Ben Curtis,56,93.75,96,90
72,T72,T72,Danny Ellis,81,93.75,160,150
73,T72,T72,Niclas Fasth,61,93.75,112,105
74,T72,T72,Matt Gogel,86,93.75,160,150
75,T72,T72,Jeff Sluman,98,93.75,160,150
76,77,77,Chris DiMarco,105,93.59,156,146
77,78,78,Billy Andrade,104,93.58,187,175
78,79,79,Robert Gamez,103,93.55,217,203
79,80,80,Rod Pampling,98,93.5,200,187
80,81,81,Kirk Triplett,88,93.43,137,128
81,82,82,Michael Allen,87,93.41,167,156
82,T83,T83,Darren Clarke,54,93.33,90,84
83,T83,T83,Tommy Tolles,67,93.33,150,140
84,85,85,Jeff Brehaut,106,93.27,223,208
85,86,86,Luke Donald,72,93.18,132,123
86,87,87,J.P. Hayes,79,93.15,146,136
87,88,88,Steve Pate,71,93.08,130,121
88,89,89,Hank Kuehne,91,93.03,201,187
89,90,90,Cameron Beckman,99,93.02,215,200
90,91,91,Brian Gay,96,92.98,171,159
91,92,92,Corey Pavin,83,92.91,141,131
92,93,93,Frank Lickliter II,89,92.82,181,168
93,94,94,Dudley Hart,60,92.78,97,90
94,95,95,Ted Purdy,114,92.77,249,231
95,96,96,Stephen Ames,97,92.76,152,141
96,97,97,Charles Howell III,104,92.75,138,128
97,98,98,D.J. Brigman,79,92.71,192,178
98,99,99,Cliff Kresge,89,92.66,177,164
99,100,100,Scott McCarron,88,92.64,163,151
100,101,101,Stewart Cink,103,92.59,162,150
101,102,102,Scott Verplank,92,92.52,147,136
102,103,103,Ryan Palmer,103,92.5,200,185
103,104,104,Tim Petrovic,111,92.46,199,184
104,105,105,Kevin Sutherland,86,92.45,159,147
105,106,106,Todd Fischer,104,92.44,172,159
106,107,107,Dicky Pride,66,92.37,131,121
107,108,108,J.L. Lewis,106,92.35,183,169
108,T109,T109,Peter Lonard,68,92.31,130,120
109,T109,T109,Phil Mickelson,83,92.31,117,108
110,T111,T111,Glen Day,101,92.27,181,167
111,T111,T111,Jerry Kelly,113,92.27,207,191
112,113,113,Deane Pappas,72,92.25,129,119
113,114,114,Mathias Grönberg,91,92.22,180,166
114,T115,T115,Olin Browne,92,92.17,166,153
115,T115,T115,Geoff Ogilvy,91,92.17,166,153
116,117,117,Mark Wilson,62,92.13,127,117
117,T118,T118,Notah Begay III,71,92.07,164,151
118,T118,T118,David Branshaw,84,92.07,164,151
119,120,120,Duffy Waldorf,79,92.04,113,104
120,121,121,Paul Azinger,75,92.02,163,150
121,122,122,Tom Pernice Jr.,103,91.96,199,183
122,123,123,Patrick Sheehan,113,91.92,198,182
123,124,124,Rich Barcelo,67,91.91,136,125
124,125,125,Daniel Chopra,108,91.89,222,204
125,T126,T126,Scott Simpson,55,91.84,98,90
126,T126,T126,Omar Uresti,85,91.84,147,135
127,T128,T128,Carlos Franco,99,91.67,192,176
128,T128,T128,Skip Kendall,99,91.67,144,132
129,T128,T128,Brian Kortan,65,91.67,120,110
130,T131,T131,Jonathan Byrd,85,91.57,166,152
131,T131,T131,Joey Sindelar,100,91.57,178,163
132,133,133,José Coceres,68,91.54,130,119
133,134,134,Kenny Perry,79,91.53,118,108
134,135,135,Steve Allan,102,91.43,210,192
135,136,136,Esteban Toledo,92,91.41,163,149
136,137,137,Tom Byrum,83,91.33,150,137
137,138,138,Scott Hend,81,91.3,184,168
138,139,139,Andre Stolz,53,91.23,114,104
139,140,140,Scott Hoch,52,91.11,90,82
140,141,141,Briny Baird,100,91.07,168,153
141,T142,T142,Rich Beem,81,90.91,143,130
142,T142,T142,Hirofumi Miyase,65,90.91,121,110
143,144,144,Roger Tambellini,81,90.85,142,129
144,145,145,Gene Sauers,83,90.75,173,157
145,146,146,K.J. Choi,83,90.6,117,106
146,147,147,David Frost,78,90.57,159,144
147,148,148,Jay Delsing,76,90.4,125,113
148,T149,T149,Robert Allenby,93,90.38,156,141
149,T149,T149,Roland Thatcher,66,90.38,156,141
150,151,151,Arron Oberholser,77,90.37,135,122
151,152,152,Jason Dufner,79,90.29,175,158
152,T153,T153,Sergio Garcia,65,90.18,112,101
153,T153,T153,Pat Perez,102,90.18,224,202
154,155,155,Freddie Jacobson,83,90.16,122,110
155,156,156,Shaun Micheel,93,90.06,171,154
156,157,157,Neal Lancaster,106,90.05,201,181
157,T158,T158,Pat Bates,99,89.89,178,160
158,T158,T158,Lucas Glover,95,89.89,188,169
159,160,160,Grant Waite,79,89.87,158,142
160,161,161,Tom Lehman,70,89.86,138,124
161,162,162,Danny Briggs,85,89.83,177,159
162,163,163,Chris Smith,105,89.78,186,167
163,T164,T164,Dennis Paulson,71,89.76,127,114
164,T164,T164,Vaughn Taylor,84,89.76,166,149
165,166,166,Brett Quigley,102,89.5,219,196
166,167,167,Ken Duke,89,89.47,171,153
167,168,168,Davis Love III,85,89.39,132,118
168,169,169,Mike Heinen,53,89.36,94,84
169,170,170,John Huston,62,89.11,101,90
170,171,171,Rory Sabbatini,89,88.95,190,169
171,172,172,Bob Tway,90,88.81,134,119
172,173,173,Justin Rose,77,88.72,133,118
173,174,174,Woody Austin,94,88.61,202,179
174,T175,T175,Alex Cejka,76,88.52,122,108
175,T175,T175,Steve Elkington,64,88.52,122,108
176,T175,T175,Mike Weir,75,88.52,122,108
177,T178,T178,Mark Brooks,72,88.49,139,123
178,T178,T178,Jonathan Kaye,79,88.49,139,123
179,180,180,Kris Cox,73,88.41,138,122
180,181,181,Steve Lowery,91,88.33,180,159
181,182,182,Rocco Mediate,53,88.0,75,66
182,183,183,Joe Durant,85,87.73,163,143
183,184,184,Dan Olsen,75,87.69,130,114
184,185,185,Mark Calcavecchia,79,87.5,152,133
185,186,186,Billy Mayfair,109,87.44,207,181
186,187,187,David Gossett,57,87.39,111,97
187,188,188,Jason Bohn,98,87.29,181,158
188,189,189,David Morland IV,73,86.57,134,116
189,190,190,Kevin Muncrief,50,86.52,89,77
190,191,191,Lee Janzen,84,86.34,183,158
191,192,192,Spike McRoy,93,86.14,166,143
192,193,193,Russ Cochran,61,85.87,92,79
193,194,194,Tripp Isenhour,55,85.86,99,85
194,195,195,Blaine McCallister,68,83.61,122,102
195,196,196,Fred Couples,54,81.91,94,77
