,Putts_per_Round_-_Round_3_RANK THIS WEEK,Putts_per_Round_-_Round_3_RANK LAST WEEK,Putts_per_Round_-_Round_3_PLAYER NAME,Putts_per_Round_-_Round_3_AVG,Putts_per_Round_-_Round_3_TOTAL PUTTS,Putts_per_Round_-_Round_3_TOTAL ROUNDS
0,1,1,Dean Wilson,26.56,425,16
1,2,2,Nick Price,26.91,296,11
2,3,3,Brian Gay,27.19,435,16
3,4,4,Stewart Cink,27.45,604,22
4,5,5,Tommy Tolles,27.5,275,10
5,6,6,John Huston,27.6,276,10
6,7,7,Jeff Maggert,27.64,304,11
7,8,8,Tim Clark,27.75,444,16
8,9,9,David Peoples,27.81,445,16
9,10,10,Todd Fischer,27.84,529,19
10,11,11,Steve Stricker,27.85,362,13
11,12,12,Tag Ridings,27.89,251,9
12,T13,T13,Brent Geiberger,27.95,531,19
13,T13,T13,Carl Pettersson,27.95,587,21
14,15,15,Vijay Singh,27.96,755,27
15,16,16,Ben Crane,28.0,532,19
16,T17,T17,Stuart Appleby,28.06,449,16
17,T17,T17,Hank Kuehne,28.06,449,16
18,19,19,Bob Burns,28.07,393,14
19,20,20,Shigeki Maruyama,28.1,590,21
20,21,21,Tom Byrum,28.12,478,17
21,22,22,Rich Barcelo,28.13,225,8
22,23,23,Greg Chalmers,28.15,366,13
23,T24,T24,J.P. Hayes,28.17,338,12
24,T24,T24,Frank Lickliter II,28.17,507,18
25,T24,T24,Tiger Woods,28.17,507,18
26,27,27,Davis Love III,28.18,479,17
27,T28,T28,Michael Allen,28.19,451,16
28,T28,T28,Joe Ogilvie,28.19,592,21
29,T28,T28,John Rollins,28.19,451,16
30,31,31,Dennis Paulson,28.2,423,15
31,32,32,Matt Gogel,28.21,536,19
32,33,33,Kevin Na,28.22,508,18
33,34,34,José Coceres,28.23,367,13
34,35,35,Chris Riley,28.25,452,16
35,T36,T36,Ryan Palmer,28.28,509,18
36,T36,T36,Loren Roberts,28.28,509,18
37,T38,T38,Aaron Baddeley,28.29,481,17
38,T38,T38,Alex Cejka,28.29,396,14
39,40,40,Scott Verplank,28.32,623,22
40,41,41,Chris Couch,28.33,170,6
41,42,42,Dan Forsman,28.38,369,13
42,43,43,Retief Goosen,28.42,341,12
43,44,44,Daniel Chopra,28.43,597,21
44,T45,T45,Jonathan Byrd,28.44,455,16
45,T45,T45,Phil Mickelson,28.44,512,18
46,47,47,Bob Estes,28.46,370,13
47,48,48,Harrison Frazar,28.47,484,17
48,T49,T49,Russ Cochran,28.5,285,10
49,T49,T49,Tripp Isenhour,28.5,228,8
50,T49,T49,Deane Pappas,28.5,399,14
51,T49,T49,Scott Simpson,28.5,285,10
52,T53,T53,David Morland IV,28.55,314,11
53,T53,T53,José María Olazábal,28.55,314,11
54,T55,T55,John Cook,28.56,257,9
55,T55,T55,Dudley Hart,28.56,257,9
56,T55,T55,Hidemichi Tanaka,28.56,514,18
57,T58,T58,Chris DiMarco,28.58,686,24
58,T58,T58,Mark O'Meara,28.58,343,12
59,T60,T60,Tom Carter,28.59,629,22
60,T60,T60,Corey Pavin,28.59,486,17
61,62,62,Kevin Muncrief,28.6,143,5
62,63,63,Geoff Ogilvy,28.61,515,18
63,64,64,Cameron Beckman,28.63,544,19
64,65,65,Paul Azinger,28.64,401,14
65,66,66,Freddie Jacobson,28.65,487,17
66,T67,T67,Darren Clarke,28.67,258,9
67,T67,T67,Jay Delsing,28.67,344,12
68,69,69,Rod Pampling,28.68,631,22
69,70,70,David Frost,28.69,373,13
70,71,71,Chad Campbell,28.7,574,20
71,72,72,Stephen Leaney,28.73,431,15
72,T73,T73,Blaine McCallister,28.75,230,8
73,T73,T73,Steve Pate,28.75,345,12
74,T73,T73,Pat Perez,28.75,575,20
75,T76,T76,J.L. Lewis,28.77,633,22
76,T76,T76,Len Mattiace,28.77,374,13
77,78,78,Steve Lowery,28.78,518,18
78,79,79,Steve Flesch,28.79,691,24
79,80,80,Guy Boros,28.8,288,10
80,81,81,Hunter Mahan,28.83,519,18
81,T82,T82,Justin Leonard,28.84,548,19
82,T82,T82,Tom Pernice Jr.,28.84,548,19
83,T84,T84,Ernie Els,28.86,404,14
84,T84,T84,Hirofumi Miyase,28.86,202,7
85,T84,T84,Ted Purdy,28.86,635,22
86,87,87,Omar Uresti,28.87,433,15
87,T88,T88,John Daly,28.88,491,17
88,T88,T88,Lee Janzen,28.88,491,17
89,T90,T90,Mark Calcavecchia,28.89,520,18
90,T90,T90,Brian Kortan,28.89,260,9
91,T90,T90,Jay Williamson,28.89,549,19
92,93,93,Stephen Ames,28.9,607,21
93,94,94,Adam Scott,28.91,318,11
94,T95,T95,Zach Johnson,28.92,694,24
95,T95,T95,Mark Wilson,28.92,347,12
96,T97,T97,Jay Haas,28.94,521,18
97,T97,T97,Kent Jones,28.94,492,17
98,T97,T97,Scott McCarron,28.94,492,17
99,T97,T97,Arron Oberholser,28.94,463,16
100,T97,T97,Justin Rose,28.94,463,16
101,102,102,Jerry Kelly,28.96,753,26
102,T103,T103,Craig Barlow,29.0,435,15
103,T103,T103,Mark Brooks,29.0,174,6
104,T103,T103,K.J. Choi,29.0,522,18
105,T103,T103,Glen Day,29.0,522,18
106,T103,T103,Tim Herron,29.0,493,17
107,T103,T103,Skip Kendall,29.0,580,20
108,T103,T103,Bernhard Langer,29.0,377,13
109,T103,T103,Peter Lonard,29.0,319,11
110,T103,T103,Rocco Mediate,29.0,232,8
111,T103,T103,Craig Parry,29.0,290,10
112,T103,T103,Heath Slocum,29.0,435,15
113,T114,T114,Brad Faxon,29.05,552,19
114,T114,T114,Neal Lancaster,29.05,610,21
115,T114,T114,Bob Tway,29.05,552,19
116,117,117,Kevin Sutherland,29.06,465,16
117,118,118,Cliff Kresge,29.08,349,12
118,119,119,Craig Perks,29.1,291,10
119,120,120,Brian Bateman,29.12,495,17
120,T121,T121,Jason Bohn,29.15,583,20
121,T121,T121,Danny Ellis,29.15,379,13
122,T121,T121,Robert Gamez,29.15,583,20
123,124,124,Todd Hamilton,29.17,525,18
124,125,125,Notah Begay III,29.18,321,11
125,126,126,Fred Funk,29.2,584,20
126,127,127,Kirk Triplett,29.21,555,19
127,T128,T128,Robert Damron,29.22,526,18
128,T128,T128,Bo Van Pelt,29.22,672,23
129,130,130,Roger Tambellini,29.23,380,13
130,T131,T131,J.J. Henry,29.24,614,21
131,T131,T131,Brenden Pappas,29.24,614,21
132,133,133,Richard Johnson,29.26,556,19
133,T134,T134,Tom Lehman,29.27,439,15
134,T134,T134,Tim Petrovic,29.27,644,22
135,T134,T134,Esteban Toledo,29.27,322,11
136,137,137,Jesper Parnevik,29.32,557,19
