,3-Putt_Avoidance_-_Round_2_RANK THIS WEEK,3-Putt_Avoidance_-_Round_2_RANK LAST WEEK,3-Putt_Avoidance_-_Round_2_PLAYER NAME,3-Putt_Avoidance_-_Round_2_%,3-Putt_Avoidance_-_Round_2_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_2_TOTAL HOLES
0,1,1,Cameron Percy,0.79,2,252
1,2,2,Dominic Bozzelli,1.11,4,360
2,3,3,Greg Chalmers,1.17,4,342
3,4,4,Zac Blair,1.23,4,324
4,5,5,Webb Simpson,1.33,6,450
5,T6,T6,Brian Gay,1.34,7,522
6,T6,T6,Chesson Hadley,1.34,7,522
7,8,8,Adam Hadwin,1.39,6,432
8,T9,T9,Zach Johnson,1.45,6,414
9,T9,T9,Kevin Kisner,1.45,6,414
10,T11,T11,Tyrrell Hatton,1.48,4,270
11,T11,T11,Henrik Stenson,1.48,4,270
12,13,13,Kevin Tway,1.53,8,522
13,14,14,Denny McCarthy,1.67,6,360
14,15,15,Brooks Koepka,1.74,5,288
15,16,16,Dustin Johnson,1.75,6,342
16,17,17,Cameron Smith,1.77,7,396
17,18,18,Jamie Lovemark,1.78,8,450
18,T19,T19,Bud Cauley,1.85,5,270
19,T19,T19,Jason Day,1.85,6,324
20,T19,T19,Bill Haas,1.85,8,432
21,T19,T19,Charles Howell III,1.85,9,486
22,T19,T19,Ian Poulter,1.85,6,324
23,24,24,Charley Hoffman,1.93,8,414
24,T25,T25,Rickie Fowler,1.94,7,360
25,T25,T25,Ben Martin,1.94,7,360
26,T27,T27,Jim Furyk,1.98,5,252
27,T27,T27,Beau Hossler,1.98,10,504
28,T29,T29,Stewart Cink,2.0,9,450
29,T29,T29,Nick Watney,2.0,9,450
30,31,31,Jimmy Walker,2.02,8,396
31,T32,T32,Paul Casey,2.05,7,342
32,T32,T32,Steve Wheatcroft,2.05,7,342
33,T34,T34,Talor Gooch,2.08,9,432
34,T34,T34,Sam Saunders,2.08,9,432
35,36,36,Jonas Blixt,2.12,8,378
36,T37,T37,Peter Malnati,2.14,10,468
37,T37,T37,Troy Merritt,2.14,10,468
38,T37,T37,Ollie Schniederjans,2.14,10,468
39,T37,T37,Kevin Streelman,2.14,10,468
40,41,41,Scott Brown,2.15,12,558
41,42,42,Rafa Cabrera Bello,2.16,7,324
42,T43,T43,Luke List,2.18,11,504
43,T43,T43,Robert Streb,2.18,11,504
44,T45,T45,Aaron Baddeley,2.22,10,450
45,T45,T45,Ryan Blaum,2.22,10,450
46,T45,T45,Brian Stuard,2.22,12,540
47,48,48,Alex Noren,2.29,7,306
48,T49,T49,Billy Horschel,2.31,10,432
49,T49,T49,William McGirt,2.31,10,432
50,51,51,Ryan Armour,2.33,13,558
51,52,52,Brett Stegmaier,2.34,8,342
52,T53,T53,Tony Finau,2.35,11,468
53,T53,T53,Fabián Gómez,2.35,11,468
54,T53,T53,Ben Silverman,2.35,11,468
55,T56,T56,Harris English,2.49,13,522
56,T56,T56,Brice Garnett,2.49,13,522
57,T56,T56,Tyrone Van Aswegen,2.49,13,522
