,3-Putt_Avoidance_-_Round_1_RANK THIS WEEK,3-Putt_Avoidance_-_Round_1_RANK LAST WEEK,3-Putt_Avoidance_-_Round_1_PLAYER NAME,3-Putt_Avoidance_-_Round_1_%,3-Putt_Avoidance_-_Round_1_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_1_TOTAL HOLES
0,1,1,Daniel Summerhays,0.65,2,306
1,2,2,Dustin Johnson,0.88,3,342
2,3,3,Jonathan Byrd,1.01,4,396
3,4,4,Johnson Wagner,1.17,4,342
4,5,5,Troy Merritt,1.28,6,468
5,6,6,Rory McIlroy,1.31,4,306
6,7,7,Ben Crane,1.46,5,342
7,T8,T8,Alex Cejka,1.52,6,396
8,T8,T8,Jimmy Walker,1.52,6,396
9,T10,T10,Jamie Lovemark,1.56,7,450
10,T10,T10,Webb Simpson,1.56,7,450
11,T12,T12,Abraham Ancer,1.59,8,504
12,T12,T12,John Huh,1.59,8,504
13,T12,T12,C.T. Pan,1.59,8,504
14,T15,T15,Patrick Reed,1.62,7,432
15,T15,T15,Sam Saunders,1.62,7,432
16,T15,T15,Brandt Snedeker,1.62,7,432
17,18,18,Alex Noren,1.63,5,306
18,19,19,Si Woo Kim,1.67,9,540
19,20,20,Byeong Hun An,1.69,7,414
20,21,21,Tony Finau,1.71,8,468
21,22,22,Nate Lashley,1.74,5,288
22,T23,T23,Greg Chalmers,1.75,6,342
23,T23,T23,Rod Pampling,1.75,6,342
24,25,25,Wesley Bryan,1.77,7,396
25,26,26,Billy Horschel,1.78,8,450
26,T27,T27,Stephan Jaeger,1.85,8,432
27,T27,T27,Tiger Woods,1.85,6,324
28,T29,T29,Fabián Gómez,1.92,9,468
29,T29,T29,Mackenzie Hughes,1.92,9,468
30,T29,T29,Michael Kim,1.92,9,468
31,32,32,Charley Hoffman,1.93,8,414
32,33,33,Rickie Fowler,1.94,7,360
33,T34,T34,Beau Hossler,1.98,10,504
34,T34,T34,Patton Kizzire,1.98,10,504
35,36,36,Talor Gooch,2.0,9,450
36,37,37,Ryan Moore,2.02,8,396
37,38,38,Brian Stuard,2.04,11,540
38,39,39,Anirban Lahiri,2.08,9,432
39,T40,T40,Harris English,2.11,11,522
40,T40,T40,Tyrone Van Aswegen,2.11,11,522
41,42,42,Daniel Berger,2.12,8,378
42,T43,T43,Kiradech Aphibarnrat,2.14,5,234
43,T43,T43,Joel Dahmen,2.14,10,468
44,T43,T43,Tom Lovelady,2.14,10,468
45,T43,T43,Andrew Putnam,2.14,10,468
46,47,47,Ian Poulter,2.16,7,324
47,48,48,Danny Lee,2.18,11,504
48,T49,T49,Ricky Barnes,2.22,8,360
49,T49,T49,Keegan Bradley,2.22,10,450
50,T49,T49,Stewart Cink,2.22,10,450
51,T49,T49,Kelly Kraft,2.22,12,540
52,T49,T49,Hunter Mahan,2.22,8,360
53,T49,T49,Kyle Stanley,2.22,10,450
54,T55,T55,Brian Gay,2.3,12,522
55,T55,T55,Jason Kokrak,2.3,12,522
56,T57,T57,Bronson Burgoon,2.31,10,432
57,T57,T57,Emiliano Grillo,2.31,10,432
58,T57,T57,Kevin Na,2.31,10,432
59,T60,T60,Chez Reavie,2.35,11,468
60,T60,T60,Xander Schauffele,2.35,11,468
61,T60,T60,Adam Schenk,2.35,11,468
62,T60,T60,Ben Silverman,2.35,11,468
63,T60,T60,Kevin Streelman,2.35,11,468
64,65,65,Matt Jones,2.38,9,378
65,66,66,Richy Werenski,2.41,13,540
66,67,67,Kevin Kisner,2.42,10,414
67,T68,T68,Billy Hurley III,2.44,11,450
68,T68,T68,Nick Watney,2.44,11,450
69,70,70,Charles Howell III,2.47,12,486
70,71,71,Kevin Tway,2.49,13,522
71,72,72,Ryan Palmer,2.5,9,360
72,T73,T73,Russell Henley,2.53,10,396
73,T73,T73,Cameron Smith,2.53,10,396
74,T75,T75,Bill Haas,2.55,11,432
75,T75,T75,Marc Leishman,2.55,11,432
76,T75,T75,Shawn Stefani,2.55,11,432
77,T75,T75,Cameron Tringale,2.55,11,432
78,T79,T79,J.J. Henry,2.56,12,468
79,T79,T79,Andrew Landry,2.56,12,468
80,81,81,J.T. Poston,2.65,10,378
81,T82,T82,Cody Gribble,2.66,11,414
82,T82,T82,Nicholas Lindheim,2.66,11,414
83,84,84,Scott Brown,2.69,15,558
84,T85,T85,Zac Blair,2.78,9,324
85,T85,T85,Ryan Blaum,2.78,13,468
86,T85,T85,Jason Day,2.78,9,324
87,T85,T85,Retief Goosen,2.78,9,324
88,T85,T85,Sung Kang,2.78,14,504
89,T85,T85,Matt Kuchar,2.78,11,396
90,T85,T85,Cameron Percy,2.78,7,252
91,T85,T85,Seamus Power,2.78,13,468
92,T85,T85,Charl Schwartzel,2.78,9,324
93,T85,T85,Scott Stallings,2.78,14,504
94,T85,T85,Hudson Swafford,2.78,10,360
95,T85,T85,Peter Uihlein,2.78,12,432
96,T85,T85,Bubba Watson,2.78,11,396
97,T98,T98,Brice Garnett,2.87,15,522
98,T98,T98,Patrick Rodgers,2.87,15,522
99,100,100,Derek Fathauer,2.88,14,486
100,T101,T101,Bryson DeChambeau,2.89,13,450
101,T101,T101,Sam Ryder,2.89,13,450
102,T101,T101,Chris Stroud,2.89,13,450
103,T101,T101,Gary Woodland,2.89,13,450
104,T105,T105,Roberto Díaz,2.9,12,414
105,T105,T105,Phil Mickelson,2.9,12,414
106,107,107,Jonas Blixt,2.91,11,378
107,T108,T108,David Hearn,2.92,10,342
108,T108,T108,Conrad Shindler,2.92,10,342
109,T108,T108,Brett Stegmaier,2.92,10,342
110,111,111,Tommy Fleetwood,2.94,9,306
111,112,112,Henrik Stenson,2.96,8,270
112,113,113,Ollie Schniederjans,2.99,14,468
113,T114,T114,William McGirt,3.01,13,432
114,T114,T114,Vaughn Taylor,3.01,13,432
115,116,116,Trey Mullinax,3.03,12,396
116,T117,T117,Martin Laird,3.06,11,360
117,T117,T117,Denny McCarthy,3.06,11,360
118,T117,T117,Brendan Steele,3.06,11,360
119,T117,T117,Andrew Yun,3.06,11,360
120,121,121,Austin Cook,3.07,16,522
121,T122,T122,Graeme McDowell,3.09,10,324
122,T122,T122,Michael Thompson,3.09,10,324
123,124,124,Zach Johnson,3.14,13,414
124,T125,T125,Blayne Barber,3.17,12,378
125,T125,T125,Keith Mitchell,3.17,16,504
126,T125,T125,Sean O'Hair,3.17,12,378
127,128,128,Steve Wheatcroft,3.22,11,342
128,129,129,D.A. Points,3.24,14,432
129,130,130,Whee Kim,3.26,17,522
130,131,131,Justin Rose,3.27,10,306
131,132,132,Martin Flores,3.29,16,486
132,T133,T133,Aaron Baddeley,3.33,15,450
133,T133,T133,Tyrrell Hatton,3.33,9,270
134,T135,T135,Brandon Harkins,3.37,17,504
135,T135,T135,Chris Kirk,3.37,17,504
136,T135,T135,Luke List,3.37,17,504
137,T135,T135,Robert Streb,3.37,17,504
138,139,139,Rafa Cabrera Bello,3.4,11,324
139,140,140,Ryan Armour,3.41,19,558
140,141,141,Corey Conners,3.42,16,468
141,T142,T142,Patrick Cantlay,3.44,13,378
142,T142,T142,Pat Perez,3.44,13,378
143,T142,T142,Justin Thomas,3.44,13,378
144,145,145,Nick Taylor,3.45,18,522
145,T146,T146,Brian Harman,3.47,15,432
146,T146,T146,Rob Oppenheim,3.47,15,432
147,148,148,Martin Piller,3.5,17,486
148,149,149,Matt Atkins,3.51,12,342
149,T150,T150,Matt Every,3.57,18,504
150,T150,T150,Jim Furyk,3.57,9,252
151,T150,T150,"Ted Potter, Jr.",3.57,18,504
152,T153,T153,Dominic Bozzelli,3.61,13,360
153,T153,T153,Ben Martin,3.61,13,360
154,155,155,Jonathan Randolph,3.62,15,414
155,T156,T156,Harold Varner III,3.63,17,468
156,T156,T156,Jhonattan Vegas,3.63,17,468
157,T158,T158,Lanto Griffin,3.7,16,432
158,T158,T158,Jon Rahm,3.7,12,324
159,160,160,James Hahn,3.78,17,450
