,3-Putt_Avoidance_-_20-25_RANK THIS WEEK,3-Putt_Avoidance_-_20-25_RANK LAST WEEK,3-Putt_Avoidance_-_20-25_PLAYER NAME,3-Putt_Avoidance_-_20-25_ROUNDS,3-Putt_Avoidance_-_20-25_%,3-Putt_Avoidance_-_20-25_TOTAL 3 PUTTS,3-Putt_Avoidance_-_20-25_ATTEMPTS,3-Putt_Avoidance_-_20-25_2 PUTT OR BETTER %
0,T1,T1,Aaron Baddeley,84,0.0,,100,100.0
1,T1,T1,Jonas Blixt,67,0.0,,76,100.0
2,T1,T1,Wesley Bryan,69,0.0,,53,100.0
3,T1,T1,Bud Cauley,55,0.0,,52,100.0
4,T1,T1,Greg Chalmers,56,0.0,,62,100.0
5,T1,T1,Kevin Chappell,77,0.0,,99,100.0
6,T1,T1,Jason Day,75,0.0,,76,100.0
7,T1,T1,Derek Fathauer,84,0.0,,90,100.0
8,T1,T1,Tony Finau,105,0.0,,130,100.0
9,T1,T1,Tommy Fleetwood,73,0.0,,88,100.0
10,T1,T1,Rickie Fowler,74,0.0,,103,100.0
11,T1,T1,David Hearn,66,0.0,,88,100.0
12,T1,T1,Mackenzie Hughes,80,0.0,,98,100.0
13,T1,T1,Billy Hurley III,70,0.0,,81,100.0
14,T1,T1,Matt Jones,70,0.0,,64,100.0
15,T1,T1,Kevin Kisner,89,0.0,,97,100.0
16,T1,T1,Ben Martin,64,0.0,,80,100.0
17,T1,T1,Alex Noren,67,0.0,,60,100.0
18,T1,T1,Louis Oosthuizen,62,0.0,,73,100.0
19,T1,T1,Ryan Palmer,69,0.0,,84,100.0
20,T1,T1,Patrick Reed,94,0.0,,96,100.0
21,T1,T1,Charl Schwartzel,65,0.0,,58,100.0
22,T1,T1,Conrad Shindler,60,0.0,,71,100.0
23,T1,T1,Ben Silverman,90,0.0,,118,100.0
24,T1,T1,Robert Streb,78,0.0,,95,100.0
25,T1,T1,Kevin Streelman,94,0.0,,121,100.0
26,T1,T1,Cameron Tringale,67,0.0,,75,100.0
27,T1,T1,Jimmy Walker,81,0.0,,92,100.0
28,29,29,Chris Kirk,108,0.63,1.0,160,99.3
29,30,30,Beau Hossler,104,0.7,1.0,143,99.3
30,31,31,Brian Gay,103,0.75,1.0,134,99.2
31,T32,T32,Keegan Bradley,98,0.78,1.0,128,99.2
32,T32,T32,Tyler Duncan,97,0.78,1.0,129,99.2
33,34,34,Charles Howell III,104,0.81,1.0,123,99.1
34,35,35,Billy Horschel,86,0.83,1.0,121,99.1
35,36,36,Emiliano Grillo,94,0.84,1.0,119,99.1
36,T37,T37,Byeong Hun An,86,0.85,1.0,118,99.1
37,T37,T37,Ollie Schniederjans,91,0.85,1.0,117,99.1
38,T37,T37,Kyle Stanley,93,0.85,1.0,117,99.1
39,40,40,Peter Malnati,87,0.94,1.0,106,99.0
40,41,41,Sung Kang,89,0.96,1.0,104,99.0
41,T42,T42,Troy Merritt,89,0.97,1.0,103,99.0
42,T42,T42,Scott Piercy,84,0.97,1.0,103,99.0
43,44,44,Nicholas Lindheim,77,1.01,1.0,99,98.9
