,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
0,1,1,Brian Stuard,103,87,609,14.3
1,2,2,Beau Hossler,104,83,651,12.7
2,T3,T3,Chesson Hadley,103,82,613,13.4
3,T3,T3,Jason Kokrak,99,82,577,14.2
4,5,5,Austin Cook,107,77,671,11.5
5,6,6,Webb Simpson,95,76,601,12.6
6,7,7,Tom Hoge,101,74,629,11.8
7,T8,T8,Marc Leishman,93,73,517,14.1
8,T8,T8,Andrew Putnam,97,73,521,14.0
9,T10,T10,Ryan Armour,109,71,659,10.8
10,T10,T10,Brandon Harkins,101,71,621,11.4
11,T10,T10,Aaron Wise,90,71,556,12.8
12,T13,T13,Corey Conners,97,70,507,13.8
13,T13,T13,Charles Howell III,104,70,519,13.5
14,T13,T13,Whee Kim,93,70,553,12.7
15,T13,T13,Chris Kirk,108,70,678,10.3
16,T13,T13,Ben Silverman,90,70,527,13.3
17,T18,T18,Emiliano Grillo,94,69,539,12.8
18,T18,T18,John Huh,94,69,577,12.0
19,T18,T18,"Ted Potter, Jr.",87,69,570,12.1
20,T21,T21,Tony Finau,105,68,563,12.1
21,T21,T21,Billy Horschel,86,68,528,12.9
22,T21,T21,Peter Malnati,87,68,598,11.4
23,T24,T24,Adam Hadwin,92,67,450,14.9
24,T24,T24,Danny Lee,88,67,534,12.5
25,T24,T24,Troy Merritt,89,67,528,12.7
26,T24,T24,Ollie Schniederjans,91,67,577,11.6
27,T24,T24,Gary Woodland,96,67,471,14.2
28,29,29,Abraham Ancer,98,66,596,11.1
29,T30,T30,Patrick Cantlay,87,64,444,14.4
30,T30,T30,Brian Gay,103,64,706,9.1
31,T30,T30,Phil Mickelson,90,64,540,11.9
32,T30,T30,Kevin Tway,110,64,617,10.4
33,T34,T34,Dominic Bozzelli,65,63,463,13.6
34,T34,T34,Brandt Snedeker,84,63,532,11.8
35,T34,T34,Nick Watney,94,63,542,11.6
36,37,37,Zach Johnson,94,62,520,11.9
37,T38,T38,Daniel Berger,81,61,425,14.4
38,T38,T38,Bryson DeChambeau,93,61,551,11.1
39,T38,T38,Anirban Lahiri,82,61,488,12.5
40,T38,T38,Tom Lovelady,87,61,446,13.7
41,T38,T38,Nick Taylor,94,61,498,12.2
42,T43,T43,Ryan Blaum,81,60,493,12.2
43,T43,T43,Rickie Fowler,74,60,419,14.3
44,T43,T43,Russell Knox,94,60,467,12.8
45,T43,T43,Jamie Lovemark,92,60,586,10.2
46,T43,T43,William McGirt,84,60,512,11.7
47,T43,T43,Kevin Na,91,60,561,10.7
48,T49,T49,Brian Harman,94,59,515,11.5
49,T49,T49,Keith Mitchell,99,59,541,10.9
50,T49,T49,Ryan Moore,78,59,453,13.0
51,T49,T49,C.T. Pan,104,59,524,11.3
52,T53,T53,Byeong Hun An,86,58,496,11.7
53,T53,T53,Keegan Bradley,98,58,522,11.1
54,T53,T53,Harris English,84,58,485,12.0
55,T53,T53,Matt Kuchar,88,58,476,12.2
56,T53,T53,Rob Oppenheim,74,58,390,14.9
57,T58,T58,Scott Brown,102,57,547,10.4
58,T58,T58,Joel Dahmen,93,57,484,11.8
59,T58,T58,Martin Flores,92,57,477,11.9
60,T58,T58,Martin Piller,79,57,484,11.8
61,T58,T58,Seamus Power,86,57,473,12.1
62,T58,T58,Scott Stallings,96,57,547,10.4
63,T58,T58,Tyrone Van Aswegen,101,57,575,9.9
64,T65,T65,Tyler Duncan,97,56,496,11.3
65,T65,T65,Sung Kang,89,56,466,12.0
66,T65,T65,Patton Kizzire,92,56,509,11.0
67,T65,T65,Kelly Kraft,94,56,528,10.6
68,T65,T65,David Lingmerth,82,56,514,10.9
69,T65,T65,Chris Stroud,81,56,432,13.0
70,T65,T65,Vaughn Taylor,83,56,489,11.5
71,T65,T65,Jimmy Walker,81,56,499,11.2
72,T73,T73,Nicholas Lindheim,77,55,415,13.3
73,T73,T73,Justin Thomas,91,55,537,10.2
74,T73,T73,Richy Werenski,98,55,491,11.2
75,T76,T76,Brice Garnett,99,54,542,10.0
76,T76,T76,Rory Sabbatini,91,54,530,10.2
77,T76,T76,Sam Saunders,80,54,475,11.4
78,T76,T76,Xander Schauffele,96,54,530,10.2
79,T76,T76,Cameron Smith,85,54,461,11.7
80,T76,T76,Harold Varner III,91,54,502,10.8
81,T76,T76,Jhonattan Vegas,92,54,446,12.1
82,T83,T83,J.B. Holmes,77,53,485,10.9
83,T83,T83,Mackenzie Hughes,80,53,455,11.6
84,T83,T83,Dustin Johnson,77,53,467,11.3
85,T83,T83,J.J. Spaun,85,53,461,11.5
86,T83,T83,Bubba Watson,90,53,469,11.3
87,T88,T88,Fabián Gómez,88,52,461,11.3
88,T88,T88,Luke List,98,52,518,10.0
89,T88,T88,Patrick Rodgers,97,52,517,10.1
