,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Peter Malnati,47.44,222,468
1,2,2,Charl Schwartzel,46.3,150,324
2,3,3,Johnson Wagner,45.32,155,342
3,4,4,Ricky Barnes,45.03,154,342
4,5,5,Cody Gribble,44.93,186,414
5,6,6,Phil Mickelson,44.69,185,414
6,7,7,Kelly Kraft,43.7,236,540
7,8,8,Justin Thomas,43.65,165,378
8,9,9,Ben Martin,43.61,157,360
9,10,10,David Lingmerth,43.48,180,414
10,11,11,Danny Lee,43.42,211,486
11,12,12,Brandon Harkins,43.06,217,504
12,13,13,Sung Kang,42.8,208,486
13,T14,T14,Brian Gay,42.72,223,522
14,T14,T14,Tom Hoge,42.72,223,522
15,T16,T16,Jason Day,42.59,138,324
16,T16,T16,Vaughn Taylor,42.59,184,432
17,18,18,Sean O'Hair,42.5,153,360
18,T19,T19,Jonathan Randolph,42.42,168,396
19,T19,T19,Cameron Smith,42.42,168,396
20,T19,T19,Bubba Watson,42.42,168,396
21,22,22,Dustin Johnson,42.4,145,342
22,23,23,Ollie Schniederjans,42.31,198,468
23,24,24,Beau Hossler,42.26,213,504
24,25,25,Denny McCarthy,42.22,152,360
25,26,26,Matt Atkins,42.11,144,342
26,27,27,Tiger Woods,41.98,136,324
27,28,28,Dominic Bozzelli,41.94,151,360
28,29,29,"Ted Potter, Jr.",41.87,211,504
29,30,30,Bud Cauley,41.85,113,270
30,31,31,Ben Crane,41.81,143,342
31,T32,T32,Derek Fathauer,41.77,203,486
32,T32,T32,Martin Piller,41.77,203,486
33,T34,T34,Hunter Mahan,41.67,150,360
34,T34,T34,Jon Rahm,41.67,135,324
35,T34,T34,Patrick Reed,41.67,180,432
36,37,37,Paul Casey,41.52,142,342
37,38,38,Sam Saunders,41.44,179,432
38,39,39,Scott Brown,41.22,230,558
39,40,40,Jimmy Walker,41.16,163,396
40,T41,T41,Webb Simpson,41.11,185,450
41,T41,T41,Brian Stuard,41.11,222,540
42,43,43,Rob Oppenheim,40.97,177,432
43,44,44,Cameron Percy,40.87,103,252
44,45,45,Zach Johnson,40.82,169,414
45,46,46,Whee Kim,40.8,213,522
46,T47,T47,Wesley Bryan,40.74,154,378
47,T47,T47,Robert Garrigus,40.74,176,432
48,T47,T47,Kevin Na,40.74,176,432
49,50,50,Scott Stallings,40.67,205,504
50,51,51,Nicholas Lindheim,40.66,161,396
51,52,52,Andrew Putnam,40.6,190,468
52,53,53,Daniel Summerhays,40.52,124,306
53,54,54,Brandt Snedeker,40.51,175,432
54,55,55,Troy Merritt,40.38,189,468
55,56,56,Louis Oosthuizen,40.37,109,270
56,57,57,D.A. Points,40.28,174,432
57,T58,T58,Aaron Baddeley,40.22,181,450
58,T58,T58,Jamie Lovemark,40.22,181,450
59,T60,T60,Xander Schauffele,40.17,188,468
60,T60,T60,Harold Varner III,40.17,188,468
61,62,62,Ryan Palmer,40.0,144,360
62,63,63,Michael Kim,39.96,187,468
63,64,64,Jonas Blixt,39.95,151,378
64,T65,T65,Matt Kuchar,39.9,158,396
65,T65,T65,Ethan Tracy,39.9,158,396
66,T67,T67,Kevin Tway,39.85,208,522
67,T67,T67,Tyrone Van Aswegen,39.85,208,522
68,T69,T69,Brian Harman,39.81,172,432
69,T69,T69,Marc Leishman,39.81,172,432
70,71,71,Billy Hurley III,39.78,179,450
71,72,72,Greg Chalmers,39.77,136,342
72,73,73,John Huh,39.68,200,504
73,74,74,Brooks Koepka,39.58,114,288
74,75,75,Jhonattan Vegas,39.53,185,468
75,T76,T76,Hideki Matsuyama,39.47,135,342
76,T76,T76,Brett Stegmaier,39.47,135,342
77,78,78,J.T. Poston,39.42,149,378
78,79,79,Kevin Kisner,39.37,163,414
79,T80,T80,Bryson DeChambeau,39.35,170,432
80,T80,T80,Adam Hadwin,39.35,170,432
81,82,82,Tom Lovelady,39.32,184,468
82,83,83,Branden Grace,39.22,120,306
83,84,84,Graeme McDowell,39.2,127,324
84,85,85,Kyle Thompson,39.17,141,360
85,T86,T86,Roberto Díaz,39.15,148,378
86,T86,T86,Pat Perez,39.15,148,378
87,88,88,Charley Hoffman,39.13,162,414
88,89,89,Stephan Jaeger,39.12,169,432
89,90,90,Austin Cook,39.08,204,522
90,T91,T91,Jim Furyk,38.89,98,252
91,T91,T91,Trey Mullinax,38.89,147,378
92,93,93,Aaron Wise,38.69,195,504
93,T94,T94,James Hahn,38.67,174,450
94,T94,T94,Seamus Power,38.67,174,450
95,T96,T96,Rickie Fowler,38.61,139,360
96,T96,T96,Grayson Murray,38.61,139,360
97,98,98,Satoshi Kodaira,38.56,118,306
98,99,99,Tyrrell Hatton,38.52,104,270
99,100,100,Patrick Rodgers,38.49,194,504
100,101,101,Kiradech Aphibarnrat,38.46,90,234
101,102,102,Nick Watney,38.44,173,450
102,103,103,Jordan Spieth,38.36,145,378
103,104,104,Nick Taylor,38.31,200,522
