,3-Putt_Avoidance_-_Inside_5_RANK THIS WEEK,3-Putt_Avoidance_-_Inside_5_RANK LAST WEEK,3-Putt_Avoidance_-_Inside_5_PLAYER NAME,3-Putt_Avoidance_-_Inside_5_ROUNDS,3-Putt_Avoidance_-_Inside_5_%,3-Putt_Avoidance_-_Inside_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Inside_5_ATTEMPTS,3-Putt_Avoidance_-_Inside_5_2 PUTT OR BETTER %
0,T1,T1,Byeong Hun An,86,0.0,,267,100.0
1,T1,T1,Abraham Ancer,98,0.0,,331,100.0
2,T1,T1,Kiradech Aphibarnrat,51,0.0,,124,100.0
3,T1,T1,Ryan Armour,109,0.0,,356,100.0
4,T1,T1,Blayne Barber,69,0.0,,187,100.0
5,T1,T1,Daniel Berger,81,0.0,,209,100.0
6,T1,T1,Zac Blair,64,0.0,,181,100.0
7,T1,T1,Ryan Blaum,81,0.0,,252,100.0
8,T1,T1,Jonas Blixt,67,0.0,,208,100.0
9,T1,T1,Dominic Bozzelli,65,0.0,,245,100.0
10,T1,T1,Wesley Bryan,69,0.0,,217,100.0
11,T1,T1,Bronson Burgoon,69,0.0,,189,100.0
12,T1,T1,Jonathan Byrd,70,0.0,,170,100.0
13,T1,T1,Chad Campbell,87,0.0,,265,100.0
14,T1,T1,Patrick Cantlay,87,0.0,,253,100.0
15,T1,T1,Bud Cauley,55,0.0,,186,100.0
16,T1,T1,Alex Cejka,77,0.0,,274,100.0
17,T1,T1,Greg Chalmers,56,0.0,,170,100.0
18,T1,T1,Kevin Chappell,77,0.0,,231,100.0
19,T1,T1,Stewart Cink,87,0.0,,249,100.0
20,T1,T1,Corey Conners,97,0.0,,273,100.0
21,T1,T1,Austin Cook,107,0.0,,347,100.0
22,T1,T1,Ben Crane,65,0.0,,168,100.0
23,T1,T1,Roberto Díaz,72,0.0,,199,100.0
24,T1,T1,Joel Dahmen,93,0.0,,269,100.0
25,T1,T1,Jason Day,75,0.0,,189,100.0
26,T1,T1,Zecheng Dou,53,0.0,,132,100.0
27,T1,T1,Jason Dufner,71,0.0,,189,100.0
28,T1,T1,Tyler Duncan,97,0.0,,264,100.0
29,T1,T1,Matt Every,79,0.0,,244,100.0
30,T1,T1,Derek Fathauer,84,0.0,,280,100.0
31,T1,T1,Tony Finau,105,0.0,,297,100.0
32,T1,T1,Tommy Fleetwood,73,0.0,,193,100.0
33,T1,T1,Rickie Fowler,74,0.0,,211,100.0
34,T1,T1,Jim Furyk,50,0.0,,184,100.0
35,T1,T1,Brice Garnett,99,0.0,,299,100.0
36,T1,T1,Robert Garrigus,80,0.0,,260,100.0
37,T1,T1,Brian Gay,103,0.0,,380,100.0
38,T1,T1,Fabián Gómez,88,0.0,,252,100.0
39,T1,T1,Talor Gooch,78,0.0,,237,100.0
40,T1,T1,Branden Grace,67,0.0,,166,100.0
41,T1,T1,Lanto Griffin,80,0.0,,202,100.0
42,T1,T1,Emiliano Grillo,94,0.0,,255,100.0
43,T1,T1,Bill Haas,76,0.0,,269,100.0
44,T1,T1,Chesson Hadley,103,0.0,,298,100.0
45,T1,T1,James Hahn,85,0.0,,247,100.0
46,T1,T1,Brandon Harkins,101,0.0,,324,100.0
47,T1,T1,Tyrrell Hatton,58,0.0,,161,100.0
48,T1,T1,Russell Henley,77,0.0,,181,100.0
49,T1,T1,J.J. Henry,81,0.0,,204,100.0
50,T1,T1,Charley Hoffman,87,0.0,,250,100.0
51,T1,T1,Tom Hoge,101,0.0,,347,100.0
52,T1,T1,J.B. Holmes,77,0.0,,271,100.0
53,T1,T1,Billy Horschel,86,0.0,,270,100.0
54,T1,T1,Beau Hossler,104,0.0,,308,100.0
55,T1,T1,Charles Howell III,104,0.0,,273,100.0
56,T1,T1,Mackenzie Hughes,80,0.0,,248,100.0
57,T1,T1,John Huh,94,0.0,,286,100.0
58,T1,T1,Stephan Jaeger,81,0.0,,233,100.0
59,T1,T1,Dustin Johnson,77,0.0,,248,100.0
60,T1,T1,Matt Jones,70,0.0,,174,100.0
61,T1,T1,Si Woo Kim,108,0.0,,338,100.0
62,T1,T1,Michael Kim,74,0.0,,190,100.0
63,T1,T1,Kevin Kisner,89,0.0,,231,100.0
64,T1,T1,Russell Knox,94,0.0,,239,100.0
65,T1,T1,Satoshi Kodaira,51,0.0,,135,100.0
66,T1,T1,Kelly Kraft,94,0.0,,282,100.0
67,T1,T1,Anirban Lahiri,82,0.0,,249,100.0
68,T1,T1,Martin Laird,73,0.0,,241,100.0
69,T1,T1,Nate Lashley,51,0.0,,114,100.0
70,T1,T1,Danny Lee,88,0.0,,300,100.0
71,T1,T1,Marc Leishman,93,0.0,,286,100.0
72,T1,T1,David Lingmerth,82,0.0,,272,100.0
73,T1,T1,Tom Lovelady,87,0.0,,222,100.0
74,T1,T1,Jamie Lovemark,92,0.0,,338,100.0
75,T1,T1,Shane Lowry,64,0.0,,176,100.0
76,T1,T1,Hunter Mahan,67,0.0,,180,100.0
77,T1,T1,Peter Malnati,87,0.0,,325,100.0
78,T1,T1,Ben Martin,64,0.0,,230,100.0
79,T1,T1,Denny McCarthy,71,0.0,,173,100.0
80,T1,T1,Graeme McDowell,67,0.0,,182,100.0
81,T1,T1,Rory McIlroy,64,0.0,,228,100.0
82,T1,T1,Troy Merritt,89,0.0,,287,100.0
83,T1,T1,Phil Mickelson,90,0.0,,264,100.0
84,T1,T1,Francesco Molinari,73,0.0,,225,100.0
85,T1,T1,Ryan Moore,78,0.0,,260,100.0
86,T1,T1,Trey Mullinax,75,0.0,,204,100.0
87,T1,T1,Grayson Murray,72,0.0,,251,100.0
88,T1,T1,Alex Noren,67,0.0,,179,100.0
89,T1,T1,Louis Oosthuizen,62,0.0,,182,100.0
90,T1,T1,Ryan Palmer,69,0.0,,265,100.0
91,T1,T1,Rod Pampling,62,0.0,,179,100.0
92,T1,T1,Cameron Percy,56,0.0,,143,100.0
93,T1,T1,Pat Perez,82,0.0,,174,100.0
94,T1,T1,Martin Piller,79,0.0,,248,100.0
95,T1,T1,D.A. Points,63,0.0,,193,100.0
96,T1,T1,J.T. Poston,73,0.0,,215,100.0
97,T1,T1,"Ted Potter, Jr.",87,0.0,,306,100.0
98,T1,T1,Ian Poulter,73,0.0,,181,100.0
99,T1,T1,Seamus Power,86,0.0,,237,100.0
100,T1,T1,Patrick Reed,94,0.0,,266,100.0
101,T1,T1,Justin Rose,70,0.0,,202,100.0
102,T1,T1,Rory Sabbatini,91,0.0,,282,100.0
103,T1,T1,Sam Saunders,80,0.0,,249,100.0
104,T1,T1,Xander Schauffele,96,0.0,,288,100.0
