,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,Ben Martin,64,21.92,73,16
1,2,2,Kevin Na,91,20.25,79,16
2,3,3,Dustin Johnson,77,20.24,84,17
3,4,4,Peter Uihlein,83,19.77,86,17
4,5,5,Martin Laird,73,19.72,71,14
5,6,6,Troy Merritt,89,19.54,87,17
6,7,7,Zecheng Dou,53,19.23,52,10
7,8,8,Jason Day,75,18.84,69,13
8,9,9,Wesley Bryan,69,18.37,49,9
9,10,10,Alex Cejka,77,18.33,60,11
10,11,11,Justin Rose,70,18.31,71,13
11,12,12,Jonathan Randolph,71,18.03,61,11
12,13,13,Tom Hoge,101,17.39,92,16
13,14,14,Charl Schwartzel,65,17.31,52,9
14,15,15,Zac Blair,64,17.24,58,10
15,16,16,Michael Kim,74,17.19,64,11
16,17,17,Adam Scott,78,17.11,76,13
17,18,18,Brian Harman,94,17.09,117,20
18,19,19,Ryan Blaum,81,17.05,88,15
19,20,20,David Lingmerth,82,17.02,94,16
20,21,21,Emiliano Grillo,94,16.98,106,18
21,T22,T22,Justin Thomas,91,16.67,90,15
22,T22,T22,Harold Varner III,91,16.67,108,18
23,24,24,Whee Kim,93,16.48,91,15
24,25,25,Rory McIlroy,64,16.25,80,13
25,26,26,Zach Johnson,94,16.16,99,16
26,T27,T27,Ryan Armour,109,16.0,125,20
27,T27,T27,Greg Chalmers,56,16.0,50,8
28,T27,T27,Lanto Griffin,80,16.0,75,12
29,T27,T27,Chez Reavie,93,16.0,75,12
30,31,31,Tony Finau,105,15.93,113,18
31,T32,T32,Patton Kizzire,92,15.79,114,18
32,T32,T32,Grayson Murray,72,15.79,57,9
33,34,34,Brian Gay,103,15.7,121,19
34,T35,T35,Rafa Cabrera Bello,75,15.58,77,12
35,T35,T35,Kevin Kisner,89,15.58,77,12
36,37,37,Martin Piller,79,15.49,71,11
37,38,38,J.T. Poston,73,15.48,84,13
38,39,39,William McGirt,84,15.45,110,17
39,T40,T40,Nicholas Lindheim,77,15.38,78,12
40,T40,T40,Rob Oppenheim,74,15.38,78,12
41,T40,T40,Andrew Yun,51,15.38,39,6
42,43,43,"Ted Potter, Jr.",87,15.31,98,15
43,44,44,Xander Schauffele,96,15.22,92,14
44,45,45,James Hahn,85,15.18,112,17
45,T46,T46,Phil Mickelson,90,15.07,73,11
46,T46,T46,Trey Mullinax,75,15.07,73,11
47,48,48,Shane Lowry,64,14.93,67,10
48,49,49,Chris Stroud,81,14.89,47,7
49,T50,T50,Ricky Barnes,65,14.81,54,8
50,T50,T50,Jason Kokrak,99,14.81,108,16
51,52,52,Daniel Summerhays,51,14.71,34,5
52,53,53,Scott Stallings,96,14.68,109,16
53,54,54,Kiradech Aphibarnrat,51,14.63,41,6
54,55,55,Lucas Glover,65,14.55,55,8
55,T56,T56,Russell Henley,77,14.29,84,12
56,T56,T56,John Huh,94,14.29,112,16
57,T56,T56,Anirban Lahiri,82,14.29,105,15
58,T56,T56,Cameron Tringale,67,14.29,63,9
59,60,60,Jhonattan Vegas,92,14.1,78,11
60,61,61,Conrad Shindler,60,14.06,64,9
61,T62,T62,Rickie Fowler,74,13.98,93,13
62,T62,T62,Adam Schenk,86,13.98,93,13
63,64,64,Blayne Barber,69,13.95,86,12
64,65,65,Hunter Mahan,67,13.92,79,11
65,66,66,David Hearn,66,13.75,80,11
66,67,67,Beau Hossler,104,13.71,124,17
67,T68,T68,J.B. Holmes,77,13.64,88,12
68,T68,T68,Brandt Snedeker,84,13.64,88,12
69,70,70,Sean O'Hair,67,13.51,74,10
70,T71,T71,Mackenzie Hughes,80,13.41,82,11
71,T71,T71,Robert Streb,78,13.41,82,11
72,T73,T73,Roberto Díaz,72,13.24,68,9
73,T73,T73,Graeme McDowell,67,13.24,68,9
74,75,75,D.A. Points,63,13.21,53,7
75,T76,T76,Jonas Blixt,67,13.11,61,8
76,T76,T76,Branden Grace,67,13.11,61,8
77,78,78,Byeong Hun An,86,13.08,107,14
78,79,79,Joel Dahmen,93,13.04,92,12
79,80,80,Rod Pampling,62,12.96,54,7
80,81,81,Bill Haas,76,12.9,93,12
81,82,82,Kevin Streelman,94,12.84,109,14
82,83,83,Jon Rahm,71,12.68,71,9
83,84,84,Tiger Woods,68,12.64,87,11
84,T85,T85,Matt Atkins,56,12.5,48,6
85,T85,T85,Tom Lovelady,87,12.5,112,14
86,T85,T85,Henrik Stenson,60,12.5,64,8
87,T85,T85,Nick Watney,94,12.5,120,15
88,89,89,Pat Perez,82,12.35,81,10
89,90,90,Matt Jones,70,12.28,57,7
90,91,91,Rory Sabbatini,91,12.26,106,13
91,92,92,Tommy Fleetwood,73,12.05,83,10
92,93,93,Nate Lashley,51,12.0,50,6
93,94,94,Sam Ryder,82,11.86,118,14
94,95,95,Xinjun Zhang,81,11.84,76,9
95,96,96,Billy Hurley III,70,11.76,68,8
96,97,97,Patrick Rodgers,97,11.7,94,11
97,98,98,Cameron Smith,85,11.59,69,8
98,T99,T99,Scott Brown,102,11.58,95,11
99,T99,T99,Michael Thompson,62,11.58,95,11
100,T101,T101,Chad Campbell,87,11.54,78,9
101,T101,T101,Ben Silverman,90,11.54,104,12
102,103,103,Stewart Cink,87,11.46,96,11
103,104,104,Brian Stuard,103,11.35,141,16
104,T105,T105,Jason Dufner,71,11.29,62,7
105,T105,T105,Ian Poulter,73,11.29,62,7
106,107,107,Vaughn Taylor,83,11.25,80,9
107,108,108,Ben Crane,65,11.11,54,6
108,T109,T109,Billy Horschel,86,11.01,109,12
109,T109,T109,Luke List,98,11.01,109,12
110,111,111,Gary Woodland,96,10.98,82,9
111,112,112,Brett Stegmaier,67,10.96,73,8
112,113,113,Abraham Ancer,98,10.91,110,12
113,114,114,Bryson DeChambeau,93,10.89,101,11
114,115,115,Keith Mitchell,99,10.87,92,10
115,116,116,Kevin Chappell,77,10.84,83,9
116,117,117,Francesco Molinari,73,10.71,84,9
117,T118,T118,Martin Flores,92,10.64,94,10
118,T118,T118,Richy Werenski,98,10.64,94,10
119,120,120,Daniel Berger,81,10.59,85,9
120,121,121,Ollie Schniederjans,91,10.58,104,11
121,122,122,Nick Taylor,94,10.48,105,11
122,123,123,Denny McCarthy,71,10.34,58,6
123,T124,T124,Derek Fathauer,84,10.26,78,8
124,T124,T124,Sam Saunders,80,10.26,78,8
125,126,126,Steve Wheatcroft,60,10.17,59,6
126,127,127,Shawn Stefani,76,10.1,99,10
127,T128,T128,Jonathan Byrd,70,10.0,60,6
128,T128,T128,Brandon Harkins,101,10.0,100,10
129,T128,T128,Peter Malnati,87,10.0,90,9
130,131,131,Chris Kirk,108,9.93,141,14
131,132,132,Ryan Moore,78,9.88,81,8
132,133,133,Austin Cook,107,9.82,112,11
133,T134,T134,Corey Conners,97,9.8,102,10
134,T134,T134,Andrew Landry,82,9.8,102,10
135,136,136,Charley Hoffman,87,9.78,92,9
136,137,137,C.T. Pan,104,9.65,114,11
137,T138,T138,Chesson Hadley,103,9.57,115,11
138,T138,T138,Danny Lee,88,9.57,94,9
