,Putts_per_Round_-_Round_1_RANK THIS WEEK,Putts_per_Round_-_Round_1_RANK LAST WEEK,Putts_per_Round_-_Round_1_PLAYER NAME,Putts_per_Round_-_Round_1_AVG,Putts_per_Round_-_Round_1_TOTAL PUTTS,Putts_per_Round_-_Round_1_TOTAL ROUNDS
0,1,1,Daniel Summerhays,27.24,463,17
1,2,2,Wesley Bryan,27.36,602,22
2,3,3,Peter Malnati,27.5,715,26
3,4,4,Tiger Woods,27.83,501,18
4,5,5,Kevin Na,28.0,672,24
5,6,6,Brian Gay,28.03,813,29
6,7,7,Dustin Johnson,28.05,533,19
7,8,8,Webb Simpson,28.12,703,25
8,9,9,Jamie Lovemark,28.16,704,25
9,10,10,Danny Lee,28.21,790,28
10,11,11,Troy Merritt,28.23,734,26
11,12,12,Seamus Power,28.31,736,26
12,13,13,Whee Kim,28.34,822,29
13,14,14,Jimmy Walker,28.36,624,22
14,T15,T15,Anirban Lahiri,28.42,682,24
15,T15,T15,Chez Reavie,28.42,739,26
16,17,17,Si Woo Kim,28.43,853,30
17,18,18,Zac Blair,28.44,512,18
18,19,19,Ricky Barnes,28.45,569,20
19,20,20,Emiliano Grillo,28.46,683,24
20,21,21,Johnson Wagner,28.47,541,19
21,22,22,Chris Stroud,28.48,712,25
22,23,23,Alex Cejka,28.5,627,22
23,T24,T24,Zach Johnson,28.52,656,23
24,T24,T24,Phil Mickelson,28.52,656,23
25,T26,T26,Greg Chalmers,28.53,542,19
26,T26,T26,Alex Noren,28.53,485,17
27,T28,T28,Kiradech Aphibarnrat,28.54,371,13
28,T28,T28,Tony Finau,28.54,742,26
29,T28,T28,Beau Hossler,28.54,799,28
30,31,31,Martin Laird,28.55,571,20
31,32,32,Talor Gooch,28.56,714,25
32,T33,T33,Abraham Ancer,28.57,800,28
33,T33,T33,Keith Mitchell,28.57,800,28
34,35,35,Tom Hoge,28.59,829,29
35,36,36,Hunter Mahan,28.6,572,20
36,37,37,Xander Schauffele,28.62,744,26
37,38,38,Conrad Shindler,28.63,544,19
38,39,39,Ollie Schniederjans,28.65,745,26
39,40,40,Sam Saunders,28.67,688,24
40,41,41,Ryan Moore,28.68,631,22
41,42,42,John Huh,28.71,804,28
42,T43,T43,Jonathan Byrd,28.73,632,22
43,T43,T43,Joel Dahmen,28.73,747,26
44,T45,T45,Ben Crane,28.74,546,19
45,T45,T45,Derek Fathauer,28.74,776,27
46,T47,T47,Dominic Bozzelli,28.75,575,20
47,T47,T47,Brandt Snedeker,28.75,690,24
48,T49,T49,Austin Cook,28.76,834,29
49,T49,T49,Bryson DeChambeau,28.76,719,25
50,T49,T49,Matt Jones,28.76,604,21
51,T49,T49,Rory McIlroy,28.76,489,17
52,53,53,Jonathan Randolph,28.78,662,23
53,T54,T54,Brian Harman,28.79,691,24
54,T54,T54,David Hearn,28.79,547,19
55,T54,T54,"Ted Potter, Jr.",28.79,806,28
56,57,57,Rickie Fowler,28.8,576,20
57,58,58,Michael Kim,28.81,749,26
58,T59,T59,Chris Kirk,28.82,807,28
59,T59,T59,Grayson Murray,28.82,634,22
60,61,61,David Lingmerth,28.83,692,24
61,62,62,Ryan Armour,28.84,894,31
62,63,63,Justin Thomas,28.86,606,21
63,T64,T64,Marc Leishman,28.88,693,24
64,T64,T64,Vaughn Taylor,28.88,693,24
65,66,66,Patrick Reed,28.92,694,24
66,67,67,Brandon Harkins,28.93,810,28
67,68,68,Nate Lashley,28.94,463,16
68,T69,T69,Rod Pampling,28.95,550,19
69,T69,T69,Cameron Smith,28.95,637,22
70,T71,T71,Byeong Hun An,29.0,667,23
71,T71,T71,Bud Cauley,29.0,464,16
72,T71,T71,Harris English,29.0,841,29
73,T71,T71,Matt Every,29.0,812,28
74,T71,T71,Brooks Koepka,29.0,464,16
