,Putts_per_Round_-_Round_3_RANK THIS WEEK,Putts_per_Round_-_Round_3_RANK LAST WEEK,Putts_per_Round_-_Round_3_PLAYER NAME,Putts_per_Round_-_Round_3_AVG,Putts_per_Round_-_Round_3_TOTAL PUTTS,Putts_per_Round_-_Round_3_TOTAL ROUNDS
0,1,1,Rory McIlroy,27.14,380,14
1,2,2,Harris English,27.3,273,10
2,3,3,Martin Piller,27.33,328,12
3,T4,T4,Greg Chalmers,27.38,219,8
4,T4,T4,"Ted Potter, Jr.",27.38,438,16
5,6,6,Wesley Bryan,27.83,334,12
6,7,7,Derek Fathauer,27.85,362,13
7,8,8,Cameron Smith,27.88,474,17
8,9,9,Abraham Ancer,28.0,560,20
9,10,10,Justin Rose,28.06,449,16
10,11,11,Matt Jones,28.09,309,11
11,T12,T12,Patrick Reed,28.1,562,20
12,T12,T12,Justin Thomas,28.1,562,20
13,14,14,Kevin Na,28.11,534,19
14,15,15,Jason Day,28.13,450,16
15,16,16,Rob Oppenheim,28.2,282,10
16,17,17,Matt Kuchar,28.22,508,18
17,18,18,Zac Blair,28.25,339,12
18,T19,T19,Bud Cauley,28.27,311,11
19,T19,T19,Chris Kirk,28.27,735,26
20,T19,T19,Grayson Murray,28.27,424,15
21,22,22,Chad Campbell,28.29,396,14
22,23,23,Ricky Barnes,28.3,283,10
23,24,24,Tiger Woods,28.31,453,16
24,25,25,Michael Kim,28.33,255,9
25,26,26,Mackenzie Hughes,28.38,369,13
26,27,27,Jordan Spieth,28.41,483,17
27,28,28,Talor Gooch,28.42,341,12
28,T29,T29,Andrew Landry,28.47,427,15
29,T29,T29,Ben Silverman,28.47,484,17
30,31,31,Phil Mickelson,28.48,598,21
31,T32,T32,Jonas Blixt,28.5,285,10
32,T32,T32,Cody Gribble,28.5,285,10
33,T32,T32,Ian Poulter,28.5,399,14
34,T32,T32,Jonathan Randolph,28.5,285,10
35,T32,T32,Ollie Schniederjans,28.5,513,18
36,T32,T32,Daniel Summerhays,28.5,171,6
37,T38,T38,Tom Hoge,28.53,542,19
38,T38,T38,Jimmy Walker,28.53,485,17
39,40,40,Ethan Tracy,28.54,371,13
40,41,41,Brandt Snedeker,28.56,514,18
41,T42,T42,Patton Kizzire,28.59,486,17
42,T42,T42,Anirban Lahiri,28.59,486,17
43,T42,T42,Pat Perez,28.59,486,17
44,45,45,J.B. Holmes,28.6,429,15
45,T46,T46,Alex Cejka,28.64,401,14
46,T46,T46,Austin Cook,28.64,716,25
47,T48,T48,Jason Dufner,28.67,344,12
48,T48,T48,Bubba Watson,28.67,516,18
49,50,50,Jamie Lovemark,28.68,545,19
50,T51,T51,Daniel Berger,28.71,488,17
51,T51,T51,Satoshi Kodaira,28.71,201,7
52,53,53,Patrick Rodgers,28.72,517,18
53,T54,T54,Bronson Burgoon,28.73,316,11
54,T54,T54,J.T. Poston,28.73,431,15
55,56,56,Brice Garnett,28.74,546,19
56,57,57,Graeme McDowell,28.75,345,12
57,58,58,John Huh,28.76,489,17
58,59,59,Beau Hossler,28.79,691,24
59,T60,T60,Kevin Kisner,28.82,490,17
60,T60,T60,Ryan Moore,28.82,490,17
61,62,62,Ryan Palmer,28.83,346,12
62,63,63,Brian Stuard,28.85,577,20
63,T64,T64,Dominic Bozzelli,28.86,404,14
64,T64,T64,Brian Gay,28.86,635,22
65,T64,T64,Lanto Griffin,28.86,404,14
66,T64,T64,Chesson Hadley,28.86,606,21
67,T64,T64,Si Woo Kim,28.86,635,22
68,69,69,Danny Lee,28.88,462,16
69,70,70,Rory Sabbatini,28.89,549,19
70,T71,T71,Kiradech Aphibarnrat,28.9,289,10
71,T71,T71,Jim Furyk,28.9,289,10
72,T73,T73,Alex Noren,28.92,376,13
73,T73,T73,Sam Saunders,28.92,376,13
74,T75,T75,Robert Garrigus,28.93,405,14
75,T75,T75,Seamus Power,28.93,405,14
76,T75,T75,Peter Uihlein,28.93,434,15
77,78,78,Tommy Fleetwood,28.94,463,16
78,T79,T79,Brandon Harkins,28.95,579,20
79,T79,T79,Marc Leishman,28.95,608,21
80,T81,T81,Aaron Baddeley,29.0,406,14
