,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,1,1,Brian Gay,103,200,706,28.3
1,2,2,Beau Hossler,104,190,651,29.2
2,3,3,Austin Cook,107,188,671,28.0
3,4,4,Chris Kirk,108,187,678,27.6
4,5,5,Ryan Armour,109,182,659,27.6
5,6,6,Chesson Hadley,103,177,613,28.9
6,7,7,John Huh,94,173,577,30.0
7,T8,T8,Webb Simpson,95,169,601,28.1
8,T8,T8,Tyrone Van Aswegen,101,169,575,29.4
9,10,10,Brandon Harkins,101,168,621,27.1
10,11,11,Tom Hoge,101,167,629,26.6
11,12,12,Whee Kim,93,164,553,29.7
12,13,13,Peter Malnati,87,163,598,27.3
13,14,14,Brian Stuard,103,162,609,26.6
14,T15,T15,Scott Brown,102,161,547,29.4
15,T15,T15,"Ted Potter, Jr.",87,161,570,28.2
16,17,17,Abraham Ancer,98,160,596,26.8
17,18,18,Phil Mickelson,90,159,540,29.4
18,19,19,Kevin Tway,110,158,617,25.6
19,T20,T20,Si Woo Kim,108,156,572,27.3
20,T20,T20,Ollie Schniederjans,91,156,577,27.0
21,T20,T20,Scott Stallings,96,156,547,28.5
22,T20,T20,Aaron Wise,90,156,556,28.1
23,24,24,Jamie Lovemark,92,155,586,26.5
24,25,25,Brice Garnett,99,152,542,28.0
25,T26,T26,Kelly Kraft,94,151,528,28.6
26,T26,T26,Keith Mitchell,99,151,541,27.9
27,T26,T26,Kevin Na,91,151,561,26.9
28,T26,T26,C.T. Pan,104,151,524,28.8
29,T26,T26,Rory Sabbatini,91,151,530,28.5
30,T31,T31,Emiliano Grillo,94,150,539,27.8
31,T31,T31,Zach Johnson,94,150,520,28.8
32,T33,T33,Tony Finau,105,148,563,26.3
33,T33,T33,Bubba Watson,90,148,469,31.6
34,35,35,Patrick Rodgers,97,147,517,28.4
35,36,36,J.B. Holmes,77,146,485,30.1
36,37,37,Nick Watney,94,145,542,26.8
37,T38,T38,Byeong Hun An,86,144,496,29.0
38,T38,T38,Bryson DeChambeau,93,144,551,26.1
39,T38,T38,Tyler Duncan,97,144,496,29.0
40,T38,T38,Patton Kizzire,92,144,509,28.3
41,T38,T38,Andrew Landry,82,144,499,28.9
42,T43,T43,Harris English,84,143,485,29.5
43,T43,T43,Xander Schauffele,96,143,530,27.0
44,45,45,Richy Werenski,98,142,491,28.9
45,46,46,Derek Fathauer,84,141,506,27.9
46,T47,T47,James Hahn,85,140,468,29.9
47,T47,T47,Martin Piller,79,140,484,28.9
48,T47,T47,Kevin Streelman,94,140,510,27.5
49,T50,T50,Robert Garrigus,80,139,464,30.0
50,T50,T50,Sung Kang,89,139,466,29.8
51,T50,T50,David Lingmerth,82,139,514,27.0
52,T50,T50,Brandt Snedeker,84,139,532,26.1
53,54,54,Charles Howell III,104,138,519,26.6
54,T55,T55,Corey Conners,97,137,507,27.0
55,T55,T55,Andrew Putnam,97,137,521,26.3
56,T55,T55,Vaughn Taylor,83,137,489,28.0
57,T55,T55,Harold Varner III,91,137,502,27.3
58,T59,T59,Seamus Power,86,136,473,28.8
59,T59,T59,Justin Thomas,91,136,537,25.3
60,T61,T61,Ryan Blaum,81,135,493,27.4
61,T61,T61,Billy Horschel,86,135,528,25.6
62,T61,T61,Danny Lee,88,135,534,25.3
63,T61,T61,William McGirt,84,135,512,26.4
64,T61,T61,Troy Merritt,89,135,528,25.6
65,66,66,Marc Leishman,93,134,517,25.9
66,67,67,Brian Harman,94,133,515,25.8
67,T68,T68,Fabián Gómez,88,132,461,28.6
68,T68,T68,Charley Hoffman,87,132,479,27.6
69,T68,T68,Jimmy Walker,81,132,499,26.5
70,T71,T71,Matt Kuchar,88,131,476,27.5
71,T71,T71,Sam Saunders,80,131,475,27.6
72,73,73,Ben Silverman,90,130,527,24.7
73,T74,T74,Keegan Bradley,98,128,522,24.5
74,T74,T74,Patrick Reed,94,128,467,27.4
75,T74,T74,Jordan Spieth,81,128,471,27.2
76,T74,T74,Nick Taylor,94,128,498,25.7
77,T78,T78,Chad Campbell,87,127,464,27.4
78,T78,T78,Talor Gooch,78,127,437,29.1
79,T78,T78,Anirban Lahiri,82,127,488,26.0
80,T81,T81,Dominic Bozzelli,65,126,463,27.2
81,T81,T81,Dustin Johnson,77,126,467,27.0
82,T81,T81,Russell Knox,94,126,467,27.0
83,T84,T84,Mackenzie Hughes,80,124,455,27.3
84,T84,T84,Jason Kokrak,99,124,577,21.5
85,T86,T86,Martin Flores,92,123,477,25.8
86,T86,T86,Luke List,98,123,518,23.7
87,T86,T86,J.J. Spaun,85,123,461,26.7
88,T86,T86,Gary Woodland,96,123,471,26.1
89,T90,T90,Aaron Baddeley,84,122,485,25.2
90,T90,T90,Joel Dahmen,93,122,484,25.2
91,T90,T90,Kevin Kisner,89,122,442,27.6
92,T90,T90,Cameron Smith,85,122,461,26.5
93,T90,T90,Peter Uihlein,83,122,441,27.7
94,T95,T95,Lanto Griffin,80,121,403,30.0
95,T95,T95,Brooks Koepka,64,121,400,30.3
96,T97,T97,Jonathan Randolph,71,120,451,26.6
97,T97,T97,Justin Rose,70,120,397,30.2
98,T99,T99,Daniel Berger,81,119,425,28.0
99,T99,T99,Roberto Díaz,72,119,390,30.5
100,T99,T99,Chez Reavie,93,119,431,27.6
101,T102,T102,Sean O'Hair,67,118,405,29.1
102,T102,T102,Adam Schenk,86,118,432,27.3
103,T102,T102,Jhonattan Vegas,92,118,446,26.5
104,105,105,Tom Lovelady,87,117,446,26.2
105,T106,T106,Michael Kim,74,116,381,30.4
106,T106,T106,Hideki Matsuyama,75,116,407,28.5
107,108,108,Scott Piercy,84,115,433,26.6
108,T109,T109,Blayne Barber,69,114,386,29.5
109,T109,T109,Stewart Cink,87,114,442,25.8
110,T109,T109,Ryan Moore,78,114,453,25.2
111,T109,T109,Sam Ryder,82,114,453,25.2
112,T109,T109,Chris Stroud,81,114,432,26.4
113,T109,T109,Tiger Woods,68,114,454,25.1
114,T115,T115,Ben Crane,65,113,332,34.0
