,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,T1,T1,J.J. Henry,81,11.32,849,75
1,T1,T1,Henrik Stenson,60,11.32,634,56
2,3,3,Brendan Steele,74,11.12,745,67
3,4,4,Kevin Streelman,94,11.11,1022,92
4,5,5,Andrew Yun,51,11.04,497,45
5,6,6,Russell Henley,77,10.95,810,74
6,7,7,C.T. Pan,104,10.94,1072,98
7,8,8,Adam Schenk,86,10.91,873,80
8,9,9,Shane Lowry,64,10.89,610,56
9,T10,T10,Tyler Duncan,97,10.88,1012,93
10,T10,T10,Kyle Stanley,93,10.88,957,88
11,12,12,Gary Woodland,96,10.87,989,91
12,13,13,Keegan Bradley,98,10.86,1010,93
13,14,14,Charles Howell III,104,10.83,1083,100
14,15,15,Bronson Burgoon,69,10.78,744,69
15,16,16,Michael Thompson,62,10.76,624,58
16,17,17,Stephan Jaeger,81,10.75,806,75
17,T18,T18,J.J. Spaun,85,10.73,848,79
18,T18,T18,Robert Streb,78,10.73,794,74
19,T20,T20,Stewart Cink,87,10.72,933,87
20,T20,T20,Russell Knox,94,10.72,965,90
21,T22,T22,Jason Kokrak,99,10.7,1059,99
22,T22,T22,Francesco Molinari,73,10.7,749,70
23,T24,T24,Bill Haas,76,10.69,791,74
24,T24,T24,Sam Ryder,82,10.69,855,80
25,T26,T26,Nate Lashley,51,10.68,502,47
26,T26,T26,Nick Watney,94,10.68,961,90
27,T28,T28,Blayne Barber,69,10.66,714,67
28,T28,T28,Cameron Percy,56,10.66,533,50
29,T30,T30,Corey Conners,97,10.65,990,93
30,T30,T30,Patton Kizzire,92,10.65,948,89
31,T30,T30,Adam Scott,78,10.65,831,78
32,T33,T33,Mackenzie Hughes,80,10.64,809,76
33,T33,T33,Scott Piercy,84,10.64,851,80
34,T35,T35,Patrick Cantlay,87,10.63,850,80
35,T35,T35,Denny McCarthy,71,10.63,670,63
36,T35,T35,Hudson Swafford,73,10.63,712,67
37,T38,T38,Daniel Berger,81,10.62,807,76
38,T38,T38,Billy Horschel,86,10.62,871,82
39,T40,T40,Fabián Gómez,88,10.61,891,84
40,T40,T40,Brett Stegmaier,67,10.61,647,61
41,T40,T40,Bubba Watson,90,10.61,838,79
42,T43,T43,Jonathan Byrd,70,10.6,657,62
43,T43,T43,William McGirt,84,10.6,827,78
44,45,45,Pat Perez,82,10.57,793,75
45,T46,T46,James Hahn,85,10.56,866,82
46,T46,T46,Harold Varner III,91,10.56,940,89
47,48,48,Luke List,98,10.55,1002,95
48,T49,T49,Scott Brown,102,10.53,1032,98
49,T49,T49,Adam Hadwin,92,10.53,937,89
50,T51,T51,Tyrrell Hatton,58,10.52,568,54
51,T51,T51,Brian Stuard,103,10.52,1020,97
52,T51,T51,Cameron Tringale,67,10.52,663,63
53,54,54,Kevin Tway,110,10.51,1093,104
54,55,55,Richy Werenski,98,10.5,966,92
55,T56,T56,Kevin Kisner,89,10.49,818,78
56,T56,T56,Andrew Landry,82,10.49,839,80
57,T58,T58,Zac Blair,64,10.48,608,58
58,T58,T58,Tom Lovelady,87,10.48,849,81
59,60,60,Ian Poulter,73,10.47,670,64
60,61,61,Andrew Putnam,97,10.46,931,89
61,62,62,Steve Wheatcroft,60,10.45,606,58
62,63,63,Ryan Armour,109,10.44,1117,107
63,T64,T64,Byeong Hun An,86,10.43,876,84
64,T64,T64,Brice Garnett,99,10.43,991,95
65,T66,T66,David Hearn,66,10.42,625,60
66,T66,T66,Trey Mullinax,75,10.42,719,69
67,T66,T66,Nick Taylor,94,10.42,938,90
68,T69,T69,Zecheng Dou,53,10.41,510,49
69,T69,T69,Tony Finau,105,10.41,1020,98
70,T69,T69,Lucas Glover,65,10.41,635,61
71,T69,T69,Ryan Moore,78,10.41,812,78
72,T69,T69,Rod Pampling,62,10.41,604,58
73,T69,T69,Scott Stallings,96,10.41,937,90
74,75,75,Hunter Mahan,67,10.4,655,63
75,T76,T76,Tommy Fleetwood,73,10.39,686,66
76,T76,T76,Keith Mitchell,99,10.39,1008,97
77,T76,T76,Kyle Thompson,50,10.39,478,46
78,T79,T79,Lanto Griffin,80,10.38,768,74
79,T79,T79,J.T. Poston,73,10.38,737,71
80,T81,T81,Martin Flores,92,10.37,892,86
