,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
0,1,1,Jason Day,75,98.65,666,657
1,2,2,Bronson Burgoon,69,98.48,791,779
2,3,3,Kevin Kisner,89,98.36,912,897
3,4,4,Jim Furyk,50,98.31,650,639
4,5,5,Daniel Berger,81,98.14,861,845
5,6,6,Shane Lowry,64,98.1,736,722
6,T7,T7,Emiliano Grillo,94,97.97,984,964
7,T7,T7,Beau Hossler,104,97.97,1230,1205
8,9,9,Trey Mullinax,75,97.96,833,816
9,10,10,Austin Cook,107,97.93,1258,1232
10,11,11,Ethan Tracy,72,97.91,764,748
11,12,12,Billy Horschel,86,97.88,1083,1060
12,13,13,Daniel Summerhays,51,97.87,516,505
13,14,14,Andrew Landry,82,97.86,1027,1005
14,15,15,John Huh,94,97.85,1116,1092
15,T16,T16,Brian Gay,103,97.83,1289,1261
16,T16,T16,Xander Schauffele,96,97.83,1015,993
17,18,18,Kevin Tway,110,97.82,1285,1257
18,19,19,Charles Howell III,104,97.76,1118,1093
19,20,20,Chesson Hadley,103,97.75,1242,1214
20,21,21,Greg Chalmers,56,97.72,570,557
21,T22,T22,Peter Malnati,87,97.69,1037,1013
22,T22,T22,Troy Merritt,89,97.69,1039,1015
23,24,24,Henrik Stenson,60,97.68,647,632
24,25,25,Blayne Barber,69,97.63,844,824
25,26,26,David Lingmerth,82,97.61,963,940
26,27,27,Patrick Rodgers,97,97.57,1030,1005
27,28,28,Rickie Fowler,74,97.56,860,839
28,29,29,Abraham Ancer,98,97.55,1186,1157
29,T30,T30,Peter Uihlein,83,97.52,927,904
30,T30,T30,Bubba Watson,90,97.52,966,942
31,32,32,Alex Noren,67,97.51,684,667
32,T33,T33,Graeme McDowell,67,97.5,640,624
33,T33,T33,Johnson Wagner,75,97.5,761,742
34,35,35,Kelly Kraft,94,97.49,1036,1010
35,T36,T36,Derek Fathauer,84,97.48,954,930
36,T36,T36,Matt Kuchar,88,97.48,912,889
37,T38,T38,Adam Hadwin,92,97.46,945,921
38,T38,T38,Brandt Snedeker,84,97.46,1023,997
39,40,40,Sam Saunders,80,97.45,943,919
40,41,41,Kevin Streelman,94,97.44,1210,1179
41,42,42,Brett Stegmaier,67,97.42,660,643
42,T43,T43,Byeong Hun An,86,97.41,1041,1014
43,T43,T43,Anirban Lahiri,82,97.41,928,904
44,45,45,Patton Kizzire,92,97.4,1114,1085
45,T46,T46,Brice Garnett,99,97.39,1188,1157
46,T46,T46,Ben Martin,64,97.39,804,783
47,T46,T46,Jonathan Randolph,71,97.39,843,821
48,49,49,James Hahn,85,97.38,994,968
49,T50,T50,C.T. Pan,104,97.37,1178,1147
50,T50,T50,Seamus Power,86,97.37,914,890
51,52,52,Harold Varner III,91,97.35,1055,1027
52,T53,T53,Wesley Bryan,69,97.32,710,691
53,T53,T53,Phil Mickelson,90,97.32,934,909
54,55,55,Webb Simpson,95,97.31,1117,1087
55,56,56,Chris Kirk,108,97.29,1365,1328
56,57,57,Andrew Putnam,97,97.27,1099,1069
57,58,58,Mackenzie Hughes,80,97.24,980,953
58,T59,T59,Charley Hoffman,87,97.23,973,946
59,T59,T59,Martin Piller,79,97.23,938,912
60,T61,T61,Tony Finau,105,97.22,1153,1121
61,T61,T61,Michael Kim,74,97.22,755,734
62,63,63,Patrick Reed,94,97.21,895,870
63,64,64,Chris Stroud,81,97.19,818,795
64,65,65,Nick Watney,94,97.18,1136,1104
65,66,66,Si Woo Kim,108,97.17,1131,1099
66,67,67,Scott Brown,102,97.16,1160,1127
67,68,68,Ben Silverman,90,97.15,1053,1023
68,69,69,Aaron Wise,90,97.14,1118,1086
69,T70,T70,Jonas Blixt,67,97.13,698,678
70,T70,T70,Brian Harman,94,97.13,1012,983
71,72,72,Justin Rose,70,97.12,729,708
72,73,73,Matt Every,79,97.09,892,866
73,74,74,D.A. Points,63,97.08,684,664
74,75,75,Tommy Fleetwood,73,97.07,752,730
75,T76,T76,Ian Poulter,73,97.02,704,683
76,T76,T76,Adam Schenk,86,97.02,941,913
77,78,78,Brandon Harkins,101,97.01,1203,1167
78,79,79,Dustin Johnson,77,97.0,867,841
79,80,80,Jonathan Byrd,70,96.99,697,676
80,T81,T81,Michael Thompson,62,96.98,794,770
81,T81,T81,Tyrone Van Aswegen,101,96.98,1193,1157
82,T83,T83,Denny McCarthy,71,96.97,693,672
83,T83,T83,William McGirt,84,96.97,1089,1056
84,85,85,Martin Laird,73,96.96,854,828
85,86,86,Jimmy Walker,81,96.94,914,886
86,87,87,Hudson Swafford,73,96.93,749,726
87,88,88,Steve Wheatcroft,60,96.91,679,658
88,T89,T89,Stephan Jaeger,81,96.88,928,899
89,T89,T89,Whee Kim,93,96.88,992,961
90,T91,T91,Jamie Lovemark,92,96.87,1119,1084
91,T91,T91,Rory Sabbatini,91,96.87,1054,1021
92,93,93,Danny Lee,88,96.83,978,947
93,T94,T94,Roberto Díaz,72,96.82,785,760
94,T94,T94,Marc Leishman,93,96.82,1038,1005
95,T94,T94,Brian Stuard,103,96.82,1259,1219
96,97,97,Robert Streb,78,96.81,878,850
97,98,98,Justin Thomas,91,96.8,968,937
98,99,99,J.J. Spaun,85,96.79,1029,996
99,100,100,Cameron Percy,56,96.78,590,571
100,T101,T101,Harris English,84,96.76,958,927
101,T101,T101,Scott Stallings,96,96.76,1142,1105
102,103,103,Rory McIlroy,64,96.73,733,709
103,T104,T104,"Ted Potter, Jr.",87,96.72,1068,1033
104,T104,T104,Charl Schwartzel,65,96.72,609,589
105,T106,T106,Conrad Shindler,60,96.71,639,618
106,T106,T106,Andrew Yun,51,96.71,487,471
107,T108,T108,Kyle Stanley,93,96.69,967,935
108,T108,T108,Gary Woodland,96,96.69,996,963
109,110,110,Retief Goosen,60,96.68,602,582
110,T111,T111,Zac Blair,64,96.65,657,635
111,T111,T111,Bryson DeChambeau,93,96.65,1105,1068
112,T111,T111,Cameron Smith,85,96.65,866,837
113,T111,T111,Cameron Tringale,67,96.65,746,721
114,T115,T115,Keegan Bradley,98,96.64,1189,1149
115,T115,T115,Tyrrell Hatton,58,96.64,596,576
116,T115,T115,Ryan Palmer,69,96.64,892,862
117,T115,T115,Richy Werenski,98,96.64,1072,1036
118,T119,T119,Bud Cauley,55,96.61,590,570
119,T119,T119,Bill Haas,76,96.61,973,940
120,121,121,Dominic Bozzelli,65,96.59,850,821
121,122,122,Kevin Chappell,77,96.58,906,875
122,123,123,Paul Casey,74,96.57,699,675
123,124,124,Tyler Duncan,97,96.56,1192,1151
124,125,125,Shawn Stefani,76,96.54,868,838
125,126,126,Louis Oosthuizen,62,96.51,659,636
126,127,127,Ryan Moore,78,96.5,972,938
127,T128,T128,Alex Cejka,77,96.44,871,840
128,T128,T128,Jordan Spieth,81,96.44,956,922
129,T130,T130,Pat Perez,82,96.43,728,702
130,T130,T130,Tiger Woods,68,96.43,840,810
131,132,132,Joel Dahmen,93,96.4,1029,992
132,T133,T133,Russell Henley,77,96.38,829,799
133,T133,T133,Russell Knox,94,96.38,1076,1037
134,135,135,Martin Flores,92,96.34,1067,1028
135,136,136,Ollie Schniederjans,91,96.33,1091,1051
136,137,137,Jhonattan Vegas,92,96.32,925,891
137,T138,T138,Fabián Gómez,88,96.31,1030,992
138,T138,T138,Nicholas Lindheim,77,96.31,840,809
139,140,140,Hunter Mahan,67,96.3,729,702
140,141,141,Francesco Molinari,73,96.28,860,828
141,142,142,Patrick Cantlay,87,96.27,993,956
142,143,143,Kyle Thompson,50,96.25,533,513
143,144,144,Ryan Blaum,81,96.24,1011,973
144,145,145,Brooks Koepka,64,96.23,742,714
145,146,146,Nate Lashley,51,96.18,497,478
146,147,147,Xinjun Zhang,81,96.17,836,804
147,148,148,Matt Atkins,56,96.15,572,550
148,T149,T149,Cody Gribble,71,96.12,774,744
149,T149,T149,Billy Hurley III,70,96.12,824,792
150,T151,T151,Jason Kokrak,99,96.1,1282,1232
151,T151,T151,Vaughn Taylor,83,96.1,1000,961
152,153,153,Rafa Cabrera Bello,75,96.09,690,663
153,154,154,Branden Grace,67,96.08,612,588
154,155,155,Kevin Na,91,96.07,968,930
155,156,156,Ryan Armour,109,96.05,1392,1337
156,157,157,Talor Gooch,78,96.03,881,846
157,T158,T158,J.J. Henry,81,96.02,954,916
158,T158,T158,Zach Johnson,94,96.02,1030,989
159,160,160,Lanto Griffin,80,96.0,850,816
160,161,161,Aaron Baddeley,84,95.91,1028,986
161,162,162,Hideki Matsuyama,75,95.88,801,768
162,163,163,David Hearn,66,95.87,727,697
163,T164,T164,Ricky Barnes,65,95.79,642,615
164,T164,T164,Tom Lovelady,87,95.79,974,933
165,166,166,Keith Mitchell,99,95.78,1209,1158
166,167,167,Grayson Murray,72,95.76,849,813
167,168,168,Tom Hoge,101,95.69,1182,1131
168,169,169,Sean O'Hair,67,95.68,810,775
169,170,170,Brendan Steele,74,95.67,808,773
170,T171,T171,Rob Oppenheim,74,95.62,777,743
171,T171,T171,Jon Rahm,71,95.62,731,699
172,173,173,Matt Jones,70,95.59,681,651
173,174,174,Chez Reavie,93,95.58,859,821
174,175,175,Luke List,98,95.55,1168,1116
175,T176,T176,Corey Conners,97,95.51,1157,1105
176,T176,T176,Ben Crane,65,95.51,646,617
177,178,178,Rod Pampling,62,95.5,666,636
178,179,179,Sam Ryder,82,95.49,1021,975
179,180,180,Adam Scott,78,95.48,885,845
180,181,181,Stewart Cink,87,95.45,988,943
181,182,182,Nick Taylor,94,95.42,1091,1041
182,183,183,Jason Dufner,71,95.41,740,706
183,184,184,Scott Piercy,84,95.37,1016,969
184,185,185,Chad Campbell,87,95.33,985,939
185,186,186,Zecheng Dou,53,95.28,530,505
186,187,187,Robert Garrigus,80,95.26,991,944
187,188,188,J.T. Poston,73,95.05,829,788
188,189,189,Sung Kang,89,95.01,961,913
189,190,190,Satoshi Kodaira,51,94.81,578,548
190,191,191,J.B. Holmes,77,94.8,981,930
191,192,192,Kiradech Aphibarnrat,51,94.7,472,447
192,193,193,Lucas Glover,65,94.54,696,658
