,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Rob Oppenheim,74,39.46,147,58
1,2,2,Phil Mickelson,90,38.73,173,67
2,3,3,Dominic Bozzelli,65,38.1,168,64
3,4,4,Adam Hadwin,92,37.7,183,69
4,5,5,Marc Leishman,93,37.37,198,74
5,6,6,Andrew Putnam,97,37.31,201,75
6,7,7,Jim Furyk,50,37.3,126,47
7,8,8,Cameron Percy,56,37.17,113,42
8,9,9,Whee Kim,93,36.36,198,72
9,10,10,Charles Howell III,104,36.27,193,70
10,11,11,Ben Silverman,90,36.19,210,76
11,T12,T12,Branden Grace,67,36.0,125,45
12,T12,T12,Anirban Lahiri,82,36.0,175,63
13,14,14,Brett Stegmaier,67,35.76,151,54
14,15,15,Rory Sabbatini,91,35.71,154,55
15,16,16,Chris Stroud,81,35.33,167,59
16,17,17,Peter Malnati,87,35.32,201,71
17,18,18,Nicholas Lindheim,77,35.15,165,58
18,19,19,Rafa Cabrera Bello,75,35.04,137,48
19,20,20,Brian Stuard,103,35.02,257,90
20,21,21,Jason Day,75,34.81,135,47
21,22,22,Beau Hossler,104,34.52,252,87
22,23,23,Aaron Wise,90,34.45,209,72
23,24,24,Graeme McDowell,67,34.4,125,43
24,25,25,Greg Chalmers,56,34.34,99,34
25,26,26,Billy Horschel,86,34.33,201,69
26,27,27,Harris English,84,34.27,178,61
27,T28,T28,"Ted Potter, Jr.",87,34.13,208,71
28,T28,T28,Jimmy Walker,81,34.13,167,57
29,30,30,Troy Merritt,89,34.12,211,72
30,31,31,Emiliano Grillo,94,33.97,209,71
31,32,32,Seamus Power,86,33.91,174,59
32,33,33,Rod Pampling,62,33.87,124,42
33,34,34,Jason Dufner,71,33.8,142,48
34,35,35,Daniel Summerhays,51,33.64,107,36
35,36,36,D.A. Points,63,33.59,128,43
36,37,37,Chez Reavie,93,33.55,155,52
37,T38,T38,Dustin Johnson,77,33.53,167,56
38,T38,T38,Matt Kuchar,88,33.53,173,58
39,40,40,Patrick Cantlay,87,33.5,197,66
40,41,41,Webb Simpson,95,33.47,236,79
41,T42,T42,Brandon Harkins,101,33.33,222,74
42,T42,T42,Jason Kokrak,99,33.33,252,84
43,T42,T42,Denny McCarthy,71,33.33,126,42
44,45,45,Rickie Fowler,74,33.16,187,62
45,46,46,Tommy Fleetwood,73,33.12,157,52
46,47,47,Tiger Woods,68,32.92,161,53
47,48,48,Danny Lee,88,32.88,222,73
48,49,49,Hunter Mahan,67,32.87,143,47
49,50,50,Ollie Schniederjans,91,32.86,210,69
50,51,51,Satoshi Kodaira,51,32.8,125,41
51,52,52,Austin Cook,107,32.68,254,83
52,53,53,Tyrrell Hatton,58,32.65,98,32
53,54,54,Kevin Na,91,32.63,190,62
54,55,55,Justin Rose,70,32.61,138,45
55,56,56,Martin Piller,79,32.4,179,58
56,57,57,Brian Gay,103,32.38,210,68
57,58,58,Johnson Wagner,75,32.37,139,45
58,59,59,Michael Thompson,62,32.21,149,48
59,T60,T60,Ian Poulter,73,32.14,140,45
60,T60,T60,Charl Schwartzel,65,32.14,112,36
61,62,62,Daniel Berger,81,32.11,190,61
62,63,63,Matt Jones,70,32.03,128,41
63,64,64,Stewart Cink,87,31.95,169,54
