,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
0,1,1,Michael Thompson,62,1.46,48,7.0
1,2,2,Brett Stegmaier,67,1.4,43,6.0
2,3,3,Beau Hossler,104,1.38,87,12.0
3,4,4,Bud Cauley,55,1.33,30,4.0
4,T5,T5,Talor Gooch,78,1.3,46,6.0
5,T5,T5,Alex Noren,67,1.3,54,7.0
6,7,7,Rod Pampling,62,1.29,31,4.0
7,8,8,Charley Hoffman,87,1.27,55,7.0
8,T9,T9,Jason Dufner,71,1.25,40,5.0
9,T9,T9,Chez Reavie,93,1.25,56,7.0
10,11,11,Dominic Bozzelli,65,1.23,57,7.0
11,12,12,Whee Kim,93,1.19,59,7.0
12,13,13,Charles Howell III,104,1.16,69,8.0
13,T14,T14,Jon Rahm,71,1.14,44,5.0
14,T14,T14,Robert Streb,78,1.14,44,5.0
15,T16,T16,Xander Schauffele,96,1.11,54,6.0
16,T16,T16,Xinjun Zhang,81,1.11,54,6.0
17,T18,T18,Wesley Bryan,69,1.08,37,4.0
18,T18,T18,Sam Ryder,82,1.08,65,7.0
19,20,20,Jordan Spieth,81,1.07,56,6.0
20,21,21,Martin Laird,73,1.06,47,5.0
21,22,22,Si Woo Kim,108,1.05,57,6.0
22,23,23,Kelly Kraft,94,1.04,67,7.0
23,T24,T24,Kevin Chappell,77,1.03,58,6.0
24,T24,T24,Cameron Smith,85,1.03,39,4.0
25,T24,T24,Steve Wheatcroft,60,1.03,39,4.0
26,27,27,Corey Conners,97,1.02,59,6.0
27,T28,T28,Shawn Stefani,76,1.0,50,5.0
28,T28,T28,Gary Woodland,96,1.0,50,5.0
29,T30,T30,Zach Johnson,94,0.98,61,6.0
30,T30,T30,Sung Kang,89,0.98,51,5.0
31,32,32,Emiliano Grillo,94,0.97,62,6.0
32,33,33,Jonathan Randolph,71,0.96,52,5.0
33,34,34,Kevin Na,91,0.94,53,5.0
34,T35,T35,Tony Finau,105,0.93,86,8.0
35,T35,T35,Harold Varner III,91,0.93,54,5.0
36,37,37,Jason Kokrak,99,0.92,76,7.0
37,T38,T38,Cody Gribble,71,0.91,44,4.0
38,T38,T38,Matt Kuchar,88,0.91,44,4.0
39,40,40,Chesson Hadley,103,0.9,78,7.0
40,41,41,Bill Haas,76,0.89,45,4.0
41,42,42,Austin Cook,107,0.86,93,8.0
42,T43,T43,Blayne Barber,69,0.82,61,5.0
43,T43,T43,Denny McCarthy,71,0.82,49,4.0
44,T45,T45,Derek Fathauer,84,0.81,62,5.0
45,T45,T45,Ollie Schniederjans,91,0.81,62,5.0
46,47,47,Vaughn Taylor,83,0.8,50,4.0
47,T48,T48,Abraham Ancer,98,0.79,63,5.0
48,T48,T48,Tom Lovelady,87,0.79,63,5.0
49,T48,T48,Nick Taylor,94,0.79,63,5.0
50,51,51,Seamus Power,86,0.78,64,5.0
51,T52,T52,Greg Chalmers,56,0.77,26,2.0
52,T52,T52,David Hearn,66,0.77,39,3.0
53,T52,T52,Russell Henley,77,0.77,52,4.0
54,T52,T52,Webb Simpson,95,0.77,65,5.0
55,T52,T52,Jimmy Walker,81,0.77,52,4.0
56,T57,T57,Aaron Baddeley,84,0.76,66,5.0
57,T57,T57,Stephan Jaeger,81,0.76,66,5.0
58,T59,T59,Ben Crane,65,0.75,40,3.0
59,T59,T59,Harris English,84,0.75,53,4.0
60,T59,T59,Satoshi Kodaira,51,0.75,40,3.0
61,T62,T62,Roberto Díaz,72,0.74,54,4.0
62,T62,T62,Cameron Tringale,67,0.74,54,4.0
63,T62,T62,Richy Werenski,98,0.74,81,6.0
64,T65,T65,Jim Furyk,50,0.73,41,3.0
65,T65,T65,Lucas Glover,65,0.73,41,3.0
66,T65,T65,Sean O'Hair,67,0.73,41,3.0
67,T65,T65,Pat Perez,82,0.73,41,3.0
68,T69,T69,Chad Campbell,87,0.71,56,4.0
69,T69,T69,Brandt Snedeker,84,0.71,56,4.0
70,T71,T71,Brandon Harkins,101,0.7,71,5.0
71,T71,T71,Grayson Murray,72,0.7,43,3.0
72,T71,T71,Andrew Putnam,97,0.7,71,5.0
73,T71,T71,Henrik Stenson,60,0.7,57,4.0
74,T71,T71,Ethan Tracy,72,0.7,43,3.0
75,T76,T76,Daniel Berger,81,0.69,58,4.0
76,T76,T76,Troy Merritt,89,0.69,58,4.0
77,T76,T76,Aaron Wise,90,0.69,72,5.0
78,79,79,Russell Knox,94,0.68,59,4.0
79,80,80,Adam Schenk,86,0.67,60,4.0
80,T81,T81,Brian Stuard,103,0.66,76,5.0
81,T81,T81,Jhonattan Vegas,92,0.66,61,4.0
82,T83,T83,Fabián Gómez,88,0.65,77,5.0
83,T83,T83,Brian Harman,94,0.65,62,4.0
84,T83,T83,Brooks Koepka,64,0.65,46,3.0
85,T86,T86,Stewart Cink,87,0.64,47,3.0
86,T86,T86,J.T. Poston,73,0.64,47,3.0
87,T88,T88,Zac Blair,64,0.63,32,2.0
88,T88,T88,Brice Garnett,99,0.63,79,5.0
89,T88,T88,Dustin Johnson,77,0.63,48,3.0
90,T88,T88,Phil Mickelson,90,0.63,63,4.0
91,T88,T88,Ryan Moore,78,0.63,48,3.0
92,T93,T93,Ryan Armour,109,0.6,67,4.0
93,T93,T93,James Hahn,85,0.6,67,4.0
94,T93,T93,D.A. Points,63,0.6,50,3.0
95,T93,T93,Patrick Reed,94,0.6,50,3.0
96,T97,T97,Nate Lashley,51,0.59,34,2.0
97,T97,T97,Peter Uihlein,83,0.59,51,3.0
98,99,99,Ben Silverman,90,0.58,69,4.0
99,T100,T100,Matt Jones,70,0.57,35,2.0
100,T100,T100,Justin Rose,70,0.57,53,3.0
101,T100,T100,Rory Sabbatini,91,0.57,70,4.0
102,T103,T103,Tommy Fleetwood,73,0.56,54,3.0
103,T103,T103,Robert Garrigus,80,0.56,54,3.0
104,T103,T103,Tom Hoge,101,0.56,54,3.0
105,T103,T103,Patton Kizzire,92,0.56,71,4.0
106,T103,T103,Martin Piller,79,0.56,71,4.0
107,T108,T108,Ryan Blaum,81,0.55,73,4.0
108,T108,T108,Peter Malnati,87,0.55,55,3.0
109,110,110,Danny Lee,88,0.54,56,3.0
110,T111,T111,Brian Gay,103,0.53,75,4.0
111,T111,T111,Billy Horschel,86,0.53,75,4.0
112,T111,T111,William McGirt,84,0.53,76,4.0
113,T111,T111,Chris Stroud,81,0.53,38,2.0
114,T111,T111,Kevin Tway,110,0.53,75,4.0
115,T111,T111,Tyrone Van Aswegen,101,0.53,75,4.0
116,117,117,"Ted Potter, Jr.",87,0.51,59,3.0
117,T118,T118,Anirban Lahiri,82,0.5,60,3.0
118,T118,T118,Hudson Swafford,73,0.5,60,3.0
119,120,120,Andrew Landry,82,0.49,61,3.0
120,T121,T121,Ryan Palmer,69,0.48,42,2.0
121,T121,T121,Ian Poulter,73,0.48,42,2.0
122,T123,T123,Ricky Barnes,65,0.47,43,2.0
123,T123,T123,Paul Casey,74,0.47,43,2.0
124,T123,T123,Kevin Streelman,94,0.47,86,4.0
125,T126,T126,Jonas Blixt,67,0.45,44,2.0
126,T126,T126,Rickie Fowler,74,0.45,44,2.0
127,T126,T126,Mackenzie Hughes,80,0.45,66,3.0
128,T126,T126,Scott Stallings,96,0.45,66,3.0
129,T130,T130,Tyler Duncan,97,0.44,68,3.0
130,T130,T130,Shane Lowry,64,0.44,68,3.0
131,T132,T132,Adam Hadwin,92,0.43,69,3.0
132,T132,T132,Nicholas Lindheim,77,0.43,47,2.0
133,T132,T132,Francesco Molinari,73,0.43,47,2.0
134,T135,T135,Martin Flores,92,0.42,72,3.0
135,T135,T135,Kyle Thompson,50,0.42,24,1.0
136,T137,T137,Bronson Burgoon,69,0.4,50,2.0
137,T137,T137,Andrew Yun,51,0.4,25,1.0
138,139,139,Ben Martin,64,0.39,51,2.0
139,T140,T140,Alex Cejka,77,0.38,52,2.0
140,T140,T140,Lanto Griffin,80,0.38,52,2.0
141,T140,T140,Tyrrell Hatton,58,0.38,53,2.0
142,T140,T140,Kyle Stanley,93,0.38,52,2.0
143,T140,T140,Justin Thomas,91,0.38,52,2.0
144,T145,T145,Keegan Bradley,98,0.37,81,3.0
145,T145,T145,Zecheng Dou,53,0.37,27,1.0
146,T145,T145,Daniel Summerhays,51,0.37,27,1.0
147,T148,T148,Branden Grace,67,0.36,28,1.0
148,T148,T148,Kevin Kisner,89,0.36,56,2.0
149,T150,T150,Jamie Lovemark,92,0.35,57,2.0
150,T150,T150,Scott Piercy,84,0.35,57,2.0
151,152,152,Rory McIlroy,64,0.34,29,1.0
152,153,153,Marc Leishman,93,0.32,62,2.0
153,T154,T154,Chris Kirk,108,0.31,65,2.0
154,T154,T154,Graeme McDowell,67,0.31,32,1.0
155,T154,T154,Patrick Rodgers,97,0.31,65,2.0
156,T157,T157,Bryson DeChambeau,93,0.3,67,2.0
157,T157,T157,Matt Every,79,0.3,33,1.0
158,T159,T159,Patrick Cantlay,87,0.29,69,2.0
159,T159,T159,Retief Goosen,60,0.29,35,1.0
160,T159,T159,Luke List,98,0.29,69,2.0
161,T159,T159,Conrad Shindler,60,0.29,34,1.0
162,T159,T159,Nick Watney,94,0.29,70,2.0
163,T164,T164,Byeong Hun An,86,0.28,72,2.0
164,T164,T164,C.T. Pan,104,0.28,71,2.0
165,166,166,Hideki Matsuyama,75,0.27,37,1.0
166,167,167,Kiradech Aphibarnrat,51,0.26,38,1.0
167,168,168,Louis Oosthuizen,62,0.25,40,1.0
168,169,169,Rob Oppenheim,74,0.24,42,1.0
169,170,170,Trey Mullinax,75,0.23,43,1.0
170,171,171,Cameron Percy,56,0.21,47,1.0
171,T172,T172,J.J. Henry,81,0.19,54,1.0
172,T172,T172,Billy Hurley III,70,0.19,52,1.0
173,T172,T172,David Lingmerth,82,0.19,54,1.0
174,T172,T172,Hunter Mahan,67,0.19,52,1.0
175,T172,T172,Brendan Steele,74,0.19,53,1.0
176,T172,T172,Johnson Wagner,75,0.19,54,1.0
177,T178,T178,Jason Day,75,0.18,55,1.0
178,T178,T178,Bubba Watson,90,0.18,56,1.0
179,180,180,J.J. Spaun,85,0.15,68,1.0
180,T181,T181,Scott Brown,102,0.14,69,1.0
181,T181,T181,Keith Mitchell,99,0.14,72,1.0
182,183,183,John Huh,94,0.13,75,1.0
183,T184,T184,Matt Atkins,56,0.0,28,
184,T184,T184,Jonathan Byrd,70,0.0,30,
185,T184,T184,Rafa Cabrera Bello,75,0.0,31,
186,T184,T184,Joel Dahmen,93,0.0,56,
187,T184,T184,J.B. Holmes,77,0.0,61,
188,T184,T184,Michael Kim,74,0.0,36,
189,T184,T184,Sam Saunders,80,0.0,57,
190,T184,T184,Charl Schwartzel,65,0.0,27,
191,T184,T184,Adam Scott,78,0.0,49,
192,T184,T184,Tiger Woods,68,0.0,44,
