,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
0,1,1,Hideki Matsuyama,75,65.71,35,23
1,2,2,Sam Ryder,82,64.58,48,31
2,T3,T3,Zecheng Dou,53,64.0,25,16
3,T3,T3,Hunter Mahan,67,64.0,25,16
4,5,5,Nicholas Lindheim,77,61.76,34,21
5,6,6,Steve Wheatcroft,60,60.87,23,14
6,7,7,Fabián Gómez,88,60.0,45,27
7,8,8,Ryan Armour,109,59.74,77,46
8,9,9,Louis Oosthuizen,62,58.97,39,23
9,10,10,Paul Casey,74,58.62,29,17
10,11,11,William McGirt,84,57.89,38,22
11,12,12,Zach Johnson,94,57.78,45,26
12,T13,T13,Tommy Fleetwood,73,56.76,37,21
13,T13,T13,Justin Rose,70,56.76,37,21
14,15,15,Marc Leishman,93,56.41,39,22
15,16,16,Nick Watney,94,55.93,59,33
16,17,17,Sean O'Hair,67,55.81,43,24
17,18,18,Derek Fathauer,84,55.77,52,29
18,T19,T19,Jonathan Byrd,70,55.56,36,20
19,T19,T19,Johnson Wagner,75,55.56,36,20
20,21,21,Rickie Fowler,74,55.1,49,27
21,22,22,James Hahn,85,55.0,40,22
22,23,23,Tyler Duncan,97,54.72,53,29
23,24,24,Austin Cook,107,54.41,68,37
24,T25,T25,Daniel Berger,81,54.35,46,25
25,T25,T25,Bryson DeChambeau,93,54.35,46,25
26,T27,T27,Zac Blair,64,54.29,35,19
27,T27,T27,D.A. Points,63,54.29,35,19
28,29,29,Shane Lowry,64,54.0,50,27
29,30,30,J.B. Holmes,77,53.85,52,28
30,31,31,Ben Crane,65,53.66,41,22
31,32,32,Brett Stegmaier,67,53.57,28,15
32,33,33,"Ted Potter, Jr.",87,53.45,58,31
33,34,34,Rafa Cabrera Bello,75,53.33,30,16
34,35,35,Seamus Power,86,53.23,62,33
35,36,36,Martin Laird,73,53.06,49,26
36,37,37,Robert Streb,78,52.94,34,18
37,38,38,Rob Oppenheim,74,52.78,36,19
38,39,39,Patton Kizzire,92,52.54,59,31
39,40,40,Kevin Na,91,52.17,46,24
