,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
40,T38,T38,Rory Sabbatini,91,1.11,90,10.0
41,T42,T42,Scott Piercy,84,1.1,73,8.0
42,T42,T42,Ollie Schniederjans,91,1.1,73,8.0
43,44,44,Derek Fathauer,84,1.09,64,7.0
44,45,45,Chris Kirk,108,1.08,111,12.0
45,T46,T46,Brian Gay,103,1.07,103,11.0
46,T46,T46,William McGirt,84,1.07,84,9.0
47,T48,T48,Billy Hurley III,70,1.05,76,8.0
48,T48,T48,Peter Uihlein,83,1.05,76,8.0
49,T50,T50,Scott Brown,102,1.04,106,11.0
50,T50,T50,Keith Mitchell,99,1.04,96,10.0
51,T50,T50,Grayson Murray,72,1.04,48,5.0
52,53,53,John Huh,94,1.03,78,8.0
53,T54,T54,Hunter Mahan,67,1.02,59,6.0
54,T54,T54,Pat Perez,82,1.02,49,5.0
55,T56,T56,Zecheng Dou,53,1.0,30,3.0
56,T56,T56,Harris English,84,1.0,80,8.0
57,T56,T56,Justin Thomas,91,1.0,70,7.0
58,T56,T56,Jimmy Walker,81,1.0,60,6.0
59,T56,T56,Xinjun Zhang,81,1.0,70,7.0
60,T61,T61,Brian Harman,94,0.99,81,8.0
61,T61,T61,Webb Simpson,95,0.99,91,9.0
62,T61,T61,Michael Thompson,62,0.99,71,7.0
63,T61,T61,Johnson Wagner,75,0.99,71,7.0
64,T61,T61,Bubba Watson,90,0.99,71,7.0
65,66,66,Rory McIlroy,64,0.98,51,5.0
66,67,67,Danny Lee,88,0.97,72,7.0
67,68,68,Seamus Power,86,0.96,73,7.0
68,T69,T69,Bud Cauley,55,0.95,42,4.0
69,T69,T69,Bryson DeChambeau,93,0.95,84,8.0
70,T69,T69,Phil Mickelson,90,0.95,63,6.0
71,T69,T69,Chris Stroud,81,0.95,74,7.0
72,73,73,Sean O'Hair,67,0.94,53,5.0
73,T74,T74,Greg Chalmers,56,0.93,43,4.0
74,T74,T74,James Hahn,85,0.93,75,7.0
75,T74,T74,Michael Kim,74,0.93,54,5.0
76,T74,T74,Aaron Wise,90,0.93,107,10.0
77,78,78,Denny McCarthy,71,0.92,65,6.0
78,T79,T79,Chesson Hadley,103,0.91,99,9.0
79,T79,T79,Kevin Kisner,89,0.91,77,7.0
80,T79,T79,Andrew Landry,82,0.91,77,7.0
81,T79,T79,Robert Streb,78,0.91,66,6.0
82,T83,T83,Talor Gooch,78,0.89,56,5.0
83,T83,T83,David Lingmerth,82,0.89,79,7.0
84,T83,T83,Hideki Matsuyama,75,0.89,56,5.0
85,T83,T83,Ian Poulter,73,0.89,56,5.0
86,T83,T83,Nick Taylor,94,0.89,79,7.0
87,T83,T83,Kevin Tway,110,0.89,101,9.0
88,T89,T89,Andrew Putnam,97,0.88,102,9.0
89,T89,T89,Henrik Stenson,60,0.88,57,5.0
90,T91,T91,Tyler Duncan,97,0.86,93,8.0
91,T91,T91,Adam Hadwin,92,0.86,81,7.0
92,93,93,Ryan Armour,109,0.85,106,9.0
93,T94,T94,Corey Conners,97,0.84,95,8.0
94,T94,T94,Fabián Gómez,88,0.84,83,7.0
95,T94,T94,Jamie Lovemark,92,0.84,83,7.0
96,T97,T97,Wesley Bryan,69,0.83,48,4.0
97,T97,T97,Robert Garrigus,80,0.83,60,5.0
98,T97,T97,Trey Mullinax,75,0.83,60,5.0
99,100,100,"Ted Potter, Jr.",87,0.82,73,6.0
100,T101,T101,Daniel Berger,81,0.81,74,6.0
101,T101,T101,Roberto Díaz,72,0.81,62,5.0
102,T101,T101,Anirban Lahiri,82,0.81,62,5.0
103,T101,T101,Xander Schauffele,96,0.81,62,5.0
104,T101,T101,Brian Stuard,103,0.81,99,8.0
105,T101,T101,Harold Varner III,91,0.81,74,6.0
106,T107,T107,Brice Garnett,99,0.8,87,7.0
107,T107,T107,Scott Stallings,96,0.8,75,6.0
108,109,109,Blayne Barber,69,0.79,76,6.0
109,T110,T110,Austin Cook,107,0.78,102,8.0
110,T110,T110,Charles Howell III,104,0.78,103,8.0
111,T110,T110,J.J. Spaun,85,0.78,77,6.0
112,T113,T113,Bronson Burgoon,69,0.77,78,6.0
113,T113,T113,David Hearn,66,0.77,65,5.0
114,T115,T115,Keegan Bradley,98,0.76,79,6.0
115,T115,T115,Jordan Spieth,81,0.76,66,5.0
116,T117,T117,Kevin Na,91,0.75,67,5.0
117,T117,T117,Steve Wheatcroft,60,0.75,53,4.0
118,T119,T119,Bill Haas,76,0.74,81,6.0
119,T119,T119,J.J. Henry,81,0.74,81,6.0
120,T119,T119,Conrad Shindler,60,0.74,54,4.0
121,T119,T119,Kevin Streelman,94,0.74,94,7.0
122,123,123,Tyrrell Hatton,58,0.73,55,4.0
123,124,124,Richy Werenski,98,0.72,83,6.0
124,T125,T125,Sam Saunders,80,0.71,70,5.0
125,T125,T125,Cameron Tringale,67,0.71,56,4.0
126,T127,T127,Jason Dufner,71,0.7,57,4.0
127,T127,T127,Mackenzie Hughes,80,0.7,57,4.0
128,T127,T127,Cameron Percy,56,0.7,43,3.0
129,T130,T130,Stewart Cink,87,0.69,72,5.0
130,T130,T130,J.B. Holmes,77,0.69,72,5.0
131,T130,T130,J.T. Poston,73,0.69,58,4.0
132,T133,T133,Russell Henley,77,0.67,75,5.0
133,T133,T133,Sung Kang,89,0.67,60,4.0
134,T133,T133,Luke List,98,0.67,90,6.0
135,T136,T136,Martin Flores,92,0.66,76,5.0
136,T136,T136,Lanto Griffin,80,0.66,61,4.0
137,T138,T138,Branden Grace,67,0.65,46,3.0
138,T138,T138,Matt Kuchar,88,0.65,77,5.0
139,T138,T138,Marc Leishman,93,0.65,92,6.0
140,T141,T141,Rafa Cabrera Bello,75,0.64,47,3.0
141,T141,T141,Satoshi Kodaira,51,0.64,47,3.0
142,T141,T141,Nick Watney,94,0.64,78,5.0
143,T144,T144,Alex Cejka,77,0.63,63,4.0
144,T144,T144,Jason Day,75,0.63,48,3.0
145,T144,T144,Jason Kokrak,99,0.63,112,7.0
146,T144,T144,Jon Rahm,71,0.63,48,3.0
147,T148,T148,Matt Every,79,0.62,65,4.0
148,T148,T148,Patton Kizzire,92,0.62,81,5.0
149,T150,T150,Rickie Fowler,74,0.61,66,4.0
150,T150,T150,Zach Johnson,94,0.61,66,4.0
151,T152,T152,Russell Knox,94,0.6,100,6.0
152,T152,T152,Shane Lowry,64,0.6,50,3.0
153,T152,T152,Patrick Rodgers,97,0.6,84,5.0
154,T155,T155,Kelly Kraft,94,0.59,85,5.0
155,T155,T155,Chez Reavie,93,0.59,68,4.0
156,T155,T155,Tyrone Van Aswegen,101,0.59,102,6.0
157,158,158,Patrick Cantlay,87,0.58,69,4.0
158,T159,T159,Adam Scott,78,0.54,74,4.0
159,T159,T159,Gary Woodland,96,0.54,93,5.0
160,T161,T161,Graeme McDowell,67,0.53,57,3.0
161,T161,T161,Vaughn Taylor,83,0.53,76,4.0
162,163,163,Ryan Palmer,69,0.52,58,3.0
163,164,164,Billy Horschel,86,0.51,98,5.0
164,165,165,Retief Goosen,60,0.49,41,2.0
165,T166,T166,Peter Malnati,87,0.48,63,3.0
166,T166,T166,Shawn Stefani,76,0.48,63,3.0
167,168,168,Nicholas Lindheim,77,0.46,65,3.0
168,T169,T169,Abraham Ancer,98,0.45,89,4.0
169,T169,T169,Aaron Baddeley,84,0.45,67,3.0
170,T169,T169,Martin Piller,79,0.45,66,3.0
171,T169,T169,Jonathan Randolph,71,0.45,66,3.0
172,173,173,Byeong Hun An,86,0.42,71,3.0
173,T174,T174,Charley Hoffman,87,0.39,76,3.0
174,T174,T174,Nate Lashley,51,0.39,51,2.0
175,T176,T176,Ben Martin,64,0.38,53,2.0
176,T176,T176,Ryan Moore,78,0.38,78,3.0
177,178,178,Paul Casey,74,0.37,54,2.0
178,179,179,Ben Crane,65,0.36,56,2.0
179,T180,T180,Adam Schenk,86,0.33,60,2.0
180,T180,T180,Kyle Thompson,50,0.33,30,1.0
181,T182,T182,Matt Atkins,56,0.29,34,1.0
182,T182,T182,Si Woo Kim,108,0.29,69,2.0
183,184,184,Kiradech Aphibarnrat,51,0.25,40,1.0
184,185,185,D.A. Points,63,0.23,43,1.0
185,186,186,Jonas Blixt,67,0.21,48,1.0
186,T187,T187,Lucas Glover,65,0.18,56,1.0
187,T187,T187,Louis Oosthuizen,62,0.18,55,1.0
188,T187,T187,Jhonattan Vegas,92,0.18,56,1.0
189,190,190,Kevin Chappell,77,0.16,62,1.0
190,T191,T191,Jonathan Byrd,70,0.0,54,
191,T191,T191,Rod Pampling,62,0.0,41,
192,T191,T191,Charl Schwartzel,65,0.0,32,
