,Total_3_Putts_-_20-25_RANK THIS WEEK,Total_3_Putts_-_20-25_RANK LAST WEEK,Total_3_Putts_-_20-25_PLAYER NAME,Total_3_Putts_-_20-25_ROUNDS,Total_3_Putts_-_20-25_TOTAL 3 PUTTS 20'-25',Total_3_Putts_-_20-25_TOTAL 3 PUTTS
0,1,1,Aaron Wise,90,8,52
1,2,2,"Ted Potter, Jr.",87,7,41
2,T3,T3,Ryan Armour,109,6,50
3,T3,T3,Chesson Hadley,103,6,40
4,T3,T3,Tom Hoge,101,6,57
5,T3,T3,Brooks Koepka,64,6,33
6,T7,T7,Abraham Ancer,98,5,39
7,T7,T7,Corey Conners,97,5,51
8,T7,T7,Talor Gooch,78,5,30
9,T7,T7,J.J. Henry,81,5,34
10,T7,T7,Patton Kizzire,92,5,41
11,T7,T7,Sam Ryder,82,5,48
12,T7,T7,Kevin Tway,110,5,36
13,T14,T14,Brice Garnett,99,4,42
14,T14,T14,Cody Gribble,71,4,22
15,T14,T14,Brian Harman,94,4,46
16,T14,T14,Russell Henley,77,4,27
17,T14,T14,Tom Lovelady,87,4,43
18,T14,T14,Hideki Matsuyama,75,4,35
19,T14,T14,C.T. Pan,104,4,36
20,T14,T14,Pat Perez,82,4,23
21,T14,T14,Chez Reavie,93,4,27
22,T14,T14,Webb Simpson,95,4,26
23,T14,T14,Brandt Snedeker,84,4,32
24,T14,T14,Jordan Spieth,81,4,39
25,T14,T14,Nick Taylor,94,4,51
26,T14,T14,Justin Thomas,91,4,32
27,T14,T14,Tyrone Van Aswegen,101,4,37
28,T14,T14,Bubba Watson,90,4,28
29,T30,T30,Kiradech Aphibarnrat,51,3,16
30,T30,T30,Daniel Berger,81,3,33
31,T30,T30,Chad Campbell,87,3,43
32,T30,T30,Patrick Cantlay,87,3,39
33,T30,T30,Austin Cook,107,3,44
34,T30,T30,Bryson DeChambeau,93,3,47
35,T30,T30,Zecheng Dou,53,3,29
36,T30,T30,Matt Every,79,3,36
37,T30,T30,Martin Flores,92,3,44
38,T30,T30,Jim Furyk,50,3,19
39,T30,T30,Robert Garrigus,80,3,52
40,T30,T30,Lanto Griffin,80,3,37
41,T30,T30,Bill Haas,76,3,27
42,T30,T30,J.B. Holmes,77,3,34
43,T30,T30,Stephan Jaeger,81,3,30
44,T30,T30,Zach Johnson,94,3,27
45,T30,T30,Whee Kim,93,3,36
46,T30,T30,Michael Kim,74,3,25
47,T30,T30,Russell Knox,94,3,44
48,T30,T30,Jason Kokrak,99,3,50
49,T30,T30,Anirban Lahiri,82,3,37
50,T30,T30,Martin Laird,73,3,37
51,T30,T30,Andrew Landry,82,3,27
52,T30,T30,Danny Lee,88,3,30
53,T30,T30,Luke List,98,3,48
54,T30,T30,William McGirt,84,3,33
55,T30,T30,Keith Mitchell,99,3,62
56,T30,T30,Francesco Molinari,73,3,28
57,T30,T30,Grayson Murray,72,3,45
58,T30,T30,Rod Pampling,62,3,26
59,T30,T30,J.T. Poston,73,3,27
60,T30,T30,Ian Poulter,73,3,19
61,T30,T30,Sam Saunders,80,3,27
62,T30,T30,Xander Schauffele,96,3,34
63,T30,T30,Adam Schenk,86,3,37
64,T30,T30,J.J. Spaun,85,3,37
65,T30,T30,Shawn Stefani,76,3,33
66,T30,T30,Kyle Thompson,50,3,26
67,T30,T30,Nick Watney,94,3,28
68,T30,T30,Richy Werenski,98,3,39
69,T30,T30,Gary Woodland,96,3,42
70,T30,T30,Tiger Woods,68,3,27
71,T72,T72,Matt Atkins,56,2,26
72,T72,T72,Blayne Barber,69,2,35
73,T72,T72,Ricky Barnes,65,2,18
74,T72,T72,Zac Blair,64,2,18
75,T72,T72,Ryan Blaum,81,2,46
76,T72,T72,Dominic Bozzelli,65,2,28
77,T72,T72,Scott Brown,102,2,31
78,T72,T72,Jonathan Byrd,70,2,22
79,T72,T72,Stewart Cink,87,2,33
80,T72,T72,Roberto Díaz,72,2,31
81,T72,T72,Joel Dahmen,93,2,45
82,T72,T72,Jason Dufner,71,2,42
83,T72,T72,Harris English,84,2,30
84,T72,T72,Branden Grace,67,2,22
85,T72,T72,James Hahn,85,2,39
86,T72,T72,Brandon Harkins,101,2,46
87,T72,T72,Charley Hoffman,87,2,35
88,T72,T72,John Huh,94,2,37
89,T72,T72,Si Woo Kim,108,2,29
90,T72,T72,Satoshi Kodaira,51,2,39
91,T72,T72,Kelly Kraft,94,2,33
92,T72,T72,Matt Kuchar,88,2,31
93,T72,T72,Marc Leishman,93,2,39
94,T72,T72,David Lingmerth,82,2,32
