,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Ben Crane,65,52.34,321,168
1,2,2,Johnson Wagner,75,52.25,356,186
2,3,3,Justin Rose,70,52.04,367,191
3,4,4,Paul Casey,74,51.39,323,166
4,5,5,Phil Mickelson,90,51.15,524,268
5,6,6,Patrick Rodgers,97,51.06,470,240
6,7,7,Peter Malnati,87,51.05,523,267
7,8,8,Denny McCarthy,71,50.94,320,163
8,9,9,Jason Day,75,50.74,339,172
9,10,10,Webb Simpson,95,50.72,554,281
10,11,11,Whee Kim,93,50.65,535,271
11,12,12,Branden Grace,67,50.63,318,161
12,13,13,Austin Cook,107,50.47,640,323
13,14,14,Dominic Bozzelli,65,50.36,421,212
14,15,15,Beau Hossler,104,50.32,628,316
15,16,16,Hunter Mahan,67,50.15,329,165
16,T17,T17,Nate Lashley,51,50.0,238,119
17,T17,T17,Graeme McDowell,67,50.0,312,156
18,19,19,Seamus Power,86,49.89,449,224
19,20,20,Marc Leishman,93,49.8,504,251
20,21,21,Tyrrell Hatton,58,49.63,270,134
21,22,22,Greg Chalmers,56,49.62,262,130
22,23,23,Nicholas Lindheim,77,49.48,386,191
23,24,24,Bud Cauley,55,49.43,263,130
24,25,25,Kevin Na,91,49.37,476,235
25,26,26,Emiliano Grillo,94,49.25,536,264
26,27,27,Alex Noren,67,49.07,322,158
27,T28,T28,Louis Oosthuizen,62,48.9,319,156
28,T28,T28,Rory Sabbatini,91,48.9,501,245
29,T30,T30,Brian Gay,103,48.84,604,295
30,T30,T30,Ollie Schniederjans,91,48.84,516,252
31,32,32,Chez Reavie,93,48.74,396,193
32,33,33,Matt Kuchar,88,48.66,448,218
33,34,34,Billy Horschel,86,48.64,514,250
34,35,35,"Ted Potter, Jr.",87,48.56,556,270
35,36,36,Anirban Lahiri,82,48.41,473,229
36,37,37,J.B. Holmes,77,48.33,478,231
37,38,38,Sung Kang,89,48.3,501,242
38,39,39,Andrew Putnam,97,48.16,517,249
39,40,40,Kiradech Aphibarnrat,51,48.11,264,127
40,41,41,Chris Stroud,81,48.08,416,200
41,42,42,Derek Fathauer,84,48.03,456,219
42,43,43,Michael Thompson,62,48.0,350,168
43,44,44,Brooks Koepka,64,47.95,415,199
44,T45,T45,Brian Stuard,103,47.91,599,287
45,T45,T45,Justin Thomas,91,47.91,455,218
46,47,47,Bryson DeChambeau,93,47.88,518,248
47,48,48,Aaron Wise,90,47.8,546,261
48,49,49,Jimmy Walker,81,47.73,463,221
49,50,50,John Huh,94,47.69,629,300
50,51,51,Danny Lee,88,47.67,514,245
51,52,52,Brett Stegmaier,67,47.65,319,152
52,53,53,Daniel Summerhays,51,47.62,273,130
53,54,54,Martin Piller,79,47.6,479,228
54,55,55,Daniel Berger,81,47.54,448,213
55,56,56,Kevin Kisner,89,47.46,413,196
56,57,57,Ian Poulter,73,47.35,340,161
57,58,58,Bubba Watson,90,47.28,478,226
58,59,59,Fabián Gómez,88,47.25,472,223
59,60,60,Jon Rahm,71,47.16,352,166
60,61,61,D.A. Points,63,47.15,333,157
61,62,62,Brandon Harkins,101,47.11,588,277
62,63,63,Talor Gooch,78,47.06,442,208
63,T64,T64,Kelly Kraft,94,47.05,525,247
64,T64,T64,Jordan Spieth,81,47.05,440,207
65,66,66,Tommy Fleetwood,73,46.95,377,177
66,67,67,Adam Schenk,86,46.92,454,213
67,68,68,Rob Oppenheim,74,46.87,367,172
68,69,69,Dustin Johnson,77,46.74,430,201
69,70,70,Zach Johnson,94,46.72,488,228
70,T71,T71,Ricky Barnes,65,46.69,302,141
71,T71,T71,Richy Werenski,98,46.69,499,233
72,73,73,Tyrone Van Aswegen,101,46.67,555,259
73,74,74,Roberto Díaz,72,46.57,408,190
74,T75,T75,Wesley Bryan,69,46.54,361,168
75,T75,T75,Charles Howell III,104,46.54,520,242
