,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
85,T69,T69,Sam Ryder,26,50
86,T69,T69,Sam Saunders,26,50
87,T69,T69,Xander Schauffele,27,50
88,T69,T69,Conrad Shindler,20,50
89,T69,T69,Scott Stallings,30,50
90,T69,T69,Justin Thomas,23,50
91,T69,T69,Cameron Tringale,26,50
92,T69,T69,Peter Uihlein,26,50
93,T69,T69,Harold Varner III,27,50
94,T69,T69,Nick Watney,26,50
95,T69,T69,Tiger Woods,18,50
96,T97,T97,Ryan Armour,32,49
97,T97,T97,Daniel Berger,23,49
98,T97,T97,Bronson Burgoon,24,49
99,T97,T97,Alex Cejka,24,49
100,T97,T97,Kevin Chappell,23,49
101,T97,T97,Ben Crane,21,49
102,T97,T97,Joel Dahmen,28,49
103,T97,T97,Talor Gooch,27,49
104,T97,T97,Charley Hoffman,25,49
105,T97,T97,Zach Johnson,25,49
106,T97,T97,Chris Kirk,29,49
107,T97,T97,Patton Kizzire,29,49
108,T97,T97,Russell Knox,27,49
109,T97,T97,Kelly Kraft,31,49
110,T97,T97,Andrew Landry,27,49
111,T97,T97,Marc Leishman,25,49
112,T97,T97,Jamie Lovemark,26,49
113,T97,T97,Shane Lowry,19,49
114,T97,T97,Rory McIlroy,18,49
115,T97,T97,Trey Mullinax,24,49
116,T97,T97,Grayson Murray,22,49
117,T97,T97,Martin Piller,28,49
118,T97,T97,Ian Poulter,20,49
119,T97,T97,Andrew Putnam,28,49
120,T97,T97,Jon Rahm,20,49
121,T97,T97,Ollie Schniederjans,27,49
122,T97,T97,Charl Schwartzel,20,49
123,T97,T97,Jordan Spieth,23,49
124,T97,T97,Chris Stroud,27,49
125,T97,T97,Brian Stuard,32,49
126,T97,T97,Ethan Tracy,23,49
127,T97,T97,Andrew Yun,22,49
128,T129,T129,Aaron Baddeley,27,48
129,T129,T129,Jonas Blixt,23,48
130,T129,T129,Chad Campbell,28,48
131,T129,T129,Bud Cauley,17,48
132,T129,T129,Stewart Cink,25,48
133,T129,T129,Corey Conners,28,48
134,T129,T129,Zecheng Dou,23,48
135,T129,T129,Martin Flores,29,48
136,T129,T129,Lucas Glover,18,48
137,T129,T129,Fabián Gómez,28,48
138,T129,T129,Branden Grace,18,48
139,T129,T129,J.B. Holmes,24,48
140,T129,T129,Mackenzie Hughes,28,48
141,T129,T129,Stephan Jaeger,26,48
142,T129,T129,Satoshi Kodaira,18,48
143,T129,T129,Nate Lashley,17,48
144,T129,T129,Hunter Mahan,21,48
145,T129,T129,William McGirt,26,48
146,T129,T129,Keith Mitchell,29,48
147,T129,T129,Patrick Reed,26,48
148,T129,T129,J.J. Spaun,27,48
149,T129,T129,Shawn Stefani,25,48
150,T129,T129,Henrik Stenson,16,48
151,T129,T129,Robert Streb,29,48
152,T129,T129,Hudson Swafford,22,48
153,T129,T129,Kevin Tway,31,48
154,T129,T129,Jhonattan Vegas,27,48
155,T129,T129,Richy Werenski,32,48
156,T129,T129,Steve Wheatcroft,20,48
157,T129,T129,Xinjun Zhang,28,48
158,T159,T159,Byeong Hun An,24,47
159,T159,T159,Abraham Ancer,30,47
160,T159,T159,Matt Atkins,21,47
161,T159,T159,Scott Brown,32,47
162,T159,T159,Bill Haas,25,47
163,T159,T159,James Hahn,26,47
164,T159,T159,Charles Howell III,28,47
165,T159,T159,Si Woo Kim,31,47
166,T159,T159,Rod Pampling,20,47
167,T159,T159,Adam Scott,21,47
168,T159,T159,Cameron Smith,24,47
169,T159,T159,Nick Taylor,30,47
170,T159,T159,Tyrone Van Aswegen,31,47
171,T172,T172,Keegan Bradley,27,46
172,T172,T172,Patrick Cantlay,23,46
173,T172,T172,Paul Casey,20,46
174,T172,T172,Tyler Duncan,31,46
175,T172,T172,Matt Every,30,46
176,T172,T172,Brice Garnett,30,46
177,T172,T172,Luke List,29,46
178,T172,T172,Ryan Moore,22,46
179,T172,T172,Louis Oosthuizen,17,46
180,T172,T172,Ryan Palmer,22,46
181,T172,T172,C.T. Pan,30,46
182,T172,T172,Cameron Percy,16,46
183,T184,T184,Jonathan Byrd,24,45
184,T184,T184,Robert Garrigus,27,45
185,T184,T184,Francesco Molinari,20,45
186,T184,T184,Scott Piercy,26,45
187,T184,T184,Brendan Steele,22,45
188,T184,T184,Kevin Streelman,27,45
189,T184,T184,Bubba Watson,24,45
190,191,191,Retief Goosen,20,44
191,T192,T192,J.J. Henry,28,43
192,T192,T192,Kyle Thompson,22,43
