,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
0,T1,T1,Emiliano Grillo,25,56
1,T1,T1,Whee Kim,30,56
2,T3,T3,Beau Hossler,28,55
3,T3,T3,Brooks Koepka,17,55
4,T3,T3,Martin Laird,22,55
5,T3,T3,Tom Lovelady,28,55
6,T3,T3,Phil Mickelson,24,55
7,T3,T3,Brandt Snedeker,25,55
8,T9,T9,Harris English,31,54
9,T9,T9,Nicholas Lindheim,26,54
10,T9,T9,Hideki Matsuyama,21,54
11,T9,T9,Kevin Na,26,54
12,T9,T9,Michael Thompson,19,54
13,T14,T14,Kiradech Aphibarnrat,14,53
14,T14,T14,Rafa Cabrera Bello,20,53
15,T14,T14,Greg Chalmers,20,53
16,T14,T14,Austin Cook,29,53
17,T14,T14,Roberto Díaz,25,53
18,T14,T14,Tommy Fleetwood,19,53
19,T14,T14,Brian Harman,25,53
20,T14,T14,Kevin Kisner,25,53
21,T14,T14,Graeme McDowell,20,53
22,T14,T14,Alex Noren,18,53
23,T14,T14,Ben Silverman,28,53
24,T14,T14,Webb Simpson,26,53
25,T14,T14,Daniel Summerhays,19,53
26,T14,T14,Jimmy Walker,23,53
27,T14,T14,Aaron Wise,29,53
28,T29,T29,Ryan Blaum,28,52
29,T29,T29,Wesley Bryan,23,52
30,T29,T29,Brandon Harkins,30,52
31,T29,T29,Russell Henley,23,52
32,T29,T29,Dustin Johnson,20,52
33,T29,T29,Peter Malnati,28,52
34,T29,T29,Denny McCarthy,22,52
35,T29,T29,Rob Oppenheim,26,52
36,T29,T29,Seamus Power,28,52
37,T29,T29,Jonathan Randolph,25,52
38,T29,T29,Justin Rose,18,52
39,T29,T29,Rory Sabbatini,27,52
40,T29,T29,Adam Schenk,28,52
41,T29,T29,Kyle Stanley,26,52
42,T29,T29,Johnson Wagner,21,52
43,T44,T44,Blayne Barber,22,51
44,T44,T44,Ricky Barnes,22,51
45,T44,T44,Zac Blair,20,51
46,T44,T44,Dominic Bozzelli,20,51
47,T44,T44,Jason Day,20,51
48,T44,T44,Bryson DeChambeau,26,51
49,T44,T44,Jason Dufner,22,51
50,T44,T44,Jim Furyk,15,51
51,T44,T44,Brian Gay,30,51
52,T44,T44,Lanto Griffin,26,51
53,T44,T44,David Hearn,21,51
54,T44,T44,Tom Hoge,31,51
55,T44,T44,John Huh,29,51
56,T44,T44,Michael Kim,27,51
57,T44,T44,Matt Kuchar,24,51
58,T44,T44,Anirban Lahiri,24,51
59,T44,T44,Danny Lee,30,51
60,T44,T44,David Lingmerth,26,51
61,T44,T44,Pat Perez,23,51
62,T44,T44,J.T. Poston,22,51
63,T44,T44,"Ted Potter, Jr.",28,51
64,T44,T44,Chez Reavie,28,51
65,T44,T44,Brett Stegmaier,21,51
66,T44,T44,Vaughn Taylor,25,51
67,T44,T44,Gary Woodland,27,51
68,T69,T69,Derek Fathauer,28,50
69,T69,T69,Tony Finau,28,50
70,T69,T69,Rickie Fowler,20,50
71,T69,T69,Cody Gribble,25,50
72,T69,T69,Chesson Hadley,30,50
73,T69,T69,Adam Hadwin,25,50
74,T69,T69,Tyrrell Hatton,16,50
75,T69,T69,Billy Horschel,27,50
76,T69,T69,Billy Hurley III,27,50
77,T69,T69,Matt Jones,23,50
78,T69,T69,Sung Kang,29,50
79,T69,T69,Jason Kokrak,29,50
80,T69,T69,Ben Martin,20,50
81,T69,T69,Troy Merritt,27,50
82,T69,T69,Sean O'Hair,22,50
83,T69,T69,D.A. Points,25,50
84,T69,T69,Patrick Rodgers,30,50
