,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Michael Thompson,62,"8' 8""",3173.083,365
1,2,2,Tom Lovelady,87,"8' 6""",3794.833,446
2,3,3,Brett Stegmaier,67,"8' 5""",2547.167,302
3,T4,T4,Emiliano Grillo,94,"8' 4""",4485.5,539
4,T4,T4,Beau Hossler,104,"8' 4""",5400.5,651
5,6,6,Russell Henley,77,"8' 3""",3104.833,376
6,7,7,Kyle Stanley,93,"8' 2""",3586.167,440
7,T8,T8,Harris English,84,"8' 1""",3930.167,485
8,T8,T8,Tommy Fleetwood,73,"8' 1""",3066.167,381
9,T8,T8,Brian Harman,94,"8' 1""",4173.917,515
10,T8,T8,Whee Kim,93,"8' 1""",4458.667,553
11,T8,T8,Nicholas Lindheim,77,"8' 1""",3341.0,415
12,T8,T8,Brandt Snedeker,84,"8' 1""",4288.75,532
13,T14,T14,Ryan Blaum,81,"8' 0""",3932.417,493
14,T14,T14,Alex Noren,67,"8' 0""",2786.917,349
15,T14,T14,Ben Silverman,90,"8' 0""",4232.917,527
16,T14,T14,Aaron Wise,90,"8' 0""",4441.333,556
17,T18,T18,Blayne Barber,69,"7' 11""",3068.833,386
18,T18,T18,Roberto Díaz,72,"7' 11""",3071.75,390
19,T18,T18,David Hearn,66,"7' 11""",2664.917,338
20,T18,T18,Matt Jones,70,"7' 11""",2540.167,320
21,T18,T18,Kevin Kisner,89,"7' 11""",3510.417,442
22,T18,T18,Russell Knox,94,"7' 11""",3708.0,467
23,T18,T18,Gary Woodland,96,"7' 11""",3709.583,471
24,T25,T25,Rafa Cabrera Bello,75,"7' 10""",2616.917,335
25,T25,T25,Martin Laird,73,"7' 10""",3494.667,444
26,T25,T25,Hideki Matsuyama,75,"7' 10""",3198.25,407
27,T25,T25,Denny McCarthy,71,"7' 10""",2611.25,332
28,T25,T25,J.T. Poston,73,"7' 10""",3138.5,401
29,T30,T30,Lanto Griffin,80,"7' 9""",3117.0,403
30,T30,T30,Michael Kim,74,"7' 9""",2959.667,381
31,T30,T30,Brooks Koepka,64,"7' 9""",3107.0,400
32,T30,T30,Jason Kokrak,99,"7' 9""",4491.833,577
33,T30,T30,Seamus Power,86,"7' 9""",3654.083,473
34,T30,T30,Adam Schenk,86,"7' 9""",3341.0,432
35,T30,T30,Cameron Tringale,67,"7' 9""",2573.083,331
36,T30,T30,Harold Varner III,91,"7' 9""",3873.167,502
37,T38,T38,Ryan Armour,109,"7' 8""",5053.25,659
38,T38,T38,Tony Finau,105,"7' 8""",4324.583,563
39,T38,T38,Brandon Harkins,101,"7' 8""",4781.0,621
40,T38,T38,Pat Perez,82,"7' 8""",2653.583,345
41,T38,T38,Andrew Yun,51,"7' 8""",1631.6670000000001,212
42,T43,T43,Greg Chalmers,56,"7' 7""",2302.333,304
43,T43,T43,Stewart Cink,87,"7' 7""",3369.833,442
44,T43,T43,Corey Conners,97,"7' 7""",3834.5,507
45,T43,T43,Rickie Fowler,74,"7' 7""",3192.083,419
