,Average_Putting_Distance_-_All_2_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_2_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_2_putts_PLAYER NAME,Average_Putting_Distance_-_All_2_putts_ROUNDS,Average_Putting_Distance_-_All_2_putts_AVG,Average_Putting_Distance_-_All_2_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_2_putts_TOTAL PUTTS
0,T1,T1,Michael Thompson,62,"25' 7""",15449.25,604
1,T1,T1,Johnson Wagner,75,"25' 7""",14487.0,567
2,3,3,Alex Noren,67,"25' 6""",12913.0,507
3,T4,T4,Patrick Rodgers,97,"25' 1""",18984.083,756
4,T4,T4,Adam Schenk,86,"25' 1""",17856.333,712
5,6,6,Kevin Kisner,89,"24' 10""",17310.0,696
6,7,7,Denny McCarthy,71,"24' 9""",13033.0,527
7,8,8,Hunter Mahan,67,"24' 7""",13442.667,546
8,T9,T9,Greg Chalmers,56,"24' 6""",10085.5,412
9,T9,T9,Tyrrell Hatton,58,"24' 6""",10639.833,435
10,T9,T9,Billy Horschel,86,"24' 6""",19975.167,814
11,T9,T9,Brett Stegmaier,67,"24' 6""",12538.917,511
12,13,13,Seamus Power,86,"24' 5""",16251.5,665
13,T14,T14,Bryson DeChambeau,93,"24' 4""",19210.417,790
14,T14,T14,Jason Kokrak,99,"24' 4""",22862.417,939
15,16,16,Derek Fathauer,84,"24' 3""",16129.667,665
16,T17,T17,Martin Laird,73,"24' 2""",14499.25,600
17,T17,T17,Nicholas Lindheim,77,"24' 2""",14649.083,607
18,T17,T17,William McGirt,84,"24' 2""",19145.583,792
19,20,20,Graeme McDowell,67,"24' 1""",10901.667,452
20,T21,T21,Fabián Gómez,88,"24' 0""",18537.167,773
21,T21,T21,Nate Lashley,51,"24' 0""",9019.833,376
22,T21,T21,Marc Leishman,93,"24' 0""",17837.5,742
23,T21,T21,Jon Rahm,71,"24' 0""",12610.083,525
24,T21,T21,Ethan Tracy,72,"24' 0""",13307.25,555
25,T26,T26,Charles Howell III,104,"23' 11""",20142.75,842
26,T26,T26,C.T. Pan,104,"23' 11""",21431.5,895
27,T26,T26,Henrik Stenson,60,"23' 11""",11957.917,500
28,T26,T26,Daniel Summerhays,51,"23' 11""",8716.5,365
29,T26,T26,Cameron Tringale,67,"23' 11""",13047.917,545
30,T31,T31,Blayne Barber,69,"23' 10""",15441.167,648
31,T31,T31,Paul Casey,74,"23' 10""",11913.0,500
32,T31,T31,Lucas Glover,65,"23' 10""",11232.25,472
33,T31,T31,Beau Hossler,104,"23' 10""",21801.917,914
34,T31,T31,Webb Simpson,95,"23' 10""",19372.75,812
35,T36,T36,Zac Blair,64,"23' 9""",11131.0,469
36,T36,T36,Jason Day,75,"23' 9""",11282.083,475
37,T36,T36,Tony Finau,105,"23' 9""",20016.167,843
38,T36,T36,Adam Hadwin,92,"23' 9""",16193.083,682
39,T36,T36,Patton Kizzire,92,"23' 9""",19902.5,839
40,T36,T36,Aaron Wise,90,"23' 9""",19339.75,813
41,T36,T36,Xinjun Zhang,81,"23' 9""",14309.167,602
42,T43,T43,Bud Cauley,55,"23' 8""",9488.583,401
43,T43,T43,Bill Haas,76,"23' 8""",16731.75,706
44,T43,T43,Andrew Putnam,97,"23' 8""",19297.0,814
45,T46,T46,Ryan Blaum,81,"23' 7""",17255.333,731
46,T46,T46,Brice Garnett,99,"23' 7""",20349.667,863
47,T46,T46,Scott Piercy,84,"23' 7""",17117.083,726
48,T46,T46,Rory Sabbatini,91,"23' 7""",17752.25,753
49,T46,T46,Brandt Snedeker,84,"23' 7""",17630.75,747
50,51,51,Stephan Jaeger,81,"23' 6""",15994.667,680
51,T52,T52,Bronson Burgoon,69,"23' 5""",14188.667,607
52,T52,T52,Billy Hurley III,70,"23' 5""",13749.083,588
53,T52,T52,Martin Piller,79,"23' 5""",15651.833,669
54,T52,T52,D.A. Points,63,"23' 5""",11303.5,482
55,T52,T52,Kevin Streelman,94,"23' 5""",21388.333,913
56,T52,T52,Kevin Tway,110,"23' 5""",22159.417,945
57,T52,T52,Nick Watney,94,"23' 5""",20034.833,855
58,T59,T59,Rickie Fowler,74,"23' 4""",15037.917,645
59,T59,T59,Matt Jones,70,"23' 4""",11286.583,484
60,T59,T59,Chez Reavie,93,"23' 4""",14215.917,610
61,T59,T59,Hudson Swafford,73,"23' 4""",12907.917,553
62,T63,T63,Daniel Berger,81,"23' 3""",14994.083,646
63,T63,T63,Scott Brown,102,"23' 3""",19992.0,859
64,T63,T63,Jason Dufner,71,"23' 3""",12086.833,520
65,T63,T63,Tommy Fleetwood,73,"23' 3""",12769.25,550
66,T63,T63,Trey Mullinax,75,"23' 3""",14480.083,622
67,T63,T63,Scott Stallings,96,"23' 3""",19513.583,840
68,T63,T63,Richy Werenski,98,"23' 3""",18301.75,786
69,T70,T70,Jim Furyk,50,"23' 2""",10844.417,468
70,T70,T70,Lanto Griffin,80,"23' 2""",14527.333,627
71,T70,T70,Chesson Hadley,103,"23' 2""",21437.0,926
72,T70,T70,James Hahn,85,"23' 2""",16746.083,723
73,T70,T70,Brandon Harkins,101,"23' 2""",19682.167,850
74,T70,T70,J.J. Henry,81,"23' 2""",16798.0,724
75,T70,T70,Shane Lowry,64,"23' 2""",12755.25,551
76,T70,T70,Louis Oosthuizen,62,"23' 2""",10663.25,460
77,T70,T70,Ian Poulter,73,"23' 2""",11895.75,514
78,T70,T70,Justin Rose,70,"23' 2""",11996.417,517
79,T70,T70,Xander Schauffele,96,"23' 2""",16737.583,723
80,T70,T70,Ollie Schniederjans,91,"23' 2""",17455.417,753
81,T82,T82,Jonathan Byrd,70,"23' 1""",11921.833,517
82,T82,T82,Patrick Cantlay,87,"23' 1""",16438.333,713
83,T82,T82,Austin Cook,107,"23' 1""",21072.25,912
84,T82,T82,Brian Gay,103,"23' 1""",20671.333,897
85,T82,T82,Mackenzie Hughes,80,"23' 1""",16761.75,725
86,T82,T82,Russell Knox,94,"23' 1""",18635.083,806
87,T82,T82,Phil Mickelson,90,"23' 1""",15383.917,666
88,T82,T82,Adam Scott,78,"23' 1""",14464.917,626
89,T82,T82,Brian Stuard,103,"23' 1""",21478.667,930
90,T82,T82,Nick Taylor,94,"23' 1""",17766.25,771
91,T82,T82,Peter Uihlein,83,"23' 1""",15582.0,674
92,T82,T82,Harold Varner III,91,"23' 1""",17942.583,778
93,T94,T94,Ryan Armour,109,"23' 0""",22937.25,998
94,T94,T94,Rafa Cabrera Bello,75,"23' 0""",11422.833,497
95,T94,T94,Ben Crane,65,"23' 0""",10766.5,468
96,T94,T94,Russell Henley,77,"23' 0""",14475.417,629
97,T94,T94,Luke List,98,"23' 0""",18701.667,814
