,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Emiliano Grillo,94,11.24,418,47
1,2,2,Whee Kim,93,11.14,404,45
2,3,3,Dustin Johnson,77,11.11,324,36
3,4,4,Kevin Na,91,10.54,370,39
4,T5,T5,Brian Harman,94,10.44,450,47
5,T5,T5,Martin Laird,73,10.44,364,38
6,T7,T7,Tom Hoge,101,10.28,399,41
7,T7,T7,Beau Hossler,104,10.28,564,58
8,9,9,Alex Noren,67,9.88,324,32
9,10,10,Brandt Snedeker,84,9.46,444,42
10,T11,T11,Tom Lovelady,87,9.4,436,41
11,T11,T11,Ben Martin,64,9.4,298,28
12,13,13,Jonathan Randolph,71,9.37,331,31
13,14,14,Tony Finau,105,9.27,518,48
14,15,15,Justin Thomas,91,9.19,359,33
15,16,16,Wesley Bryan,69,9.09,253,23
16,17,17,Brian Gay,103,9.01,533,48
17,18,18,Brooks Koepka,64,8.97,301,27
18,19,19,Greg Chalmers,56,8.94,246,22
19,20,20,Tommy Fleetwood,73,8.9,337,30
20,21,21,J.T. Poston,73,8.88,338,30
21,22,22,Peter Uihlein,83,8.84,396,35
22,23,23,Billy Hurley III,70,8.81,352,31
23,24,24,Kevin Kisner,89,8.79,421,37
24,25,25,Cody Gribble,71,8.78,296,26
25,26,26,Matt Jones,70,8.77,285,25
26,27,27,Justin Rose,70,8.74,309,27
27,28,28,Ryan Blaum,81,8.72,447,39
28,29,29,Rafa Cabrera Bello,75,8.71,287,25
29,30,30,Michael Thompson,62,8.7,414,36
30,31,31,Harris English,84,8.63,394,34
31,T32,T32,Ricky Barnes,65,8.61,244,21
32,T32,T32,Roberto Díaz,72,8.61,337,29
33,T34,T34,David Hearn,66,8.58,303,26
34,T34,T34,Troy Merritt,89,8.58,408,35
35,36,36,Harold Varner III,91,8.54,445,38
36,37,37,Zecheng Dou,53,8.53,211,18
37,38,38,Grayson Murray,72,8.45,296,25
38,T39,T39,Michael Kim,74,8.44,308,26
39,T39,T39,Nicholas Lindheim,77,8.44,379,32
40,41,41,Joel Dahmen,93,8.43,415,35
41,42,42,Zach Johnson,94,8.35,395,33
42,43,43,Brandon Harkins,101,8.33,492,41
43,44,44,Ben Silverman,90,8.28,447,37
44,45,45,Robert Streb,78,8.22,365,30
45,46,46,Ryan Armour,109,8.21,560,46
46,47,47,Russell Henley,77,8.2,366,30
47,48,48,Stewart Cink,87,8.14,393,32
48,T49,T49,Pat Perez,82,8.05,298,24
49,T49,T49,Sam Ryder,82,8.05,435,35
50,51,51,Chez Reavie,93,8.03,361,29
51,52,52,Zac Blair,64,8.02,262,21
52,53,53,Phil Mickelson,90,8.01,387,31
53,54,54,Chris Kirk,108,7.99,563,45
54,55,55,Brett Stegmaier,67,7.98,326,26
55,56,56,Bill Haas,76,7.96,427,34
56,57,57,Conrad Shindler,60,7.92,265,21
57,58,58,Rory McIlroy,64,7.91,278,22
58,59,59,Rob Oppenheim,74,7.87,305,24
59,60,60,Lanto Griffin,80,7.8,359,28
60,T61,T61,Blayne Barber,69,7.77,399,31
61,T61,T61,Gary Woodland,96,7.77,412,32
62,63,63,Derek Fathauer,84,7.73,414,32
63,T64,T64,David Lingmerth,82,7.71,389,30
64,T64,T64,William McGirt,84,7.71,493,38
65,66,66,Xander Schauffele,96,7.64,406,31
66,67,67,Rory Sabbatini,91,7.61,473,36
67,68,68,Alex Cejka,77,7.6,329,25
68,T69,T69,Chad Campbell,87,7.59,395,30
69,T69,T69,Ollie Schniederjans,91,7.59,435,33
70,T71,T71,"Ted Potter, Jr.",87,7.58,409,31
71,T71,T71,Patrick Reed,94,7.58,343,26
72,T71,T71,Andrew Yun,51,7.58,198,15
73,74,74,James Hahn,85,7.57,436,33
74,75,75,Dominic Bozzelli,65,7.55,331,25
75,76,76,Francesco Molinari,73,7.52,319,24
76,77,77,Kyle Stanley,93,7.48,428,32
77,T78,T78,Jim Furyk,50,7.47,281,21
78,T78,T78,Johnson Wagner,75,7.47,375,28
79,T78,T78,Aaron Wise,90,7.47,509,38
80,T81,T81,Hideki Matsuyama,75,7.44,336,25
81,T81,T81,Kevin Tway,110,7.44,551,41
82,83,83,Tiger Woods,68,7.41,324,24
83,84,84,Webb Simpson,95,7.37,475,35
84,85,85,Russell Knox,94,7.35,476,35
85,T86,T86,Scott Stallings,96,7.32,478,35
86,T86,T86,Jimmy Walker,81,7.32,355,26
87,88,88,Henrik Stenson,60,7.28,302,22
88,T89,T89,Matt Atkins,56,7.26,234,17
89,T89,T89,Sean O'Hair,67,7.26,303,22
