,Putting_from_4_RANK THIS WEEK,Putting_from_4_RANK LAST WEEK,Putting_from_4_PLAYER NAME,Putting_from_4_ROUNDS,Putting_from_4_% MADE,Putting_from_4_ATTEMPTS,Putting_from_4_PUTTS MADE
0,1,1,Chesson Hadley,103,98.85,174,172
1,2,2,Emiliano Grillo,94,97.1,138,134
2,3,3,Kevin Kisner,89,97.08,137,133
3,4,4,Nate Lashley,51,96.92,65,63
4,5,5,Seamus Power,86,96.8,125,121
5,6,6,Alex Cejka,77,96.75,123,119
6,7,7,Greg Chalmers,56,96.67,90,87
7,8,8,Bubba Watson,90,96.46,113,109
8,9,9,Scott Stallings,96,96.41,167,161
9,10,10,Beau Hossler,104,96.39,194,187
10,11,11,Cameron Tringale,67,96.33,109,105
11,12,12,Webb Simpson,95,96.27,161,155
12,13,13,Peter Malnati,87,96.25,160,154
13,14,14,David Lingmerth,82,96.24,133,128
14,15,15,Chris Kirk,108,96.11,180,173
15,16,16,Brice Garnett,99,96.08,153,147
16,17,17,Andrew Landry,82,96.03,151,145
17,T18,T18,Derek Fathauer,84,96.0,125,120
18,T18,T18,Ethan Tracy,72,96.0,100,96
19,20,20,Stephan Jaeger,81,95.83,144,138
20,21,21,Brandon Harkins,101,95.76,165,158
21,22,22,Jason Day,75,95.74,94,90
22,23,23,Daniel Berger,81,95.73,117,112
23,T24,T24,Charles Howell III,104,95.68,139,133
24,T24,T24,Justin Thomas,91,95.68,139,133
25,26,26,Jim Furyk,50,95.65,92,88
26,27,27,Xander Schauffele,96,95.63,160,153
27,28,28,Kevin Streelman,94,95.57,158,151
28,29,29,Bronson Burgoon,69,95.5,111,106
29,30,30,James Hahn,85,95.49,133,127
30,T31,T31,Jonathan Byrd,70,95.45,88,84
31,T31,T31,C.T. Pan,104,95.45,154,147
32,33,33,Roberto Díaz,72,95.31,128,122
33,34,34,Tommy Fleetwood,73,95.29,85,81
34,35,35,Retief Goosen,60,95.24,84,80
35,36,36,Daniel Summerhays,51,95.18,83,79
36,37,37,Jamie Lovemark,92,95.1,143,136
37,T38,T38,Rickie Fowler,74,95.04,121,115
38,T38,T38,Graeme McDowell,67,95.04,121,115
39,T38,T38,Jimmy Walker,81,95.04,141,134
40,41,41,Anirban Lahiri,82,94.96,119,113
41,42,42,Fabián Gómez,88,94.92,118,112
42,43,43,Shane Lowry,64,94.9,98,93
43,44,44,Johnson Wagner,75,94.87,117,111
44,45,45,Jonas Blixt,67,94.85,97,92
45,46,46,Ryan Palmer,69,94.78,115,109
46,47,47,Austin Cook,107,94.71,208,197
47,T48,T48,Ian Poulter,73,94.69,113,107
48,T48,T48,Chris Stroud,81,94.69,113,107
49,50,50,Charl Schwartzel,65,94.68,94,89
50,51,51,Andrew Putnam,97,94.64,168,159
51,52,52,Whee Kim,93,94.58,166,157
52,T53,T53,Adam Hadwin,92,94.57,129,122
53,T53,T53,Henrik Stenson,60,94.57,92,87
54,55,55,Kevin Chappell,77,94.53,128,121
55,56,56,Jonathan Randolph,71,94.4,125,118
56,57,57,Rory McIlroy,64,94.39,107,101
57,58,58,Billy Hurley III,70,94.29,105,99
58,59,59,Trey Mullinax,75,94.26,122,115
59,T60,T60,John Huh,94,94.12,153,144
60,T60,T60,Alex Noren,67,94.12,85,80
61,T60,T60,Tyrone Van Aswegen,101,94.12,170,160
62,63,63,Hudson Swafford,73,94.06,101,95
63,T64,T64,Cody Gribble,71,93.97,116,109
64,T64,T64,Peter Uihlein,83,93.97,116,109
65,66,66,Byeong Hun An,86,93.96,149,140
66,67,67,Joel Dahmen,93,93.94,132,124
67,68,68,Billy Horschel,86,93.85,130,122
68,69,69,Steve Wheatcroft,60,93.83,81,76
69,70,70,Kyle Stanley,93,93.79,145,136
70,71,71,Michael Kim,74,93.75,112,105
71,72,72,Blayne Barber,69,93.7,127,119
72,73,73,Wesley Bryan,69,93.69,111,104
73,74,74,Xinjun Zhang,81,93.65,126,118
74,75,75,Mackenzie Hughes,80,93.55,124,116
75,76,76,Aaron Wise,90,93.51,185,173
76,77,77,Si Woo Kim,108,93.49,169,158
77,78,78,Harris English,84,93.48,138,129
78,79,79,Nick Watney,94,93.46,153,143
79,80,80,Patton Kizzire,92,93.42,152,142
80,81,81,Troy Merritt,89,93.33,150,140
81,82,82,Justin Rose,70,93.28,119,111
82,83,83,Cameron Smith,85,93.27,104,97
83,84,84,Martin Piller,79,93.23,133,124
84,85,85,Rory Sabbatini,91,93.21,162,151
85,86,86,Kevin Tway,110,93.2,147,137
86,87,87,Harold Varner III,91,93.15,146,136
87,T88,T88,Bryson DeChambeau,93,93.08,159,148
88,T88,T88,Phil Mickelson,90,93.08,159,148
89,90,90,Ben Silverman,90,92.99,157,146
90,91,91,Kelly Kraft,94,92.91,141,131
91,T92,T92,Russell Henley,77,92.86,112,104
92,T92,T92,Matt Kuchar,88,92.86,140,130
93,T92,T92,Brian Stuard,103,92.86,168,156
94,95,95,Brian Harman,94,92.81,139,129
95,96,96,Patrick Rodgers,97,92.8,125,116
96,97,97,Abraham Ancer,98,92.76,152,141
97,98,98,Ben Martin,64,92.74,124,115
98,99,99,Brian Gay,103,92.7,178,165
99,100,100,Tony Finau,105,92.67,150,139
