,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Peter Malnati,27.46,714,26
1,2,2,Charl Schwartzel,27.83,501,18
2,3,3,Johnson Wagner,27.89,530,19
3,4,4,Dominic Bozzelli,27.95,559,20
4,5,5,Ollie Schniederjans,28.0,728,26
5,6,6,Kelly Kraft,28.03,841,30
6,T7,T7,Ricky Barnes,28.05,533,19
7,T7,T7,Ben Martin,28.05,561,20
8,9,9,Phil Mickelson,28.09,646,23
9,10,10,Jason Day,28.11,506,18
10,11,11,Bud Cauley,28.13,422,15
11,12,12,Cody Gribble,28.17,648,23
12,13,13,Brian Gay,28.21,818,29
13,T14,T14,Dustin Johnson,28.26,537,19
14,T14,T14,David Lingmerth,28.26,650,23
15,16,16,Webb Simpson,28.28,707,25
16,17,17,Justin Thomas,28.29,594,21
17,T18,T18,Ben Crane,28.32,538,19
18,T18,T18,Cameron Smith,28.32,623,22
19,20,20,Tom Hoge,28.34,822,29
20,21,21,Paul Casey,28.37,539,19
21,22,22,Patrick Reed,28.42,682,24
22,23,23,Wesley Bryan,28.43,597,21
23,24,24,Danny Lee,28.44,768,27
24,T25,T25,Brandon Harkins,28.46,797,28
25,T25,T25,Beau Hossler,28.46,797,28
26,27,27,Daniel Summerhays,28.47,484,17
27,T28,T28,Denny McCarthy,28.5,570,20
28,T28,T28,Cameron Percy,28.5,399,14
29,T28,T28,Jimmy Walker,28.5,627,22
30,T31,T31,Aaron Baddeley,28.52,713,25
31,T31,T31,Jonas Blixt,28.52,599,21
32,T31,T31,Scott Brown,28.52,884,31
33,34,34,Greg Chalmers,28.53,542,19
34,35,35,Scott Stallings,28.54,799,28
35,T36,T36,Kevin Tway,28.55,828,29
36,T36,T36,Bubba Watson,28.55,628,22
37,38,38,Brooks Koepka,28.56,457,16
38,39,39,Zach Johnson,28.57,657,23
