,Total_1_Putts_-_15-20_RANK THIS WEEK,Total_1_Putts_-_15-20_RANK LAST WEEK,Total_1_Putts_-_15-20_PLAYER NAME,Total_1_Putts_-_15-20_ROUNDS,Total_1_Putts_-_15-20_TOTAL,Total_1_Putts_-_15-20_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_15-20_PCT OF ALL 1-PUTTS
0,T1,T1,Bryson DeChambeau,93,42,551,7.6
1,T1,T1,J.J. Spaun,85,42,461,9.1
2,3,3,Vaughn Taylor,83,40,489,8.2
3,4,4,Jason Kokrak,99,39,577,6.8
4,5,5,Ben Silverman,90,38,527,7.2
5,6,6,Chesson Hadley,103,37,613,6.0
6,T7,T7,Ryan Armour,109,36,659,5.5
7,T7,T7,Brian Gay,103,36,706,5.1
8,T7,T7,Kevin Na,91,36,561,6.4
9,T7,T7,Webb Simpson,95,36,601,6.0
10,T7,T7,Tyrone Van Aswegen,101,36,575,6.3
11,T12,T12,Austin Cook,107,35,671,5.2
12,T12,T12,Aaron Wise,90,35,556,6.3
13,T14,T14,Billy Horschel,86,34,528,6.4
14,T14,T14,Peter Malnati,87,34,598,5.7
15,T14,T14,Brandt Snedeker,84,34,532,6.4
16,T14,T14,Nick Watney,94,34,542,6.3
17,T18,T18,Charley Hoffman,87,33,479,6.9
18,T18,T18,John Huh,94,33,577,5.7
19,T18,T18,Patton Kizzire,92,33,509,6.5
20,T18,T18,Martin Laird,73,33,444,7.4
21,T18,T18,Kevin Tway,110,33,617,5.3
22,T18,T18,Jimmy Walker,81,33,499,6.6
23,T24,T24,Keegan Bradley,98,32,522,6.1
24,T24,T24,Kevin Chappell,77,32,415,7.7
25,T24,T24,Brandon Harkins,101,32,621,5.2
26,T24,T24,Chris Kirk,108,32,678,4.7
27,T24,T24,Anirban Lahiri,82,32,488,6.6
28,T24,T24,Tom Lovelady,87,32,446,7.2
29,T24,T24,Keith Mitchell,99,32,541,5.9
30,T24,T24,C.T. Pan,104,32,524,6.1
31,T32,T32,Aaron Baddeley,84,31,485,6.4
32,T32,T32,Phil Mickelson,90,31,540,5.7
33,T32,T32,Sam Saunders,80,31,475,6.5
34,T35,T35,Kelly Kraft,94,30,528,5.7
35,T35,T35,Brian Stuard,103,30,609,4.9
36,T37,T37,Scott Brown,102,29,547,5.3
37,T37,T37,Brian Harman,94,29,515,5.6
38,T37,T37,Zach Johnson,94,29,520,5.6
39,T37,T37,Andrew Landry,82,29,499,5.8
40,T37,T37,Danny Lee,88,29,534,5.4
41,T37,T37,Tiger Woods,68,29,454,6.4
42,T43,T43,Harris English,84,28,485,5.8
43,T43,T43,Rickie Fowler,74,28,419,6.7
44,T43,T43,Emiliano Grillo,94,28,539,5.2
45,T43,T43,Adam Hadwin,92,28,450,6.2
46,T43,T43,Russell Knox,94,28,467,6.0
47,T43,T43,Matt Kuchar,88,28,476,5.9
48,T43,T43,David Lingmerth,82,28,514,5.4
49,T43,T43,Hideki Matsuyama,75,28,407,6.9
50,T43,T43,Patrick Rodgers,97,28,517,5.4
51,T43,T43,Ollie Schniederjans,91,28,577,4.9
52,T43,T43,Kevin Streelman,94,28,510,5.5
53,T54,T54,Abraham Ancer,98,27,596,4.5
54,T54,T54,Kevin Kisner,89,27,442,6.1
55,T54,T54,Xander Schauffele,96,27,530,5.1
56,T54,T54,Kyle Stanley,93,27,440,6.1
57,T58,T58,Ryan Blaum,81,26,493,5.3
58,T58,T58,Russell Henley,77,26,376,6.9
59,T58,T58,Tom Hoge,101,26,629,4.1
60,T58,T58,Charles Howell III,104,26,519,5.0
61,T58,T58,Sam Ryder,82,26,453,5.7
62,T58,T58,Cameron Smith,85,26,461,5.6
63,T58,T58,Scott Stallings,96,26,547,4.8
64,T58,T58,Harold Varner III,91,26,502,5.2
65,T58,T58,Gary Woodland,96,26,471,5.5
66,T67,T67,Alex Cejka,77,25,446,5.6
67,T67,T67,Brice Garnett,99,25,542,4.6
68,T67,T67,Robert Garrigus,80,25,464,5.4
69,T67,T67,Si Woo Kim,108,25,572,4.4
70,T67,T67,Luke List,98,25,518,4.8
71,T67,T67,J.T. Poston,73,25,401,6.2
72,T67,T67,"Ted Potter, Jr.",87,25,570,4.4
73,T67,T67,Seamus Power,86,25,473,5.3
74,T67,T67,Rory Sabbatini,91,25,530,4.7
75,T76,T76,Corey Conners,97,24,507,4.7
76,T76,T76,Beau Hossler,104,24,651,3.7
77,T76,T76,Whee Kim,93,24,553,4.3
78,T76,T76,William McGirt,84,24,512,4.7
79,T76,T76,Sean O'Hair,67,24,405,5.9
80,T76,T76,Rob Oppenheim,74,24,390,6.2
81,T76,T76,Ian Poulter,73,24,352,6.8
82,T83,T83,Daniel Berger,81,23,425,5.4
83,T83,T83,Tommy Fleetwood,73,23,381,6.0
84,T83,T83,Fabián Gómez,88,23,461,5.0
85,T83,T83,Billy Hurley III,70,23,398,5.8
86,T83,T83,Stephan Jaeger,81,23,415,5.5
87,T83,T83,Jamie Lovemark,92,23,586,3.9
88,T83,T83,Ryan Palmer,69,23,425,5.4
89,T83,T83,Adam Scott,78,23,404,5.7
90,T83,T83,Michael Thompson,62,23,365,6.3
91,T92,T92,Chad Campbell,87,22,464,4.7
92,T92,T92,Patrick Cantlay,87,22,444,5.0
93,T92,T92,Matt Every,79,22,421,5.2
94,T92,T92,Derek Fathauer,84,22,506,4.3
95,T92,T92,Lucas Glover,65,22,315,7.0
96,T92,T92,Lanto Griffin,80,22,403,5.5
97,T92,T92,James Hahn,85,22,468,4.7
