,Putts_Made_Per_Event_Over_10_RANK THIS WEEK,Putts_Made_Per_Event_Over_10_RANK LAST WEEK,Putts_Made_Per_Event_Over_10_PLAYER NAME,Putts_Made_Per_Event_Over_10_ROUNDS,Putts_Made_Per_Event_Over_10_PUTTS MADE
0,1,1,Emiliano Grillo,94,7.7
1,2,2,Tommy Fleetwood,73,7.5
2,T3,T3,Rafa Cabrera Bello,75,7.1
3,T3,T3,Dustin Johnson,77,7.1
4,T5,T5,Brian Harman,94,6.8
5,T5,T5,Brooks Koepka,64,6.8
6,7,7,Rickie Fowler,74,6.7
7,T8,T8,Branden Grace,67,6.6
8,T8,T8,Tiger Woods,68,6.6
9,T10,T10,Jim Furyk,50,6.5
10,T10,T10,Adam Hadwin,92,6.5
11,T10,T10,Beau Hossler,104,6.5
12,T10,T10,Phil Mickelson,90,6.5
13,T10,T10,Kevin Na,91,6.5
14,T10,T10,Webb Simpson,95,6.5
15,T16,T16,Zach Johnson,94,6.4
16,T16,T16,Hideki Matsuyama,75,6.4
17,T16,T16,Alex Noren,67,6.4
18,T16,T16,Justin Thomas,91,6.4
19,T20,T20,Daniel Berger,81,6.3
20,T20,T20,Jason Day,75,6.3
21,T20,T20,Tony Finau,105,6.3
22,T20,T20,Gary Woodland,96,6.3
23,24,24,Justin Rose,70,6.2
24,T25,T25,Patrick Cantlay,87,6.1
25,T25,T25,Bryson DeChambeau,93,6.1
26,T25,T25,Russell Henley,77,6.1
27,T25,T25,Jason Kokrak,99,6.1
28,T25,T25,Anirban Lahiri,82,6.1
29,T25,T25,Ian Poulter,73,6.1
30,T25,T25,Brandt Snedeker,84,6.1
31,T32,T32,Austin Cook,107,6.0
32,T32,T32,Ben Silverman,90,6.0
33,T34,T34,Matt Kuchar,88,5.9
34,T34,T34,Michael Thompson,62,5.9
35,T36,T36,Kiradech Aphibarnrat,51,5.8
36,T36,T36,Marc Leishman,93,5.8
37,T36,T36,Tom Lovelady,87,5.8
38,T36,T36,Jimmy Walker,81,5.8
39,T40,T40,Chesson Hadley,103,5.7
40,T40,T40,Billy Horschel,86,5.7
41,T40,T40,Jon Rahm,71,5.7
42,T40,T40,Adam Scott,78,5.7
43,T40,T40,Kyle Stanley,93,5.7
44,T40,T40,Henrik Stenson,60,5.7
45,T46,T46,Charley Hoffman,87,5.6
46,T46,T46,Charles Howell III,104,5.6
47,T46,T46,Pat Perez,82,5.6
48,T46,T46,J.T. Poston,73,5.6
49,T46,T46,Xander Schauffele,96,5.6
50,T46,T46,Cameron Smith,85,5.6
51,T46,T46,Brett Stegmaier,67,5.6
52,T46,T46,Nick Watney,94,5.6
53,T54,T54,Tyrrell Hatton,58,5.5
54,T54,T54,Chris Kirk,108,5.5
55,T54,T54,Graeme McDowell,67,5.5
56,T54,T54,Ollie Schniederjans,91,5.5
57,T54,T54,Vaughn Taylor,83,5.5
58,T59,T59,Ryan Armour,109,5.4
59,T59,T59,Dominic Bozzelli,65,5.4
60,T59,T59,Keegan Bradley,98,5.4
61,T59,T59,Brian Gay,103,5.4
62,T59,T59,Lucas Glover,65,5.4
63,T59,T59,Brandon Harkins,101,5.4
64,T59,T59,Whee Kim,93,5.4
65,T59,T59,Russell Knox,94,5.4
66,T59,T59,Martin Laird,73,5.4
67,T59,T59,Ryan Moore,78,5.4
68,T59,T59,Andrew Putnam,97,5.4
69,T59,T59,Brian Stuard,103,5.4
70,T59,T59,Kevin Tway,110,5.4
71,T59,T59,Aaron Wise,90,5.4
72,T73,T73,Corey Conners,97,5.3
73,T73,T73,David Lingmerth,82,5.3
74,T73,T73,Troy Merritt,89,5.3
75,T73,T73,Chez Reavie,93,5.3
76,T73,T73,Charl Schwartzel,65,5.3
77,T73,T73,J.J. Spaun,85,5.3
78,T73,T73,Harold Varner III,91,5.3
79,T73,T73,Johnson Wagner,75,5.3
80,T81,T81,Byeong Hun An,86,5.2
81,T81,T81,Kevin Chappell,77,5.2
82,T81,T81,Jason Dufner,71,5.2
83,T81,T81,Peter Malnati,87,5.2
84,T81,T81,William McGirt,84,5.2
85,T81,T81,Cameron Percy,56,5.2
86,T81,T81,Jordan Spieth,81,5.2
87,T81,T81,Peter Uihlein,83,5.2
88,T89,T89,Ryan Blaum,81,5.1
89,T89,T89,Stewart Cink,87,5.1
90,T89,T89,Tom Hoge,101,5.1
91,T89,T89,Danny Lee,88,5.1
92,T89,T89,Nicholas Lindheim,77,5.1
93,T89,T89,Jamie Lovemark,92,5.1
94,T89,T89,Rory McIlroy,64,5.1
95,T96,T96,Abraham Ancer,98,5.0
96,T96,T96,John Huh,94,5.0
97,T96,T96,Patton Kizzire,92,5.0
98,T96,T96,Hunter Mahan,67,5.0
99,T96,T96,C.T. Pan,104,5.0
100,T96,T96,Hudson Swafford,73,5.0
101,T96,T96,Jhonattan Vegas,92,5.0
102,T103,T103,Blayne Barber,69,4.9
103,T103,T103,Matt Jones,70,4.9
104,T103,T103,Kevin Kisner,89,4.9
105,T103,T103,Ben Martin,64,4.9
106,T103,T103,Grayson Murray,72,4.9
107,T103,T103,"Ted Potter, Jr.",87,4.9
108,T103,T103,Sam Ryder,82,4.9
109,T110,T110,Wesley Bryan,69,4.8
110,T110,T110,Shane Lowry,64,4.8
111,T110,T110,Denny McCarthy,71,4.8
112,T110,T110,Rob Oppenheim,74,4.8
113,T110,T110,Seamus Power,86,4.8
114,T110,T110,Patrick Reed,94,4.8
115,T110,T110,Rory Sabbatini,91,4.8
116,T110,T110,Sam Saunders,80,4.8
117,T118,T118,Zac Blair,64,4.7
118,T118,T118,Paul Casey,74,4.7
119,T118,T118,Joel Dahmen,93,4.7
120,T118,T118,Keith Mitchell,99,4.7
121,T118,T118,Bubba Watson,90,4.7
122,T123,T123,Harris English,84,4.6
123,T123,T123,Martin Flores,92,4.6
124,T123,T123,David Hearn,66,4.6
125,T123,T123,Francesco Molinari,73,4.6
126,T127,T127,Ricky Barnes,65,4.5
127,T127,T127,Lanto Griffin,80,4.5
128,T127,T127,J.B. Holmes,77,4.5
129,T127,T127,Kelly Kraft,94,4.5
130,T127,T127,Andrew Landry,82,4.5
131,T127,T127,Luke List,98,4.5
132,T127,T127,Patrick Rodgers,97,4.5
133,T127,T127,Adam Schenk,86,4.5
134,T127,T127,Scott Stallings,96,4.5
135,T127,T127,Kevin Streelman,94,4.5
136,T137,T137,Alex Cejka,77,4.4
137,T137,T137,Greg Chalmers,56,4.4
138,T137,T137,Fabián Gómez,88,4.4
139,T137,T137,Trey Mullinax,75,4.4
140,T137,T137,Rod Pampling,62,4.4
141,T137,T137,Conrad Shindler,60,4.4
142,T137,T137,Shawn Stefani,76,4.4
143,T137,T137,Daniel Summerhays,51,4.4
144,T137,T137,Nick Taylor,94,4.4
145,T146,T146,Bud Cauley,55,4.3
146,T146,T146,Roberto Díaz,72,4.3
147,T146,T146,Bill Haas,76,4.3
148,T146,T146,James Hahn,85,4.3
149,T146,T146,Si Woo Kim,108,4.3
150,T146,T146,Chris Stroud,81,4.3
151,T146,T146,Tyrone Van Aswegen,101,4.3
152,T146,T146,Steve Wheatcroft,60,4.3
153,T154,T154,Aaron Baddeley,84,4.2
154,T154,T154,Scott Brown,102,4.2
155,T154,T154,Bronson Burgoon,69,4.2
156,T154,T154,Derek Fathauer,84,4.2
157,T154,T154,Martin Piller,79,4.2
158,T154,T154,Ethan Tracy,72,4.2
159,T160,T160,Jonas Blixt,67,4.1
160,T160,T160,Chad Campbell,87,4.1
161,T160,T160,Ben Crane,65,4.1
162,T160,T160,Brice Garnett,99,4.1
163,T160,T160,Stephan Jaeger,81,4.1
164,T160,T160,Sung Kang,89,4.1
165,T160,T160,Satoshi Kodaira,51,4.1
166,T160,T160,Sean O'Hair,67,4.1
167,T160,T160,Louis Oosthuizen,62,4.1
168,T160,T160,Ryan Palmer,69,4.1
169,T160,T160,Jonathan Randolph,71,4.1
170,T160,T160,Brendan Steele,74,4.1
171,T172,T172,Tyler Duncan,97,4.0
172,T172,T172,Talor Gooch,78,4.0
173,T172,T172,Cody Gribble,71,4.0
174,T172,T172,Mackenzie Hughes,80,4.0
175,T176,T176,Robert Garrigus,80,3.9
176,T176,T176,J.J. Henry,81,3.9
177,T176,T176,Billy Hurley III,70,3.9
178,T176,T176,Michael Kim,74,3.9
179,T176,T176,D.A. Points,63,3.9
180,T181,T181,Scott Piercy,84,3.8
181,T181,T181,Richy Werenski,98,3.8
182,T183,T183,Cameron Tringale,67,3.7
183,T183,T183,Xinjun Zhang,81,3.7
184,185,185,Retief Goosen,60,3.6
185,T186,T186,Matt Atkins,56,3.5
186,T186,T186,Jonathan Byrd,70,3.5
187,T186,T186,Matt Every,79,3.5
188,T186,T186,Nate Lashley,51,3.5
189,T186,T186,Robert Streb,78,3.5
190,191,191,Andrew Yun,51,3.1
191,192,192,Zecheng Dou,53,2.7
192,193,193,Kyle Thompson,50,2.3
