,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
0,1,1,Daniel Summerhays,51,28.38,74,21
1,T2,T2,Bryson DeChambeau,93,27.45,153,42
2,T2,T2,Hideki Matsuyama,75,27.45,102,28
3,4,4,Tiger Woods,68,27.1,107,29
4,5,5,Tyrrell Hatton,58,26.87,67,18
5,6,6,Martin Laird,73,26.56,128,34
6,7,7,J.J. Spaun,85,26.54,162,43
7,8,8,Kiradech Aphibarnrat,51,26.42,53,14
8,9,9,Kevin Na,91,25.71,140,36
9,10,10,Ricky Barnes,65,25.58,86,22
10,11,11,Tom Lovelady,87,25.56,133,34
11,12,12,Vaughn Taylor,83,25.16,159,40
12,T13,T13,Brandt Snedeker,84,25.0,136,34
13,T13,T13,Jimmy Walker,81,25.0,132,33
14,15,15,Jason Day,75,24.69,81,20
15,16,16,Ben Silverman,90,24.68,154,38
16,17,17,Lucas Glover,65,24.44,90,22
17,18,18,Phil Mickelson,90,24.43,131,32
18,19,19,Conrad Shindler,60,24.21,95,23
19,20,20,Billy Horschel,86,23.84,151,36
20,T21,T21,Kevin Chappell,77,23.53,136,32
21,T21,T21,Adam Hadwin,92,23.53,119,28
22,T23,T23,Peter Malnati,87,23.13,147,34
23,T23,T23,Sam Saunders,80,23.13,134,31
24,25,25,Michael Thompson,62,23.0,100,23
25,26,26,Webb Simpson,95,22.93,157,36
26,27,27,Anirban Lahiri,82,22.86,140,32
27,28,28,Danny Lee,88,22.83,127,29
28,29,29,Charl Schwartzel,65,22.78,79,18
29,30,30,David Lingmerth,82,22.4,125,28
30,31,31,Jason Kokrak,99,22.35,179,40
31,32,32,Tommy Fleetwood,73,22.33,103,23
32,33,33,Matt Jones,70,22.22,99,22
33,34,34,Russell Henley,77,22.05,127,28
34,35,35,Ian Poulter,73,22.02,109,24
35,36,36,Charley Hoffman,87,21.85,151,33
36,37,37,Aaron Wise,90,21.82,165,36
37,T38,T38,Retief Goosen,60,21.74,69,15
38,T38,T38,Nick Watney,94,21.74,161,35
39,T40,T40,Zac Blair,64,21.69,83,18
40,T40,T40,Greg Chalmers,56,21.69,83,18
41,42,42,Chez Reavie,93,21.55,116,25
42,43,43,Kelly Kraft,94,21.53,144,31
43,T44,T44,Sean O'Hair,67,21.37,117,25
44,T44,T44,J.T. Poston,73,21.37,117,25
45,46,46,Matt Every,79,21.36,103,22
46,47,47,Ryan Blaum,81,21.31,122,26
47,48,48,Patton Kizzire,92,21.29,155,33
48,49,49,Chesson Hadley,103,21.26,174,37
49,50,50,Jamie Lovemark,92,21.1,109,23
50,T51,T51,Rickie Fowler,74,21.01,138,29
51,T51,T51,Seamus Power,86,21.01,119,25
52,53,53,Jon Rahm,71,21.0,100,21
53,54,54,Graeme McDowell,67,20.93,86,18
54,55,55,Aaron Baddeley,84,20.81,149,31
55,56,56,Denny McCarthy,71,20.75,106,22
56,57,57,Louis Oosthuizen,62,20.73,82,17
57,58,58,D.A. Points,63,20.59,102,21
58,59,59,Brian Harman,94,20.57,141,29
59,60,60,Billy Hurley III,70,20.54,112,23
60,61,61,Alex Cejka,77,20.49,122,25
61,62,62,Harris English,84,20.44,137,28
62,63,63,Brooks Koepka,64,20.43,93,19
63,64,64,Wesley Bryan,69,20.39,103,21
64,65,65,Derek Fathauer,84,20.18,109,22
65,66,66,Xander Schauffele,96,20.15,134,27
66,T67,T67,Alex Noren,67,20.0,90,18
67,T67,T67,Cameron Smith,85,20.0,130,26
68,T67,T67,Tyrone Van Aswegen,101,20.0,180,36
69,70,70,Kevin Tway,110,19.88,166,33
70,71,71,Ollie Schniederjans,91,19.86,146,29
71,72,72,Kyle Stanley,93,19.85,136,27
72,73,73,Michael Kim,74,19.8,101,20
73,74,74,Rod Pampling,62,19.78,91,18
74,75,75,Johnson Wagner,75,19.77,86,17
75,76,76,John Huh,94,19.76,167,33
76,77,77,Rob Oppenheim,74,19.67,122,24
77,T78,T78,Ryan Armour,109,19.49,195,38
78,T78,T78,J.J. Henry,81,19.49,118,23
79,80,80,Brian Gay,103,19.46,185,36
80,81,81,Cody Gribble,71,19.44,108,21
81,82,82,Jonathan Byrd,70,19.39,98,19
82,T83,T83,Jonas Blixt,67,19.32,88,17
83,T83,T83,Branden Grace,67,19.32,88,17
84,85,85,Ethan Tracy,72,19.27,109,21
85,86,86,Hunter Mahan,67,19.23,104,20
86,87,87,Jason Dufner,71,19.19,99,19
87,T88,T88,Zach Johnson,94,19.08,152,29
88,T88,T88,Luke List,98,19.08,131,25
89,T90,T90,Bud Cauley,55,19.05,84,16
90,T90,T90,Grayson Murray,72,19.05,105,20
91,T90,T90,Adam Schenk,86,19.05,126,24
92,T93,T93,Lanto Griffin,80,19.01,121,23
93,T93,T93,Ryan Palmer,69,19.01,121,23
94,95,95,Rafa Cabrera Bello,75,19.0,100,19
95,T96,T96,Adam Scott,78,18.85,122,23
96,T96,T96,Hudson Swafford,73,18.85,122,23
97,98,98,Chad Campbell,87,18.8,117,22
98,T99,T99,Matt Kuchar,88,18.79,149,28
99,T99,T99,Patrick Rodgers,97,18.79,149,28
100,101,101,Keith Mitchell,99,18.71,171,32
101,102,102,Charles Howell III,104,18.57,140,26
102,103,103,Keegan Bradley,98,18.5,173,32
103,104,104,Kevin Kisner,89,18.49,146,27
104,105,105,Jonathan Randolph,71,18.45,103,19
105,106,106,Jhonattan Vegas,92,18.42,114,21
106,107,107,Jim Furyk,50,18.39,87,16
107,108,108,Patrick Reed,94,18.26,115,21
108,109,109,Andrew Landry,82,18.24,159,29
109,T110,T110,Ben Crane,65,18.18,88,16
110,T110,T110,Nicholas Lindheim,77,18.18,121,22
111,T110,T110,Robert Streb,78,18.18,121,22
112,113,113,Brandon Harkins,101,18.08,177,32
113,114,114,C.T. Pan,104,18.03,183,33
114,115,115,Brian Stuard,103,17.96,167,30
115,116,116,Blayne Barber,69,17.95,117,21
116,117,117,Martin Piller,79,17.83,129,23
117,118,118,Stephan Jaeger,81,17.69,130,23
118,119,119,Cameron Percy,56,17.65,85,15
119,120,120,Austin Cook,107,17.59,199,35
120,T121,T121,Emiliano Grillo,94,17.5,160,28
121,T121,T121,Russell Knox,94,17.5,160,28
122,123,123,Rory Sabbatini,91,17.48,143,25
123,124,124,Andrew Yun,51,17.46,63,11
124,125,125,Harold Varner III,91,17.45,149,26
125,126,126,Scott Brown,102,17.44,172,30
126,127,127,Shawn Stefani,76,17.39,115,20
127,128,128,David Hearn,66,17.36,121,21
128,129,129,Pat Perez,82,17.35,98,17
129,130,130,Daniel Berger,81,17.29,133,23
130,131,131,Brice Garnett,99,17.12,146,25
131,T132,T132,Chris Kirk,108,17.11,187,32
132,T132,T132,Sam Ryder,82,17.11,152,26
133,T134,T134,James Hahn,85,17.05,129,22
134,T134,T134,Brett Stegmaier,67,17.05,88,15
135,136,136,Peter Uihlein,83,16.94,124,21
136,137,137,William McGirt,84,16.9,142,24
137,138,138,Martin Flores,92,16.79,131,22
138,139,139,Si Woo Kim,108,16.78,149,25
139,140,140,Robert Garrigus,80,16.67,150,25
140,141,141,Sung Kang,89,16.54,127,21
141,142,142,Rory McIlroy,64,16.48,91,15
142,143,143,Gary Woodland,96,16.46,158,26
143,144,144,Marc Leishman,93,16.42,134,22
144,145,145,Ben Martin,64,16.39,122,20
145,T146,T146,"Ted Potter, Jr.",87,16.35,159,26
146,T146,T146,Xinjun Zhang,81,16.35,104,17
147,148,148,Dustin Johnson,77,16.18,136,22
148,149,149,Paul Casey,74,16.16,99,16
149,T150,T150,Mackenzie Hughes,80,16.15,130,21
150,T150,T150,Scott Stallings,96,16.15,161,26
151,152,152,Talor Gooch,78,16.1,118,19
