,Average_Putting_Distance_-_GIR_2_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_2_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_2_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_2_Putts_ROUNDS,Average_Putting_Distance_-_GIR_2_Putts_AVG,Average_Putting_Distance_-_GIR_2_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_2_Putts_TOTAL PUTTS
0,1,1,Greg Chalmers,56,"28' 5""",8385.667,295
1,T2,T2,Patrick Rodgers,97,"27' 10""",16816.417,605
2,T2,T2,Adam Schenk,86,"27' 10""",15952.667,574
3,4,4,Alex Noren,67,"27' 9""",11548.583,416
4,5,5,Johnson Wagner,75,"27' 7""",13418.167,487
5,6,6,Michael Thompson,62,"27' 4""",13690.583,501
6,T7,T7,Hunter Mahan,67,"27' 0""",12200.0,452
7,T7,T7,Daniel Summerhays,51,"27' 0""",6908.1669999999995,256
8,9,9,Derek Fathauer,84,"26' 11""",13745.417,510
9,T10,T10,Kevin Kisner,89,"26' 10""",15245.0,568
10,T10,T10,Denny McCarthy,71,"26' 10""",11522.25,430
11,T10,T10,Seamus Power,86,"26' 10""",14744.083,549
12,13,13,Marc Leishman,93,"26' 7""",15816.333,595
13,14,14,Martin Laird,73,"26' 6""",12949.833,488
14,T15,T15,Fabián Gómez,88,"26' 5""",16664.333,630
15,T15,T15,Tyrrell Hatton,58,"26' 5""",9601.583,364
16,T15,T15,Charles Howell III,104,"26' 5""",18179.917,688
17,T15,T15,Ethan Tracy,72,"26' 5""",11445.417,433
18,T19,T19,Ryan Blaum,81,"26' 4""",14991.0,569
19,T19,T19,Bryson DeChambeau,93,"26' 4""",17286.833,656
20,T19,T19,Lucas Glover,65,"26' 4""",9914.417,376
21,T19,T19,Jon Rahm,71,"26' 4""",11265.083,428
22,T23,T23,Blayne Barber,69,"26' 3""",13865.0,529
23,T23,T23,Zac Blair,64,"26' 3""",9945.25,379
24,T23,T23,Billy Hurley III,70,"26' 3""",11886.083,453
25,T23,T23,William McGirt,84,"26' 3""",17157.917,654
26,T23,T23,D.A. Points,63,"26' 3""",9498.667,362
27,T28,T28,Bud Cauley,55,"26' 2""",8318.917,318
28,T28,T28,Jason Kokrak,99,"26' 2""",20220.333,773
29,T28,T28,Brett Stegmaier,67,"26' 2""",11080.917,424
30,T28,T28,Cameron Tringale,67,"26' 2""",11191.5,428
31,T28,T28,Aaron Wise,90,"26' 2""",16970.333,649
32,T28,T28,Xinjun Zhang,81,"26' 2""",12678.417,484
