,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Rory McIlroy,48.41,122,252
1,2,2,Harris English,47.22,85,180
2,3,3,Chad Campbell,46.83,118,252
3,4,4,Martin Piller,46.76,101,216
4,5,5,"Ted Potter, Jr.",46.53,134,288
5,6,6,Satoshi Kodaira,46.03,58,126
6,7,7,Abraham Ancer,45.56,164,360
7,8,8,Cameron Smith,45.42,139,306
8,9,9,Greg Chalmers,45.14,65,144
9,10,10,Rob Oppenheim,44.44,80,180
10,11,11,Tiger Woods,44.1,127,288
11,12,12,Justin Thomas,43.89,158,360
12,13,13,Justin Rose,43.75,126,288
13,14,14,Wesley Bryan,43.52,94,216
14,15,15,Jordan Spieth,43.46,133,306
15,16,16,Talor Gooch,43.06,93,216
16,T17,T17,Brice Garnett,42.98,147,342
17,T17,T17,Kevin Na,42.98,147,342
18,19,19,Patrick Reed,42.78,154,360
19,20,20,Mackenzie Hughes,42.74,100,234
20,T21,T21,Bud Cauley,42.42,84,198
21,T21,T21,Matt Jones,42.42,84,198
22,T23,T23,Jason Day,42.36,122,288
23,T23,T23,Billy Hurley III,42.36,61,144
24,25,25,Phil Mickelson,42.33,160,378
25,T26,T26,Chris Kirk,42.31,198,468
26,T26,T26,Ethan Tracy,42.31,99,234
27,T28,T28,Grayson Murray,42.22,114,270
28,T28,T28,Jonathan Randolph,42.22,76,180
29,30,30,Zac Blair,42.13,91,216
30,31,31,Ian Poulter,42.06,106,252
31,32,32,Matt Kuchar,41.98,136,324
32,T33,T33,Kiradech Aphibarnrat,41.67,75,180
33,T33,T33,Alex Cejka,41.67,105,252
34,T33,T33,Brandon Harkins,41.67,150,360
35,36,36,Blayne Barber,41.45,97,234
36,T37,T37,Daniel Berger,40.85,125,306
37,T37,T37,Rickie Fowler,40.85,125,306
38,39,39,Brian Stuard,40.83,147,360
39,T40,T40,Michael Kim,40.74,66,162
40,T40,T40,Marc Leishman,40.74,154,378
41,T40,T40,Patrick Rodgers,40.74,132,324
42,43,43,Alex Noren,40.6,95,234
43,T44,T44,Patton Kizzire,40.52,124,306
44,T44,T44,Jimmy Walker,40.52,124,306
45,46,46,Ollie Schniederjans,40.43,131,324
46,T47,T47,Brian Gay,40.4,160,396
47,T47,T47,Charl Schwartzel,40.4,80,198
48,49,49,Tom Hoge,40.35,138,342
49,50,50,Xander Schauffele,40.21,152,378
50,T51,T51,Anirban Lahiri,40.2,123,306
51,T51,T51,Ryan Moore,40.2,123,306
52,T53,T53,Derek Fathauer,40.17,94,234
53,T53,T53,Sam Saunders,40.17,94,234
54,55,55,Seamus Power,40.08,101,252
55,56,56,J.T. Poston,40.0,108,270
56,57,57,Bronson Burgoon,39.9,79,198
57,T58,T58,John Huh,39.87,122,306
58,T58,T58,Chez Reavie,39.87,122,306
59,60,60,Dominic Bozzelli,39.68,100,252
60,61,61,Peter Uihlein,39.63,107,270
61,62,62,Austin Cook,39.56,178,450
62,63,63,Rafa Cabrera Bello,39.54,121,306
63,64,64,Jonas Blixt,39.44,71,180
64,T65,T65,Chesson Hadley,39.42,149,378
65,T65,T65,Brian Harman,39.42,149,378
66,T67,T67,Beau Hossler,39.35,170,432
67,T67,T67,Graeme McDowell,39.35,85,216
68,T69,T69,Martin Laird,39.32,92,234
69,T69,T69,Chris Stroud,39.32,92,234
70,71,71,Robert Garrigus,39.29,99,252
71,T72,T72,William McGirt,39.26,106,270
72,T72,T72,Jon Rahm,39.26,106,270
73,74,74,Charley Hoffman,39.22,120,306
74,75,75,Dustin Johnson,39.2,127,324
75,76,76,Si Woo Kim,39.14,155,396
76,T77,T77,Aaron Baddeley,38.89,98,252
77,T77,T77,Ricky Barnes,38.89,70,180
78,T77,T77,Jason Dufner,38.89,84,216
79,T77,T77,Hideki Matsuyama,38.89,119,306
80,T77,T77,Conrad Shindler,38.89,70,180
81,T77,T77,Daniel Summerhays,38.89,42,108
82,T77,T77,Nick Watney,38.89,140,360
83,T77,T77,Xinjun Zhang,38.89,84,216
84,T85,T85,Byeong Hun An,38.6,132,342
85,T85,T85,Jamie Lovemark,38.6,132,342
86,T85,T85,Adam Scott,38.6,132,342
87,T88,T88,Brandt Snedeker,38.58,125,324
88,T88,T88,Bubba Watson,38.58,125,324
89,90,90,Troy Merritt,38.56,118,306
90,91,91,Vaughn Taylor,38.54,111,288
91,T92,T92,Ben Martin,38.43,83,216
92,T92,T92,Denny McCarthy,38.43,83,216
93,T94,T94,Bryson DeChambeau,38.38,152,396
94,T94,T94,Steve Wheatcroft,38.38,76,198
95,T96,T96,Jonathan Byrd,38.33,69,180
96,T96,T96,Jim Furyk,38.33,69,180
97,T98,T98,Martin Flores,38.24,117,306
98,T98,T98,Ben Silverman,38.24,117,306
99,T100,T100,Tommy Fleetwood,38.19,110,288
100,T100,T100,Nate Lashley,38.19,55,144
101,102,102,Tony Finau,38.16,158,414
102,T103,T103,Brooks Koepka,38.15,103,270
103,T103,T103,Adam Schenk,38.15,103,270
104,T105,T105,Zach Johnson,38.1,144,378
105,T105,T105,D.A. Points,38.1,48,126
106,107,107,Nicholas Lindheim,38.03,89,234
107,108,108,Ryan Palmer,37.96,82,216
108,T109,T109,Paul Casey,37.91,116,306
109,T109,T109,Pat Perez,37.91,116,306
110,T111,T111,Matt Every,37.88,75,198
111,T111,T111,Emiliano Grillo,37.88,150,396
112,T111,T111,Rod Pampling,37.88,75,198
113,114,114,Danny Lee,37.85,109,288
114,115,115,Webb Simpson,37.83,143,378
115,116,116,J.B. Holmes,37.78,102,270
116,117,117,Shawn Stefani,37.7,95,252
117,118,118,Roberto Díaz,37.61,88,234
118,119,119,Richy Werenski,37.58,115,306
119,120,120,Whee Kim,37.5,108,288
120,121,121,Hudson Swafford,37.3,94,252
121,122,122,Kevin Kisner,37.25,114,306
122,123,123,Cody Gribble,37.22,67,180
123,124,124,J.J. Spaun,37.15,107,288
124,T125,T125,Andrew Landry,37.04,100,270
125,T125,T125,Tom Lovelady,37.04,100,270
126,T125,T125,Louis Oosthuizen,37.04,80,216
127,T125,T125,Tyrone Van Aswegen,37.04,120,324
128,129,129,Ryan Armour,36.96,153,414
129,130,130,Ben Crane,36.87,73,198
130,T131,T131,Peter Malnati,36.81,106,288
131,T131,T131,Scott Piercy,36.81,106,288
132,T131,T131,Cameron Tringale,36.81,53,144
133,T131,T131,Johnson Wagner,36.81,106,288
134,T135,T135,Sung Kang,36.67,99,270
135,T135,T135,Kevin Streelman,36.67,132,360
136,137,137,Patrick Cantlay,36.55,125,342
137,T138,T138,Lanto Griffin,36.51,92,252
138,T138,T138,Adam Hadwin,36.51,138,378
139,140,140,Russell Knox,36.26,124,342
140,141,141,Luke List,36.11,130,360
141,T142,T142,Jason Kokrak,35.98,136,378
