,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,1,Peter Malnati,87,7.96,661,83
1,2,2,Kevin Na,91,7.84,674,86
2,3,3,Brian Gay,103,7.81,789,101
3,4,4,Phil Mickelson,90,7.77,676,87
4,5,5,Tom Hoge,101,7.71,717,93
5,6,6,Daniel Summerhays,51,7.69,346,45
6,T7,T7,Ricky Barnes,65,7.68,453,59
7,T7,T7,Tiger Woods,68,7.68,522,68
8,T9,T9,Jason Day,75,7.66,521,68
9,T9,T9,Justin Thomas,91,7.66,628,82
10,11,11,Dominic Bozzelli,65,7.6,494,65
11,T12,T12,Wesley Bryan,69,7.58,508,67
12,T12,T12,David Lingmerth,82,7.58,591,78
13,14,14,Patrick Reed,94,7.52,647,86
14,T15,T15,Rory McIlroy,64,7.51,458,61
15,T15,T15,Jonathan Randolph,71,7.51,488,65
16,17,17,Greg Chalmers,56,7.5,390,52
17,18,18,Martin Piller,79,7.49,577,77
18,19,19,Cameron Smith,85,7.47,583,78
19,T20,T20,Danny Lee,88,7.45,641,86
20,T20,T20,Charl Schwartzel,65,7.45,432,58
21,T20,T20,Jimmy Walker,81,7.45,574,77
22,T23,T23,Derek Fathauer,84,7.44,595,80
23,T23,T23,Whee Kim,93,7.44,662,89
24,T23,T23,Ollie Schniederjans,91,7.44,647,87
25,26,26,Bud Cauley,55,7.42,393,53
26,T27,T27,Brandon Harkins,101,7.41,704,95
27,T27,T27,Dustin Johnson,77,7.41,548,74
28,T27,T27,"Ted Potter, Jr.",87,7.41,645,87
29,T30,T30,Brooks Koepka,64,7.4,459,62
30,T30,T30,Webb Simpson,95,7.4,681,92
31,T32,T32,Alex Cejka,77,7.38,509,69
32,T32,T32,Jamie Lovemark,92,7.38,649,88
33,T32,T32,Grayson Murray,72,7.38,531,72
34,35,35,Rob Oppenheim,74,7.37,501,68
35,36,36,Ben Martin,64,7.33,469,64
36,T37,T37,Michael Kim,74,7.31,512,70
37,T37,T37,Seamus Power,86,7.31,570,78
38,39,39,Matt Kuchar,88,7.3,584,80
39,T40,T40,Martin Laird,73,7.29,474,65
40,T40,T40,Chris Stroud,81,7.29,532,73
41,42,42,Justin Rose,70,7.27,480,66
42,43,43,Jim Furyk,50,7.25,348,48
43,T44,T44,Abraham Ancer,98,7.22,693,96
44,T44,T44,Emiliano Grillo,94,7.22,664,92
45,T44,T44,Johnson Wagner,75,7.22,498,69
46,T47,T47,D.A. Points,63,7.21,440,61
47,T47,T47,Brandt Snedeker,84,7.21,591,82
48,T49,T49,Austin Cook,107,7.19,769,107
49,T49,T49,Ben Crane,65,7.19,424,59
50,T49,T49,Harris English,84,7.19,561,78
51,T49,T49,Troy Merritt,89,7.19,611,85
52,T53,T53,Rickie Fowler,74,7.18,531,74
53,T53,T53,Cody Gribble,71,7.18,467,65
54,T53,T53,Zach Johnson,94,7.18,625,87
