,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
0,1,1,Keith Mitchell,99,50,62
1,2,2,Tyler Duncan,97,45,56
2,3,3,Kevin Chappell,77,44,48
3,4,4,Robert Garrigus,80,43,52
4,5,5,Corey Conners,97,42,51
5,6,6,Jason Kokrak,99,41,50
6,T7,T7,Brian Harman,94,40,46
7,T7,T7,Scott Piercy,84,40,50
8,T9,T9,Bryson DeChambeau,93,39,47
9,T9,T9,Tom Hoge,101,39,57
10,T9,T9,Luke List,98,39,48
11,T9,T9,Nick Taylor,94,39,51
12,T9,T9,Xinjun Zhang,81,39,48
13,14,14,Brandon Harkins,101,38,46
14,T15,T15,Ryan Armour,109,37,50
15,T15,T15,Joel Dahmen,93,37,45
16,T15,T15,Martin Flores,92,37,44
17,T15,T15,Grayson Murray,72,37,45
18,T15,T15,Peter Uihlein,83,37,44
19,T15,T15,Jhonattan Vegas,92,37,40
20,T21,T21,Rory Sabbatini,91,36,44
21,T21,T21,Adam Scott,78,36,42
22,T21,T21,Aaron Wise,90,36,52
23,T24,T24,Austin Cook,107,35,44
24,T24,T24,Russell Knox,94,35,44
25,T24,T24,Hudson Swafford,73,35,41
26,T27,T27,Ryan Blaum,81,34,46
27,T27,T27,Chad Campbell,87,34,43
28,T27,T27,Brice Garnett,99,34,42
29,T27,T27,Brian Gay,103,34,37
30,T27,T27,Beau Hossler,104,34,38
31,T27,T27,Ryan Palmer,69,34,36
32,T27,T27,Sam Ryder,82,34,48
33,T27,T27,Richy Werenski,98,34,39
34,T35,T35,Abraham Ancer,98,33,39
35,T35,T35,Andrew Putnam,97,33,38
36,T35,T35,Vaughn Taylor,83,33,48
37,T35,T35,Gary Woodland,96,33,42
38,T39,T39,Derek Fathauer,84,32,32
39,T39,T39,Tony Finau,105,32,36
40,T39,T39,James Hahn,85,32,39
41,T39,T39,Billy Horschel,86,32,35
42,T39,T39,Chris Kirk,108,32,39
43,T39,T39,Patton Kizzire,92,32,41
44,T39,T39,Marc Leishman,93,32,39
45,T39,T39,Tom Lovelady,87,32,43
46,T39,T39,Kevin Streelman,94,32,34
47,T39,T39,Ethan Tracy,72,32,38
48,T39,T39,Tyrone Van Aswegen,101,32,37
49,T50,T50,Patrick Cantlay,87,31,39
50,T50,T50,John Huh,94,31,37
51,T50,T50,Brendan Steele,74,31,35
52,T53,T53,Daniel Berger,81,30,33
53,T53,T53,Troy Merritt,89,30,33
54,T53,T53,Scott Stallings,96,30,36
55,T53,T53,Harold Varner III,91,30,37
56,T57,T57,Byeong Hun An,86,29,38
57,T57,T57,Aaron Baddeley,84,29,33
58,T57,T57,Keegan Bradley,98,29,39
59,T57,T57,Jason Dufner,71,29,42
60,T57,T57,Adam Hadwin,92,29,35
61,T57,T57,J.J. Henry,81,29,34
62,T57,T57,Shane Lowry,64,29,33
63,T57,T57,Martin Piller,79,29,38
64,T57,T57,Jon Rahm,71,29,35
65,T57,T57,Patrick Rodgers,97,29,32
66,T57,T57,Xander Schauffele,96,29,34
67,T57,T57,Adam Schenk,86,29,37
68,T57,T57,J.J. Spaun,85,29,37
69,T57,T57,Kevin Tway,110,29,36
70,T71,T71,Mackenzie Hughes,80,28,30
71,T71,T71,Satoshi Kodaira,51,28,39
72,T71,T71,Martin Laird,73,28,37
73,T71,T71,Nicholas Lindheim,77,28,32
74,T71,T71,Jamie Lovemark,92,28,35
75,T71,T71,"Ted Potter, Jr.",87,28,41
76,T71,T71,Ben Silverman,90,28,33
77,T71,T71,Shawn Stefani,76,28,33
78,T71,T71,Brian Stuard,103,28,33
79,T80,T80,Blayne Barber,69,27,35
80,T80,T80,Roberto Díaz,72,27,31
81,T80,T80,Charles Howell III,104,27,28
82,T80,T80,Kelly Kraft,94,27,33
83,T80,T80,Hideki Matsuyama,75,27,35
84,T80,T80,C.T. Pan,104,27,36
85,T80,T80,Seamus Power,86,27,31
86,T80,T80,Ollie Schniederjans,91,27,35
87,T80,T80,Cameron Tringale,67,27,35
88,T80,T80,Jimmy Walker,81,27,30
89,T90,T90,Matt Every,79,26,36
90,T90,T90,Lanto Griffin,80,26,37
91,T90,T90,Emiliano Grillo,94,26,31
92,T90,T90,Chesson Hadley,103,26,40
93,T90,T90,David Hearn,66,26,30
94,T90,T90,Stephan Jaeger,81,26,30
95,T90,T90,Anirban Lahiri,82,26,37
96,T90,T90,David Lingmerth,82,26,32
97,T90,T90,Phil Mickelson,90,26,34
98,T90,T90,Kevin Na,91,26,34
99,T90,T90,Brandt Snedeker,84,26,32
100,T101,T101,J.B. Holmes,77,25,34
101,T101,T101,William McGirt,84,25,33
102,T101,T101,Francesco Molinari,73,25,28
103,T101,T101,Jonathan Randolph,71,25,33
104,T105,T105,Bronson Burgoon,69,24,26
105,T105,T105,Stewart Cink,87,24,33
106,T105,T105,Zecheng Dou,53,24,29
107,T105,T105,Harris English,84,24,30
108,T105,T105,Tommy Fleetwood,73,24,29
109,T105,T105,Lucas Glover,65,24,32
110,T105,T105,Charley Hoffman,87,24,35
111,T105,T105,Matt Jones,70,24,29
112,T105,T105,Brooks Koepka,64,24,33
113,T105,T105,Matt Kuchar,88,24,31
114,T105,T105,Patrick Reed,94,24,24
115,T105,T105,Justin Rose,70,24,27
116,T105,T105,Jordan Spieth,81,24,39
117,T118,T118,Bill Haas,76,23,27
118,T118,T118,Sung Kang,89,23,32
119,T118,T118,Whee Kim,93,23,36
120,T118,T118,Graeme McDowell,67,23,29
121,T118,T118,Trey Mullinax,75,23,29
122,T118,T118,Louis Oosthuizen,62,23,27
123,T118,T118,J.T. Poston,73,23,27
124,T118,T118,Robert Streb,78,23,27
125,T118,T118,Chris Stroud,81,23,29
126,T118,T118,Michael Thompson,62,23,28
127,T118,T118,Bubba Watson,90,23,28
128,T129,T129,Matt Atkins,56,22,26
129,T129,T129,Dominic Bozzelli,65,22,28
130,T129,T129,Scott Brown,102,22,31
131,T129,T129,Alex Cejka,77,22,26
132,T129,T129,Fabián Gómez,88,22,30
133,T129,T129,Billy Hurley III,70,22,29
134,T129,T129,Danny Lee,88,22,30
135,T129,T129,Webb Simpson,95,22,26
136,T129,T129,Justin Thomas,91,22,32
137,T138,T138,Talor Gooch,78,21,30
138,T138,T138,Si Woo Kim,108,21,29
139,T138,T138,Peter Malnati,87,21,24
140,T138,T138,Rob Oppenheim,74,21,33
141,T138,T138,Charl Schwartzel,65,21,24
142,T138,T138,Conrad Shindler,60,21,23
143,T138,T138,Cameron Smith,85,21,24
144,T138,T138,Kyle Stanley,93,21,27
145,T138,T138,Nick Watney,94,21,28
146,T147,T147,Jonathan Byrd,70,20,22
147,T147,T147,Rickie Fowler,74,20,25
148,T147,T147,Zach Johnson,94,20,27
149,T147,T147,Hunter Mahan,67,20,21
150,T147,T147,Ryan Moore,78,20,26
151,T147,T147,Brett Stegmaier,67,20,23
152,T147,T147,Kyle Thompson,50,20,26
153,T154,T154,Branden Grace,67,19,22
154,T154,T154,Tyrrell Hatton,58,19,20
155,T154,T154,Dustin Johnson,77,19,24
156,T154,T154,Andrew Landry,82,19,27
157,T154,T154,Sean O'Hair,67,19,28
158,T154,T154,Rod Pampling,62,19,26
159,T154,T154,Tiger Woods,68,19,27
160,T161,T161,Michael Kim,74,18,25
161,T161,T161,Ben Martin,64,18,23
162,T161,T161,Chez Reavie,93,18,27
163,T164,T164,Rafa Cabrera Bello,75,17,23
164,T164,T164,Jason Day,75,17,17
165,T164,T164,Retief Goosen,60,17,22
166,T164,T164,D.A. Points,63,17,27
167,T164,T164,Sam Saunders,80,17,27
168,T169,T169,Jim Furyk,50,16,19
169,T169,T169,Russell Henley,77,16,27
170,T169,T169,Alex Noren,67,16,19
171,T169,T169,Johnson Wagner,75,16,19
172,T169,T169,Andrew Yun,51,16,23
173,T174,T174,Jonas Blixt,67,15,17
174,T174,T174,Rory McIlroy,64,15,19
175,T174,T174,Pat Perez,82,15,23
176,T177,T177,Wesley Bryan,69,14,18
177,T177,T177,Bud Cauley,55,14,16
178,T177,T177,Cody Gribble,71,14,22
179,T177,T177,Kevin Kisner,89,14,19
180,T177,T177,Nate Lashley,51,14,18
181,T177,T177,Denny McCarthy,71,14,20
182,T177,T177,Henrik Stenson,60,14,19
183,T177,T177,Steve Wheatcroft,60,14,19
184,T185,T185,Kiradech Aphibarnrat,51,13,16
185,T185,T185,Ricky Barnes,65,13,18
186,T185,T185,Cameron Percy,56,13,15
187,T185,T185,Ian Poulter,73,13,19
188,T189,T189,Zac Blair,64,12,18
189,T189,T189,Ben Crane,65,12,17
190,191,191,Paul Casey,74,11,18
191,T192,T192,Greg Chalmers,56,9,11
192,T192,T192,Daniel Summerhays,51,9,11
