,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
60,T52,T52,Andrew Landry,82,18,499,3.6
61,T52,T52,Nicholas Lindheim,77,18,415,4.3
62,T52,T52,Keith Mitchell,99,18,541,3.3
63,T52,T52,Ollie Schniederjans,91,18,577,3.1
64,T52,T52,Jordan Spieth,81,18,471,3.8
65,T52,T52,Peter Uihlein,83,18,441,4.1
66,T67,T67,Scott Brown,102,17,547,3.1
67,T67,T67,Stewart Cink,87,17,442,3.8
68,T67,T67,Bryson DeChambeau,93,17,551,3.1
69,T67,T67,Talor Gooch,78,17,437,3.9
70,T67,T67,Billy Hurley III,70,17,398,4.3
71,T67,T67,Si Woo Kim,108,17,572,3.0
72,T67,T67,Xander Schauffele,96,17,530,3.2
73,T67,T67,Adam Schenk,86,17,432,3.9
74,T67,T67,Brett Stegmaier,67,17,302,5.6
75,T67,T67,Brian Stuard,103,17,609,2.8
76,T67,T67,Justin Thomas,91,17,537,3.2
77,T67,T67,Johnson Wagner,75,17,387,4.4
78,T67,T67,Jimmy Walker,81,17,499,3.4
79,T67,T67,Nick Watney,94,17,542,3.1
80,T81,T81,Dominic Bozzelli,65,16,463,3.5
81,T81,T81,Kevin Chappell,77,16,415,3.9
82,T81,T81,James Hahn,85,16,468,3.4
83,T81,T81,Matt Kuchar,88,16,476,3.4
84,T81,T81,Hideki Matsuyama,75,16,407,3.9
85,T81,T81,Troy Merritt,89,16,528,3.0
86,T81,T81,Jonathan Randolph,71,16,451,3.5
87,T81,T81,Chez Reavie,93,16,431,3.7
88,T81,T81,Robert Streb,78,16,398,4.0
89,T81,T81,Nick Taylor,94,16,498,3.2
90,T81,T81,Ethan Tracy,72,16,367,4.4
91,T81,T81,Tyrone Van Aswegen,101,16,575,2.8
92,T93,T93,Bronson Burgoon,69,15,377,4.0
93,T93,T93,Jim Furyk,50,15,330,4.5
94,T93,T93,David Hearn,66,15,338,4.4
95,T93,T93,Charley Hoffman,87,15,479,3.1
96,T93,T93,John Huh,94,15,577,2.6
97,T93,T93,Zach Johnson,94,15,520,2.9
98,T93,T93,Dustin Johnson,77,15,467,3.2
99,T93,T93,Matt Jones,70,15,320,4.7
100,T93,T93,Michael Kim,74,15,381,3.9
101,T93,T93,Marc Leishman,93,15,517,2.9
102,T93,T93,Denny McCarthy,71,15,332,4.5
103,T93,T93,C.T. Pan,104,15,524,2.9
104,T93,T93,Scott Piercy,84,15,433,3.5
105,T93,T93,J.T. Poston,73,15,401,3.7
106,T93,T93,"Ted Potter, Jr.",87,15,570,2.6
107,T108,T108,Aaron Baddeley,84,14,485,2.9
108,T108,T108,Wesley Bryan,69,14,397,3.5
109,T108,T108,Russell Henley,77,14,376,3.7
110,T108,T108,Mackenzie Hughes,80,14,455,3.1
111,T108,T108,Kelly Kraft,94,14,528,2.7
112,T108,T108,Danny Lee,88,14,534,2.6
113,T108,T108,Luke List,98,14,518,2.7
114,T108,T108,Peter Malnati,87,14,598,2.3
115,T108,T108,Patrick Reed,94,14,467,3.0
116,T108,T108,Henrik Stenson,60,14,267,5.2
117,T108,T108,Xinjun Zhang,81,14,358,3.9
118,T119,T119,Ricky Barnes,65,13,342,3.8
119,T119,T119,Daniel Berger,81,13,425,3.1
120,T119,T119,Robert Garrigus,80,13,464,2.8
121,T119,T119,Lanto Griffin,80,13,403,3.2
122,T119,T119,Patton Kizzire,92,13,509,2.6
123,T119,T119,Francesco Molinari,73,13,373,3.5
124,T119,T119,Grayson Murray,72,13,435,3.0
125,T119,T119,Pat Perez,82,13,345,3.8
126,T119,T119,Justin Rose,70,13,397,3.3
127,T119,T119,Sam Saunders,80,13,475,2.7
128,T119,T119,J.J. Spaun,85,13,461,2.8
129,T119,T119,Chris Stroud,81,13,432,3.0
130,T119,T119,Cameron Tringale,67,13,331,3.9
131,T119,T119,Steve Wheatcroft,60,13,302,4.3
132,T133,T133,Patrick Cantlay,87,12,444,2.7
133,T133,T133,Alex Cejka,77,12,446,2.7
134,T133,T133,Jason Dufner,71,12,364,3.3
135,T133,T133,Tyrrell Hatton,58,12,289,4.2
136,T133,T133,J.J. Henry,81,12,368,3.3
137,T133,T133,David Lingmerth,82,12,514,2.3
138,T133,T133,Trey Mullinax,75,12,397,3.0
139,T133,T133,Cameron Smith,85,12,461,2.6
140,T133,T133,Kevin Streelman,94,12,510,2.4
141,T133,T133,Hudson Swafford,73,12,335,3.6
142,T133,T133,Vaughn Taylor,83,12,489,2.5
143,T144,T144,Byeong Hun An,86,11,496,2.2
144,T144,T144,Zac Blair,64,11,327,3.4
145,T144,T144,Matt Every,79,11,421,2.6
146,T144,T144,J.B. Holmes,77,11,485,2.3
147,T144,T144,Sung Kang,89,11,466,2.4
148,T144,T144,Anirban Lahiri,82,11,488,2.3
149,T144,T144,Shane Lowry,64,11,328,3.4
150,T144,T144,Conrad Shindler,60,11,306,3.6
151,T144,T144,Brendan Steele,74,11,335,3.3
152,T144,T144,Shawn Stefani,76,11,405,2.7
153,T144,T144,Jhonattan Vegas,92,11,446,2.5
154,T155,T155,Bud Cauley,55,10,312,3.2
155,T155,T155,Greg Chalmers,56,10,304,3.3
156,T155,T155,Lucas Glover,65,10,315,3.2
157,T155,T155,Hunter Mahan,67,10,343,2.9
158,T155,T155,Ryan Moore,78,10,453,2.2
159,T155,T155,Rob Oppenheim,74,10,390,2.6
160,T155,T155,Ryan Palmer,69,10,425,2.4
161,T155,T155,Martin Piller,79,10,484,2.1
162,T155,T155,D.A. Points,63,10,351,2.8
163,T155,T155,Bubba Watson,90,10,469,2.1
164,T155,T155,Tiger Woods,68,10,454,2.2
165,T166,T166,Rafa Cabrera Bello,75,9,335,2.7
166,T166,T166,Jason Day,75,9,378,2.4
167,T166,T166,Rickie Fowler,74,9,419,2.1
168,T166,T166,Ben Martin,64,9,420,2.1
169,T166,T166,Graeme McDowell,67,9,338,2.7
170,T166,T166,Rory McIlroy,64,9,381,2.4
171,T166,T166,Sean O'Hair,67,9,405,2.2
172,T166,T166,Ian Poulter,73,9,352,2.6
173,T166,T166,Jon Rahm,71,9,345,2.6
174,T166,T166,Adam Scott,78,9,404,2.2
175,T166,T166,Andrew Yun,51,9,212,4.2
176,T177,T177,Matt Atkins,56,8,283,2.8
177,T177,T177,Ben Crane,65,8,332,2.4
178,T177,T177,Satoshi Kodaira,51,8,267,3.0
179,T177,T177,Cameron Percy,56,8,274,2.9
180,T177,T177,Daniel Summerhays,51,8,294,2.7
181,T182,T182,Kiradech Aphibarnrat,51,7,240,2.9
182,T182,T182,Paul Casey,74,7,351,2.0
183,T182,T182,Zecheng Dou,53,7,237,3.0
184,T182,T182,Nate Lashley,51,7,227,3.1
185,T182,T182,Rod Pampling,62,7,314,2.2
186,T187,T187,Jonas Blixt,67,6,349,1.7
187,T187,T187,Retief Goosen,60,6,275,2.2
188,T189,T189,Branden Grace,67,5,322,1.6
189,T189,T189,Louis Oosthuizen,62,5,331,1.5
190,T191,T191,Charl Schwartzel,65,4,319,1.3
191,T191,T191,Kyle Thompson,50,4,236,1.7
192,193,193,Jonathan Byrd,70,2,313,0.6
