,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
0,1,1,Beau Hossler,104,40,651,6.1
1,2,2,Tony Finau,105,30,563,5.3
2,3,3,Whee Kim,93,29,553,5.2
3,T4,T4,Brian Gay,103,28,706,4.0
4,T4,T4,Emiliano Grillo,94,28,539,5.2
5,T4,T4,Brandt Snedeker,84,28,532,5.3
6,7,7,Brandon Harkins,101,27,621,4.3
7,T8,T8,Chris Kirk,108,26,678,3.8
8,T8,T8,Kevin Tway,110,26,617,4.2
9,T10,T10,Harris English,84,25,485,5.2
10,T10,T10,Aaron Wise,90,25,556,4.5
11,T12,T12,Austin Cook,107,24,671,3.6
12,T12,T12,Martin Laird,73,24,444,5.4
13,T12,T12,Tom Lovelady,87,24,446,5.4
14,T12,T12,Michael Thompson,62,24,365,6.6
15,T16,T16,Ryan Armour,109,23,659,3.5
16,T16,T16,Brian Harman,94,23,515,4.5
17,T16,T16,Jason Kokrak,99,23,577,4.0
18,T16,T16,Ben Silverman,90,23,527,4.4
19,T16,T16,Kyle Stanley,93,23,440,5.2
20,T21,T21,Tyler Duncan,97,22,496,4.4
21,T21,T21,Tom Hoge,101,22,629,3.5
22,T21,T21,Kevin Kisner,89,22,442,5.0
23,T21,T21,Jamie Lovemark,92,22,586,3.8
24,T21,T21,Alex Noren,67,22,349,6.3
25,T21,T21,Seamus Power,86,22,473,4.7
26,T21,T21,Rory Sabbatini,91,22,530,4.2
27,T21,T21,Webb Simpson,95,22,601,3.7
28,T29,T29,Ryan Blaum,81,21,493,4.3
29,T29,T29,Joel Dahmen,93,21,484,4.3
30,T29,T29,Derek Fathauer,84,21,506,4.2
31,T29,T29,Charles Howell III,104,21,519,4.0
32,T29,T29,Russell Knox,94,21,467,4.5
33,T29,T29,William McGirt,84,21,512,4.1
34,T29,T29,Richy Werenski,98,21,491,4.3
35,T29,T29,Gary Woodland,96,21,471,4.5
36,T37,T37,Chesson Hadley,103,20,613,3.3
37,T37,T37,Kevin Na,91,20,561,3.6
38,T37,T37,Andrew Putnam,97,20,521,3.8
39,T37,T37,Harold Varner III,91,20,502,4.0
40,T41,T41,Abraham Ancer,98,19,596,3.2
41,T41,T41,Corey Conners,97,19,507,3.7
42,T41,T41,Roberto Díaz,72,19,390,4.9
43,T41,T41,Tommy Fleetwood,73,19,381,5.0
44,T41,T41,Billy Horschel,86,19,528,3.6
45,T41,T41,Stephan Jaeger,81,19,415,4.6
46,T41,T41,Brooks Koepka,64,19,400,4.8
47,T41,T41,Phil Mickelson,90,19,540,3.5
48,T41,T41,Patrick Rodgers,97,19,517,3.7
49,T41,T41,Sam Ryder,82,19,453,4.2
50,T41,T41,Scott Stallings,96,19,547,3.5
51,T52,T52,Blayne Barber,69,18,386,4.7
52,T52,T52,Keegan Bradley,98,18,522,3.4
53,T52,T52,Chad Campbell,87,18,464,3.9
54,T52,T52,Martin Flores,92,18,477,3.8
55,T52,T52,Brice Garnett,99,18,542,3.3
56,T52,T52,Fabián Gómez,88,18,461,3.9
57,T52,T52,Cody Gribble,71,18,400,4.5
58,T52,T52,Bill Haas,76,18,439,4.1
59,T52,T52,Adam Hadwin,92,18,450,4.0
