,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,T1,T1,Dominic Bozzelli,50.0,99,198
1,T1,T1,Daniel Summerhays,50.0,45,90
2,3,3,Kevin Na,47.66,163,342
3,4,4,David Lingmerth,47.41,128,270
4,5,5,Kyle Thompson,47.22,17,36
5,6,6,Phil Mickelson,46.67,168,360
6,7,7,Michael Kim,46.3,75,162
7,8,8,Tom Hoge,45.83,132,288
8,9,9,Alex Cejka,45.73,107,234
9,10,10,Jason Day,45.49,131,288
10,11,11,Sean O'Hair,45.45,90,198
11,12,12,Martin Laird,45.37,98,216
12,13,13,Rory McIlroy,45.3,106,234
13,14,14,Brian Gay,45.24,171,378
14,15,15,Retief Goosen,45.14,65,144
15,16,16,Jim Furyk,45.0,81,180
16,17,17,Hideki Matsuyama,44.79,129,288
17,T18,T18,Brooks Koepka,44.44,120,270
18,T18,T18,Peter Malnati,44.44,120,270
19,T18,T18,Trey Mullinax,44.44,104,234
20,T18,T18,Patrick Reed,44.44,144,324
21,T18,T18,Brandt Snedeker,44.44,128,288
22,T18,T18,Chris Stroud,44.44,104,234
23,T18,T18,Justin Thomas,44.44,160,360
24,25,25,Jimmy Walker,44.1,127,288
25,T26,T26,Greg Chalmers,43.52,47,108
26,T26,T26,D.A. Points,43.52,47,108
27,T26,T26,Shawn Stefani,43.52,94,216
28,T29,T29,Ryan Palmer,43.43,86,198
29,T29,T29,Charl Schwartzel,43.43,86,198
30,T31,T31,Joel Dahmen,43.33,117,270
31,T31,T31,Jonathan Randolph,43.33,78,180
32,33,33,Alex Noren,43.16,101,234
33,34,34,Zecheng Dou,43.06,31,72
34,35,35,Justin Rose,42.71,123,288
35,36,36,Ben Silverman,42.59,115,270
36,37,37,Xinjun Zhang,42.42,84,198
37,38,38,Tommy Fleetwood,42.36,122,288
38,39,39,Derek Fathauer,42.31,99,234
39,T40,T40,Ricky Barnes,42.22,76,180
40,T40,T40,Branden Grace,42.22,114,270
41,42,42,Si Woo Kim,42.17,167,396
42,T43,T43,Chez Reavie,42.16,129,306
43,T43,T43,Cameron Smith,42.16,129,306
44,45,45,Rory Sabbatini,42.11,144,342
45,46,46,Seamus Power,41.88,98,234
46,T47,T47,Brice Garnett,41.67,135,324
47,T47,T47,Emiliano Grillo,41.67,165,396
48,T47,T47,J.B. Holmes,41.67,105,252
49,T47,T47,Rob Oppenheim,41.67,75,180
50,T47,T47,Conrad Shindler,41.67,60,144
51,T52,T52,Grayson Murray,41.48,112,270
52,T52,T52,Richy Werenski,41.48,112,270
53,T54,T54,Bud Cauley,41.41,82,198
54,T54,T54,Graeme McDowell,41.41,82,198
55,T54,T54,Martin Piller,41.41,82,198
56,57,57,Dustin Johnson,41.36,134,324
57,58,58,Francesco Molinari,41.32,119,288
58,59,59,Jamie Lovemark,41.23,141,342
59,T60,T60,Ryan Blaum,41.2,89,216
60,T60,T60,Tyrrell Hatton,41.2,89,216
61,T60,T60,Louis Oosthuizen,41.2,89,216
62,63,63,Rafa Cabrera Bello,41.18,126,306
63,T64,T64,Martin Flores,41.11,111,270
64,T64,T64,Andrew Landry,41.11,111,270
65,66,66,Patrick Rodgers,41.05,133,324
66,67,67,Lucas Glover,41.03,96,234
67,68,68,Webb Simpson,41.01,155,378
68,T69,T69,Austin Cook,40.97,177,432
69,T69,T69,Scott Stallings,40.97,118,288
70,T69,T69,Aaron Wise,40.97,118,288
71,T72,T72,Nicholas Lindheim,40.91,81,198
72,T72,T72,Shane Lowry,40.91,81,198
73,T74,T74,Whee Kim,40.74,110,270
74,T74,T74,Kelly Kraft,40.74,110,270
75,T74,T74,Matt Kuchar,40.74,132,324
76,T74,T74,Nick Taylor,40.74,110,270
77,78,78,Luke List,40.64,139,342
78,79,79,Paul Casey,40.63,117,288
79,T80,T80,Ben Crane,40.56,73,180
80,T80,T80,Harris English,40.56,73,180
81,82,82,Rickie Fowler,40.52,124,306
82,83,83,Kevin Kisner,40.37,109,270
83,T84,T84,Chesson Hadley,40.28,145,360
84,T84,T84,Zach Johnson,40.28,145,360
85,T84,T84,Ben Martin,40.28,87,216
86,T84,T84,Troy Merritt,40.28,116,288
87,T88,T88,Charley Hoffman,40.2,123,306
88,T88,T88,John Huh,40.2,123,306
89,T90,T90,Jason Kokrak,40.0,144,360
90,T90,T90,William McGirt,40.0,108,270
91,T90,T90,Keith Mitchell,40.0,144,360
92,T90,T90,Peter Uihlein,40.0,108,270
93,94,94,Tiger Woods,39.93,115,288
94,95,95,Tyrone Van Aswegen,39.87,122,306
95,96,96,Satoshi Kodaira,39.68,50,126
96,T97,T97,Kevin Chappell,39.63,107,270
97,T97,T97,"Ted Potter, Jr.",39.63,107,270
98,99,99,Brett Stegmaier,39.39,78,198
99,100,100,Ian Poulter,39.29,99,252
100,101,101,Danny Lee,39.26,106,270
101,102,102,Tony Finau,39.13,162,414
102,T103,T103,Matt Atkins,38.89,42,108
103,T103,T103,Stewart Cink,38.89,126,324
104,T103,T103,Lanto Griffin,38.89,84,216
105,T103,T103,Bill Haas,38.89,77,198
106,T103,T103,Billy Horschel,38.89,112,288
107,T103,T103,Andrew Yun,38.89,7,18
108,109,109,Marc Leishman,38.62,146,378
109,T110,T110,Daniel Berger,38.56,118,306
110,T110,T110,Anirban Lahiri,38.56,118,306
111,T110,T110,Ollie Schniederjans,38.56,118,306
112,T110,T110,Jordan Spieth,38.56,118,306
113,T110,T110,Bubba Watson,38.56,118,306
114,115,115,James Hahn,38.54,111,288
115,116,116,Sam Saunders,38.46,90,234
116,117,117,Wesley Bryan,38.43,83,216
117,118,118,Ethan Tracy,38.38,76,198
118,119,119,Matt Every,38.33,69,180
119,120,120,Ryan Moore,38.24,117,306
120,121,121,Chad Campbell,38.03,89,234
121,T122,T122,Roberto Díaz,37.88,75,198
122,T122,T122,Bryson DeChambeau,37.88,150,396
123,T124,T124,C.T. Pan,37.78,136,360
124,T124,T124,Cameron Percy,37.78,68,180
125,126,126,Chris Kirk,37.73,163,432
126,127,127,Fabián Gómez,37.7,95,252
127,128,128,Kevin Tway,37.68,156,414
128,129,129,Rod Pampling,37.65,61,162
129,130,130,Stephan Jaeger,37.61,88,234
130,131,131,Byeong Hun An,37.43,128,342
131,132,132,Jon Rahm,37.41,101,270
132,133,133,Talor Gooch,37.37,74,198
133,134,134,J.T. Poston,37.3,94,252
134,135,135,Sam Ryder,37.04,100,270
135,136,136,Charles Howell III,36.96,153,414
136,137,137,Corey Conners,36.94,133,360
137,138,138,Brandon Harkins,36.84,126,342
138,139,139,Robert Streb,36.81,53,144
139,140,140,Robert Garrigus,36.75,86,234
140,T141,T141,Abraham Ancer,36.67,132,360
141,T141,T141,Russell Henley,36.67,99,270
142,T141,T141,J.J. Spaun,36.67,99,270
143,T141,T141,Nick Watney,36.67,132,360
144,145,145,Adam Scott,36.6,112,306
145,T146,T146,Aaron Baddeley,36.51,92,252
146,T146,T146,Cameron Tringale,36.51,46,126
147,T148,T148,Jonas Blixt,36.42,59,162
148,T148,T148,Matt Jones,36.42,59,162
149,150,150,Brendan Steele,36.32,85,234
150,151,151,Johnson Wagner,36.3,98,270
151,152,152,Brian Stuard,36.27,111,306
152,T153,T153,Kiradech Aphibarnrat,36.11,65,180
153,T153,T153,J.J. Henry,36.11,65,180
154,T153,T153,Billy Hurley III,36.11,39,108
155,T153,T153,Patton Kizzire,36.11,104,288
156,157,157,Andrew Putnam,35.95,110,306
157,158,158,Ryan Armour,35.86,142,396
158,T159,T159,Cody Gribble,35.8,58,162
159,T159,T159,Steve Wheatcroft,35.8,58,162
160,161,161,Nate Lashley,35.71,45,126
161,162,162,Patrick Cantlay,35.67,122,342
162,163,163,Harold Varner III,35.49,115,324
163,164,164,Brian Harman,35.45,134,378
164,165,165,Pat Perez,35.42,102,288
165,166,166,Russell Knox,35.38,121,342
166,167,167,Beau Hossler,35.19,152,432
167,168,168,David Hearn,35.0,63,180
168,T169,T169,Scott Piercy,34.72,100,288
169,T169,T169,Xander Schauffele,34.72,125,360
170,171,171,Scott Brown,34.64,106,306
171,172,172,Vaughn Taylor,34.44,93,270
172,T173,T173,Mackenzie Hughes,34.34,68,198
173,T173,T173,Hunter Mahan,34.34,68,198
174,T175,T175,Blayne Barber,34.26,74,216
175,T175,T175,Jhonattan Vegas,34.26,111,324
176,177,177,Kyle Stanley,34.21,117,342
177,178,178,Gary Woodland,33.89,122,360
178,179,179,Keegan Bradley,33.86,128,378
179,180,180,Bronson Burgoon,33.84,67,198
180,181,181,Jason Dufner,33.8,73,216
