,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,1,1,Emiliano Grillo,94,2.5
1,2,2,Brian Harman,94,2.4
2,T3,T3,Dustin Johnson,77,2.3
3,T3,T3,Alex Noren,67,2.3
4,T5,T5,Tony Finau,105,2.2
5,T5,T5,Beau Hossler,104,2.2
6,7,7,Tommy Fleetwood,73,2.1
7,8,8,Michael Thompson,62,2.0
8,T9,T9,Rafa Cabrera Bello,75,1.9
9,T9,T9,Brooks Koepka,64,1.9
10,T9,T9,Martin Laird,73,1.9
11,T9,T9,Kevin Na,91,1.9
12,T9,T9,Justin Rose,70,1.9
13,T9,T9,Justin Thomas,91,1.9
14,T15,T15,Kevin Kisner,89,1.8
15,T15,T15,Brandt Snedeker,84,1.8
16,T15,T15,Henrik Stenson,60,1.8
17,T18,T18,Brian Gay,103,1.7
18,T18,T18,Russell Henley,77,1.7
19,T18,T18,Zach Johnson,94,1.7
20,T18,T18,Whee Kim,93,1.7
21,T18,T18,Chris Kirk,108,1.7
22,T18,T18,Tom Lovelady,87,1.7
23,T18,T18,Peter Uihlein,83,1.7
24,T18,T18,Harold Varner III,91,1.7
25,T26,T26,Ryan Armour,109,1.6
26,T26,T26,Blayne Barber,69,1.6
27,T26,T26,Ryan Blaum,81,1.6
28,T26,T26,Jim Furyk,50,1.6
29,T26,T26,Hideki Matsuyama,75,1.6
30,T26,T26,William McGirt,84,1.6
31,T26,T26,Phil Mickelson,90,1.6
32,T26,T26,Pat Perez,82,1.6
33,T26,T26,J.T. Poston,73,1.6
34,T26,T26,Kyle Stanley,93,1.6
35,T26,T26,Kevin Tway,110,1.6
36,T26,T26,Johnson Wagner,75,1.6
37,T26,T26,Gary Woodland,96,1.6
38,T39,T39,Stewart Cink,87,1.5
39,T39,T39,Joel Dahmen,93,1.5
40,T39,T39,Jason Day,75,1.5
41,T39,T39,Bill Haas,76,1.5
42,T39,T39,Brandon Harkins,101,1.5
43,T39,T39,Tom Hoge,101,1.5
44,T39,T39,Russell Knox,94,1.5
45,T39,T39,Jason Kokrak,99,1.5
46,T39,T39,Nicholas Lindheim,77,1.5
47,T39,T39,Ben Martin,64,1.5
48,T39,T39,Rory McIlroy,64,1.5
49,T39,T39,Troy Merritt,89,1.5
50,T39,T39,Francesco Molinari,73,1.5
51,T39,T39,Chez Reavie,93,1.5
52,T39,T39,Sam Ryder,82,1.5
53,T39,T39,Rory Sabbatini,91,1.5
54,T39,T39,Xander Schauffele,96,1.5
55,T39,T39,Ben Silverman,90,1.5
56,T39,T39,Webb Simpson,95,1.5
57,T39,T39,Brett Stegmaier,67,1.5
58,T39,T39,Tiger Woods,68,1.5
59,T60,T60,Daniel Berger,81,1.4
60,T60,T60,Austin Cook,107,1.4
61,T60,T60,Roberto Díaz,72,1.4
62,T60,T60,Bryson DeChambeau,93,1.4
63,T60,T60,Rickie Fowler,74,1.4
64,T60,T60,Lucas Glover,65,1.4
65,T60,T60,Branden Grace,67,1.4
66,T60,T60,Adam Hadwin,92,1.4
67,T60,T60,James Hahn,85,1.4
68,T60,T60,David Hearn,66,1.4
69,T60,T60,Matt Jones,70,1.4
70,T60,T60,Patton Kizzire,92,1.4
71,T60,T60,Matt Kuchar,88,1.4
72,T60,T60,Anirban Lahiri,82,1.4
73,T60,T60,David Lingmerth,82,1.4
74,T60,T60,Jamie Lovemark,92,1.4
75,T60,T60,Shane Lowry,64,1.4
76,T60,T60,Graeme McDowell,67,1.4
77,T60,T60,Andrew Putnam,97,1.4
78,T60,T60,Patrick Reed,94,1.4
79,T60,T60,Ollie Schniederjans,91,1.4
80,T60,T60,Adam Scott,78,1.4
81,T60,T60,Jordan Spieth,81,1.4
82,T60,T60,Nick Watney,94,1.4
83,T60,T60,Aaron Wise,90,1.4
84,T85,T85,Byeong Hun An,86,1.3
85,T85,T85,Kiradech Aphibarnrat,51,1.3
86,T85,T85,Zac Blair,64,1.3
87,T85,T85,Dominic Bozzelli,65,1.3
88,T85,T85,Keegan Bradley,98,1.3
89,T85,T85,Wesley Bryan,69,1.3
90,T85,T85,Chad Campbell,87,1.3
91,T85,T85,Greg Chalmers,56,1.3
92,T85,T85,Kevin Chappell,77,1.3
93,T85,T85,Corey Conners,97,1.3
94,T85,T85,Jason Dufner,71,1.3
95,T85,T85,Harris English,84,1.3
96,T85,T85,Derek Fathauer,84,1.3
97,T85,T85,Martin Flores,92,1.3
98,T85,T85,Lanto Griffin,80,1.3
99,T85,T85,Tyrrell Hatton,58,1.3
100,T85,T85,Charley Hoffman,87,1.3
101,T85,T85,Billy Horschel,86,1.3
102,T85,T85,Charles Howell III,104,1.3
103,T85,T85,Billy Hurley III,70,1.3
104,T85,T85,Si Woo Kim,108,1.3
105,T85,T85,Luke List,98,1.3
106,T85,T85,Hunter Mahan,67,1.3
107,T85,T85,Grayson Murray,72,1.3
108,T85,T85,Seamus Power,86,1.3
109,T85,T85,Jon Rahm,71,1.3
110,T85,T85,Jonathan Randolph,71,1.3
111,T85,T85,Patrick Rodgers,97,1.3
112,T85,T85,Adam Schenk,86,1.3
113,T85,T85,Scott Stallings,96,1.3
114,T85,T85,Jimmy Walker,81,1.3
115,T116,T116,Abraham Ancer,98,1.2
116,T116,T116,Ricky Barnes,65,1.2
117,T116,T116,Patrick Cantlay,87,1.2
118,T116,T116,Alex Cejka,77,1.2
119,T116,T116,Cody Gribble,71,1.2
120,T116,T116,Chesson Hadley,103,1.2
121,T116,T116,J.B. Holmes,77,1.2
122,T116,T116,Andrew Landry,82,1.2
123,T116,T116,Denny McCarthy,71,1.2
124,T116,T116,Trey Mullinax,75,1.2
