,Putting_from_5_RANK THIS WEEK,Putting_from_5_RANK LAST WEEK,Putting_from_5_PLAYER NAME,Putting_from_5_ROUNDS,Putting_from_5_% MADE,Putting_from_5_ATTEMPTS,Putting_from_5_PUTTS MADE
0,1,1,Jason Day,75,95.24,63,60
1,2,2,Ben Martin,64,90.41,73,66
2,3,3,Austin Cook,107,90.4,125,113
3,4,4,John Huh,94,90.24,123,111
4,5,5,Brandt Snedeker,84,90.18,112,101
5,6,6,Adam Schenk,86,90.09,111,100
6,7,7,Jim Furyk,50,89.83,59,53
7,8,8,Wesley Bryan,69,89.74,78,70
8,9,9,Sam Saunders,80,89.58,96,86
9,10,10,Bronson Burgoon,69,89.06,64,57
10,11,11,Daniel Berger,81,89.02,82,73
11,12,12,Shane Lowry,64,88.73,71,63
12,13,13,Daniel Summerhays,51,88.71,62,55
13,14,14,Kevin Kisner,89,88.54,96,85
14,15,15,Brian Gay,103,88.52,122,108
15,T16,T16,Greg Chalmers,56,88.24,68,60
16,T16,T16,Peter Uihlein,83,88.24,85,75
17,18,18,Phil Mickelson,90,88.17,93,82
18,19,19,Jonathan Randolph,71,88.04,92,81
19,20,20,Patrick Rodgers,97,88.03,117,103
20,21,21,Blayne Barber,69,88.0,75,66
21,22,22,Graeme McDowell,67,87.88,66,58
22,23,23,Troy Merritt,89,87.62,105,92
23,24,24,Kevin Tway,110,87.39,111,97
24,25,25,Martin Laird,73,87.21,86,75
25,26,26,Billy Horschel,86,87.0,100,87
26,T27,T27,Adam Hadwin,92,86.96,92,80
27,T27,T27,Patrick Reed,94,86.96,92,80
28,29,29,Pat Perez,82,86.67,75,65
29,30,30,D.A. Points,63,86.57,67,58
30,31,31,Trey Mullinax,75,86.49,74,64
31,32,32,Paul Casey,74,86.44,59,51
32,33,33,Anirban Lahiri,82,86.32,95,82
33,34,34,Ben Silverman,90,86.27,102,88
34,T35,T35,Emiliano Grillo,94,86.24,109,94
35,T35,T35,"Ted Potter, Jr.",87,86.24,109,94
36,37,37,Sean O'Hair,67,86.17,94,81
37,38,38,Peter Malnati,87,86.09,115,99
38,39,39,Denny McCarthy,71,85.94,64,55
39,40,40,Kelly Kraft,94,85.85,106,91
40,T41,T41,Zac Blair,64,85.71,70,60
41,T41,T41,Ethan Tracy,72,85.71,70,60
42,T41,T41,Cameron Tringale,67,85.71,77,66
43,44,44,William McGirt,84,85.57,97,83
44,45,45,Justin Rose,70,85.51,69,59
45,46,46,Rory Sabbatini,91,85.47,117,100
46,47,47,Robert Streb,78,85.37,82,70
47,48,48,Abraham Ancer,98,85.26,95,81
48,49,49,Henrik Stenson,60,85.25,61,52
49,50,50,Andrew Landry,82,85.23,88,75
50,51,51,Shawn Stefani,76,85.19,81,69
51,52,52,Aaron Wise,90,84.92,126,107
52,T53,T53,Xander Schauffele,96,84.78,92,78
53,T53,T53,Andrew Yun,51,84.78,46,39
54,T55,T55,Matt Kuchar,88,84.72,72,61
55,T55,T55,Michael Thompson,62,84.72,72,61
56,57,57,Jordan Spieth,81,84.62,91,77
57,T58,T58,Si Woo Kim,108,84.55,110,93
58,T58,T58,Patton Kizzire,92,84.55,110,93
59,60,60,Danny Lee,88,84.3,121,102
60,61,61,Nicholas Lindheim,77,84.21,95,80
61,62,62,Tommy Fleetwood,73,84.09,88,74
62,63,63,Jason Kokrak,99,84.0,125,105
63,64,64,Alex Noren,67,83.93,56,47
64,65,65,David Lingmerth,82,83.84,99,83
65,66,66,Scott Brown,102,83.81,105,88
66,67,67,Beau Hossler,104,83.78,111,93
67,T68,T68,Charley Hoffman,87,83.75,80,67
68,T68,T68,Martin Piller,79,83.75,80,67
69,70,70,Matt Every,79,83.72,86,72
70,71,71,Tiger Woods,68,83.5,103,86
71,T72,T72,Tony Finau,105,83.33,102,85
72,T72,T72,Rickie Fowler,74,83.33,72,60
73,T72,T72,Brandon Harkins,101,83.33,120,100
74,T72,T72,Marc Leishman,93,83.33,96,80
75,T72,T72,Tom Lovelady,87,83.33,120,100
76,T72,T72,Gary Woodland,96,83.33,102,85
77,78,78,Nick Watney,94,83.17,101,84
78,79,79,Charl Schwartzel,65,83.1,71,59
79,80,80,Rob Oppenheim,74,82.93,82,68
80,81,81,Whee Kim,93,82.88,111,92
81,82,82,Andrew Putnam,97,82.83,99,82
82,T83,T83,Keegan Bradley,98,82.81,128,106
83,T83,T83,Chesson Hadley,103,82.81,128,106
84,85,85,Seamus Power,86,82.8,93,77
85,86,86,Brian Harman,94,82.72,81,67
86,87,87,Kyle Thompson,50,82.69,52,43
87,88,88,Johnson Wagner,75,82.43,74,61
88,T89,T89,Bill Haas,76,82.35,85,70
89,T89,T89,Michael Kim,74,82.35,68,56
90,91,91,Tyrone Van Aswegen,101,82.31,130,107
91,92,92,Derek Fathauer,84,82.29,96,79
92,93,93,Steve Wheatcroft,60,82.19,73,60
93,T94,T94,James Hahn,85,82.14,84,69
94,T94,T94,Brett Stegmaier,67,82.14,56,46
95,96,96,Dustin Johnson,77,82.11,95,78
96,97,97,Russell Henley,77,82.05,78,64
97,98,98,Dominic Bozzelli,65,82.02,89,73
98,99,99,Harold Varner III,91,81.91,94,77
99,T100,T100,Rafa Cabrera Bello,75,81.82,77,63
100,T100,T100,Adam Scott,78,81.82,88,72
101,102,102,Bud Cauley,55,81.67,60,49
102,103,103,Jonas Blixt,67,81.54,65,53
103,T104,T104,Ricky Barnes,65,81.48,54,44
104,T104,T104,Chris Stroud,81,81.48,81,66
105,106,106,Keith Mitchell,99,81.4,129,105
106,107,107,Aaron Baddeley,84,81.37,102,83
107,108,108,Byeong Hun An,86,81.32,91,74
