,Average_Putting_Distance_-_GIR_1_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_1_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_1_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_1_Putts_ROUNDS,Average_Putting_Distance_-_GIR_1_Putts_AVG,Average_Putting_Distance_-_GIR_1_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_1_Putts_TOTAL PUTTS
0,1,1,Michael Thompson,62,"12' 10""",2291.583,179
1,2,2,Roberto Díaz,72,"12' 6""",1956.4170000000001,157
2,3,3,Harris English,84,"12' 4""",2513.333,204
3,T4,T4,Emiliano Grillo,94,"12' 1""",3186.167,264
4,T4,T4,Kevin Kisner,89,"12' 1""",2228.0,184
5,T4,T4,Martin Laird,73,"12' 1""",2425.75,201
6,T7,T7,Beau Hossler,104,"11' 11""",3729.917,312
7,T7,T7,Whee Kim,93,"11' 11""",2911.917,244
8,T7,T7,Ben Silverman,90,"11' 11""",2759.333,231
9,10,10,Russell Knox,94,"11' 10""",2528.0,213
10,T11,T11,Brian Harman,94,"11' 9""",2874.5,245
11,T11,T11,Nicholas Lindheim,77,"11' 9""",2306.917,197
12,T11,T11,Cameron Tringale,67,"11' 9""",1609.6670000000001,137
13,14,14,Conrad Shindler,60,"11' 8""",1549.3329999999999,133
14,T15,T15,Alex Noren,67,"11' 7""",1666.0829999999999,144
15,T15,T15,Seamus Power,86,"11' 7""",2242.083,194
16,T15,T15,Brandt Snedeker,84,"11' 7""",2861.917,247
17,T15,T15,Kyle Stanley,93,"11' 7""",2620.583,227
18,T15,T15,Brett Stegmaier,67,"11' 7""",1821.75,157
19,T15,T15,Harold Varner III,91,"11' 7""",2681.75,232
20,T21,T21,Ryan Blaum,81,"11' 6""",2795.417,243
21,T21,T21,Rob Oppenheim,74,"11' 6""",1819.1670000000001,158
22,T23,T23,Kiradech Aphibarnrat,51,"11' 5""",1105.75,97
23,T23,T23,Derek Fathauer,84,"11' 5""",2245.333,196
24,T23,T23,Bill Haas,76,"11' 5""",1888.4170000000001,165
25,T23,T23,Tom Lovelady,87,"11' 5""",2562.167,224
26,T23,T23,Denny McCarthy,71,"11' 5""",1702.5829999999999,149
27,T23,T23,William McGirt,84,"11' 5""",2520.0,220
28,T29,T29,Blayne Barber,69,"11' 4""",2173.667,192
29,T29,T29,Greg Chalmers,56,"11' 4""",1307.417,115
30,T29,T29,Michael Kim,74,"11' 4""",1740.9170000000001,154
31,T29,T29,Peter Uihlein,83,"11' 4""",2171.917,192
32,T33,T33,Wesley Bryan,69,"11' 3""",1722.3329999999999,153
33,T33,T33,Jim Furyk,50,"11' 3""",1438.4170000000001,128
34,T33,T33,Matt Jones,70,"11' 3""",1739.0829999999999,155
35,T33,T33,Andrew Landry,82,"11' 3""",2505.5,223
36,T33,T33,D.A. Points,63,"11' 3""",1548.1670000000001,138
37,T33,T33,Adam Schenk,86,"11' 3""",2143.083,190
38,T33,T33,Andrew Yun,51,"11' 3""",1127.833,100
39,T40,T40,Lucas Glover,65,"11' 2""",1488.5829999999999,133
40,T40,T40,Adam Hadwin,92,"11' 2""",2298.083,206
41,T40,T40,David Hearn,66,"11' 2""",1879.25,168
42,T40,T40,Russell Henley,77,"11' 2""",2084.167,186
43,T40,T40,Jason Kokrak,99,"11' 2""",3176.5,284
44,T40,T40,Kevin Na,91,"11' 2""",2892.75,260
45,T40,T40,Scott Stallings,96,"11' 2""",2563.667,229
46,T47,T47,Ryan Armour,109,"11' 1""",3565.75,321
47,T47,T47,Zach Johnson,94,"11' 1""",2759.417,249
48,T47,T47,Pat Perez,82,"11' 1""",1790.3329999999999,162
49,T50,T50,Jason Dufner,71,"11' 0""",1645.0,150
