,GIR_Putting_-_10-15_RANK THIS WEEK,GIR_Putting_-_10-15_RANK LAST WEEK,GIR_Putting_-_10-15_PLAYER NAME,GIR_Putting_-_10-15_ROUNDS,GIR_Putting_-_10-15_%,GIR_Putting_-_10-15_ATTEMPTS,GIR_Putting_-_10-15_PUTTS MADE
0,1,1,Phil Mickelson,90,40.63,128,52
1,2,2,Cameron Percy,56,37.97,79,30
2,3,3,Marc Leishman,93,37.96,137,52
3,4,4,Rob Oppenheim,74,37.11,97,36
4,5,5,D.A. Points,63,36.59,82,30
5,6,6,Jason Day,75,36.36,88,32
6,7,7,Adam Hadwin,92,36.15,130,47
7,8,8,Ryan Blaum,81,36.03,136,49
8,9,9,Vaughn Taylor,83,35.97,139,50
9,10,10,Andrew Putnam,97,35.92,142,51
10,11,11,Ollie Schniederjans,91,35.81,148,53
11,12,12,Rafa Cabrera Bello,75,35.71,98,35
12,T13,T13,Hunter Mahan,67,35.58,104,37
13,T13,T13,Martin Piller,79,35.58,104,37
14,15,15,Peter Malnati,87,35.51,138,49
15,16,16,Matt Atkins,56,35.48,62,22
16,17,17,Aaron Wise,90,35.42,144,51
17,18,18,Billy Horschel,86,35.17,145,51
18,19,19,Brandon Harkins,101,35.1,151,53
19,20,20,Whee Kim,93,35.0,140,49
20,21,21,Justin Rose,70,34.95,103,36
21,22,22,Charles Howell III,104,34.88,129,45
22,23,23,Tommy Fleetwood,73,34.86,109,38
23,24,24,Brian Harman,94,34.85,132,46
24,25,25,Dominic Bozzelli,65,34.82,112,39
25,26,26,Brian Stuard,103,34.76,187,65
26,27,27,Ben Silverman,90,34.51,142,49
27,28,28,Rory Sabbatini,91,34.34,99,34
28,29,29,Brett Stegmaier,67,34.26,108,37
29,T30,T30,Harris English,84,34.11,129,44
30,T30,T30,Mackenzie Hughes,80,34.11,129,44
31,32,32,Denny McCarthy,71,34.09,88,30
32,33,33,Troy Merritt,89,34.06,138,47
33,34,34,Greg Chalmers,56,33.93,56,19
34,35,35,David Lingmerth,82,33.59,128,43
35,36,36,Jason Kokrak,99,33.52,182,61
36,T37,T37,Anirban Lahiri,82,33.33,117,39
37,T37,T37,Adam Schenk,86,33.33,126,42
38,39,39,Patrick Rodgers,97,33.03,109,36
39,40,40,Jason Dufner,71,32.94,85,28
40,41,41,Satoshi Kodaira,51,32.91,79,26
41,42,42,Bud Cauley,55,32.86,70,23
42,43,43,Daniel Summerhays,51,32.81,64,21
43,44,44,Nicholas Lindheim,77,32.8,125,41
44,45,45,Emiliano Grillo,94,32.47,154,50
45,46,46,Russell Henley,77,32.43,111,36
46,47,47,Matt Kuchar,88,32.33,133,43
47,48,48,Tiger Woods,68,32.28,127,41
48,49,49,Rod Pampling,62,32.05,78,25
49,50,50,Rickie Fowler,74,32.0,125,40
50,51,51,Kelly Kraft,94,31.97,122,39
51,52,52,"Ted Potter, Jr.",87,31.82,132,42
52,53,53,Ricky Barnes,65,31.4,86,27
53,54,54,Brian Gay,103,31.39,137,43
54,55,55,Shawn Stefani,76,31.3,115,36
55,56,56,Austin Cook,107,31.29,163,51
56,57,57,Jim Furyk,50,31.25,80,25
57,58,58,Abraham Ancer,98,31.18,170,53
58,59,59,Brandt Snedeker,84,31.03,145,45
59,60,60,Michael Thompson,62,31.0,100,31
60,61,61,Dustin Johnson,77,30.89,123,38
61,62,62,Johnson Wagner,75,30.85,94,29
62,T63,T63,Patrick Cantlay,87,30.77,143,44
63,T63,T63,Beau Hossler,104,30.77,169,52
64,T63,T63,Billy Hurley III,70,30.77,91,28
65,66,66,Ben Crane,65,30.68,88,27
66,67,67,Webb Simpson,95,30.64,173,53
67,68,68,Brooks Koepka,64,30.63,111,34
68,69,69,Branden Grace,67,30.59,85,26
69,T70,T70,Chez Reavie,93,30.58,121,37
70,T70,T70,Chris Stroud,81,30.58,121,37
71,T72,T72,Ian Poulter,73,30.56,108,33
72,T72,T72,Sam Saunders,80,30.56,144,44
73,74,74,Scott Brown,102,30.5,141,43
74,75,75,Andrew Yun,51,30.43,69,21
75,T76,T76,Bronson Burgoon,69,30.25,119,36
76,T76,T76,Grayson Murray,72,30.25,119,36
77,78,78,Gary Woodland,96,30.19,159,48
78,79,79,Tyrrell Hatton,58,30.16,63,19
79,T80,T80,Michael Kim,74,30.0,100,30
80,T80,T80,Bubba Watson,90,30.0,130,39
81,82,82,Russell Knox,94,29.94,157,47
82,83,83,Tony Finau,105,29.88,164,49
83,84,84,Bryson DeChambeau,93,29.86,144,43
84,85,85,Paul Casey,74,29.79,94,28
85,86,86,John Huh,94,29.75,158,47
86,87,87,Ryan Palmer,69,29.7,101,30
87,88,88,C.T. Pan,104,29.66,145,43
88,89,89,Jonathan Byrd,70,29.63,108,32
89,90,90,Zach Johnson,94,29.49,156,46
90,91,91,Rory McIlroy,64,29.47,95,28
91,92,92,Stewart Cink,87,29.46,112,33
92,93,93,Harold Varner III,91,29.45,146,43
93,T94,T94,Aaron Baddeley,84,29.41,119,35
94,T94,T94,Seamus Power,86,29.41,119,35
95,T94,T94,Hudson Swafford,73,29.41,102,30
96,97,97,Steve Wheatcroft,60,29.35,92,27
97,T98,T98,Tom Lovelady,87,29.33,150,44
98,T98,T98,Charl Schwartzel,65,29.33,75,22
