,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,1,1,Ben Martin,64,23.75,80,19
1,2,2,Dustin Johnson,77,22.58,93,21
2,3,3,Kevin Na,91,20.0,95,19
3,4,4,Jonathan Randolph,71,19.74,76,15
4,5,5,Greg Chalmers,56,19.35,62,12
5,6,6,Charl Schwartzel,65,18.97,58,11
6,7,7,Martin Piller,79,18.68,91,17
7,8,8,Rafa Cabrera Bello,75,18.6,86,16
8,9,9,Brian Harman,94,18.46,130,24
9,10,10,Troy Merritt,89,18.45,103,19
10,11,11,Zecheng Dou,53,18.33,60,11
11,12,12,Martin Laird,73,17.95,78,14
12,13,13,Alex Cejka,77,17.81,73,13
13,14,14,Tom Hoge,101,17.76,107,19
14,15,15,Peter Uihlein,83,17.71,96,17
15,16,16,Ryan Blaum,81,17.65,102,18
16,17,17,Lanto Griffin,80,17.44,86,15
17,18,18,Billy Hurley III,70,17.28,81,14
18,19,19,Justin Rose,70,17.07,82,14
19,20,20,Wesley Bryan,69,16.98,53,9
20,21,21,Adam Scott,78,16.87,83,14
21,T22,T22,Branden Grace,67,16.67,72,12
22,T22,T22,Russell Henley,77,16.67,96,16
23,24,24,Trey Mullinax,75,16.46,79,13
24,25,25,Alex Noren,67,16.39,61,10
25,26,26,David Lingmerth,82,16.36,110,18
26,27,27,Rob Oppenheim,74,16.28,86,14
27,28,28,J.B. Holmes,77,16.13,93,15
28,29,29,Emiliano Grillo,94,15.97,119,19
29,30,30,Zach Johnson,94,15.93,113,18
30,31,31,Ryan Armour,109,15.86,145,23
31,32,32,Sean O'Hair,67,15.85,82,13
32,T33,T33,Jonas Blixt,67,15.79,76,12
33,T33,T33,Jason Day,75,15.79,76,12
34,35,35,Whee Kim,93,15.69,102,16
35,36,36,Patton Kizzire,92,15.56,135,21
36,37,37,Justin Thomas,91,15.53,103,16
37,38,38,Chez Reavie,93,15.48,84,13
38,39,39,Kevin Kisner,89,15.46,97,15
39,40,40,J.T. Poston,73,15.38,91,14
40,41,41,Grayson Murray,72,15.28,72,11
41,42,42,Zac Blair,64,15.15,66,10
42,43,43,Hunter Mahan,67,15.12,86,13
43,44,44,Lucas Glover,65,14.93,67,10
44,45,45,Tiger Woods,68,14.89,94,14
45,46,46,Brian Gay,103,14.81,135,20
46,47,47,Matt Atkins,56,14.75,61,9
47,48,48,"Ted Potter, Jr.",87,14.68,109,16
48,49,49,Xinjun Zhang,81,14.63,82,12
49,50,50,Rory McIlroy,64,14.61,89,13
50,51,51,Vaughn Taylor,83,14.58,96,14
51,T52,T52,Jason Kokrak,99,14.52,124,18
52,T52,T52,Harold Varner III,91,14.52,124,18
53,54,54,Jason Dufner,71,14.49,69,10
54,55,55,Shane Lowry,64,14.47,76,11
55,56,56,Graeme McDowell,67,14.29,84,12
56,57,57,Joel Dahmen,93,14.14,99,14
57,58,58,Michael Kim,74,14.1,78,11
58,T59,T59,Stewart Cink,87,13.89,108,15
59,T59,T59,Bill Haas,76,13.89,108,15
60,61,61,Chris Stroud,81,13.85,65,9
61,62,62,Tony Finau,105,13.74,131,18
62,63,63,Brandt Snedeker,84,13.73,102,14
63,64,64,James Hahn,85,13.71,124,17
64,65,65,Conrad Shindler,60,13.7,73,10
65,66,66,Blayne Barber,69,13.68,95,13
66,67,67,Daniel Summerhays,51,13.64,44,6
67,68,68,William McGirt,84,13.6,125,17
68,69,69,Rickie Fowler,74,13.59,103,14
69,70,70,Robert Streb,78,13.54,96,13
70,T71,T71,Anirban Lahiri,82,13.45,119,16
71,T71,T71,Scott Stallings,96,13.45,119,16
72,T73,T73,Phil Mickelson,90,13.33,90,12
73,T73,T73,Xander Schauffele,96,13.33,105,14
74,T73,T73,Cameron Tringale,67,13.33,75,10
75,76,76,Kevin Streelman,94,13.22,121,16
76,77,77,Adam Schenk,86,13.21,106,14
77,78,78,Nicholas Lindheim,77,13.13,99,13
78,79,79,Andrew Yun,51,13.04,46,6
79,T80,T80,Tom Lovelady,87,12.9,124,16
80,T80,T80,Sam Ryder,82,12.9,124,16
81,82,82,Roberto Díaz,72,12.82,78,10
82,83,83,Luke List,98,12.8,125,16
83,84,84,Jhonattan Vegas,92,12.79,86,11
84,85,85,Kiradech Aphibarnrat,51,12.77,47,6
85,86,86,Jon Rahm,71,12.66,79,10
86,87,87,Francesco Molinari,73,12.64,87,11
87,88,88,Beau Hossler,104,12.59,143,18
88,T89,T89,Tommy Fleetwood,73,12.5,88,11
89,T89,T89,David Hearn,66,12.5,88,11
90,T89,T89,John Huh,94,12.5,128,16
91,T89,T89,Matt Jones,70,12.5,64,8
92,T89,T89,Ollie Schniederjans,91,12.5,120,15
93,94,94,Scott Brown,102,12.39,113,14
94,95,95,Patrick Reed,94,12.37,97,12
95,T96,T96,Ricky Barnes,65,12.31,65,8
96,T96,T96,Rod Pampling,62,12.31,65,8
97,T96,T96,Nick Watney,94,12.31,130,16
98,99,99,Johnson Wagner,75,12.22,90,11
99,100,100,Mackenzie Hughes,80,12.12,99,12
100,101,101,Brett Stegmaier,67,12.0,75,9
101,T102,T102,Derek Fathauer,84,11.96,92,11
102,T102,T102,Pat Perez,82,11.96,92,11
103,T104,T104,Ben Crane,65,11.94,67,8
104,T104,T104,D.A. Points,63,11.94,67,8
105,T104,T104,Ian Poulter,73,11.94,67,8
106,107,107,Patrick Rodgers,97,11.93,109,13
107,T108,T108,Byeong Hun An,86,11.86,118,14
108,T108,T108,Ben Silverman,90,11.86,118,14
109,110,110,Chris Kirk,108,11.8,161,19
110,T111,T111,Brandon Harkins,101,11.76,119,14
111,T111,T111,Henrik Stenson,60,11.76,68,8
112,113,113,Shawn Stefani,76,11.71,111,13
113,114,114,Nick Taylor,94,11.67,120,14
114,T115,T115,Chad Campbell,87,11.58,95,11
115,T115,T115,Sam Saunders,80,11.58,95,11
116,117,117,Russell Knox,94,11.57,121,14
117,118,118,Si Woo Kim,108,11.5,113,13
118,119,119,Rory Sabbatini,91,11.48,122,14
119,120,120,Brian Stuard,103,11.32,159,18
120,121,121,Bryson DeChambeau,93,11.3,115,13
121,T122,T122,Andrew Putnam,97,11.11,126,14
122,T122,T122,Gary Woodland,96,11.11,90,10
123,124,124,Michael Thompson,62,11.01,109,12
124,T125,T125,Nate Lashley,51,10.71,56,6
125,T125,T125,Ryan Palmer,69,10.71,84,9
126,127,127,Keith Mitchell,99,10.58,104,11
127,T128,T128,Corey Conners,97,10.57,123,13
128,T128,T128,Webb Simpson,95,10.57,123,13
129,130,130,Kevin Tway,110,10.56,142,15
130,131,131,Cody Gribble,71,10.53,76,8
131,132,132,Ryan Moore,78,10.47,86,9
132,133,133,Charley Hoffman,87,10.38,106,11
133,T134,T134,Daniel Berger,81,10.31,97,10
134,T134,T134,Matt Kuchar,88,10.31,97,10
135,136,136,Kelly Kraft,94,10.26,117,12
136,137,137,Austin Cook,107,10.24,127,13
137,138,138,Peter Malnati,87,10.19,108,11
138,T139,T139,Matt Every,79,10.11,89,9
139,T139,T139,Adam Hadwin,92,10.11,89,9
140,141,141,Abraham Ancer,98,10.08,119,12
141,142,142,Billy Horschel,86,9.92,121,12
142,143,143,Dominic Bozzelli,65,9.89,91,9
143,144,144,Brooks Koepka,64,9.86,71,7
144,T145,T145,Andrew Landry,82,9.82,112,11
145,T145,T145,Richy Werenski,98,9.82,112,11
146,147,147,Jimmy Walker,81,9.78,92,9
147,148,148,Aaron Wise,90,9.76,123,12
148,149,149,Denny McCarthy,71,9.72,72,7
149,150,150,Danny Lee,88,9.71,103,10
150,151,151,Martin Flores,92,9.65,114,11
151,152,152,Chesson Hadley,103,9.63,135,13
152,153,153,Cameron Smith,85,9.46,74,7
153,154,154,Hudson Swafford,73,9.41,85,8
154,155,155,Steve Wheatcroft,60,9.38,64,6
155,156,156,Hideki Matsuyama,75,9.28,97,9
156,157,157,Brendan Steele,74,9.23,65,6
157,158,158,Brice Garnett,99,9.16,131,12
158,T159,T159,Kevin Chappell,77,9.09,99,9
159,T159,T159,Jamie Lovemark,92,9.09,110,10
160,T159,T159,J.J. Spaun,85,9.09,99,9
161,162,162,Jonathan Byrd,70,8.96,67,6
162,163,163,Aaron Baddeley,84,8.91,101,9
163,164,164,Ethan Tracy,72,8.79,91,8
164,165,165,C.T. Pan,104,8.59,128,11
165,166,166,Harris English,84,8.57,105,9
166,167,167,Seamus Power,86,8.51,94,8
167,168,168,J.J. Henry,81,8.49,106,9
168,169,169,Jordan Spieth,81,8.42,95,8
169,170,170,Bubba Watson,90,8.25,97,8
170,171,171,Talor Gooch,78,7.92,101,8
171,172,172,Patrick Cantlay,87,7.84,102,8
172,173,173,Keegan Bradley,98,7.81,128,10
173,T174,T174,Sung Kang,89,7.69,104,8
174,T174,T174,Kyle Stanley,93,7.69,117,9
175,176,176,Tyler Duncan,97,7.63,131,10
176,177,177,Bronson Burgoon,69,7.59,79,6
177,178,178,Jim Furyk,50,7.23,83,6
178,179,179,Paul Casey,74,6.94,72,5
179,180,180,Retief Goosen,60,6.38,47,3
180,181,181,Fabián Gómez,88,6.19,97,6
181,182,182,Tyrrell Hatton,58,6.15,65,4
182,183,183,Kyle Thompson,50,6.06,66,4
183,184,184,Tyrone Van Aswegen,101,5.88,119,7
184,185,185,Bud Cauley,55,5.77,52,3
185,186,186,Robert Garrigus,80,5.68,88,5
186,187,187,Charles Howell III,104,5.6,125,7
187,188,188,Louis Oosthuizen,62,5.41,74,4
188,189,189,Stephan Jaeger,81,5.32,94,5
189,190,190,Cameron Percy,56,4.69,64,3
190,191,191,Marc Leishman,93,4.17,96,4
191,192,192,Satoshi Kodaira,51,4.08,49,2
192,193,193,Scott Piercy,84,2.91,103,3
