,Driving_Pct._240-260_Measured_RANK THIS WEEK,Driving_Pct._240-260_Measured_RANK LAST WEEK,Driving_Pct._240-260_Measured_PLAYER NAME,Driving_Pct._240-260_Measured_ROUNDS,Driving_Pct._240-260_Measured_%,Driving_Pct._240-260_Measured_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_Measured_TOTAL DRVS - OVERALL,Driving_Pct._240-260_Measured_RELATIVE TO PAR
0,1,1,Corey Pavin,73,31.54,41.0,130,+0.07
1,2,2,Brian Gay,96,29.55,52.0,176,-0.06
2,3,3,Dean Wilson,81,23.38,36.0,154,+0.28
3,4,4,Tom Lehman,55,23.26,20.0,86,E
4,5,5,Darron Stiles,52,22.83,21.0,92,+0.10
5,6,6,Mark Brooks,55,22.34,21.0,94,+0.10
6,7,7,Brendon Todd,53,21.57,22.0,102,+0.23
7,8,8,Richard Johnson,85,21.25,34.0,160,+0.03
8,9,9,Brad Faxon,59,19.49,23.0,118,+0.17
9,10,10,Brandt Snedeker,81,19.01,27.0,142,-0.19
10,11,11,Greg Kraft,51,18.89,17.0,90,+0.41
11,T12,T12,Bart Bryant,58,18.52,20.0,108,+0.05
12,T12,T12,Joe Durant,62,18.52,20.0,108,+0.10
13,14,14,Luke Donald,79,18.18,24.0,132,+0.13
14,15,15,K.J. Choi,65,16.96,19.0,112,+0.16
15,16,16,Tim Clark,81,16.91,23.0,136,E
16,T17,T17,Spencer Levin,75,16.9,24.0,142,-0.04
17,T17,T17,Chris Riley,77,16.9,24.0,142,-0.17
18,19,19,Nick O'Hern,90,16.86,29.0,172,+0.31
19,20,20,Paul Goydos,79,16.44,24.0,146,+0.17
20,21,21,Jeff Quinney,78,16.03,25.0,156,+0.04
21,22,22,Rick Price,54,15.63,15.0,96,-0.07
22,23,23,Chris DiMarco,97,15.59,29.0,186,-0.03
23,24,24,Aron Price,89,15.43,25.0,162,+0.04
24,25,25,Matt Kuchar,82,14.74,23.0,156,E
25,26,26,Kent Jones,73,14.62,19.0,130,+0.16
26,27,27,Billy Mayfair,83,14.38,21.0,146,-0.10
27,28,28,Scott McCarron,91,14.29,26.0,182,+0.19
28,29,29,Jim Furyk,86,14.08,20.0,142,E
29,30,30,Patrick Sheehan,51,13.95,12.0,86,+0.25
30,31,31,Glen Day,79,13.38,19.0,142,+0.05
31,32,32,Jeff Klauk,97,13.16,25.0,190,+0.08
32,33,33,Brian Davis,103,13.13,26.0,198,+0.15
33,34,34,Jay Williamson,69,13.11,16.0,122,+0.06
34,T35,T35,Greg Chalmers,85,12.99,20.0,154,-0.05
35,T35,T35,Freddie Jacobson,83,12.99,20.0,154,+0.15
36,37,37,D.A. Points,99,12.9,24.0,186,+0.13
37,38,38,Steve Elkington,70,12.86,18.0,140,-0.06
38,39,39,Mike Weir,85,12.84,19.0,148,-0.26
39,T40,T40,John Mallinger,90,12.8,21.0,164,+0.19
40,T40,T40,Tom Pernice Jr.,82,12.8,21.0,164,+0.14
41,T42,T42,Padraig Harrington,66,12.73,14.0,110,+0.29
42,T42,T42,Bob Heintz,59,12.73,14.0,110,-0.07
43,44,44,Parker McLachlin,71,12.68,18.0,142,E
44,T45,T45,Ben Curtis,63,12.5,13.0,104,+0.23
45,T45,T45,David Mathis,82,12.5,19.0,152,+0.16
46,47,47,Marc Turnesa,77,12.34,19.0,154,E
47,48,48,Ken Duke,87,12.03,19.0,158,+0.05
48,49,49,Chez Reavie,81,12.0,18.0,150,-0.06
49,50,50,Colt Knost,71,11.9,15.0,126,+0.27
50,51,51,Cliff Kresge,78,11.81,17.0,144,+0.12
51,52,52,Charlie Wi,92,11.67,21.0,180,E
52,53,53,Scott Sterling,51,11.63,10.0,86,E
53,54,54,Mark Wilson,99,11.58,22.0,190,-0.18
54,55,55,Ryuji Imada,85,11.33,17.0,150,+0.06
55,56,56,Ben Crane,93,11.24,20.0,178,-0.10
56,57,57,Kris Blanks,60,11.11,12.0,108,+0.08
57,58,58,Jason Dufner,90,11.05,19.0,172,+0.16
58,59,59,Alex Cejka,82,11.04,17.0,154,-0.24
59,T60,T60,Mark Calcavecchia,72,11.03,15.0,136,+0.07
60,T60,T60,Lee Janzen,74,11.03,15.0,136,+0.27
61,62,62,Peter Lonard,86,10.98,18.0,164,E
62,63,63,Steve Flesch,77,10.96,16.0,146,-0.06
63,64,64,Eric Axley,71,10.77,14.0,130,+0.14
64,65,65,Zach Johnson,94,10.71,18.0,168,-0.06
65,66,66,Brian Vranesh,51,10.64,10.0,94,E
66,T67,T67,Derek Fathauer,63,10.53,12.0,114,+0.17
67,T67,T67,Tim Petrovic,97,10.53,20.0,190,-0.05
68,69,69,Jason Bohn,88,10.23,18.0,176,+0.17
69,70,70,Matt Weibring,65,10.17,12.0,118,-0.17
70,71,71,Rich Beem,77,10.14,14.0,138,+0.07
71,72,72,Scott Verplank,88,10.12,17.0,168,+0.06
72,73,73,Todd Hamilton,83,9.86,14.0,142,+0.14
73,74,74,Kevin Na,91,9.77,17.0,174,E
74,T75,T75,Jarrod Lyle,65,9.65,11.0,114,-0.09
75,T75,T75,Bryce Molder,69,9.65,11.0,114,-0.09
76,77,77,Bob Estes,78,9.62,15.0,156,+0.13
77,78,78,Vaughn Taylor,88,9.52,16.0,168,+0.25
78,79,79,Michael Allen,73,9.42,13.0,138,+0.38
79,80,80,Justin Leonard,95,9.04,15.0,166,E
80,81,81,Nathan Green,104,9.0,18.0,200,+0.11
81,82,82,Brett Quigley,92,8.93,15.0,168,+0.20
82,83,83,Brad Adamonis,70,8.82,12.0,136,+0.17
83,84,84,Tommy Armour III,58,8.62,10.0,116,+0.50
84,85,85,Pat Perez,74,8.57,12.0,140,+0.42
85,86,86,D.J. Trahan,96,8.52,15.0,176,+0.13
86,T87,T87,Justin Rose,71,8.33,10.0,120,E
87,T87,T87,David Toms,98,8.33,15.0,180,+0.07
88,89,89,Briny Baird,89,8.23,13.0,158,+0.08
89,90,90,Casey Wittenberg,71,8.2,10.0,122,E
90,91,91,Brian Bateman,55,8.18,9.0,110,+0.33
91,92,92,Jimmy Walker,74,8.09,11.0,136,-0.27
92,93,93,Johnson Wagner,81,8.02,13.0,162,+0.15
93,94,94,Kevin Stadler,65,7.89,9.0,114,-0.11
94,95,95,Heath Slocum,95,7.87,14.0,178,+0.14
95,96,96,Steve Lowery,83,7.83,13.0,166,+0.23
96,T97,T97,Stephen Ames,77,7.69,10.0,130,-0.10
97,T97,T97,George McNeill,82,7.69,12.0,156,+0.25
98,T97,T97,Carl Pettersson,86,7.69,12.0,156,-0.17
99,100,100,Rory Sabbatini,81,7.64,11.0,144,+0.27
100,101,101,Kirk Triplett,60,7.5,9.0,120,-0.11
