,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
85,86,86,Casey Wittenberg,71,1.64,2.0,122,+1.00
86,87,87,D.A. Points,99,1.61,3.0,186,E
87,T88,T88,Matt Bettencourt,98,1.6,3.0,188,+0.67
88,T88,T88,Webb Simpson,94,1.6,3.0,188,+0.33
89,90,90,Retief Goosen,74,1.59,2.0,126,-0.50
90,T91,T91,Stephen Ames,77,1.54,2.0,130,+0.50
91,T91,T91,Kent Jones,73,1.54,2.0,130,E
92,93,93,Steve Stricker,81,1.49,2.0,134,E
93,T94,T94,Brad Adamonis,70,1.47,2.0,136,+0.50
94,T94,T94,Jimmy Walker,74,1.47,2.0,136,-0.50
95,96,96,Will MacKenzie,69,1.45,2.0,138,+0.50
96,97,97,Jim Furyk,86,1.41,2.0,142,E
97,98,98,Dustin Johnson,85,1.35,2.0,148,+2.00
98,99,99,Alex Cejka,82,1.3,2.0,154,+0.50
99,100,100,Chad Campbell,90,1.28,2.0,156,-0.50
100,T101,T101,Ryan Moore,89,1.23,2.0,162,+0.50
101,T101,T101,Johnson Wagner,81,1.23,2.0,162,+0.50
102,T103,T103,Hunter Mahan,94,1.22,2.0,164,+0.50
103,T103,T103,Chris Stroud,88,1.22,2.0,164,E
104,T105,T105,Ángel Cabrera,55,1.19,1.0,84,-1.00
105,T105,T105,Brett Quigley,92,1.19,2.0,168,E
106,107,107,Patrick Sheehan,51,1.16,1.0,86,E
107,T108,T108,Tag Ridings,50,1.14,1.0,88,E
108,T108,T108,D.J. Trahan,96,1.14,2.0,176,-0.50
109,T110,T110,Ben Crane,93,1.12,2.0,178,+0.50
110,T110,T110,Heath Slocum,95,1.12,2.0,178,E
111,T112,T112,Sergio Garcia,59,1.09,1.0,92,E
112,T112,T112,Ian Poulter,59,1.09,1.0,92,-1.00
113,T112,T112,Darron Stiles,52,1.09,1.0,92,+1.00
114,T115,T115,Ted Purdy,101,1.08,2.0,186,-1.00
115,T115,T115,Kevin Streelman,97,1.08,2.0,186,+0.50
116,117,117,Leif Olson,51,1.06,1.0,94,+1.00
117,T118,T118,Jeff Klauk,97,1.05,2.0,190,+0.50
118,T118,T118,Mark Wilson,99,1.05,2.0,190,+0.50
119,120,120,Peter Tomasulo,61,0.94,1.0,106,E
120,121,121,K.J. Choi,65,0.89,1.0,112,+1.00
121,T122,T122,Derek Fathauer,63,0.88,1.0,114,E
122,T122,T122,Jarrod Lyle,65,0.88,1.0,114,E
123,124,124,Tommy Armour III,58,0.86,1.0,116,E
124,125,125,Sean O'Hair,80,0.78,1.0,128,+2.00
125,126,126,Rod Pampling,72,0.75,1.0,134,E
126,127,127,Stuart Appleby,79,0.74,1.0,136,+1.00
127,128,128,Michael Allen,73,0.72,1.0,138,E
128,129,129,Todd Hamilton,83,0.7,1.0,142,+1.00
129,T130,T130,Steve Flesch,77,0.68,1.0,146,+1.00
130,T130,T130,Billy Mayfair,83,0.68,1.0,146,E
131,132,132,Chez Reavie,81,0.67,1.0,150,E
132,133,133,Nick Watney,86,0.66,1.0,152,-1.00
133,134,134,Y.E. Yang,83,0.65,1.0,154,+2.00
134,135,135,Carl Pettersson,86,0.64,1.0,156,E
135,T136,T136,Ken Duke,87,0.63,1.0,158,E
136,T136,T136,Robert Garrigus,83,0.63,1.0,158,+1.00
137,T136,T136,Kenny Perry,92,0.63,1.0,158,+1.00
138,139,139,Scott Piercy,85,0.62,1.0,162,+1.00
139,T140,T140,Woody Austin,84,0.6,1.0,168,E
140,T140,T140,Justin Leonard,95,0.6,1.0,166,E
141,T140,T140,Kevin Sutherland,96,0.6,1.0,166,E
142,T143,T143,Jason Bohn,88,0.57,1.0,176,+1.00
143,T143,T143,Bill Haas,91,0.57,1.0,174,-1.00
144,T143,T143,Tim Herron,87,0.57,1.0,174,+2.00
145,T143,T143,Marc Leishman,91,0.57,1.0,174,+1.00
146,T147,T147,Harrison Frazar,93,0.56,1.0,178,+1.00
147,T147,T147,David Toms,98,0.56,1.0,180,+1.00
148,T147,T147,Bo Van Pelt,100,0.56,1.0,180,E
149,150,150,Scott McCarron,91,0.55,1.0,182,E
150,151,151,Michael Letzig,96,0.54,1.0,184,+1.00
151,T152,T152,Charley Hoffman,97,0.53,1.0,190,-1.00
152,T152,T152,Nicholas Thompson,96,0.53,1.0,188,E
153,T154,T154,Robert Allenby,71,0.0,,120,E
154,T154,T154,Kris Blanks,60,0.0,,108,E
155,T154,T154,Jonathan Byrd,89,0.0,,170,E
156,T154,T154,Mark Calcavecchia,72,0.0,,136,E
157,T154,T154,Stewart Cink,79,0.0,,126,E
158,T154,T154,Tim Clark,81,0.0,,136,E
159,T154,T154,Fred Couples,54,0.0,,104,E
160,T154,T154,Ben Curtis,63,0.0,,104,E
161,T154,T154,Jason Day,61,0.0,,106,E
162,T154,T154,Steve Elkington,70,0.0,,140,E
163,T154,T154,Ernie Els,70,0.0,,116,E
164,T154,T154,Matt Jones,56,0.0,,98,E
165,T154,T154,Anthony Kim,76,0.0,,128,E
166,T154,T154,Davis Love III,89,0.0,,166,E
167,T154,T154,Bill Lunde,83,0.0,,162,E
168,T154,T154,Steve Marino,98,0.0,,180,E
169,T154,T154,George McNeill,82,0.0,,156,E
170,T154,T154,John Merrick,91,0.0,,154,E
171,T154,T154,Phil Mickelson,66,0.0,,110,E
172,T154,T154,Geoff Ogilvy,78,0.0,,124,E
173,T154,T154,John Rollins,92,0.0,,176,E
174,T154,T154,John Senden,100,0.0,,196,E
175,T154,T154,Brandt Snedeker,81,0.0,,142,E
176,T154,T154,Kevin Stadler,65,0.0,,114,E
177,T154,T154,Charles Warren,63,0.0,,114,E
178,T154,T154,Bubba Watson,73,0.0,,126,E
179,T154,T154,Boo Weekley,79,0.0,,138,E
180,T154,T154,Matt Weibring,65,0.0,,118,E
181,T154,T154,Charlie Wi,92,0.0,,180,E
182,T154,T154,Gary Woodland,53,0.0,,86,E
183,T154,T154,Tiger Woods,64,0.0,,104,E
