,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
32,T32,T32,Steve Marino,98,66.68,264326.1,396393
33,T32,T32,Ted Purdy,101,66.68,277106.3,415548
34,35,35,Jason Day,61,66.64,153660.9,230569
35,36,36,Davis Love III,89,66.59,240975.2,361873
36,37,37,Jeff Maggert,79,66.58,225909.7,339321
37,38,38,Jonathan Byrd,89,66.57,238421.6,358146
38,T39,T39,Sergio Garcia,59,66.54,138937.6,208803
39,T39,T39,Kenny Perry,92,66.54,228159.7,342891
40,T41,T41,Tim Herron,87,66.38,251890.7,379494
41,T41,T41,Camilo Villegas,76,66.38,170809.2,257331
42,T41,T41,Boo Weekley,79,66.38,204023.1,307361
43,44,44,Stewart Cink,79,66.35,188078.4,283461
44,45,45,Michael Letzig,96,66.32,261107.4,393715
45,46,46,Jeff Overton,92,66.31,234996.3,354373
46,47,47,D.J. Trahan,96,66.29,245397.5,370180
47,T48,T48,Kevin Stadler,65,66.24,164935.8,248981
48,T48,T48,Peter Tomasulo,61,66.24,138866.9,209639
49,50,50,Bill Haas,91,66.23,250124.9,377636
50,51,51,Bo Van Pelt,100,66.18,249598.7,377134
51,52,52,Charles Howell III,99,66.17,256499.9,387659
52,T53,T53,Lucas Glover,93,66.16,246835.3,373102
53,T53,T53,Ryan Moore,89,66.16,229500.0,346912
54,55,55,Joe Ogilvie,85,66.15,232732.8,351807
55,56,56,Jason Gore,74,66.1,189376.4,286518
56,57,57,Ricky Barnes,67,66.08,161108.0,243814
57,58,58,Steve Lowery,83,66.07,233337.1,353140
58,59,59,Kris Blanks,60,65.91,142503.4,216194
59,60,60,Adam Scott,53,65.9,130082.1,197379
60,61,61,Will MacKenzie,69,65.87,184439.2,280003
61,62,62,Bill Lunde,83,65.86,230956.1,350660
62,63,63,Tommy Armour III,58,65.83,157192.5,238783
63,64,64,Greg Owen,97,65.82,252417.5,383497
64,65,65,Chad Campbell,90,65.76,217342.4,330508
65,66,66,Casey Wittenberg,71,65.74,162691.5,247464
66,67,67,John Merrick,91,65.73,209152.6,318196
67,68,68,Brian Vranesh,51,65.68,131496.1,200222
68,69,69,James Nitties,86,65.64,234916.4,357910
69,70,70,Brendon de Jonge,90,65.63,235878.5,359387
70,71,71,Retief Goosen,74,65.62,171609.1,261538
71,72,72,Y.E. Yang,83,65.6,214624.3,327147
72,T73,T73,Aaron Baddeley,66,65.59,177137.9,270076
73,T73,T73,Jarrod Lyle,65,65.59,151408.2,230842
74,T75,T75,Derek Fathauer,63,65.55,154853.5,236253
75,T75,T75,John Senden,100,65.55,281702.2,429768
76,77,77,Ernie Els,70,65.54,167074.2,254912
77,78,78,Carl Pettersson,86,65.51,228335.4,348535
78,T79,T79,Stephen Ames,77,65.5,171030.6,261121
79,T79,T79,Stuart Appleby,79,65.5,197331.8,301274
80,81,81,Mark Calcavecchia,72,65.48,186994.3,285581
81,82,82,J.J. Henry,97,65.47,260714.8,398208
82,83,83,Kirk Triplett,60,65.45,163046.0,249103
83,T84,T84,Kevin Sutherland,96,65.44,216879.1,331408
84,T84,T84,Tiger Woods,64,65.44,147919.4,226022
85,86,86,Mathew Goggin,76,65.41,181288.7,277161
86,87,87,George McNeill,82,65.38,232235.2,355218
87,88,88,Brian Bateman,55,65.34,144832.5,221652
88,T89,T89,Rod Pampling,72,65.32,191488.3,293133
89,T89,T89,Chris Stroud,88,65.32,231418.9,354267
90,91,91,Rich Beem,77,65.28,174733.3,267651
91,92,92,Webb Simpson,94,65.22,263600.0,404167
92,93,93,Padraig Harrington,66,65.21,147020.3,225443
93,94,94,Heath Slocum,95,65.2,258213.7,396054
94,95,95,Matt Weibring,65,65.17,167864.6,257565
95,96,96,Pat Perez,74,65.16,188747.2,289686
96,T97,T97,Brad Adamonis,70,65.15,184101.9,282565
97,T97,T97,Vaughn Taylor,88,65.15,240609.3,369297
98,99,99,Rocco Mediate,79,65.11,199728.1,306766
99,T100,T100,Robert Allenby,71,65.09,174127.6,267516
100,T100,T100,Ian Poulter,59,65.09,126775.2,194769
101,T100,T100,Brett Quigley,92,65.09,224783.2,345316
102,103,103,Justin Rose,71,65.04,173833.1,267273
103,104,104,Michael Allen,73,65.01,175586.3,270101
104,T105,T105,Brian Davis,103,64.98,276758.7,425937
105,T105,T105,Steve Elkington,70,64.98,181456.5,279241
106,T105,T105,Johnson Wagner,81,64.98,223164.5,343434
107,108,108,David Toms,98,64.97,245395.9,377695
108,109,109,Freddie Jacobson,83,64.96,222781.0,342963
109,T110,T110,Matt Kuchar,82,64.95,210679.9,324353
110,T110,T110,Justin Leonard,95,64.95,228852.3,352359
111,112,112,Billy Mayfair,83,64.88,203694.8,313966
112,113,113,Jay Williamson,69,64.87,170359.9,262625
113,114,114,Jason Dufner,90,64.86,234068.3,360876
114,115,115,Joe Durant,62,64.84,135634.2,209173
115,116,116,Bob Heintz,59,64.81,153299.0,236551
116,117,117,David Duval,56,64.79,129998.8,200647
117,118,118,Jason Bohn,88,64.77,244960.5,378179
118,T119,T119,K.J. Choi,65,64.76,146799.7,226694
119,T119,T119,Mark Wilson,99,64.76,264696.1,408710
120,121,121,Woody Austin,84,64.75,227664.9,351624
121,122,122,Cameron Beckman,87,64.68,226292.9,349876
122,T123,T123,Ben Crane,93,64.67,239252.3,369979
123,T123,T123,Todd Hamilton,83,64.67,192189.5,297167
124,125,125,Tim Petrovic,97,64.65,255600.0,395364
125,126,126,Steve Stricker,81,64.64,184740.6,285802
126,127,127,Jimmy Walker,74,64.61,190934.8,295499
127,T128,T128,Ken Duke,87,64.59,206633.3,319901
128,T128,T128,Steve Flesch,77,64.59,186196.3,288276
129,130,130,Zach Johnson,94,64.57,240939.4,373134
130,131,131,Charlie Wi,92,64.55,235658.3,365079
131,132,132,Darron Stiles,52,64.52,124061.6,192276
132,133,133,Ben Curtis,63,64.45,138050.7,214197
133,134,134,Scott McCarron,91,64.43,242560.1,376467
134,135,135,Rick Price,54,64.37,118861.7,184665
135,136,136,Greg Chalmers,85,64.32,212392.7,330220
136,137,137,Eric Axley,71,64.31,172666.6,268511
137,138,138,Patrick Sheehan,51,64.3,115409.7,179477
138,139,139,David Mathis,82,64.29,205656.8,319874
139,140,140,Colt Knost,71,64.28,164605.4,256088
140,T141,T141,Chez Reavie,81,64.26,210287.1,327258
141,T141,T141,Scott Sterling,51,64.26,117678.2,183118
142,143,143,Briny Baird,89,64.23,213969.5,333124
143,144,144,D.A. Points,99,64.22,256414.8,399277
144,T145,T145,Kevin Na,91,64.21,230251.9,358593
145,T145,T145,Scott Verplank,88,64.21,242252.6,377292
146,147,147,Greg Kraft,51,64.2,122216.4,190378
147,T148,T148,Alex Cejka,82,64.17,211006.8,328817
148,T148,T148,Jerry Kelly,90,64.17,233965.2,364619
149,150,150,Kent Jones,73,64.11,180031.1,280807
150,T151,T151,Jim Furyk,86,64.09,193564.5,301998
151,T151,T151,Spencer Levin,75,64.09,196889.7,307196
152,T153,T153,Nathan Green,104,64.08,276144.4,430914
153,T153,T153,Peter Lonard,86,64.08,228508.7,356594
154,T155,T155,Ryuji Imada,85,64.06,204975.7,319955
155,T155,T155,Parker McLachlin,71,64.06,195268.7,304803
156,T157,T157,Tim Clark,81,64.05,178810.3,279167
157,T157,T157,Mike Weir,85,64.05,204255.2,318923
158,159,159,Bryce Molder,69,64.01,167440.9,261577
159,160,160,Lee Janzen,74,63.97,179883.9,281197
160,161,161,Paul Goydos,79,63.95,195924.3,306386
161,162,162,Chris DiMarco,97,63.93,261271.8,408659
162,163,163,Tom Pernice Jr.,82,63.92,217087.4,339637
163,164,164,Cliff Kresge,78,63.88,200673.9,314142
164,165,165,Aron Price,89,63.83,225647.1,353512
165,166,166,Brandt Snedeker,81,63.81,195062.2,305697
166,167,167,John Mallinger,90,63.73,207289.5,325269
167,168,168,Glen Day,79,63.61,187370.5,294558
168,169,169,Jeff Klauk,97,63.59,256998.2,404138
169,170,170,Bob Estes,78,63.53,203995.5,321098
170,171,171,Marc Turnesa,77,63.48,212330.0,334460
171,172,172,Nick O'Hern,90,63.46,252150.5,397344
172,173,173,Jeff Quinney,78,63.26,205377.0,324644
173,174,174,Tom Lehman,55,63.17,102138.5,161695
174,175,175,Mark Brooks,55,63.09,114759.9,181898
175,176,176,Dean Wilson,81,62.92,200975.8,319426
176,177,177,Brendon Todd,53,62.81,137873.1,219504
177,178,178,Luke Donald,79,62.79,180145.9,286887
178,179,179,Chris Riley,77,62.74,197115.2,314190
179,180,180,Richard Johnson,85,62.59,215760.5,344737
180,181,181,Bart Bryant,58,62.58,154994.5,247657
181,182,182,Brian Gay,96,62.37,242541.8,388847
182,183,183,Brad Faxon,59,61.91,147863.8,238853
183,184,184,Corey Pavin,73,60.25,149915.7,248839
