,Driving_Pct._260-280_Measured_RANK THIS WEEK,Driving_Pct._260-280_Measured_RANK LAST WEEK,Driving_Pct._260-280_Measured_PLAYER NAME,Driving_Pct._260-280_Measured_ROUNDS,Driving_Pct._260-280_Measured_%,Driving_Pct._260-280_Measured_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_Measured_TOTAL DRVS - OVERALL,Driving_Pct._260-280_Measured_RELATIVE TO PAR
0,1,1,Bart Bryant,58,44.44,48,108,+0.15
1,2,2,Glen Day,79,41.55,59,142,-0.05
2,3,3,Peter Lonard,86,40.85,67,164,-0.07
3,4,4,Nick O'Hern,90,40.12,69,172,-0.10
4,5,5,Jeff Quinney,78,39.74,62,156,+0.06
5,6,6,Dean Wilson,81,38.96,60,154,-0.10
6,7,7,Corey Pavin,73,38.46,50,130,-0.06
7,8,8,Jeff Klauk,97,38.42,73,190,-0.01
8,9,9,Chez Reavie,81,37.33,56,150,-0.20
9,10,10,Colt Knost,71,37.3,47,126,-0.17
10,11,11,Mark Brooks,55,37.23,35,94,+0.11
11,12,12,Tom Lehman,55,37.21,32,86,+0.06
12,13,13,Greg Kraft,51,36.67,33,90,+0.12
13,14,14,Brandt Snedeker,81,36.62,52,142,+0.12
14,15,15,John Mallinger,90,36.59,60,164,-0.22
15,16,16,Ben Curtis,63,36.54,38,104,+0.08
16,17,17,Brad Faxon,59,36.44,43,118,-0.07
17,18,18,Aron Price,89,36.42,59,162,E
18,T19,T19,Alex Cejka,82,36.36,56,154,-0.16
19,T19,T19,Luke Donald,79,36.36,48,132,-0.08
20,21,21,Richard Johnson,85,36.25,58,160,-0.14
21,22,22,Kevin Na,91,36.21,63,174,-0.14
22,23,23,Ryuji Imada,85,36.0,54,150,-0.02
23,24,24,Spencer Levin,75,35.92,51,142,-0.02
24,25,25,Paul Goydos,79,35.62,52,146,-0.02
25,26,26,Justin Leonard,95,35.54,59,166,-0.14
26,27,27,Briny Baird,89,35.44,56,158,-0.05
27,28,28,Brian Gay,96,35.23,62,176,-0.18
28,29,29,Jim Furyk,86,35.21,50,142,+0.06
29,30,30,Vaughn Taylor,88,35.12,59,168,-0.10
30,31,31,Marc Turnesa,77,35.06,54,154,+0.06
31,T32,T32,Chris DiMarco,97,34.95,65,186,-0.09
32,T32,T32,D.A. Points,99,34.95,65,186,-0.08
33,34,34,Scott Verplank,88,34.52,58,168,-0.16
34,35,35,Joe Durant,62,34.26,37,108,-0.27
35,36,36,Cliff Kresge,78,34.03,49,144,+0.10
36,37,37,Zach Johnson,94,33.93,57,168,-0.14
37,38,38,Parker McLachlin,71,33.8,48,142,+0.04
38,39,39,Tom Pernice Jr.,82,33.54,55,164,-0.11
39,40,40,Brendon Todd,53,33.33,34,102,+0.18
40,T41,T41,Tim Petrovic,97,32.63,62,190,-0.16
41,T41,T41,Mark Wilson,99,32.63,62,190,-0.02
42,43,43,Tim Clark,81,32.35,44,136,-0.09
43,44,44,David Toms,98,32.22,58,180,+0.02
44,45,45,Ian Poulter,59,31.52,29,92,-0.03
45,46,46,Nathan Green,104,31.5,63,200,-0.08
46,47,47,Bob Estes,78,31.41,49,156,-0.24
47,48,48,Rod Pampling,72,31.34,42,134,-0.02
48,49,49,Jason Bohn,88,31.25,55,176,-0.05
49,50,50,David Mathis,82,30.92,47,152,-0.17
50,51,51,Jarrod Lyle,65,30.7,35,114,+0.09
51,52,52,Freddie Jacobson,83,30.52,47,154,-0.11
52,53,53,Jerry Kelly,90,30.49,50,164,+0.02
53,54,54,Patrick Sheehan,51,30.23,26,86,-0.12
54,55,55,Rick Price,54,30.21,29,96,-0.17
55,56,56,Lee Janzen,74,30.15,41,136,E
56,T57,T57,Bob Heintz,59,30.0,33,110,+0.03
57,T57,T57,Kirk Triplett,60,30.0,36,120,-0.06
58,59,59,Ken Duke,87,29.75,47,158,+0.02
59,60,60,Chris Riley,77,29.58,42,142,-0.12
60,61,61,K.J. Choi,65,29.46,33,112,E
61,62,62,Brian Davis,103,29.29,58,198,E
62,63,63,Rocco Mediate,79,29.1,39,134,-0.15
63,T64,T64,Bryce Molder,69,28.95,33,114,-0.03
64,T64,T64,Kevin Stadler,65,28.95,33,114,E
65,66,66,Steve Flesch,77,28.77,42,146,-0.10
66,67,67,Kent Jones,73,28.46,37,130,-0.03
67,68,68,Derek Fathauer,63,28.07,32,114,+0.09
68,69,69,Woody Austin,84,27.98,47,168,-0.19
69,70,70,Casey Wittenberg,71,27.87,34,122,-0.06
70,71,71,Mike Weir,85,27.7,41,148,-0.17
71,72,72,Todd Hamilton,83,27.46,39,142,+0.08
72,73,73,Mark Calcavecchia,72,27.21,37,136,-0.08
73,74,74,Ben Crane,93,26.97,48,178,-0.13
74,75,75,Charlie Wi,92,26.67,48,180,+0.04
75,76,76,Webb Simpson,94,26.6,50,188,-0.02
76,77,77,Heath Slocum,95,26.4,47,178,-0.04
77,78,78,Aaron Baddeley,66,26.23,32,122,+0.13
78,79,79,Steve Elkington,70,25.71,36,140,-0.03
79,T80,T80,Matt Kuchar,82,25.64,40,156,+0.03
80,T80,T80,Carl Pettersson,86,25.64,40,156,+0.10
81,82,82,James Nitties,86,25.63,41,160,-0.05
82,83,83,Brett Quigley,92,25.6,43,168,+0.07
83,84,84,Scott Sterling,51,25.58,22,86,-0.09
84,85,85,Eric Axley,71,25.38,33,130,-0.06
85,86,86,Rich Beem,77,25.36,35,138,-0.03
86,87,87,Billy Mayfair,83,25.34,37,146,-0.03
87,88,88,Greg Chalmers,85,25.32,39,154,-0.23
88,89,89,Johnson Wagner,81,25.31,41,162,+0.05
89,T90,T90,Robert Allenby,71,25.0,30,120,+0.17
90,T90,T90,Ernie Els,70,25.0,29,116,+0.07
91,T90,T90,Sean O'Hair,80,25.0,32,128,+0.03
92,93,93,Kevin Sutherland,96,24.7,41,166,+0.20
93,T94,T94,Michael Allen,73,24.64,34,138,+0.06
94,T94,T94,Jason Gore,74,24.64,34,138,E
95,96,96,Steve Stricker,81,24.63,33,134,-0.18
96,97,97,Brian Bateman,55,24.55,27,110,-0.15
97,98,98,Chris Stroud,88,24.39,40,164,+0.10
98,99,99,Stuart Appleby,79,24.26,33,136,+0.09
99,100,100,Jeff Maggert,79,24.05,38,158,-0.13
100,101,101,Darron Stiles,52,23.91,22,92,-0.23
101,102,102,Scott McCarron,91,23.63,43,182,-0.09
102,103,103,Jimmy Walker,74,23.53,32,136,-0.19
103,104,104,Bo Van Pelt,100,23.33,42,180,-0.10
104,105,105,Will MacKenzie,69,23.19,32,138,-0.16
105,106,106,Kris Blanks,60,23.15,25,108,+0.04
106,107,107,Tim Herron,87,22.99,40,174,-0.18
107,108,108,Cameron Beckman,87,22.84,37,162,+0.03
108,T109,T109,D.J. Trahan,96,22.73,40,176,-0.15
109,T109,T109,Y.E. Yang,83,22.73,35,154,+0.23
110,111,111,Justin Rose,71,22.5,27,120,+0.04
111,T112,T112,Retief Goosen,74,22.22,28,126,+0.04
112,T112,T112,Bill Lunde,83,22.22,36,162,+0.14
113,114,114,Jay Williamson,69,22.13,27,122,E
114,115,115,Brad Adamonis,70,22.06,30,136,+0.17
115,116,116,Charles Howell III,99,21.91,39,178,+0.05
116,117,117,Adam Scott,53,21.59,19,88,-0.21
117,118,118,Tommy Armour III,58,21.55,25,116,-0.04
118,119,119,Stewart Cink,79,21.43,27,126,-0.11
119,120,120,Brian Vranesh,51,21.28,20,94,-0.05
120,121,121,Michael Letzig,96,21.2,39,184,E
121,122,122,Matt Weibring,65,21.19,25,118,-0.36
122,123,123,Fred Couples,54,21.15,22,104,+0.27
123,T124,T124,Brendon de Jonge,90,20.93,36,172,-0.17
124,T124,T124,Jason Dufner,90,20.93,36,172,-0.19
125,126,126,Ricky Barnes,67,20.91,23,110,+0.09
126,127,127,Jason Day,61,20.75,22,106,+0.14
127,128,128,George McNeill,82,20.51,32,156,+0.06
128,T129,T129,Steve Lowery,83,20.48,34,166,+0.03
129,T129,T129,Joe Ogilvie,85,20.48,34,166,-0.15
130,T131,T131,Stephen Ames,77,20.0,26,130,+0.08
131,T131,T131,Jonathan Byrd,89,20.0,34,170,-0.09
132,T131,T131,Padraig Harrington,66,20.0,22,110,+0.09
133,T131,T131,Pat Perez,74,20.0,28,140,+0.07
134,135,135,John Senden,100,19.9,39,196,E
135,136,136,Chad Campbell,90,19.87,31,156,-0.16
136,137,137,Peter Tomasulo,61,19.81,21,106,-0.05
137,138,138,Matt Bettencourt,98,19.68,37,188,+0.08
138,139,139,Sergio Garcia,59,19.57,18,92,+0.11
139,140,140,Tiger Woods,64,19.23,20,104,-0.05
140,141,141,Greg Owen,97,19.1,34,178,-0.15
141,142,142,David Duval,56,19.0,19,100,+0.37
142,143,143,John Merrick,91,18.83,29,154,+0.17
143,144,144,Kevin Streelman,97,18.82,35,186,+0.14
144,145,145,Geoff Ogilvy,78,18.55,23,124,+0.13
145,146,146,Jeff Overton,92,18.45,31,168,E
146,147,147,Kenny Perry,92,18.35,29,158,-0.24
147,148,148,Leif Olson,51,18.09,17,94,-0.12
148,149,149,Bill Haas,91,17.82,31,174,-0.06
149,150,150,Boo Weekley,79,17.39,24,138,+0.17
150,151,151,Matt Jones,56,17.35,17,98,+0.06
151,152,152,John Rollins,92,17.05,30,176,-0.03
152,T153,T153,Ryan Moore,89,16.67,27,162,+0.11
153,T153,T153,Ryan Palmer,78,16.67,26,156,-0.19
154,T153,T153,Charles Warren,63,16.67,19,114,-0.05
155,156,156,Camilo Villegas,76,16.39,20,122,+0.05
156,157,157,Davis Love III,89,16.27,27,166,E
157,158,158,Scott Piercy,85,16.05,26,162,+0.12
158,159,159,Rory Sabbatini,81,15.97,23,144,-0.17
159,160,160,Ted Purdy,101,15.59,29,186,-0.03
160,161,161,Marc Leishman,91,14.94,26,174,+0.15
161,162,162,J.J. Henry,97,14.84,27,182,+0.04
162,163,163,Harrison Frazar,93,14.61,26,178,E
163,164,164,Lucas Glover,93,14.37,25,174,E
164,165,165,Vijay Singh,71,14.04,16,114,+0.19
165,166,166,Hunter Mahan,94,14.02,23,164,+0.09
166,167,167,Steve Marino,98,13.89,25,180,-0.12
167,168,168,Nicholas Thompson,96,13.83,26,188,-0.08
168,169,169,Anthony Kim,76,13.28,17,128,+0.24
169,170,170,Mathew Goggin,76,13.24,18,136,+0.28
170,171,171,Nick Watney,86,13.16,20,152,+0.05
171,172,172,Ángel Cabrera,55,13.1,11,84,+0.36
172,173,173,Daniel Chopra,89,12.92,23,178,-0.09
173,174,174,Gary Woodland,53,12.79,11,86,+0.64
174,175,175,Charley Hoffman,97,12.63,24,190,E
175,176,176,Andres Romero,58,12.22,11,90,-0.09
176,177,177,Troy Matteson,95,10.99,20,182,-0.20
177,178,178,Phil Mickelson,66,10.0,11,110,+0.64
