,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
0,1,1,Dustin Johnson,85,53.12,477,898,-0.161
1,2,2,J.B. Holmes,74,48.83,418,856,-0.079
2,3,3,Bubba Watson,73,48.11,382,794,-0.191
3,4,4,Andres Romero,58,46.7,283,606,-0.187
4,5,5,Anthony Kim,76,45.02,380,844,-0.17600000000000002
5,6,6,Ángel Cabrera,55,44.92,239,532,-0.146
6,7,7,Phil Mickelson,66,44.35,298,672,-0.114
7,8,8,Nick Watney,86,44.08,417,946,-0.223
8,9,9,Gary Woodland,53,43.88,226,515,-0.071
9,10,10,Robert Garrigus,83,42.97,431,1003,-0.16899999999999998
10,11,11,Tag Ridings,50,41.93,239,570,-0.18
11,12,12,Charley Hoffman,97,40.1,486,1212,-0.21600000000000003
12,13,13,Martin Laird,72,38.11,330,866,-0.209
13,14,14,Troy Matteson,95,37.17,455,1224,-0.17600000000000002
14,15,15,Harrison Frazar,93,35.33,413,1169,-0.184
15,16,16,Scott Piercy,85,35.07,371,1058,-0.218
16,17,17,Daniel Chopra,89,34.68,404,1165,-0.136
17,18,18,Hunter Mahan,94,34.1,358,1050,-0.251
18,19,19,Marc Leishman,91,33.87,397,1172,-0.179
19,T20,T20,Sean O'Hair,80,33.78,275,814,-0.196
20,T20,T20,Charles Warren,63,33.78,250,740,-0.192
21,22,22,Davis Love III,89,33.46,362,1082,-0.166
22,23,23,Jason Day,61,33.09,231,698,-0.212
23,24,24,Rory Sabbatini,81,33.08,309,934,-0.26899999999999996
24,25,25,Jeff Overton,92,32.64,346,1060,-0.225
25,26,26,Fred Couples,54,32.25,189,586,-0.159
26,27,27,Vijay Singh,71,32.17,231,718,-0.10800000000000001
27,28,28,Sergio Garcia,59,31.49,194,616,-0.175
28,29,29,Geoff Ogilvy,78,31.13,254,816,-0.185
29,30,30,Kevin Streelman,97,31.11,377,1212,-0.172
30,31,31,Tiger Woods,64,31.1,209,672,-0.38299999999999995
31,32,32,John Rollins,92,30.88,340,1101,-0.203
32,33,33,Camilo Villegas,76,30.84,243,788,-0.239
33,34,34,Steve Marino,98,30.72,360,1172,-0.15
34,35,35,Lucas Glover,93,30.22,333,1102,-0.153
35,36,36,Matt Jones,56,30.19,189,626,-0.243
36,37,37,Leif Olson,51,29.88,179,599,-0.128
37,38,38,Kenny Perry,92,29.55,302,1022,-0.212
38,39,39,Adam Scott,53,29.49,174,590,-0.155
39,40,40,Ryan Moore,89,29.38,307,1045,-0.264
40,41,41,Ryan Palmer,78,29.29,287,980,-0.14300000000000002
41,42,42,Ted Purdy,101,28.78,358,1244,-0.243
42,43,43,Jonathan Byrd,89,28.7,316,1101,-0.203
43,44,44,Matt Bettencourt,98,28.57,346,1211,-0.15
