,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
58,59,59,Geoff Ogilvy,78,52.58,53463.3,101681
59,60,60,Aaron Baddeley,66,52.57,52804.1,100449
60,61,61,John Rollins,92,52.56,76220.5,145027
61,62,62,Jimmy Walker,74,52.53,57520.3,109501
62,T63,T63,Bill Lunde,83,52.47,63500.1,121030
63,T63,T63,Rory Sabbatini,81,52.47,60535.0,115378
64,65,65,Ricky Barnes,67,52.38,41752.7,79710
65,66,66,Robert Allenby,71,52.37,47603.3,90901
66,67,67,Greg Owen,97,52.31,70593.7,134945
67,68,68,Y.E. Yang,83,52.29,63045.4,120575
68,T69,T69,Padraig Harrington,66,52.28,43778.1,83740
69,T69,T69,Pat Perez,74,52.28,55704.7,106547
70,71,71,Kevin Sutherland,96,52.2,69679.9,133496
71,72,72,David Duval,56,52.16,40999.2,78604
72,73,73,Chad Campbell,90,52.07,62788.8,120587
73,74,74,Johnson Wagner,81,52.02,65095.8,125126
74,75,75,Will MacKenzie,69,52.0,55941.7,107570
75,76,76,James Nitties,86,51.94,65142.1,125425
76,77,77,Jason Gore,74,51.93,55141.9,106177
77,78,78,Michael Allen,73,51.91,50786.8,97838
78,79,79,Brendon de Jonge,90,51.9,72447.3,139602
79,80,80,Rod Pampling,72,51.89,59630.6,114910
80,T81,T81,Brad Adamonis,70,51.77,52872.6,102127
81,T81,T81,Steve Lowery,83,51.77,69089.2,133462
82,83,83,Chris Stroud,88,51.74,65119.3,125863
83,84,84,Joe Ogilvie,85,51.71,69593.9,134583
84,85,85,Carl Pettersson,86,51.7,64012.9,123816
85,86,86,Kevin Stadler,65,51.64,48129.1,93203
86,87,87,Webb Simpson,94,51.59,76975.5,149213
87,88,88,Brett Quigley,92,51.55,65717.5,127493
88,89,89,Kris Blanks,60,51.54,40632.3,78842
89,90,90,Stephen Ames,77,51.51,51809.2,100585
90,91,91,Brian Vranesh,51,51.49,36904.8,71669
91,92,92,Matt Weibring,65,51.46,45992.1,89371
92,93,93,Stuart Appleby,79,51.44,58392.3,113520
93,94,94,Jason Dufner,90,51.42,69159.2,134491
94,T95,T95,Tommy Armour III,58,51.39,46284.6,90067
95,T95,T95,Jarrod Lyle,65,51.39,43841.1,85313
96,T95,T95,Heath Slocum,95,51.39,71983.2,140069
97,98,98,Mark Calcavecchia,72,51.36,55937.9,108914
98,99,99,Justin Rose,71,51.35,49514.9,96427
99,100,100,Jeff Maggert,79,51.34,61884.2,120532
100,T101,T101,Cameron Beckman,87,51.33,64855.0,126353
101,T101,T101,Freddie Jacobson,83,51.33,61953.4,120708
102,103,103,Brian Bateman,55,51.31,42055.9,81960
103,104,104,Todd Hamilton,83,51.26,55498.9,108262
104,105,105,Ian Poulter,59,51.25,38315.7,74768
105,106,106,Steve Stricker,81,51.19,56051.7,109500
106,107,107,Scott Sterling,51,51.15,34681.2,67802
107,108,108,David Toms,98,51.12,66187.3,129478
108,109,109,Lee Janzen,74,51.1,52417.7,102588
109,110,110,Billy Mayfair,83,51.06,62907.5,123215
110,111,111,Jay Williamson,69,50.97,49566.0,97244
111,112,112,Vaughn Taylor,88,50.95,66077.5,129697
112,T113,T113,Derek Fathauer,63,50.94,43845.0,86075
113,T113,T113,Zach Johnson,94,50.94,66490.3,130526
114,T115,T115,Woody Austin,84,50.88,67035.3,131757
115,T115,T115,Scott McCarron,91,50.88,70018.9,137618
116,T117,T117,Steve Elkington,70,50.86,57788.0,113630
117,T117,T117,Steve Flesch,77,50.86,55704.9,109524
118,119,119,Rich Beem,77,50.85,49604.9,97545
119,120,120,Matt Kuchar,82,50.84,64654.4,127180
120,T121,T121,Cliff Kresge,78,50.83,55001.5,108208
121,T121,T121,Parker McLachlin,71,50.83,62351.4,122666
122,T121,T121,Kirk Triplett,60,50.83,49015.2,96422
123,124,124,Greg Chalmers,85,50.82,58711.9,115520
124,125,125,Patrick Sheehan,51,50.79,34075.6,67091
125,126,126,Ben Crane,93,50.78,70122.2,138098
126,127,127,D.A. Points,99,50.76,74695.6,147160
127,128,128,Bryce Molder,69,50.75,41331.6,81447
128,129,129,Bob Estes,78,50.73,58391.1,115094
129,130,130,Mark Wilson,99,50.72,74995.1,147861
130,T131,T131,Ken Duke,87,50.7,65897.8,129985
131,T131,T131,Charlie Wi,92,50.7,68316.7,134742
132,133,133,Tim Petrovic,97,50.66,74485.2,147039
133,134,134,Joe Durant,62,50.65,42619.5,84137
134,135,135,Darron Stiles,52,50.64,37233.5,73519
135,136,136,Nathan Green,104,50.63,77211.8,152509
136,137,137,Jerry Kelly,90,50.61,62471.5,123439
137,138,138,Justin Leonard,95,50.59,62876.9,124288
138,139,139,Jason Bohn,88,50.58,72055.7,142468
139,140,140,Kevin Na,91,50.57,69108.1,136663
140,141,141,John Mallinger,90,50.56,62121.6,122861
141,142,142,Brian Davis,103,50.53,75425.7,149275
142,143,143,Ben Curtis,63,50.52,44525.8,88139
143,T144,T144,Eric Axley,71,50.51,52397.8,103728
144,T144,T144,Briny Baird,89,50.51,61171.6,121113
145,T144,T144,Tom Pernice Jr.,82,50.51,68196.5,135029
146,147,147,Casey Wittenberg,71,50.5,46806.4,92683
147,148,148,Scott Verplank,88,50.48,62726.3,124255
148,149,149,Tim Clark,81,50.46,47204.5,93557
149,150,150,Alex Cejka,82,50.44,61289.5,121500
150,151,151,Ryuji Imada,85,50.42,59986.2,118963
151,152,152,Mike Weir,85,50.4,54782.7,108701
152,T153,T153,Bob Heintz,59,50.36,42931.6,85243
153,T153,T153,Rocco Mediate,79,50.36,56201.2,111599
154,155,155,K.J. Choi,65,50.32,47772.1,94936
155,156,156,Rick Price,54,50.3,37576.7,74703
156,157,157,Jim Furyk,86,50.2,56915.2,113386
157,T158,T158,Kent Jones,73,50.16,52913.5,105484
158,T158,T158,Jeff Klauk,97,50.16,76308.5,152133
159,T158,T158,David Mathis,82,50.16,58322.2,116267
160,161,161,Aron Price,89,50.13,66120.0,131889
161,T162,T162,Chez Reavie,81,50.03,59151.0,118241
162,T162,T162,Brandt Snedeker,81,50.03,54166.0,108271
163,164,164,Marc Turnesa,77,49.98,58067.1,116175
164,165,165,Luke Donald,79,49.96,51920.0,103916
165,166,166,Colt Knost,71,49.92,47729.2,95610
166,167,167,Chris DiMarco,97,49.85,70052.5,140524
167,168,168,Peter Lonard,86,49.79,64674.0,129899
168,169,169,Spencer Levin,75,49.7,56752.9,114199
169,170,170,Brendon Todd,53,49.55,38709.0,78119
170,171,171,Paul Goydos,79,49.53,52584.1,106169
171,172,172,Greg Kraft,51,49.48,34991.3,70714
172,173,173,Chris Riley,77,49.42,54140.9,109555
173,174,174,Glen Day,79,49.34,53175.8,107783
174,175,175,Tom Lehman,55,49.24,29081.7,59058
175,176,176,Bart Bryant,58,49.23,40150.9,81551
176,177,177,Richard Johnson,85,49.16,61588.7,125275
177,178,178,Nick O'Hern,90,49.15,68671.8,139722
178,179,179,Jeff Quinney,78,49.11,61949.4,126149
179,180,180,Dean Wilson,81,48.84,60980.3,124861
180,181,181,Brad Faxon,59,48.75,42442.7,87057
181,182,182,Mark Brooks,55,48.49,33436.0,68960
182,183,183,Brian Gay,96,48.28,63743.8,132040
183,184,184,Corey Pavin,73,46.59,41749.2,89608
