,Driving_Pct._240-260_All_Drives_RANK THIS WEEK,Driving_Pct._240-260_All_Drives_RANK LAST WEEK,Driving_Pct._240-260_All_Drives_PLAYER NAME,Driving_Pct._240-260_All_Drives_ROUNDS,Driving_Pct._240-260_All_Drives_%,Driving_Pct._240-260_All_Drives_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._240-260_All_Drives_RELATIVE TO PAR
0,1,1,Corey Pavin,73,38.99,292,749,+0.034
1,2,2,Brian Gay,96,29.23,335,1146,+0.030
2,3,3,Mark Brooks,55,27.03,150,555,-0.013
3,4,4,Brad Faxon,59,26.63,192,721,+0.167
4,5,5,Richard Johnson,85,25.73,266,1034,+0.086
5,6,6,Dean Wilson,81,24.13,235,974,+0.072
6,7,7,Chris Riley,77,22.81,213,934,+0.009
7,8,8,Brendon Todd,53,22.1,145,656,+0.234
8,9,9,Tom Lehman,55,21.19,103,486,+0.136
9,10,10,Bart Bryant,58,21.02,152,723,+0.171
10,11,11,Greg Kraft,51,21.01,121,576,+0.231
11,12,12,Nick O'Hern,90,20.81,246,1182,+0.122
12,13,13,Darron Stiles,52,20.48,120,586,+0.033
13,14,14,Glen Day,79,20.38,181,888,+0.028
14,T15,T15,Colt Knost,71,19.92,155,778,+0.161
15,T15,T15,Jeff Quinney,78,19.92,197,989,+0.076
16,17,17,Luke Donald,79,19.67,168,854,-0.018
17,18,18,Ryuji Imada,85,19.61,189,964,+0.143
18,19,19,Rick Price,54,19.47,111,570,+0.126
19,20,20,Briny Baird,89,19.26,193,1002,-0.005
20,21,21,Spencer Levin,75,19.14,178,930,+0.039
21,22,22,Patrick Sheehan,51,18.93,103,544,+0.010
22,23,23,Aron Price,89,18.88,202,1070,+0.084
23,24,24,Bob Estes,78,18.81,181,962,+0.028
24,25,25,Tom Pernice Jr.,82,18.75,195,1040,+0.128
25,26,26,Marc Turnesa,77,18.65,185,992,+0.081
26,27,27,Brandt Snedeker,81,18.61,169,908,+0.041
27,28,28,Greg Chalmers,85,18.54,183,987,+0.055
28,29,29,Jeff Klauk,97,18.49,226,1222,+0.093
29,30,30,Alex Cejka,82,18.28,181,990,+0.144
30,31,31,Kent Jones,73,18.12,154,850,+0.084
31,32,32,Peter Lonard,86,18.11,194,1071,+0.108
32,33,33,Chez Reavie,81,18.02,177,982,+0.113
