,Driving_Pct._300_Measured_RANK THIS WEEK,Driving_Pct._300_Measured_RANK LAST WEEK,Driving_Pct._300_Measured_PLAYER NAME,Driving_Pct._300_Measured_ROUNDS,Driving_Pct._300_Measured_%,Driving_Pct._300_Measured_TOTAL DRIVES FOR 300+,Driving_Pct._300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300_Measured_RELATIVE TO PAR
0,1,1,Bubba Watson,73,72.22,91,126,-0.30
1,2,2,Robert Garrigus,83,67.09,106,158,-0.16
2,3,3,Dustin Johnson,85,65.54,97,148,-0.18
3,4,4,Gary Woodland,53,63.95,55,86,-0.16
4,5,5,Ángel Cabrera,55,63.1,53,84,-0.13
5,6,6,Tag Ridings,50,61.36,54,88,-0.24
6,7,7,J.B. Holmes,74,59.09,78,132,-0.06
7,8,8,Nick Watney,86,58.55,89,152,-0.25
8,9,9,Anthony Kim,76,55.47,71,128,-0.23
9,10,10,Troy Matteson,95,54.4,99,182,-0.29
10,11,11,Andres Romero,58,53.33,48,90,-0.25
11,12,12,Charley Hoffman,97,52.63,100,190,-0.25
12,13,13,Martin Laird,72,52.27,69,132,-0.12
13,14,14,Scott Piercy,85,50.62,82,162,-0.40
14,15,15,Davis Love III,89,50.0,83,166,-0.27
15,16,16,Harrison Frazar,93,49.44,88,178,-0.35
16,17,17,Matt Jones,56,48.98,48,98,-0.25
17,18,18,Phil Mickelson,66,48.18,53,110,-0.09
18,19,19,Tiger Woods,64,48.08,50,104,-0.44
19,20,20,Sergio Garcia,59,47.83,44,92,-0.25
20,21,21,Marc Leishman,91,47.7,83,174,-0.28
21,22,22,John Merrick,91,47.4,73,154,-0.25
22,23,23,Leif Olson,51,45.74,43,94,-0.26
23,24,24,Ryan Moore,89,45.68,74,162,-0.30
24,25,25,Charles Warren,63,45.61,52,114,-0.17
25,26,26,Daniel Chopra,89,45.51,81,178,-0.12
26,27,27,Fred Couples,54,45.19,47,104,-0.34
27,28,28,Bill Haas,91,44.25,77,174,-0.29
28,29,29,Ryan Palmer,78,44.23,69,156,-0.29
29,30,30,Kevin Streelman,97,44.09,82,186,-0.17
30,31,31,Hunter Mahan,94,43.29,71,164,-0.45
31,32,32,Camilo Villegas,76,42.62,52,122,-0.37
32,33,33,Lucas Glover,93,42.53,74,174,-0.19
