,Carry_Efficiency_RANK THIS WEEK,Carry_Efficiency_RANK LAST WEEK,Carry_Efficiency_PLAYER NAME,Carry_Efficiency_ROUNDS,Carry_Efficiency_AVG.,Carry_Efficiency_AVERAGE CARRY DIST. YARDS,Carry_Efficiency_AVERAGE CLUB HEAD SPEED,Carry_Efficiency_TOTAL ATTEMPTS,Carry_Efficiency_HIGHEST CARRY EFFICIENCY
52,T48,T48,Ted Purdy,101,2.435,275.0,112.95100000000001,76,2.6439999999999997
53,T54,T54,Rich Beem,77,2.434,268.8,110.448,46,2.702
54,T54,T54,Stewart Cink,79,2.434,280.0,115.01100000000001,59,2.7889999999999997
55,T54,T54,Camilo Villegas,76,2.434,276.8,113.71,47,2.805
56,57,57,Steve Elkington,70,2.4330000000000003,265.5,109.10799999999999,52,2.7310000000000003
57,T58,T58,Bill Lunde,83,2.432,271.6,111.675,71,2.822
58,T58,T58,Hunter Mahan,94,2.432,275.1,113.109,64,2.7760000000000002
59,T58,T58,Pat Perez,74,2.432,275.1,113.116,63,2.803
60,T58,T58,Ian Poulter,59,2.432,267.1,109.819,45,2.742
61,T58,T58,Chez Reavie,81,2.432,256.9,105.65799999999999,66,2.767
62,63,63,Brian Bateman,55,2.431,270.6,111.304,43,2.674
63,T64,T64,Bryce Molder,69,2.4290000000000003,265.7,109.397,47,2.75
64,T64,T64,Brett Quigley,92,2.4290000000000003,274.4,112.99600000000001,60,2.7289999999999996
65,T66,T66,Rick Price,54,2.428,262.3,108.022,38,2.627
66,T66,T66,Tag Ridings,50,2.428,291.2,119.948,38,2.721
67,T66,T66,Steve Stricker,81,2.428,269.9,111.15,62,2.6910000000000003
68,T66,T66,Charles Warren,63,2.428,279.6,115.154,43,2.6180000000000003
69,T70,T70,Alex Cejka,82,2.425,258.7,106.655,66,2.682
70,T70,T70,Carl Pettersson,86,2.425,267.3,110.23,71,2.7030000000000003
71,T70,T70,Kirk Triplett,60,2.425,260.0,107.20700000000001,47,2.68
72,73,73,Bubba Watson,73,2.424,300.3,123.91,40,2.708
73,74,74,George McNeill,82,2.423,281.9,116.354,60,2.69
74,T75,T75,Michael Letzig,96,2.4219999999999997,273.6,112.961,79,2.6889999999999996
75,T75,T75,Troy Matteson,95,2.4219999999999997,283.8,117.155,80,2.736
76,T75,T75,Nick O'Hern,90,2.4219999999999997,253.3,104.59,82,2.8489999999999998
77,78,78,Leif Olson,51,2.42,281.6,116.40100000000001,32,2.707
78,79,79,Daniel Chopra,89,2.419,282.2,116.664,79,2.85
79,T80,T80,Peter Lonard,86,2.418,256.8,106.23200000000001,70,2.74
80,T80,T80,Rory Sabbatini,81,2.418,274.5,113.499,62,2.665
81,T82,T82,Ben Crane,93,2.417,263.0,108.80799999999999,78,2.7739999999999996
82,T82,T82,Tim Herron,87,2.417,271.6,112.34200000000001,74,2.721
83,84,84,Ben Curtis,63,2.416,262.4,108.616,42,2.6439999999999997
84,T85,T85,Rocco Mediate,79,2.415,261.7,108.361,54,2.76
85,T85,T85,John Rollins,92,2.415,273.5,113.242,75,2.678
86,T85,T85,Scott Verplank,88,2.415,259.3,107.384,76,2.661
87,T85,T85,Casey Wittenberg,71,2.415,263.4,109.059,45,2.6289999999999996
88,T89,T89,Jeff Klauk,97,2.414,262.0,108.52799999999999,80,2.8080000000000003
89,T89,T89,Steve Lowery,83,2.414,270.5,112.073,67,2.9019999999999997
90,T89,T89,Tom Pernice Jr.,82,2.414,260.6,107.927,68,2.676
91,T89,T89,Jay Williamson,69,2.414,261.6,108.399,53,2.673
92,93,93,Cameron Beckman,87,2.4130000000000003,265.7,110.094,72,2.728
93,94,94,Zach Johnson,94,2.412,259.5,107.566,90,2.819
94,T95,T95,Robert Allenby,71,2.41,273.5,113.48700000000001,54,2.7039999999999997
95,T95,T95,Padraig Harrington,66,2.41,272.1,112.88799999999999,44,2.762
96,T95,T95,Kevin Streelman,97,2.41,278.2,115.42299999999999,81,2.7310000000000003
97,98,98,Colt Knost,71,2.4090000000000003,257.8,107.044,52,2.674
98,T99,T99,Ángel Cabrera,55,2.408,288.4,119.749,34,2.688
99,T99,T99,David Duval,56,2.408,277.0,115.042,33,2.616
100,T99,T99,Kent Jones,73,2.408,261.1,108.43799999999999,51,2.682
101,T102,T102,Jonathan Byrd,89,2.407,278.7,115.758,56,2.6660000000000004
102,T102,T102,Chad Campbell,90,2.407,271.2,112.693,66,2.682
103,T102,T102,Brendon de Jonge,90,2.407,270.7,112.45200000000001,64,2.6319999999999997
104,T105,T105,Mark Brooks,55,2.406,244.3,101.54799999999999,32,2.695
105,T105,T105,Brian Vranesh,51,2.406,270.4,112.359,32,2.6839999999999997
106,T107,T107,Luke Donald,79,2.405,262.2,109.007,60,2.6319999999999997
107,T107,T107,Jimmy Walker,74,2.405,279.8,116.339,41,2.72
108,T109,T109,Paul Goydos,79,2.404,255.0,106.057,67,2.64
109,T109,T109,Jerry Kelly,90,2.404,260.9,108.538,70,2.6639999999999997
110,T111,T111,Mark Calcavecchia,72,2.403,268.9,111.89,49,2.745
111,T111,T111,Greg Kraft,51,2.403,251.7,104.76,37,2.819
112,T111,T111,Marc Turnesa,77,2.403,261.8,108.963,74,2.6910000000000003
113,T114,T114,Briny Baird,89,2.4019999999999997,262.7,109.38,69,2.6839999999999997
114,T114,T114,Tim Clark,81,2.4019999999999997,255.1,106.18700000000001,64,2.705
115,116,116,Chris DiMarco,97,2.401,261.1,108.74600000000001,76,2.7310000000000003
116,117,117,Sean O'Hair,80,2.4,276.5,115.21,55,2.7910000000000004
117,118,118,Gary Woodland,53,2.399,293.9,122.48899999999999,27,2.5669999999999997
118,T119,T119,Stuart Appleby,79,2.398,271.9,113.4,59,2.687
119,T119,T119,Brendon Todd,53,2.398,256.1,106.805,45,2.747
120,121,121,Lucas Glover,93,2.397,279.7,116.671,65,2.65
121,122,122,Will MacKenzie,69,2.395,271.5,113.37899999999999,59,2.8080000000000003
122,T123,T123,Tommy Armour III,58,2.394,260.7,108.92200000000001,48,2.6689999999999996
123,T123,T123,Woody Austin,84,2.394,267.5,111.736,75,2.696
124,T123,T123,Justin Rose,71,2.394,268.7,112.24700000000001,52,2.6239999999999997
125,126,126,D.J. Trahan,96,2.3930000000000002,274.4,114.64,68,2.815
126,127,127,Jeff Quinney,78,2.392,253.0,105.771,66,2.687
127,128,128,Jarrod Lyle,65,2.39,267.0,111.71700000000001,46,2.678
128,129,129,Todd Hamilton,83,2.3890000000000002,266.5,111.565,58,2.637
129,T130,T130,Matt Kuchar,82,2.385,258.7,108.48200000000001,61,2.638
130,T130,T130,Mike Weir,85,2.385,262.5,110.06700000000001,64,2.721
131,T132,T132,Derek Fathauer,63,2.384,267.8,112.34200000000001,39,2.639
132,T132,T132,Boo Weekley,79,2.384,273.0,114.545,71,2.912
133,134,134,Johnson Wagner,81,2.383,267.9,112.399,68,2.9189999999999996
134,135,135,Adam Scott,53,2.3819999999999997,283.2,118.875,38,2.799
135,T136,T136,Retief Goosen,74,2.381,276.8,116.235,51,2.6710000000000003
136,T136,T136,Tiger Woods,64,2.381,287.0,120.506,31,2.65
137,T138,T138,Jim Furyk,86,2.379,260.0,109.294,60,2.66
138,T138,T138,Greg Owen,97,2.379,274.1,115.21,77,2.8169999999999997
139,140,140,David Mathis,82,2.378,258.6,108.741,64,2.658
140,141,141,Patrick Sheehan,51,2.377,255.7,107.57600000000001,30,2.61
141,T142,T142,Aaron Baddeley,66,2.374,273.1,115.031,42,2.628
142,T142,T142,Lee Janzen,74,2.374,265.1,111.649,57,2.6630000000000003
143,144,144,Greg Chalmers,85,2.373,261.3,110.09299999999999,60,2.685
144,145,145,Ryan Moore,89,2.372,272.0,114.681,64,2.747
145,T146,T146,Richard Johnson,85,2.37,256.8,108.346,72,2.8310000000000004
146,T146,T146,Nick Watney,86,2.37,282.9,119.35600000000001,60,2.6060000000000003
147,T148,T148,Nathan Green,104,2.369,264.2,111.53399999999999,79,2.6060000000000003
148,T148,T148,J.J. Henry,97,2.369,275.2,116.13799999999999,71,2.7489999999999997
149,T148,T148,Tim Petrovic,97,2.369,261.1,110.226,82,2.6180000000000003
150,151,151,Y.E. Yang,83,2.367,271.2,114.54799999999999,60,2.69
151,T152,T152,Brad Adamonis,70,2.366,267.3,112.964,46,2.6069999999999998
152,T152,T152,John Senden,100,2.366,277.9,117.42,71,2.627
153,T154,T154,Ryuji Imada,85,2.364,260.9,110.363,65,2.7939999999999996
154,T154,T154,Scott McCarron,91,2.364,266.9,112.87100000000001,71,2.577
155,T156,T156,Bill Haas,91,2.362,279.2,118.17299999999999,72,2.583
156,T156,T156,Rod Pampling,72,2.362,264.5,111.99,61,2.596
157,158,158,Steve Flesch,77,2.359,259.8,110.148,52,2.6260000000000003
158,T159,T159,Spencer Levin,75,2.358,254.7,108.007,64,2.6860000000000004
159,T159,T159,Dean Wilson,81,2.358,252.1,106.925,56,2.6639999999999997
160,161,161,Jeff Overton,92,2.3569999999999998,269.6,114.384,65,2.753
161,162,162,Brian Gay,96,2.354,242.7,103.125,83,2.7510000000000003
162,T163,T163,Eric Axley,71,2.353,256.9,109.15700000000001,47,2.6180000000000003
163,T163,T163,Justin Leonard,95,2.353,254.6,108.23299999999999,78,2.87
164,165,165,Stephen Ames,77,2.351,265.6,112.98,56,2.705
165,T166,T166,Freddie Jacobson,83,2.349,260.0,110.68799999999999,61,2.69
166,T166,T166,James Nitties,86,2.349,270.4,115.09299999999999,55,2.5789999999999997
167,168,168,Tom Lehman,55,2.3480000000000003,255.2,108.669,33,2.676
168,169,169,Sergio Garcia,59,2.346,277.7,118.37200000000001,39,2.613
169,170,170,Chris Riley,77,2.34,252.6,107.97399999999999,56,2.653
170,171,171,Charlie Wi,92,2.3369999999999997,260.0,111.22,68,2.602
171,172,172,Jason Dufner,90,2.334,261.6,112.095,73,2.5810000000000004
172,173,173,Kevin Na,91,2.332,258.4,110.84899999999999,68,2.612
173,174,174,Kris Blanks,60,2.329,262.2,112.586,37,2.6060000000000003
174,T175,T175,Ricky Barnes,67,2.326,270.5,116.30799999999999,45,2.56
175,T175,T175,Joe Durant,62,2.326,260.8,112.09899999999999,43,2.519
176,177,177,Charles Howell III,99,2.3169999999999997,270.3,116.67,80,2.66
177,178,178,Scott Sterling,51,2.307,254.5,110.346,39,2.6830000000000003
178,179,179,Corey Pavin,73,2.303,235.2,102.131,49,2.5540000000000003
179,180,180,Brad Faxon,59,2.299,242.4,105.40100000000001,54,2.7060000000000004
180,181,181,Ken Duke,87,2.291,255.9,111.686,49,2.543
181,182,182,Bob Estes,78,2.287,258.8,113.12,69,2.583
182,183,183,Bart Bryant,58,2.266,242.8,107.12799999999999,57,2.521
183,184,184,Michael Allen,73,2.248,257.8,114.65799999999999,47,2.5340000000000003
