,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
0,1,1,Tiger Woods,64,2.311,0.335,1.3980000000000001,0.579,48
1,2,2,Steve Stricker,81,1.621,0.275,1.018,0.327,62
2,3,3,Robert Allenby,71,1.619,0.493,1.015,0.11,56
3,4,4,Ernie Els,70,1.315,0.397,0.722,0.196,54
4,5,5,Sean O'Hair,80,1.297,0.539,0.7959999999999999,-0.038,58
5,6,6,Zach Johnson,94,1.165,0.253,0.8440000000000001,0.068,79
6,7,7,Ian Poulter,59,1.112,0.222,0.24,0.65,42
7,8,8,Jonathan Byrd,89,1.067,0.581,0.368,0.11800000000000001,79
8,9,9,David Toms,98,1.057,0.49700000000000005,0.5660000000000001,-0.006,80
9,10,10,Rory Sabbatini,81,1.035,0.299,0.452,0.284,67
10,11,11,Boo Weekley,79,1.033,0.721,0.301,0.011000000000000001,65
11,12,12,Camilo Villegas,76,1.028,0.42700000000000005,0.474,0.128,56
12,13,13,John Senden,100,1.021,0.44299999999999995,0.606,-0.027999999999999997,92
13,14,14,Tim Clark,81,0.985,0.125,0.773,0.087,59
14,15,15,Jim Furyk,86,0.975,-0.021,0.557,0.439,65
15,16,16,Phil Mickelson,66,0.963,0.312,0.268,0.38299999999999995,48
16,17,17,Kenny Perry,92,0.938,0.5660000000000001,0.414,-0.042,73
17,18,18,Steve Marino,98,0.91,0.6679999999999999,0.32299999999999995,-0.081,84
18,19,19,Tom Lehman,55,0.889,0.141,0.8340000000000001,-0.087,35
19,20,20,Nick Watney,86,0.8759999999999999,0.732,0.345,-0.201,68
20,21,21,Justin Leonard,95,0.865,0.008,0.547,0.31,75
21,22,22,Scott Verplank,88,0.856,0.22899999999999998,0.621,0.006,79
22,23,23,Hunter Mahan,94,0.845,0.628,0.561,-0.345,75
23,24,24,Sergio Garcia,59,0.828,0.46,0.65,-0.282,44
24,25,25,Dustin Johnson,85,0.8220000000000001,0.509,0.175,0.13699999999999998,64
25,26,26,Fred Couples,54,0.81,0.304,0.348,0.157,42
26,27,27,Vijay Singh,71,0.777,0.377,0.319,0.08,51
27,28,28,Davis Love III,89,0.758,0.384,0.37799999999999995,-0.004,77
28,29,29,Padraig Harrington,66,0.733,-0.315,0.47100000000000003,0.5770000000000001,48
29,30,30,Rocco Mediate,79,0.69,0.028999999999999998,0.324,0.337,66
30,31,31,Jason Bohn,88,0.679,0.16,0.754,-0.23600000000000002,82
31,32,32,Greg Owen,97,0.6759999999999999,0.452,0.295,-0.071,82
32,33,33,Briny Baird,89,0.6659999999999999,-0.012,0.515,0.163,72
33,34,34,Jason Dufner,90,0.652,0.32299999999999995,0.313,0.016,78
34,35,35,D.J. Trahan,96,0.643,0.506,0.369,-0.23199999999999998,80
35,36,36,Charles Howell III,99,0.631,0.13,0.141,0.36,83
36,37,37,Lucas Glover,93,0.619,0.638,0.138,-0.157,79
37,38,38,Chad Campbell,90,0.5720000000000001,-0.057,0.635,-0.006,71
38,39,39,Geoff Ogilvy,78,0.568,0.258,-0.02,0.32899999999999996,58
39,40,40,Rod Pampling,72,0.557,0.183,0.023,0.35,64
40,41,41,Alex Cejka,82,0.555,-0.006,0.37200000000000005,0.188,71
41,42,42,Retief Goosen,74,0.541,0.253,0.17800000000000002,0.11,56
42,43,43,Woody Austin,84,0.5329999999999999,-0.036000000000000004,0.467,0.102,76
43,44,44,Heath Slocum,95,0.523,0.415,0.306,-0.19899999999999998,85
44,45,45,Michael Allen,73,0.515,0.32899999999999996,0.292,-0.106,58
45,46,46,Charley Hoffman,97,0.513,0.405,0.235,-0.128,87
46,47,47,Joe Durant,62,0.475,0.465,0.413,-0.40399999999999997,47
47,48,48,Bubba Watson,73,0.469,0.387,0.037000000000000005,0.044000000000000004,57
48,49,49,Kevin Na,91,0.462,-0.141,0.273,0.33,78
49,T50,T50,Matt Kuchar,82,0.461,0.12,0.052000000000000005,0.289,71
50,T50,T50,Tag Ridings,50,0.461,0.429,-0.19,0.222,41
51,T52,T52,Jerry Kelly,90,0.45299999999999996,0.062,0.165,0.226,77
52,T52,T52,Charles Warren,63,0.45299999999999996,0.628,0.183,-0.358,53
53,54,54,Y.E. Yang,83,0.44799999999999995,0.17,0.386,-0.10800000000000001,70
54,55,55,Bo Van Pelt,100,0.426,0.387,0.08199999999999999,-0.042,82
55,56,56,Kevin Sutherland,96,0.42200000000000004,0.233,0.013000000000000001,0.175,73
56,57,57,Bill Haas,91,0.42,0.535,-0.126,0.011000000000000001,82
57,58,58,Paul Goydos,79,0.414,0.107,0.395,-0.08900000000000001,65
58,59,59,Will MacKenzie,69,0.397,0.257,0.08800000000000001,0.052000000000000005,61
59,60,60,Justin Rose,71,0.395,0.18899999999999997,0.09300000000000001,0.113,57
60,61,61,Kevin Stadler,65,0.377,0.018000000000000002,0.213,0.146,54
61,62,62,Robert Garrigus,83,0.375,0.418,0.311,-0.354,72
62,63,63,Ángel Cabrera,55,0.37200000000000005,0.37200000000000005,0.295,-0.29600000000000004,38
63,64,64,Jason Day,61,0.37,0.32299999999999995,0.031,0.016,50
64,65,65,Nicholas Thompson,96,0.366,0.473,0.096,-0.203,87
65,66,66,Ben Crane,93,0.344,0.282,-0.038,0.1,80
66,67,67,Tim Petrovic,97,0.34299999999999997,0.12,0.044000000000000004,0.179,86
67,68,68,Stephen Ames,77,0.318,0.214,0.23600000000000002,-0.132,57
68,69,69,Nick O'Hern,90,0.316,-0.205,0.451,0.07,85
69,70,70,Mike Weir,85,0.311,-0.276,0.22899999999999998,0.358,67
70,71,71,Brett Quigley,92,0.306,-0.297,0.508,0.095,75
71,T72,T72,Brian Davis,103,0.295,0.18100000000000002,0.038,0.076,91
72,T72,T72,D.A. Points,99,0.295,0.068,0.21100000000000002,0.016,86
73,74,74,George McNeill,82,0.294,-0.02,0.203,0.11199999999999999,76
74,75,75,Michael Letzig,96,0.287,0.24,-0.16899999999999998,0.215,86
75,76,76,Tommy Armour III,58,0.27899999999999997,0.353,0.264,-0.33799999999999997,52
76,77,77,John Mallinger,90,0.278,0.09699999999999999,-0.034,0.21600000000000003,71
77,78,78,J.B. Holmes,74,0.276,0.12300000000000001,0.29100000000000004,-0.138,61
78,79,79,Kirk Triplett,60,0.268,0.37,-0.027000000000000003,-0.075,55
79,80,80,Mathew Goggin,76,0.26,0.40299999999999997,-0.036000000000000004,-0.107,60
80,81,81,Chris DiMarco,97,0.254,-0.264,0.207,0.311,87
81,82,82,Ricky Barnes,67,0.248,-0.042,0.327,-0.037000000000000005,51
82,83,83,Steve Elkington,70,0.24,0.09699999999999999,0.096,0.047,62
83,84,84,J.J. Henry,97,0.23800000000000002,0.03,0.125,0.084,84
84,85,85,Matt Weibring,65,0.23600000000000002,-0.193,0.373,0.055999999999999994,55
85,86,86,Anthony Kim,76,0.235,0.115,0.1,0.019,60
86,87,87,Patrick Sheehan,51,0.23,-0.05,0.266,0.013999999999999999,39
87,88,88,Adam Scott,53,0.22,-0.005,-0.045,0.27,42
88,89,89,Troy Matteson,95,0.21899999999999997,0.486,-0.087,-0.18100000000000002,88
89,90,90,Scott Sterling,51,0.21600000000000003,-0.14,0.162,0.19399999999999998,40
90,91,91,Bob Estes,78,0.215,-0.128,0.131,0.212,69
91,92,92,K.J. Choi,65,0.214,-0.006,-0.002,0.222,50
92,93,93,Marc Leishman,91,0.212,0.163,0.239,-0.19,84
93,94,94,Darron Stiles,52,0.187,0.094,-0.049,0.14300000000000002,42
94,95,95,Steve Flesch,77,0.18,-0.301,0.318,0.162,63
95,96,96,Stuart Appleby,79,0.17300000000000001,-0.222,0.179,0.21600000000000003,65
96,97,97,Mark Wilson,99,0.16699999999999998,0.147,-0.174,0.19399999999999998,88
97,98,98,Kevin Streelman,97,0.163,0.43700000000000006,-0.012,-0.261,87
98,99,99,Jay Williamson,69,0.158,-0.084,0.195,0.047,57
