,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
0,1,1,Marc Leishman,91,6.8,494.4,73,8.1,2.3
1,T2,T2,Jonathan Byrd,89,6.7,412.7,62,7.9,4.5
2,T2,T2,Harrison Frazar,93,6.7,487.8,73,7.8,3.1
3,T2,T2,Tag Ridings,50,6.7,273.3,41,7.9,4.9
4,T2,T2,Vijay Singh,71,6.7,399.6,60,7.3,5.4
5,T2,T2,Kevin Sutherland,96,6.7,431.5,64,7.7,4.8
6,T7,T7,Luke Donald,79,6.6,428.7,65,7.7,3.8
7,T7,T7,Robert Garrigus,83,6.6,398.4,60,7.8,5.2
8,T7,T7,J.B. Holmes,74,6.6,334.2,51,8.1,4.2
9,T7,T7,Davis Love III,89,6.6,450.8,68,7.7,2.7
10,T7,T7,Steve Marino,98,6.6,542.4,82,7.6,4.2
11,T7,T7,Billy Mayfair,83,6.6,427.3,65,7.5,5.5
12,T7,T7,Phil Mickelson,66,6.6,289.7,44,7.8,4.5
13,T7,T7,Geoff Ogilvy,78,6.6,448.1,68,7.4,2.9
14,T7,T7,Ted Purdy,101,6.6,518.4,79,7.6,2.8
15,T7,T7,Gary Woodland,53,6.6,204.1,31,7.7,5.5
16,T17,T17,Robert Allenby,71,6.5,357.3,55,7.5,4.1
17,T17,T17,Brian Bateman,55,6.5,320.6,49,7.7,2.9
18,T17,T17,Mathew Goggin,76,6.5,363.2,56,7.5,4.8
19,T17,T17,Retief Goosen,74,6.5,350.8,54,7.7,5.2
20,T17,T17,Padraig Harrington,66,6.5,304.0,47,8.0,3.4
21,T17,T17,Charley Hoffman,97,6.5,519.5,80,8.1,4.7
22,T17,T17,Troy Matteson,95,6.5,551.0,85,7.4,4.9
23,T17,T17,Scott McCarron,91,6.5,491.1,75,7.4,3.3
24,T17,T17,John Merrick,91,6.5,451.3,69,7.6,4.9
25,T17,T17,Webb Simpson,94,6.5,484.2,75,7.6,4.1
26,T17,T17,Brandt Snedeker,81,6.5,395.5,61,7.3,5.6
27,T17,T17,Darron Stiles,52,6.5,213.3,33,7.0,5.7
28,T17,T17,Kevin Streelman,97,6.5,552.5,85,7.5,3.2
29,T17,T17,Jimmy Walker,74,6.5,324.7,50,8.1,4.0
30,T17,T17,Charles Warren,63,6.5,305.4,47,7.7,4.2
31,T17,T17,Mark Wilson,99,6.5,499.5,77,7.4,4.2
32,T17,T17,Tiger Woods,64,6.5,258.1,40,7.6,4.7
33,T34,T34,Woody Austin,84,6.4,510.9,80,7.2,4.5
34,T34,T34,Jason Bohn,88,6.4,520.7,81,7.4,4.3
35,T34,T34,Ben Curtis,63,6.4,273.4,43,7.3,3.3
36,T34,T34,Brendon de Jonge,90,6.4,427.5,67,7.3,5.4
37,T34,T34,Chris DiMarco,97,6.4,526.9,82,7.2,3.7
38,T34,T34,Bill Haas,91,6.4,511.6,80,7.7,4.0
39,T34,T34,Dustin Johnson,85,6.4,407.4,64,7.6,4.8
40,T34,T34,Martin Laird,72,6.4,322.4,50,7.6,1.1
41,T34,T34,Steve Lowery,83,6.4,460.5,72,7.4,4.3
42,T34,T34,Will MacKenzie,69,6.4,387.4,61,7.7,5.5
43,T34,T34,George McNeill,82,6.4,477.6,75,7.4,4.6
44,T34,T34,Joe Ogilvie,85,6.4,423.5,66,7.6,4.6
45,T34,T34,Greg Owen,97,6.4,544.6,85,7.5,4.7
46,T34,T34,Ryan Palmer,78,6.4,436.6,68,7.4,5.1
47,T34,T34,Pat Perez,74,6.4,408.9,64,7.5,2.3
48,T34,T34,John Senden,100,6.4,505.2,79,7.4,2.8
49,T34,T34,Kevin Stadler,65,6.4,301.1,47,7.5,3.3
50,T34,T34,Chris Stroud,88,6.4,359.4,56,7.9,4.4
51,T34,T34,Nicholas Thompson,96,6.4,509.4,80,7.5,4.1
52,T34,T34,Brendon Todd,53,6.4,309.4,48,7.2,5.1
53,T34,T34,David Toms,98,6.4,509.3,80,7.1,4.5
54,T34,T34,Marc Turnesa,77,6.4,495.0,77,7.6,3.5
55,T34,T34,Bo Van Pelt,100,6.4,463.9,73,7.2,4.8
56,T34,T34,Boo Weekley,79,6.4,470.2,74,7.3,5.0
57,T58,T58,Stuart Appleby,79,6.3,404.3,64,7.6,4.3
58,T58,T58,Aaron Baddeley,66,6.3,318.9,51,7.5,1.9
59,T58,T58,Rich Beem,77,6.3,325.4,52,7.1,4.7
60,T58,T58,Ángel Cabrera,55,6.3,228.4,36,7.3,4.9
61,T58,T58,Daniel Chopra,89,6.3,537.8,86,8.2,4.3
62,T58,T58,Brian Davis,103,6.3,589.1,93,7.4,4.3
63,T58,T58,Jason Day,61,6.3,300.9,48,7.5,3.8
64,T58,T58,Joe Durant,62,6.3,282.3,45,7.6,1.2
65,T58,T58,Sergio Garcia,59,6.3,264.2,42,7.4,4.1
66,T58,T58,Lee Janzen,74,6.3,362.5,58,7.1,5.2
67,T58,T58,Kent Jones,73,6.3,341.3,54,7.0,3.2
68,T58,T58,Matt Jones,56,6.3,246.2,39,7.6,4.2
69,T58,T58,Bill Lunde,83,6.3,474.1,75,7.4,4.8
70,T58,T58,Hunter Mahan,94,6.3,421.0,67,7.0,5.3
71,T58,T58,John Mallinger,90,6.3,457.4,73,7.4,5.3
72,T58,T58,Bryce Molder,69,6.3,328.8,52,7.4,4.7
73,T58,T58,James Nitties,86,6.3,355.1,56,7.4,4.7
74,T58,T58,Sean O'Hair,80,6.3,363.1,58,7.6,4.4
75,T58,T58,Leif Olson,51,6.3,238.9,38,7.7,4.3
76,T58,T58,Kenny Perry,92,6.3,481.4,77,7.3,4.3
77,T58,T58,Scott Piercy,85,6.3,388.4,62,7.7,3.5
78,T58,T58,D.A. Points,99,6.3,531.9,85,7.2,4.8
79,T58,T58,Rick Price,54,6.3,246.0,39,7.3,4.4
80,T58,T58,Brett Quigley,92,6.3,450.3,72,7.5,3.9
81,T58,T58,John Rollins,92,6.3,494.1,78,7.3,4.5
82,T58,T58,Adam Scott,53,6.3,272.1,43,7.4,4.6
83,T58,T58,D.J. Trahan,96,6.3,477.8,76,7.7,4.0
84,T58,T58,Bubba Watson,73,6.3,304.3,48,7.8,4.1
85,T58,T58,Matt Weibring,65,6.3,302.4,48,7.3,4.8
86,T87,T87,Stephen Ames,77,6.2,372.3,60,7.8,4.2
87,T87,T87,Mark Calcavecchia,72,6.2,361.5,58,7.2,2.4
88,T87,T87,Chad Campbell,90,6.2,431.9,70,7.0,4.2
89,T87,T87,Stewart Cink,79,6.2,398.8,64,7.4,4.7
90,T87,T87,David Duval,56,6.2,224.0,36,7.4,2.7
91,T87,T87,Ernie Els,70,6.2,314.1,51,7.2,4.2
92,T87,T87,Derek Fathauer,63,6.2,290.6,47,7.4,0.7
93,T87,T87,Jason Gore,74,6.2,355.7,57,7.0,4.0
94,T87,T87,Bob Heintz,59,6.2,267.5,43,7.3,3.9
