,Smash_Factor_RANK THIS WEEK,Smash_Factor_RANK LAST WEEK,Smash_Factor_PLAYER NAME,Smash_Factor_ROUNDS,Smash_Factor_AVG.,Smash_Factor_TOTAL SMASH FACTOR,Smash_Factor_TOTAL ATTEMPTS,Smash_Factor_HIGHEST VALUE,Smash_Factor_LOWEST VALUE
0,T1,T1,Robert Allenby,71,1.484,81.627,55,1.485,1.4709999999999999
1,T1,T1,Mark Brooks,55,1.484,54.913000000000004,37,1.485,1.4769999999999999
2,T1,T1,K.J. Choi,65,1.484,86.05,58,1.485,1.4609999999999999
3,T1,T1,J.B. Holmes,74,1.484,80.122,54,1.489,1.463
4,T1,T1,Cliff Kresge,78,1.484,99.397,67,1.485,1.4569999999999999
5,T1,T1,Justin Leonard,95,1.484,130.554,88,1.499,1.445
6,T1,T1,Peter Lonard,86,1.484,112.79799999999999,76,1.485,1.475
7,T1,T1,John Mallinger,90,1.484,111.285,75,1.485,1.469
8,T1,T1,Rocco Mediate,79,1.484,89.021,60,1.485,1.449
9,T1,T1,James Nitties,86,1.484,87.527,59,1.485,1.4569999999999999
10,T1,T1,Joe Ogilvie,85,1.484,105.359,71,1.485,1.4669999999999999
11,T1,T1,Ryan Palmer,78,1.484,100.90799999999999,68,1.485,1.469
12,T1,T1,Ian Poulter,59,1.484,74.202,50,1.485,1.469
13,T1,T1,John Rollins,92,1.484,117.211,79,1.485,1.4669999999999999
14,T1,T1,Bo Van Pelt,100,1.484,111.295,75,1.485,1.4709999999999999
15,T16,T16,Jason Bohn,88,1.483,123.059,83,1.485,1.449
16,T16,T16,Fred Couples,54,1.483,63.748999999999995,43,1.4869999999999999,1.4609999999999999
17,T16,T16,Ernie Els,70,1.483,78.57300000000001,53,1.485,1.449
18,T16,T16,Derek Fathauer,63,1.483,69.697,47,1.485,1.4669999999999999
19,T16,T16,Brad Faxon,59,1.483,83.052,56,1.485,1.455
20,T16,T16,Harrison Frazar,93,1.483,115.706,78,1.485,1.4709999999999999
21,T16,T16,Robert Garrigus,83,1.483,88.96799999999999,60,1.485,1.4569999999999999
22,T16,T16,Dustin Johnson,85,1.483,96.375,65,1.485,1.4569999999999999
23,T16,T16,Martin Laird,72,1.483,80.06,54,1.485,1.4469999999999998
24,T16,T16,Marc Leishman,91,1.483,112.678,76,1.485,1.453
25,T16,T16,Michael Letzig,96,1.483,134.914,91,1.5,1.449
26,T16,T16,Spencer Levin,75,1.483,100.816,68,1.485,1.459
27,T16,T16,Bill Lunde,83,1.483,112.726,76,1.485,1.463
28,T16,T16,Jeff Maggert,79,1.483,106.78,72,1.485,1.465
29,T16,T16,Parker McLachlin,71,1.483,93.399,63,1.4869999999999999,1.449
30,T16,T16,Sean O'Hair,80,1.483,87.48100000000001,59,1.489,1.449
31,T16,T16,Nick O'Hern,90,1.483,129.039,87,1.485,1.463
32,T16,T16,Geoff Ogilvy,78,1.483,102.32799999999999,69,1.5119999999999998,1.463
33,T16,T16,Kenny Perry,92,1.483,120.125,81,1.485,1.463
34,T16,T16,Carl Pettersson,86,1.483,115.656,78,1.485,1.4609999999999999
35,T16,T16,Scott Piercy,85,1.483,91.95200000000001,62,1.485,1.4709999999999999
36,T16,T16,Aron Price,89,1.483,105.315,71,1.4869999999999999,1.463
37,T16,T16,Chris Riley,77,1.483,87.48100000000001,59,1.495,1.465
38,T16,T16,Andres Romero,58,1.483,77.10600000000001,52,1.485,1.449
39,T16,T16,Rory Sabbatini,81,1.483,102.351,69,1.485,1.449
40,T16,T16,Vijay Singh,71,1.483,90.46700000000001,61,1.485,1.463
41,T16,T16,Heath Slocum,95,1.483,121.58200000000001,82,1.485,1.449
42,T16,T16,Peter Tomasulo,61,1.483,63.753,43,1.485,1.465
43,T16,T16,David Toms,98,1.483,123.09100000000001,83,1.489,1.435
44,T16,T16,Brian Vranesh,51,1.483,53.378,36,1.485,1.449
45,T16,T16,Jimmy Walker,74,1.483,74.15,50,1.485,1.459
46,T16,T16,Jay Williamson,69,1.483,83.06200000000001,56,1.485,1.4669999999999999
47,T16,T16,Casey Wittenberg,71,1.483,81.541,55,1.485,1.433
48,T49,T49,Rich Beem,77,1.482,80.038,54,1.485,1.4509999999999998
49,T49,T49,Matt Bettencourt,98,1.482,122.99700000000001,83,1.4869999999999999,1.4509999999999998
50,T49,T49,Alex Cejka,82,1.482,103.72200000000001,70,1.485,1.449
51,T49,T49,Stewart Cink,79,1.482,97.84,66,1.485,1.459
52,T49,T49,Tim Clark,81,1.482,100.773,68,1.506,1.4609999999999999
53,T49,T49,Ben Crane,93,1.482,120.06700000000001,81,1.485,1.453
54,T49,T49,Brian Davis,103,1.482,142.26,96,1.485,1.433
55,T49,T49,Jason Dufner,90,1.482,117.103,79,1.4869999999999999,1.4569999999999999
56,T49,T49,David Duval,56,1.482,53.336000000000006,36,1.485,1.449
57,T49,T49,Steve Elkington,70,1.482,81.53699999999999,55,1.4869999999999999,1.463
58,T49,T49,Mathew Goggin,76,1.482,85.96,58,1.485,1.4609999999999999
59,T49,T49,Jason Gore,74,1.482,84.465,57,1.485,1.449
60,T49,T49,Paul Goydos,79,1.482,102.285,69,1.485,1.449
61,T49,T49,Nathan Green,104,1.482,134.863,91,1.485,1.4609999999999999
62,T49,T49,Padraig Harrington,66,1.482,69.633,47,1.485,1.459
63,T49,T49,Jeff Klauk,97,1.482,131.891,89,1.485,1.453
64,T49,T49,Jarrod Lyle,65,1.482,74.123,50,1.5,1.453
65,T49,T49,Steve Marino,98,1.482,130.42600000000002,88,1.485,1.449
66,T49,T49,David Mathis,82,1.482,102.286,69,1.485,1.449
67,T49,T49,Jeff Overton,92,1.482,115.62799999999999,78,1.485,1.449
68,T49,T49,Corey Pavin,73,1.482,78.53699999999999,53,1.485,1.455
69,T49,T49,D.A. Points,99,1.482,125.98700000000001,85,1.485,1.4609999999999999
70,T49,T49,Tag Ridings,50,1.482,60.765,41,1.485,1.4609999999999999
71,T49,T49,Patrick Sheehan,51,1.482,53.341,36,1.4909999999999999,1.459
72,T49,T49,Darron Stiles,52,1.482,48.917,33,1.4909999999999999,1.449
73,T49,T49,Steve Stricker,81,1.482,102.26299999999999,69,1.485,1.449
74,T49,T49,Chris Stroud,88,1.482,88.90299999999999,60,1.485,1.449
